ORF	WT	Opt	WTRNA
NCU08231	82.5	18.6	37.3
NCU08232	159.3	43.8	68.1
NCU08233	0	0.3	0
NCU08234	0	0	0.3
NCU08235	0.1	0	0
NCU08236	0.1	0	0
NCU08237	0	0	0
NCU08238	0	0	0
NCU08239	0	0	0
NCU08240	0	0	0
NCU08241	0.2	0	0
NCU08242	0	0	0
NCU08243	0	0	0
NCU08244	0	0.2	0
NCU08245	0	0	0
NCU08246	0	0	0
NCU08247	0	0	0
NCU08248	0	0	0
NCU08249	0	0	0
NCU08250	0.1	0	0
NCU08251	0	0	0
NCU08252	0	0	0
NCU08253	0	0	0
NCU08254	0.2	0.9	0
NCU08255	0	0	0
NCU08256	0.4	0	0
NCU08257	0	0.3	0
NCU08258	0	0	0
NCU08259	0	0.2	0
NCU08260	0	0	0
NCU08261	0	0	0
NCU08262	0	0	0
NCU08263	0.3	0	0
NCU08264	0	0	0
NCU08265	0	0	0
NCU08267	24	22.6	8.6
NCU08268	45	87.8	30
NCU08269	298.3	535	324.1
NCU08270	1.1	1.3	0.7
NCU08271	3	3.8	2.5
NCU08272	67.1	70	16.1
NCU08273	121.9	48.9	12.5
NCU08274	24.5	36.5	45.7
NCU08275	34.6	21.8	36.7
NCU08276	21.8	12.1	6.7
NCU08277	359	262.2	70.4
NCU08278	10.2	8.8	5.9
NCU08279	9.7	6.2	4.9
NCU08280	307.6	487.3	71.2
NCU08281	26.4	27.8	4.6
NCU08282	24.2	98.8	51.7
NCU08283	14.6	17.2	4.9
NCU08287	539.4	228.2	74
NCU08288	16.3	17.1	40.6
NCU08289	15.4	9	3.7
NCU08290	26.7	30.2	14.1
NCU08291	263.8	288.2	406.1
NCU08292	28.4	11.3	10.5
NCU08293	6.7	18.4	15.9
NCU08294	8.1	5.2	2.7
NCU08295	143.3	161.3	28.2
NCU08296	76.4	61.2	24.1
NCU08297	260.4	313.1	28.8
NCU08298	18.2	8.5	14.9
NCU08299	80.1	45.1	9.8
NCU08300	357.4	284.3	191.7
NCU08301	36.4	30.5	8.2
NCU08302	31.2	17	24.9
NCU08303	51.9	43	6.9
NCU08305	0	0	0
NCU08307	11.1	14.7	2.6
NCU08308	0	0	0
NCU08309	6.3	4	5.2
NCU08310	5.4	3.4	1.3
NCU08311	0	0	0
NCU08312	25.8	22.3	4.5
NCU08313	5.3	12.2	7.7
NCU08314	24.8	38.4	3.9
NCU08315	1.4	2	0.5
NCU08316	18.1	23.8	3
NCU08317	10.3	13.3	3.8
NCU08318	0	0	0
NCU08319	18.9	28.3	9.9
NCU08321	0	0	0
NCU08323	47.4	44.1	15.8
NCU08324	37.2	32.4	15.4
NCU08325	3.2	11.5	0.8
NCU08326	13.2	18.4	6.1
NCU08328	3.6	2.4	13.7
NCU08329	47.3	56.9	43.2
NCU08330	1683.5	2122.8	516.3
NCU08331	19.3	25.8	5.8
NCU08332	2966.5	2568.6	1264.5
NCU08333	79.4	247.8	50.4
NCU08334	32.9	31.9	10.3
NCU08336	516.4	320.9	77.8
NCU08337	0	0.2	0
NCU08338	25.2	18.2	5.5
NCU08339	137.6	136.2	22.6
NCU08340	818.4	1034.6	311.4
NCU08341	30.9	24.1	12.6
NCU08342	24.6	41.6	9.2
NCU08343	28.3	24.1	16.8
NCU08344	1165	1137.5	944.4
NCU08345	38.8	31.1	25.3
NCU08346	17	16.1	7.5
NCU08347	1.2	2.5	2.6
NCU08348	22.7	10	3.5
NCU08349	0	0	0
NCU08350	20	33	25.4
NCU08351	73.6	413.6	59.4
NCU08352	183.9	148	163.5
NCU08353	9.9	24.3	7.8
NCU08354	25.4	20.2	6.1
NCU08355	96.2	14.5	360.1
NCU08356	30.7	44.9	10.8
NCU08357	50.5	27.5	8
NCU08358	47.1	84.8	14.6
NCU08359	79.1	72.3	23.2
NCU08360	15.5	13.4	6.2
NCU08361	0	0.2	0.5
NCU08362	143.6	177.4	14.5
NCU08363	65.2	57.7	117.3
NCU08364	23.5	14.8	4.2
NCU08365	15.8	11.4	3.4
NCU08366	9.5	35.7	3.5
NCU08367	2	10.5	5.7
NCU08368	6	14.3	3.4
NCU08369	75.9	35.8	16
NCU08370	34	22.9	8.5
NCU08371	8.2	8.5	1894.5
NCU08372	3	2	0.6
NCU08373	23.7	24.2	8.5
NCU08374	50.6	80.4	57.3
NCU08375	45.6	17.8	230.1
NCU08376	6.5	4.2	3.3
NCU08377	23.8	16.7	28.8
NCU08378	38.7	47.4	7
NCU08379	61.3	90.4	25.7
NCU08380	73.7	89.1	10.2
NCU08382	31.9	24.7	6.6
NCU08383	0	0.6	0
NCU08384	10.9	8.7	4
NCU08385	51.8	59.9	20.1
NCU08386	2.7	2	1.1
NCU08387	0.2	0.4	0.4
NCU08388	25.9	25.5	4.5
NCU08389	1376	814.5	3475.3
NCU08390	113.5	303.7	370.7
NCU08391	22.6	23.9	3.7
NCU08393	0	0.1	0.9
NCU08395	27	19.2	3.9
NCU08396	44.1	41.2	8.4
NCU08397	139.7	251.1	56.5
NCU08398	0.2	0	0.3
NCU08399	0	0.1	0.4
NCU08402	21	17.4	19.1
NCU08403	3.8	1.4	3.9
NCU08404	0	0	0.2
NCU08405	0	0	0
NCU08406	0.1	0	0
NCU08407	50	56.8	61
NCU08408	16	10.9	7.2
NCU08409	258.3	260.9	60.9
NCU08410	47.6	73.7	126.6
NCU08411	816.2	528.2	279.1
NCU08412	0.4	0.3	0.9
NCU08413	0.8	2.2	0
NCU08414	0.1	0.4	0.4
NCU08415	0	0	0
NCU08416	29.5	26.9	20.8
NCU08417	24.4	22.7	6.7
NCU08418	64.3	190.2	27.8
NCU08420	14.6	15.1	3.4
NCU08421	28.3	53.8	24.3
NCU08423	60.9	98.8	12.1
NCU08425	3.4	12.8	5.6
NCU08427	45.2	35.1	61
NCU08428	0	0	0
NCU08429	0.8	3	0.9
NCU08431	0.4	0.2	0
NCU08432	4.2	2.6	1232.5
NCU08433	1.7	40.5	2.7
NCU08434	433.9	662.6	705.1
NCU08435	7.1	3	0.8
NCU08436	33.6	42.8	36.5
NCU08437	0	0	0
NCU08438	0	0	0
NCU08439	12.1	7.2	3.6
NCU08440	12.3	23.2	17.6
NCU08441	3.1	2.4	1.3
NCU08442	0	0	0
NCU08443	0.2	0	1.1
NCU08445	27.8	29.1	16.2
NCU08447	0.5	6.2	2.1
NCU08448	11.5	27.8	24.5
NCU08449	13.6	35.5	3.2
NCU08452	12.6	12.9	3.4
NCU08453	0	0	0
NCU08454	8	20.6	10.9
NCU08455	0	0	32
NCU08456	3.4	5.6	7.2
NCU08457	811.8	1259.2	956.7
NCU08463	0	0	0
NCU08468	26.9	37	7
NCU08469	0	1.3	0.5
NCU08470	0	0	0
NCU08471	515.2	433.7	286.7
NCU08472	0	0	0
NCU08473	2.5	0.5	0.6
NCU08475	36.9	66.3	10.5
NCU08476	14.1	33.7	8
NCU08477	442.7	466.7	89.5
NCU08478	1.8	7.6	12.9
NCU08480	26.3	25.7	4
NCU08484	19.5	16.9	5.1
NCU08485	53.2	37.4	17.5
NCU08487	25.7	17.2	5.7
NCU08489	0	0.5	1.3
NCU08490	1.1	1.5	0.3
NCU08491	58.6	0	25229.7
NCU08492	0	0	0
NCU08494	0	0	0
NCU08495	18.7	2.7	40.9
NCU08496	0	0.1	0.1
NCU08497	0.2	0	0
NCU08499	71.8	93.6	16.5
NCU08500	1657.7	1195.3	492
NCU08501	73.2	50.9	13
NCU08502	1778	1146.7	590.7
NCU08503	28.7	31.7	26.4
NCU08504	9.7	6.3	8.6
NCU08505	109.6	93	181.6
NCU08506	3.4	2.4	3.2
NCU08507	67.9	79.2	10.8
NCU08508	0.5	0	1.3
NCU08509	6.3	5.9	2.2
NCU08510	5.7	13.9	5.2
NCU08511	12.7	13.6	2.9
NCU08512	34	24.4	4.4
NCU08513	0	0	0
NCU08514	21.2	27.3	5.8
NCU08515	469.7	272.6	173
NCU08516	2.4	1.5	11.2
NCU08517	10.6	13.3	4.6
NCU08518	36	63.5	7.9
NCU08521	0.2	0.1	0
NCU08522	0.1	0.2	0.7
NCU08523	0	0.2	1.1
NCU08524	0.3	0.8	2
NCU08525	0.6	2	1.5
NCU08526	4	3.5	3.7
NCU08527	1.2	1.4	5.9
NCU08529	0	1.5	0
NCU08530	0	1.1	0
NCU08531	0	0.7	0
NCU08532	0	0.1	0.2
NCU08533	0	0.3	0
NCU08534	0	0	0
NCU08535	168.9	201.6	20.9
NCU08537	3	1.6	0.3
NCU08538	0	0.1	0
NCU08539	0.1	0.1	0
NCU08541	98.3	89.6	38.3
NCU08542	0.1	0	0
NCU08543	0	19	0.7
NCU08544	0	0.4	2.5
NCU08545	0	0.1	0.2
NCU08546	0.5	0.4	0
NCU08547	0.2	0	0
NCU08548	0	0.2	0
NCU08549	68.2	17	131.5
NCU08550	252.3	186.4	38.1
NCU08551	25.9	27.8	9.2
NCU08552	118.5	74.9	268.7
NCU08553	101.3	48.1	33.1
NCU08554	125.8	154.4	21.9
NCU08555	0	0.1	0
NCU08556	7.7	5.9	6.3
NCU08557	4.3	3.7	15.9
NCU08558	0	0.1	1
NCU08559	5.5	4.2	3.3
NCU08560	24	110.7	4.5
NCU08561	8	14.9	1.1
NCU08563	29.1	24.8	3.7
NCU08564	0	0.3	0.5
NCU08565	39	74.6	14.3
NCU08566	19.3	26.2	7.7
NCU08568	46.7	102.8	189.1
NCU08569	0	0	0
NCU08570	0.1	0	0.4
NCU08571	0	0	0
NCU08572	0	0	0
NCU08573	0	0	0
NCU08574	0	0	0
NCU08575	0	0	0
NCU08576	0	0	0
NCU08578	261.4	239	140.8
NCU08579	22.3	18.3	3.7
NCU08585	0	0	0
NCU08594	9.8	5.4	2.3
NCU08595	53.2	79.3	82.1
NCU08597	10.7	14.5	3
NCU08598	3.7	3.5	1.7
NCU08599	15	22.2	3.1
NCU08600	10.2	17.6	19.1
NCU08601	2.9	0.3	1.3
NCU08602	204.5	311.5	45.6
NCU08603	4.5	4.2	1.1
NCU08604	44.8	36.5	12.3
NCU08605	266	434.8	104.9
NCU08606	15.9	14.9	5.7
NCU08607	98.3	104.3	122.6
NCU08608	0.1	0	0
NCU08609	30	33.7	42.6
NCU08610	21.4	13.7	7.6
NCU08611	20.1	13.8	5.4
NCU08612	0	0	0
NCU08613	0	0	0
NCU08614	0	0	0
NCU08615	0.4	0.2	0.7
NCU08616	45.6	31.2	23.6
NCU08617	0.5	0.6	4.6
NCU08618	40.6	42.9	5.6
NCU08619	0	0	0.6
NCU08620	1357.5	1112.6	428.8
NCU08621	104.4	146.8	27.8
NCU08622	0	0.8	0.8
NCU08623	0	0	0
NCU08624	0	0	0
NCU08625	4.2	8.1	6.3
NCU08626	9.1	8.9	20.1
NCU08627	1459	811.7	529.1
NCU08628	2.1	1.9	1.1
NCU08629	0	0	0.3
NCU08630	0.5	0.4	0.4
NCU08631	0	0.2	0.4
NCU08632	10.4	8.5	8.8
NCU08633	24.4	26.6	3.3
NCU08634	1.8	2.7	0.9
NCU08635	0	0	1.2
NCU08636	0.8	0	0
NCU08637	11	13.9	1.9
NCU08638	5	3.1	0.7
NCU08639	0	0	0
NCU08640	0	0	0
NCU08641	15.5	31.8	8.3
NCU08642	11.1	13.9	2.6
NCU08643	11.3	7.5	5
NCU08644	0.3	0.4	0.7
NCU08645	0	0	0
NCU08646	0.3	0.4	35.7
NCU08648	30.3	120	41.6
NCU08649	0	0	0
NCU08650	5.9	3.4	4.5
NCU08651	11.2	11.8	5.5
NCU08652	16.5	19.2	8.8
NCU08654	0.2	0.4	0
NCU08655	10	17.8	18.9
NCU08656	0.1	0	0
NCU08657	0	0	0
NCU08658	0.1	0	0.5
NCU08660	8.2	8.3	4.7
NCU08661	21.5	27.3	29.5
NCU08662	0	0	0
NCU08663	57.5	59.4	10.2
NCU08664	13.4	16.9	3.3
NCU08666	58.5	49.6	6.2
NCU08667	0.2	0	0.9
NCU08668	27	30.3	18.8
NCU08669	407.5	242.6	63.3
NCU08670	0.1	0.3	0.5
NCU08671	55.8	89.8	17.8
NCU08672	0	0	0
NCU08674	67.4	42.9	12.4
NCU08676	213.5	204.9	69.3
NCU08677	581.7	357.7	1560.5
NCU08678	114.1	150.5	96.9
NCU08679	0	0	0
NCU08680	0	0	0
NCU08681	112.9	131	26.4
NCU08682	16.7	20.8	11.3
NCU08683	53.8	62.3	10.9
NCU08685	223.5	140.7	32.6
NCU08686	4.4	4.7	2.8
NCU08687	34.2	40.8	51.3
NCU08688	7.3	11.8	2
NCU08689	7.3	5.7	0.8
NCU08691	1.7	1	1.5
NCU08692	6.7	4.3	2.1
NCU08693	1073.8	701.2	172.6
NCU08694	30.7	20	4.6
NCU08695	52.7	63.9	7.2
NCU08696	0.4	0.2	2.5
NCU08697	0.2	0	0.1
NCU08699	29.6	52.9	4.4
NCU08700	7.2	10.4	2.7
NCU08701	0.3	0.2	0.5
NCU08702	0.1	0	17
NCU08703	5.3	6.3	25.4
NCU08705	16.3	4.5	2.9
NCU08706	5.4	6	3.5
NCU08707	48.9	71	7.1
NCU08708	19.6	32.2	19.5
NCU08709	20.6	33.8	3.4
NCU08711	0	0	0
NCU08712	3.6	2.5	7.5
NCU08713	28.6	34.4	182.1
NCU08715	16.6	5.2	12.4
NCU08716	0	0.5	0
NCU08717	0	0	0
NCU08718	0.7	5.4	0
NCU08719	4.2	1.8	1.4
NCU08720	26.3	100.1	11.4
NCU08721	2	1.1	2.2
NCU08722	0	0	0
NCU08723	0	0	0
NCU08724	0	0	1
NCU08726	39.8	39.4	5.4
NCU08727	0.4	0	0.9
NCU08728	58.4	73.1	73.9
NCU08729	41.9	57.3	12.4
NCU08730	16	9	3.7
NCU08731	3.7	3.7	2.3
NCU08732	0.2	0.7	0
NCU08733	1.6	2.5	1.8
NCU08734	0.1	0.2	0
NCU08735	0	0.1	0
NCU08736	15.2	35.9	34
NCU08737	1.1	0.9	0.7
NCU08738	7	25.4	1.8
NCU08739	1.6	5.1	0.5
NCU08741	35.7	33.7	27.2
NCU08742	9.8	14.1	24
NCU08743	180.9	188.9	169.5
NCU08744	178.2	182.7	26.3
NCU08745	0	0	0
NCU08746	2.9	4.7	6.8
NCU08747	6.6	1.5	8.1
NCU08748	38.1	67.6	27
NCU08749	0.2	0	0.8
NCU08750	3.2	1.3	10.8
NCU08752	0	0	0.8
NCU08753	0	0.1	0
NCU08755	0.1	0.7	0.8
NCU08756	0	0.4	0
NCU08757	149.2	479.4	5.7
NCU08760	0.3	0.9	0
NCU08761	44.1	55.9	14.2
NCU08762	104.1	106.9	29
NCU08763	0.5	1.3	1.9
NCU08764	0	0.2	0
NCU08765	0	0	0
NCU08766	7	8.5	10.6
NCU08767	26.6	40.5	29.8
NCU08768	31.1	99.2	30.5
NCU08769	1.8	2.8	2.3
NCU08770	0	1.1	0
NCU08771	3.2	9.6	4.2
NCU08772	13.8	26.9	4.5
NCU08773	0.1	0	0
NCU08774	0	0	0
NCU08775	0	0.2	1.5
NCU08776	9.5	12.3	5.4
NCU08777	0	0	0
NCU08779	114.9	97	25.5
NCU08780	0	0.3	0
NCU08781	0	0	0
NCU08783	0	0.3	0
NCU08784	0	0	2
NCU08785	0	0	0.4
NCU08786	10.6	108.8	4.6
NCU08787	11	13	3.1
NCU08788	3.7	3.3	1.8
NCU08789	0	0.3	0.6
NCU08790	0.1	0.4	0
NCU08791	298.1	64.6	200.6
NCU08792	21.9	24.5	18.2
NCU08793	21.7	14.6	38.4
NCU08794	138.5	182.1	71.1
NCU08795	8.7	13.5	16.5
NCU08796	0	0.1	0.5
NCU08797	0	1	0
NCU08799	0	0	0
NCU08800	0	0	0
NCU08801	0	0	0
NCU08802	0	0	0
NCU08803	0.5	0.4	0.3
NCU08804	3.5	2.7	4.1
NCU08805	0	0	0
NCU08806	6.2	5	6.8
NCU08807	76.6	64.1	16.4
NCU08809	26.4	29.3	1.5
NCU08810	25.8	28.9	45.5
NCU08811	120.6	182.9	114.5
NCU08812	0	0	0
NCU08813	0	0.1	0
NCU08814	0	0.2	0
NCU08816	76.5	76.4	93
NCU08818	0	0	0
NCU08820	108.1	30.8	16.8
NCU08821	33.1	5.7	6.4
NCU08822	0	0.6	0.5
NCU08823	180.2	284.2	22.2
NCU08824	121.4	91.6	23.2
NCU08825	16.2	34.8	29.3
NCU08826	7.5	10.1	5.9
NCU08827	8.5	7.3	25
NCU08828	164.6	104.7	88.5
NCU08829	0	0	0
NCU08830	0	0.2	0
NCU08832	0	0	0
NCU08833	0	0	0
NCU08834	0.1	0	0
NCU08835	0	0	0.2
NCU08836	0	0.1	0
NCU08837	0	0	0.3
NCU08838	0.1	0.2	0
NCU08839	4.1	21.1	0.6
NCU08840	55.2	69.7	19.1
NCU08841	11.4	6.6	13
NCU08842	1.5	4.2	0.5
NCU08843	0.5	0	0
NCU08844	25.4	21.4	22.5
NCU08845	0	0	0
NCU08846	0	0	0
NCU08847	37.4	287.1	8.5
NCU08848	8.5	13.4	3.7
NCU08849	0	0	0
NCU08850	5.3	6.1	1.9
NCU08851	2.1	0	0
NCU08852	3.5	4.3	0.7
NCU08853	0.1	0	0.1
NCU08855	19.9	28.5	16.5
NCU08856	0	0.3	0.7
NCU08857	4.1	6.5	0.6
NCU08858	26.3	19.4	6.2
NCU08859	106.9	178.4	16
NCU08860	20.1	26.9	67.8
NCU08861	72.8	79.8	85.8
NCU08862	0	0.2	1.4
NCU08863	0	0.1	0.3
NCU08864	0	0	0.4
NCU08865	0	0	0.3
NCU08866	0.3	0	0
NCU08867	7.7	7.8	5.5
NCU08868	8.7	31.9	4.3
NCU08869	24.8	24.9	21.7
NCU08870	16.8	25.2	6.2
NCU08872	0	0	6.6
NCU08873	9.6	18	6.4
NCU08874	26.6	56.8	12.9
NCU08875	156.6	113.6	17.9
NCU08877	225	195.1	123.3
NCU08878	61.6	72	9.4
NCU08879	9.6	8.7	4.8
NCU08880	34.9	8.6	12.6
NCU08881	0	0.3	0.7
NCU08882	204.6	168.8	87.2
NCU08883	0	0	0
NCU08884	0	0	0
NCU08885	0.1	0	0
NCU08886	82.7	149.7	32
NCU08887	4	7235.9	546.6
NCU08888	470.8	390	673.1
NCU08889	13.3	14.1	3.7
NCU08891	17.5	12.3	3.8
NCU08892	8.9	34.4	35
NCU08893	68.5	88.9	237.3
NCU08894	304.6	229.3	151.5
NCU08895	71.1	92.2	8.9
NCU08897	331.5	215.7	87.3
NCU08898	114.2	69.4	65.2
NCU08899	11.6	14.1	2.8
NCU08900	10.8	27.1	11
NCU08901	0.6	1.4	0.3
NCU08902	0	0	0
NCU08903	143	118.7	43.1
NCU08904	28.6	46.2	86.9
NCU08905	0	0.6	0.2
NCU08907	412.9	1554.5	233.6
NCU08909	1070	463.7	1025.8
NCU08912	0	0	0
NCU08915	0	0.5	46.9
NCU08916	2.7	0.8	1.1
NCU08917	0	0.3	0
NCU08918	0	0.4	0
NCU08919	32.5	32.1	6.9
NCU08920	354.6	173.6	150.7
NCU08921	0.3	0	25.7
NCU08922	53.8	52.7	108.8
NCU08923	839.6	524.7	114.6
NCU08924	28.5	19.6	18.1
NCU08925	7.2	9.6	7.6
NCU08926	19.4	14.3	2.1
NCU08927	70.3	105.7	51.5
NCU08928	16.3	15.7	2.5
NCU08929	8.9	17.3	6.3
NCU08930	176.3	219.6	205.1
NCU08931	51.9	149.6	119.8
NCU08932	0	0	0.7
NCU08933	0.1	0.4	2.4
NCU08934	18.2	21.4	6.1
NCU08935	145.1	146.9	77.6
NCU08936	1465.1	1026	443.2
NCU08937	0	0	0
NCU08938	2.2	3.9	5.1
NCU08939	120.2	91.9	18
NCU08940	538	390.9	235.1
NCU08941	26.3	23	8.5
NCU08942	16	21.3	23.1
NCU08943	9.3	26.4	26.2
NCU08944	113.4	173.3	180.6
NCU08945	7.9	11.8	8.8
NCU08946	321.2	384	318.3
NCU08947	888.9	801.7	1038.8
NCU08948	29.8	29.4	13.4
NCU08949	1176.5	175.4	179.1
NCU08951	152.9	193	49.5
NCU08952	99.6	77.7	143.6
NCU08953	0.1	0	0.5
NCU08954	360.6	254	544.5
NCU08955	142.1	114.6	74.2
NCU08956	157.1	212.8	40.8
NCU08957	57.3	53.8	57.2
NCU08959	73.2	62	33.6
NCU08960	2877.3	3578.1	1297.4
NCU08961	20	22.1	6.3
NCU08962	50.9	80.4	11.9
NCU08963	748.9	360.9	706.6
NCU08964	2108.9	1471.4	1603.9
NCU08965	29	42.9	16.3
NCU08966	3.9	2	2
NCU08967	22.4	15.9	5.7
NCU08968	27.4	22.3	11.4
NCU08969	0	0.1	0.9
NCU08970	0	0	0
NCU08971	0	0	3.1
NCU08972	0	0.9	0.6
NCU08973	220.4	191.2	84
NCU08974	13.6	23.9	2.7
NCU08975	0	0	1.2
NCU08976	346.7	284.8	59.1
NCU08977	90.3	156	79.9
NCU08978	14.9	20	9.6
NCU08979	0	0	0
NCU08980	148	131.8	583.2
NCU08981	28.1	28.5	34.2
NCU08982	7.8	27.5	33.9
NCU08983	24.6	22.9	6.7
NCU08984	11.6	11.7	11.8
NCU08985	97.2	133.5	26.4
NCU08986	0.7	7.8	0
NCU08987	0	0	0.7
NCU08988	21	25.5	40.4
NCU08989	48.3	108.3	5.6
NCU08990	2335.7	982.3	862
NCU08991	699.2	695.7	133.9
NCU08992	55.6	41.8	35.8
NCU08993	27.9	25.6	16.2
NCU08994	27.9	17.3	8
NCU08995	21.9	27.3	3.9
NCU08996	17.4	10.9	60.1
NCU08997	81.3	66	40
NCU08998	253.1	215.8	153
NCU08999	25.6	44.7	15.6
NCU09000	15.6	11	6.4
NCU09001	54.1	54.2	5.9
NCU09002	497.5	383.9	93
NCU09003	61.2	56.7	8.6
NCU09004	242.7	221.9	160
NCU09005	16	13	4.2
NCU09006	31.4	34.3	5.5
NCU09007	6	3.7	1.1
NCU09008	6.5	9.7	1.5
NCU09010	174.5	136.5	21.8
NCU09012	97.2	55.5	9.6
NCU09013	80.7	72.4	138
NCU09014	92.7	113.5	18.2
NCU09015	0.1	0.1	0.1
NCU09017	22.3	38.7	7.7
NCU09018	15.3	17.2	29.7
NCU09020	35.3	84.1	12.2
NCU09022	1.2	3.2	1.8
NCU09023	0.2	0	0.3
NCU09024	17.9	3.8	7.2
NCU09025	10.5	13.3	5.2
NCU09026	0.1	0	0
NCU09027	0.3	0.1	0.5
NCU09028	0	0	0
NCU09029	0	0	0.4
NCU09030	7.1	3.8	2
NCU09031	2.2	0.4	2.1
NCU09032	7.4	10.1	3.5
NCU09033	7.3	7.7	1.3
NCU09034	3.2	1.4	1.3
NCU09035	8.3	7.5	20.7
NCU09036	0.3	1.8	5.3
NCU09037	2.6	12.4	0.4
NCU09038	0	0.1	1.9
NCU09039	0.2	3.4	0
NCU09040	75.3	28.7	42
NCU09041	947.7	543.8	139.8
NCU09042	2.1	0.5	0.8
NCU09043	150.8	61.3	80.4
NCU09045	5.4	1.6	2.4
NCU09046	0.3	0	0
NCU09048	33.2	33.3	4.3
NCU09049	0	0	0
NCU09050	0	2.1	0.5
NCU09052	0.1	0	0
NCU09053	0.2	0.2	0
NCU09054	0	0	0
NCU09055	0	0	0
NCU09056	26.6	22.2	4
NCU09057	231.4	26.7	67
NCU09058	95.7	78.5	103
NCU09059	0	0.3	0
NCU09060	0	0	0
NCU09061	1.6	0.6	1.1
NCU09062	0.5	0.6	2
NCU09063	20.1	19.8	5.7
NCU09064	0	0.1	0
NCU09065	18.2	14.3	9.5
NCU09066	0	0	0
NCU09068	81.3	55.2	22.6
NCU09069	7.7	6.3	7.4
NCU09070	8.1	10.1	9.4
NCU09071	71.8	46.1	5.4
NCU09072	0.1	0	0
NCU09073	19.3	34.8	9.4
NCU09074	0	0	0
NCU09075	1.8	0.6	13.2
NCU09076	303.2	191.2	49.4
NCU09077	4.8	14.1	3.1
NCU09078	9.1	19.9	25.2
NCU09079	149.5	94	15.1
NCU09080	0	0	0
NCU09081	0	0	0
NCU09082	0	0	0
NCU09084	0	0	0
NCU09085	38.1	30.8	9.8
NCU09087	2.9	4	0.3
NCU09088	35.4	82.4	42.3
NCU09089	1651.4	1621.6	730.4
NCU09090	54.4	116.4	31.3
NCU09091	16.4	9.1	4.9
NCU09092	5.6	4.1	3.6
NCU09093	0.3	0.8	0
NCU09094	8.1	11.7	20.9
NCU09095	17.7	37.2	8.2
NCU09096	1.3	1.4	0.5
NCU09097	104.9	128.4	19.3
NCU09098	24.6	28.2	14.4
NCU09099	0	0	0
NCU09100	8.5	17.7	35
NCU09101	81.6	49.7	8
NCU09102	3.6	2.5	6.6
NCU09103	0	0	0
NCU09104	24.9	21.5	4.7
NCU09105	0	0	0
NCU09106	12.1	8.4	1.7
NCU09107	30.9	74.7	191.2
NCU09108	166.6	126.2	20.3
NCU09109	964.3	714.3	2214.9
NCU09111	861.7	486.3	154
NCU09112	11	9	3.8
NCU09115	57.7	64.1	30.8
NCU09116	35	130	17
NCU09117	35.3	50.4	10.5
NCU09118	67.3	56.8	13.4
NCU09119	643.8	351.9	1886.4
NCU09120	20.2	21	6.2
NCU09121	28	23.5	13.7
NCU09122	72.7	91	4.3
NCU09123	390.5	343.8	61.1
NCU09124	9.5	9.4	1.5
NCU09125	0	0	0
NCU09126	0	0.1	0.2
NCU09127	18.3	25.7	5.7
NCU09128	27.3	19.3	2.6
NCU09129	36.4	49.8	84.6
NCU09130	23.2	19.8	3.5
NCU09131	37.4	50.7	7.7
NCU09132	621.3	473.4	106.2
NCU09133	91.9	195.4	61.4
NCU09134	0.3	0.4	0
NCU09135	9.9	4.5	4.9
NCU09136	72.2	68.9	31
NCU09137	8.2	8	0.8
NCU09138	109.4	83.4	249
NCU09139	13.3	13	5.8
NCU09140	0.2	0.1	2.9
NCU09141	136.4	184	55.6
NCU09142	38.3	42.2	36.4
NCU09143	199.9	142	409.7
NCU09144	0.9	9.8	0.8
NCU09145	0.4	0.5	8.8
NCU09147	0.3	0	0
NCU09148	0	0	0
NCU09149	0	0	0
NCU09150	0.3	0	0
NCU09151	0.1	0.1	0.2
NCU09152	29.9	54.2	217.8
NCU09153	0.1	0.1	1.5
NCU09154	7.9	25.7	20.8
NCU09155	0.1	0.3	0.2
NCU09156	16.6	14.1	12.1
NCU09157	7.9	12.6	1.7
NCU09158	0	0	0
NCU09159	4.3	5.2	0.8
NCU09160	15	21.1	42.1
NCU09161	33.4	57.9	58.4
NCU09162	5.9	6.1	3.9
NCU09163	0	0.3	0
NCU09164	0	0	0
NCU09165	0.1	1.5	0
NCU09166	0	0	0
NCU09167	0.2	0.2	0
NCU09168	0.4	0.2	0.2
NCU09169	13.7	5.5	11.3
NCU09170	2.1	3.7	2.2
NCU09171	0	0.1	0
NCU09172	0	0	0
NCU09173	0.1	0.2	0
NCU09174	517.2	765.2	208.4
NCU09175	497.7	457.2	364.4
NCU09176	8.2	12.4	28.3
NCU09177	0	0	0
NCU09178	1.6	1	4.2
NCU09179	0	0	0
NCU09180	0	0	0
NCU09181	0	0.2	0
NCU09182	180.1	135.9	337.1
NCU09183	0.9	0.1	0.7
NCU09184	0.1	0.1	0
NCU09185	4.5	3.3	11.2
NCU09186	0.2	0.6	0.8
NCU09187	0.7	0.6	0.3
NCU09188	1.9	1.5	1.2
NCU09189	0	0.3	0.2
NCU09190	0	0	0
NCU09191	49.8	35.2	14.6
NCU09192	81.5	85.2	25.3
NCU09193	1.6	11.6	1.2
NCU09194	103.6	101	36.5
NCU09195	37.4	31.4	4.9
NCU09196	0.1	0.1	0.3
NCU09197	0	0.1	3.4
NCU09198	0.4	0	169.6
NCU09199	12.6	5.1	11
NCU09200	2	2.2	0.5
NCU09201	11.4	12.9	1.3
NCU09202	163.2	119.4	21.3
NCU09203	64.5	63.6	8.6
NCU09204	20.5	9.2	23.2
NCU09205	5.3	4.1	1.6
