GENE	cds.length
SPBC29A3.13	1080
SPBC29A3.14c	2967
SPBC29A3.15c	1431
SPBC29A3.16	501
SPBC29A3.17	1578
SPBC29A3.18	924
SPBC29A3.21	303
SPBC29B5.01	1701
SPBC29B5.02c	2358
SPBC29B5.03c	381
SPBC29B5.04c	1818
SPBC2A9.02	888
SPBC2A9.03	1281
SPBC2A9.04c	2226
SPBC2A9.05c	660
SPBC2A9.06c	777
SPBC2A9.07c	741
SPBC2A9.08c	648
SPBC2A9.09	702
SPBC2A9.10	807
SPBC2A9.11c	1188
SPBC2A9.12	795
SPBC2A9.13	147
SPBC2A9.14	201
SPBC2D10.03c	474
SPBC2D10.04	1977
SPBC2D10.05	1395
SPBC2D10.06	1419
SPBC2D10.07c	474
SPBC2D10.08c	786
SPBC2D10.09	1290
SPBC2D10.10c	918
SPBC2D10.11c	1140
SPBC2D10.12	1107
SPBC2D10.13	1473
SPBC2D10.14c	4416
SPBC2D10.15c	621
SPBC2D10.16	333
SPBC2D10.17	3717
SPBC2D10.18	1833
SPBC2D10.19c	318
SPBC2D10.20	654
SPBC2F12.02c	864
SPBC2F12.03c	2676
SPBC2F12.04	564
SPBC2F12.05c	3933
SPBC2F12.07c	762
SPBC2F12.08c	1209
SPBC2F12.09c	1068
SPBC2F12.10	927
SPBC2F12.11c	660
SPBC2F12.12c	1554
SPBC2F12.13	2652
SPBC2F12.14c	1575
SPBC2F12.15c	990
SPBC2F12.17	180
SPBC2G2.01c	1545
SPBC2G2.02	3231
SPBC2G2.03c	309
SPBC2G2.04c	489
SPBC2G2.05	594
SPBC2G2.06c	2034
SPBC2G2.07c	678
SPBC2G2.08	2919
SPBC2G2.09c	903
SPBC2G2.10c	747
SPBC2G2.11	1401
SPBC2G2.12	1692
SPBC2G2.13c	969
SPBC2G2.14	1602
SPBC2G2.15c	657
SPBC2G2.16	1239
SPBC2G2.17c	960
SPBC2G5.01	1125
SPBC2G5.02c	765
SPBC2G5.03	1008
SPBC2G5.04c	1002
SPBC2G5.05	2058
SPBC2G5.06c	1380
SPBC2G5.07c	612
SPBC30B4.01c	1125
SPBC30B4.02c	2088
SPBC30B4.03c	1176
SPBC30B4.04c	2598
SPBC30B4.05	2904
SPBC30B4.06c	2001
SPBC30B4.07c	894
SPBC30B4.08	942
SPBC30B4.09	156
SPBC30D10.02	486
SPBC30D10.03c	1218
SPBC30D10.04	546
SPBC30D10.05c	744
SPBC30D10.06	366
SPBC30D10.07c	1896
SPBC30D10.08	813
SPBC30D10.09c	654
SPBC30D10.10c	7008
SPBC30D10.11	1962
SPBC30D10.12c	282
SPBC30D10.13c	1101
SPBC30D10.14	750
SPBC30D10.15	1551
SPBC30D10.16	819
SPBC30D10.17c	1515
SPBC30D10.18c	651
SPBC30D10.21	303
SPBC317.01	1119
SPBC31A8.01c	927
SPBC31A8.02	360
SPBC31E1.01c	4941
SPBC31E1.02c	2700
SPBC31E1.03	222
SPBC31E1.04	792
SPBC31E1.05	1443
SPBC31E1.06	3366
SPBC31F10.02	486
SPBC31F10.03	612
SPBC31F10.04c	1638
SPBC31F10.05	654
SPBC31F10.06c	573
SPBC31F10.07	915
SPBC31F10.08	837
SPBC31F10.09c	435
SPBC31F10.10c	1725
SPBC31F10.11c	2025
SPBC31F10.12	546
SPBC31F10.13c	2799
SPBC31F10.14c	4893
SPBC31F10.15c	204
SPBC31F10.16	1950
SPBC31F10.17c	408
SPBC32C12.02	1407
SPBC32C12.03c	1272
SPBC32F12.01c	1275
SPBC32F12.02	909
SPBC32F12.03c	477
SPBC32F12.04	1341
SPBC32F12.05c	654
SPBC32F12.06	1029
SPBC32F12.07c	1023
SPBC32F12.08c	501
SPBC32F12.09	693
SPBC32F12.10	1665
SPBC32F12.11	1011
SPBC32F12.12c	495
SPBC32F12.15	207
SPBC32F12.16	276
SPBC32F12.17	333
SPBC32H8.01c	564
SPBC32H8.02c	1248
SPBC32H8.03	900
SPBC32H8.04c	579
SPBC32H8.05	354
SPBC32H8.06	1152
SPBC32H8.07	918
SPBC32H8.08c	1266
SPBC32H8.09	1452
SPBC32H8.10	1776
SPBC32H8.11	1554
SPBC32H8.12c	1128
SPBC32H8.13c	7059
SPBC32H8.15	306
SPBC336.01	2637
SPBC336.02	924
SPBC336.03	2964
SPBC336.04	3261
SPBC336.05c	1137
SPBC336.06c	795
SPBC336.07	4020
SPBC336.08	597
SPBC336.09c	1614
SPBC336.10c	510
SPBC336.11	1527
SPBC336.12c	2304
SPBC336.13c	543
SPBC336.14c	1770
SPBC336.15	3057
SPBC336.16	216
SPBC337.02c	918
SPBC337.03	1164
SPBC337.04	1242
SPBC337.05c	1641
SPBC337.06c	798
SPBC337.07c	1494
SPBC337.08c	1149
SPBC337.09	411
SPBC337.10c	867
SPBC337.11	978
SPBC337.12	1131
SPBC337.13c	927
SPBC337.14	408
SPBC337.15c	651
SPBC337.16	666
SPBC342.01c	1521
SPBC342.02	2436
SPBC342.03	1371
SPBC342.04	876
SPBC342.05	2337
SPBC342.06c	1110
SPBC354.01	1092
SPBC354.02c	1440
SPBC354.03	1143
SPBC354.04	492
SPBC354.05c	2382
SPBC354.06	291
SPBC354.07c	1194
SPBC354.08c	2598
SPBC354.09c	2385
SPBC354.10	2892
SPBC354.11c	519
SPBC354.12	1008
SPBC354.13	2202
SPBC354.14c	1653
SPBC354.15	1239
SPBC359.01	1746
SPBC359.02	1113
SPBC359.03c	1740
SPBC359.04c	1077
SPBC359.05	4398
SPBC359.06	774
SPBC36.01c	1743
SPBC36.02c	1734
SPBC36.03c	1617
SPBC36.04	1056
SPBC36.05c	1218
SPBC36.06c	1056
SPBC36.07	3762
SPBC36.08c	576
SPBC36.09	1479
SPBC36.10	555
SPBC36.11	1032
SPBC36.12c	1140
SPBC36.13	273
SPBC365.01	1068
SPBC365.02c	1164
SPBC365.03c	483
SPBC365.04c	702
SPBC365.05c	1140
SPBC365.06	354
SPBC365.07c	1644
SPBC365.08c	675
SPBC365.09c	915
SPBC365.10	2166
SPBC365.11	801
SPBC365.12c	2055
SPBC365.13c	1200
SPBC365.14c	1068
SPBC365.15	2355
SPBC365.16	834
SPBC365.20c	663
SPBC36B7.02	1062
SPBC36B7.03	1836
SPBC36B7.04	1200
SPBC36B7.05c	840
SPBC36B7.06c	456
SPBC36B7.07	678
SPBC36B7.08c	735
SPBC36B7.09	4731
SPBC3B8.01c	1410
SPBC3B8.02	1248
SPBC3B8.03	1353
SPBC3B8.04c	2604
SPBC3B8.05	1311
SPBC3B8.06	1536
SPBC3B8.07c	1089
SPBC3B8.08	462
SPBC3B8.09	1794
SPBC3B8.10c	1431
SPBC3B8.11	2607
SPBC3B9.01	864
SPBC3B9.02c	1146
SPBC3B9.03	1644
SPBC3B9.04	747
SPBC3B9.05	351
SPBC3B9.06c	828
SPBC3B9.07c	522
SPBC3B9.08c	444
SPBC3B9.09	1404
SPBC3B9.10	645
SPBC3B9.11c	1092
SPBC3B9.12	399
SPBC3B9.13c	333
SPBC3B9.14c	981
SPBC3B9.15c	3261
SPBC3B9.16c	3411
SPBC3B9.17	618
SPBC3B9.18c	363
SPBC3B9.19	672
SPBC3B9.21	384
SPBC3B9.22c	219
SPBC3D6.02	1173
SPBC3D6.03c	2037
SPBC3D6.04c	2070
SPBC3D6.05	657
SPBC3D6.06c	1026
SPBC3D6.07	1371
SPBC3D6.08c	423
SPBC3D6.09	633
SPBC3D6.10	1572
SPBC3D6.11c	810
SPBC3D6.12	2769
SPBC3D6.13c	2181
SPBC3D6.15	267
SPBC3D6.16	288
SPBC3E7.01	5799
SPBC3E7.02c	432
SPBC3E7.04c	1593
SPBC3E7.05c	1653
SPBC3E7.06c	1734
SPBC3E7.07c	444
SPBC3E7.08c	3339
SPBC3E7.09	1980
SPBC3E7.10	1140
SPBC3E7.11c	1068
SPBC3E7.12c	1371
SPBC3E7.13c	690
SPBC3E7.14	237
SPBC3E7.15c	1155
SPBC3E7.16c	1755
SPBC3E7.17	183
SPBC3F6.01c	1422
SPBC3F6.02c	1023
SPBC3F6.03	969
SPBC3F6.04c	2484
SPBC3F6.05	3453
SPBC3H7.01	1188
SPBC3H7.02	2634
SPBC3H7.03c	3030
SPBC3H7.04	663
SPBC3H7.05c	1074
SPBC3H7.06c	1404
SPBC3H7.07c	897
SPBC3H7.08c	363
SPBC3H7.09	1053
SPBC3H7.10	750
SPBC3H7.11	747
SPBC3H7.12	864
SPBC3H7.13	906
SPBC3H7.14	1221
SPBC3H7.15	1098
SPBC3H7.18	234
SPBC4.01	747
SPBC4.02c	1314
SPBC4.03c	2676
SPBC4.04c	2493
SPBC4.05	990
SPBC4.06	1389
SPBC4.07c	1347
SPBC405.01	2367
SPBC405.02c	1344
SPBC405.03c	1026
SPBC405.04c	618
SPBC405.05	432
SPBC405.06	1242
SPBC405.07	300
SPBC409.03	258
SPBC409.04c	780
SPBC409.05	486
SPBC409.06	903
SPBC409.07c	1818
SPBC409.08	1620
SPBC409.09c	990
SPBC409.10	900
SPBC409.11	1662
SPBC409.12c	978
SPBC409.13	480
SPBC409.14c	273
SPBC409.15	540
SPBC409.16c	363
SPBC409.17c	669
SPBC409.18	840
SPBC409.19c	1353
SPBC409.20c	648
SPBC409.21	579
SPBC409.23	219
SPBC418.01c	1626
SPBC418.02	2088
SPBC428.01c	2442
SPBC428.02c	1284
SPBC428.03c	1392
SPBC428.04	348
SPBC428.05c	1233
SPBC428.06c	723
SPBC428.07	1956
SPBC428.08c	1473
SPBC428.10	2538
SPBC428.11	1290
SPBC428.12c	351
SPBC428.13c	633
SPBC428.14	1053
SPBC428.15	1230
SPBC428.16c	558
SPBC428.17c	1809
SPBC428.18	1335
SPBC428.19c	1485
SPBC428.20c	2499
SPBC460.01c	1719
SPBC460.02c	663
SPBC460.03	1704
SPBC460.04c	1176
SPBC460.05	1593
SPBC4B4.01c	1212
SPBC4B4.02c	1722
SPBC4B4.03	2412
SPBC4B4.04	1731
SPBC4B4.05	234
SPBC4B4.06	528
SPBC4B4.07c	750
SPBC4B4.08	1596
SPBC4B4.09	1839
SPBC4B4.10c	786
SPBC4B4.11	342
SPBC4B4.12c	333
SPBC4C3.03	1017
SPBC4C3.04c	303
SPBC4C3.05c	5070
SPBC4C3.06	2457
SPBC4C3.07	909
SPBC4C3.08	1119
SPBC4C3.09	1131
SPBC4C3.10c	681
SPBC4C3.12	1992
SPBC4F6.04	426
SPBC4F6.05c	1155
SPBC4F6.06	2676
SPBC4F6.07c	1947
SPBC4F6.08c	168
SPBC4F6.09	1839
SPBC4F6.10	1716
SPBC4F6.11c	1647
SPBC4F6.12	1317
SPBC4F6.13c	2223
SPBC4F6.14	2025
SPBC4F6.15c	759
SPBC4F6.16c	1404
SPBC4F6.17c	2412
SPBC4F6.18c	543
SPBC530.01	1545
SPBC530.02	1626
SPBC530.03c	621
SPBC530.04	1569
SPBC530.05	2289
SPBC530.06c	3522
SPBC530.07c	729
SPBC530.08	2448
SPBC530.09c	891
SPBC530.10c	969
SPBC530.11c	2460
SPBC530.12c	1869
SPBC530.13	1008
SPBC530.14c	1635
SPBC530.15c	1551
SPBC530.16	222
SPBC543.02c	1431
SPBC543.03c	2088
SPBC543.04	1758
SPBC543.05c	1554
SPBC543.06c	1362
SPBC543.07	1092
SPBC543.08	753
SPBC543.09	2322
SPBC543.10	516
SPBC557.02c	612
SPBC557.03c	1620
SPBC557.04	2619
SPBC557.05	1302
SPBC56F2.01	1323
SPBC56F2.02	582
SPBC56F2.03	1143
SPBC56F2.04	7482
SPBC56F2.05c	1194
SPBC56F2.06	1236
SPBC56F2.07c	2430
SPBC56F2.08c	1986
SPBC56F2.09c	1248
SPBC56F2.10c	969
SPBC56F2.11	1506
SPBC56F2.12	1215
SPBC56F2.14	303
SPBC56F2.15	288
SPBC577.02	225
SPBC577.03c	651
SPBC577.04	603
SPBC577.05c	405
SPBC577.06c	5634
SPBC577.07	1509
SPBC577.08c	873
SPBC577.09	1215
SPBC577.10	789
SPBC577.11	720
SPBC577.12	1821
SPBC577.13	2670
SPBC577.14c	681
SPBC577.15c	1191
SPBC582.03	1449
SPBC582.04c	1752
SPBC582.05c	2637
SPBC582.06c	984
SPBC582.07c	1230
SPBC582.08	1518
SPBC582.09	717
SPBC582.10c	2493
SPBC609.01	3474
SPBC609.02	1047
SPBC609.03	2430
SPBC609.04	1596
SPBC609.05	1539
SPBC646.02	3855
SPBC646.03	1416
SPBC646.04	1701
SPBC646.05c	1383
SPBC646.06c	1302
SPBC646.07c	888
SPBC646.08c	1551
SPBC646.09c	1506
SPBC646.10c	1494
SPBC646.11	1608
SPBC646.12c	2301
SPBC646.13	1227
SPBC646.14c	1368
SPBC646.15c	1095
SPBC646.16	735
SPBC646.17c	1635
SPBC649.02	432
SPBC649.03	870
SPBC649.04	264
SPBC649.05	1647
SPBC651.01c	1929
SPBC651.02	831
SPBC651.03c	1122
SPBC651.04	714
SPBC651.05c	759
SPBC651.06	705
SPBC651.07	807
SPBC651.08c	4218
SPBC651.09c	1683
SPBC651.10	1167
SPBC651.11c	1278
SPBC651.12c	822
SPBC660.05	432
SPBC660.06	822
SPBC660.07	2208
SPBC660.08	1275
SPBC660.09	348
SPBC660.10	2442
SPBC660.11	1050
SPBC660.12c	1179
SPBC660.13c	1830
SPBC660.14	1746
SPBC660.15	1425
SPBC660.16	1479
SPBC660.17c	519
SPBC685.02	1230
SPBC685.03	1359
SPBC685.04c	432
SPBC685.05	483
SPBC685.06	879
SPBC685.07c	411
SPBC685.08	294
SPBC685.09	1608
SPBC691.01	939
SPBC691.02c	2037
SPBC691.03c	2637
SPBC691.04	1608
SPBC691.05c	2007
SPBC6B1.02	2862
SPBC6B1.03c	819
SPBC6B1.04	1266
SPBC6B1.05c	1950
SPBC6B1.06c	2328
SPBC6B1.07	2721
SPBC6B1.08c	1548
SPBC6B1.09c	1842
SPBC6B1.10	1677
SPBC6B1.12c	327
SPBC713.02c	3390
SPBC713.03	1581
SPBC713.04c	2565
SPBC713.05	894
SPBC713.06	2325
SPBC713.07c	1734
SPBC713.08	216
SPBC713.09	1188
SPBC713.10	387
SPBC713.11c	174
SPBC713.12	1374
SPBC713.13	327
SPBC725.01	1314
SPBC725.02	888
SPBC725.03	774
SPBC725.04	1707
SPBC725.05c	1458
SPBC725.06c	3099
SPBC725.07	1797
SPBC725.08	1830
SPBC725.09c	795
SPBC725.10	495
SPBC725.11c	1005
SPBC725.12	426
SPBC725.13c	552
SPBC725.14	1503
SPBC725.15	648
SPBC725.16	1914
SPBC725.17c	603
SPBC776.01	186
SPBC776.02c	984
SPBC776.03	1131
SPBC776.04	2298
SPBC776.05	1212
SPBC776.06c	1872
SPBC776.07	810
SPBC776.08c	3294
SPBC776.09	1458
SPBC776.10c	2028
SPBC776.11	447
SPBC776.12c	1524
SPBC776.13	3477
SPBC776.14	1899
SPBC776.15c	1359
SPBC776.16	762
SPBC776.17	717
SPBC776.18c	957
SPBC800.02	759
SPBC800.03	2064
SPBC800.04c	285
SPBC800.05c	1350
SPBC800.06	888
SPBC800.07c	900
SPBC800.08	1389
SPBC800.09	1281
SPBC800.10c	3351
SPBC800.11	1170
SPBC800.12c	414
SPBC800.13	1440
SPBC800.14c	483
SPBC83.01	2490
SPBC83.02c	285
SPBC83.03c	1650
SPBC83.04	411
SPBC83.05	2322
SPBC83.06c	279
SPBC83.07	2259
SPBC83.08	1398
SPBC83.09c	1227
SPBC83.10	570
SPBC83.11	1350
SPBC83.12	486
SPBC83.13	882
SPBC83.14c	1077
SPBC83.15	1164
SPBC83.16c	1692
SPBC83.17	447
SPBC83.18c	819
SPBC83.19c	360
SPBC839.02	1593
SPBC839.03c	756
SPBC839.04	762
SPBC839.05c	396
SPBC839.06	3114
SPBC839.07	417
SPBC839.08c	2808
SPBC839.09c	366
SPBC839.10	2088
SPBC839.11c	969
SPBC839.12	633
SPBC839.13c	594
SPBC839.14c	717
SPBC839.15c	1383
SPBC839.16	2814
SPBC839.17c	339
SPBC839.19	348
SPBC839.20	243
SPBC887.01	537
SPBC887.02	2091
SPBC887.03c	2244
SPBC887.04c	2157
SPBC887.05c	654
SPBC887.06c	432
SPBC887.07	411
SPBC887.08	375
SPBC887.09c	2661
SPBC887.10	1569
SPBC887.11	1356
SPBC887.12	3777
SPBC887.13c	1281
SPBC887.14c	2418
SPBC887.15c	882
SPBC887.16	330
SPBC887.17	1878
SPBC887.18c	1020
SPBC887.19	1584
SPBC887.22	237
SPBC8D2.01	1146
SPBC8D2.02c	513
SPBC8D2.03c	312
SPBC8D2.04	411
SPBC8D2.05c	2523
SPBC8D2.06	3195
SPBC8D2.07c	2022
SPBC8D2.09c	336
SPBC8D2.10c	1632
SPBC8D2.11	369
SPBC8D2.12c	882
SPBC8D2.13	1356
SPBC8D2.14c	930
SPBC8D2.15	1113
SPBC8D2.16c	948
SPBC8D2.17	987
SPBC8D2.18c	1302
SPBC8D2.19	1680
SPBC8D2.20c	3675
SPBC8D2.23	261
SPBC8E4.01c	1719
SPBC8E4.02c	390
SPBC8E4.03	1242
SPBC8E4.04	978
SPBC8E4.05c	1344
SPBC8E4.12c	270
SPBC902.02c	2883
SPBC902.03	543
SPBC902.04	1770
SPBC902.05c	1140
SPBC902.06	1194
SPBC947.01	1983
SPBC947.02	2052
SPBC947.03c	351
SPBC947.04	2922
SPBC947.05c	1695
SPBC947.06c	1497
SPBC947.07	702
SPBC947.08c	1017
SPBC947.09	786
SPBC947.10	2088
SPBC947.11c	2763
SPBC947.12	1374
SPBC947.13	1359
SPBC947.14c	312
SPBC947.15c	1656
SPBC9B6.02c	4002
SPBC9B6.03	882
SPBC9B6.04c	1320
SPBC9B6.05c	282
SPBC9B6.06	765
SPBC9B6.07	654
SPBC9B6.08	690
SPBC9B6.09c	2181
SPBC9B6.10	1401
SPBC9B6.11c	1509
SPBCPT2R1.01c	810
SPBCPT2R1.02	360
SPBCPT2R1.03	390
SPBCPT2R1.04c	843
SPBCPT2R1.05c	177
SPBCPT2R1.06c	618
SPBCPT2R1.07c	1697
SPBCPT2R1.08c	5760
SPBCPT2R1.10	660
SPBP16F5.02	969
SPBP16F5.03c	11100
SPBP16F5.04	501
SPBP16F5.05c	441
SPBP16F5.06	1437
SPBP16F5.07	1281
SPBP16F5.08c	1344
SPBP18G5.02	1509
SPBP18G5.03	1293
SPBP19A11.01	510
SPBP19A11.02c	735
SPBP19A11.03c	2676
SPBP19A11.04c	6591
SPBP19A11.06	4542
SPBP19A11.07c	2067
SPBP22H7.02c	2502
SPBP22H7.03	546
SPBP22H7.04	768
SPBP22H7.05c	3606
SPBP22H7.06	693
SPBP22H7.07	1422
SPBP22H7.08	444
SPBP22H7.09c	1230
SPBP23A10.02	399
SPBP23A10.03c	348
SPBP23A10.04	2046
SPBP23A10.05	1188
SPBP23A10.06	1008
SPBP23A10.07	3525
SPBP23A10.08	1302
SPBP23A10.09	609
SPBP23A10.10	2250
SPBP23A10.11c	1524
SPBP23A10.12	738
SPBP23A10.13	2919
SPBP23A10.14c	1602
SPBP23A10.15c	1374
SPBP23A10.16	480
SPBP23A10.17	357
SPBP26C9.02c	972
SPBP26C9.03c	1755
SPBP35G2.02	624
SPBP35G2.03c	960
SPBP35G2.04c	750
SPBP35G2.05c	1308
SPBP35G2.06c	3429
SPBP35G2.07	2010
SPBP35G2.08c	948
SPBP35G2.09	549
SPBP35G2.10	4257
SPBP35G2.11c	1194
SPBP35G2.12	618
SPBP35G2.13c	951
SPBP35G2.14	3198
SPBP35G2.16c	255
SPBP35G2.17	321
SPBP4G3.02	1362
SPBP4G3.03	726
SPBP4H10.03	1230
SPBP4H10.04	1665
SPBP4H10.05c	1137
SPBP4H10.06c	3519
SPBP4H10.07	1752
SPBP4H10.08	240
SPBP4H10.09	1287
SPBP4H10.10	1179
SPBP4H10.11c	2070
SPBP4H10.12	540
SPBP4H10.13	432
SPBP4H10.14c	927
SPBP4H10.15	2757
SPBP4H10.16c	888
SPBP4H10.17c	1026
SPBP4H10.18c	945
SPBP4H10.19c	1146
SPBP4H10.20	915
SPBP4H10.21c	645
SPBP8B7.01c	309
SPBP8B7.02	786
SPBP8B7.03c	1092
SPBP8B7.04	2460
SPBP8B7.05c	987
SPBP8B7.06	333
SPBP8B7.07c	1452
SPBP8B7.08c	933
SPBP8B7.09c	2937
SPBP8B7.10c	984
SPBP8B7.11	1305
SPBP8B7.12c	663
SPBP8B7.13	756
SPBP8B7.14c	1785
SPBP8B7.15c	1449
SPBP8B7.16c	1653
SPBP8B7.17c	1521
SPBP8B7.18c	1656
SPBP8B7.19	3060
SPBP8B7.20c	1827
SPBP8B7.21	1539
SPBP8B7.22	639
SPBP8B7.23	2022
SPBP8B7.24c	366
SPBP8B7.25	606
SPBP8B7.26	789
SPBP8B7.27	2424
SPBP8B7.28c	648
SPBP8B7.29	2157
SPBP8B7.30c	2574
SPBP8B7.31	519
SPBP8B7.32	225
SPBPB10D8.01	1659
SPBPB10D8.02c	1665
SPBPB10D8.03	1302
SPBPB10D8.04c	1140
SPBPB10D8.05c	1140
SPBPB10D8.06c	1140
SPBPB10D8.07c	1140
SPBPB21E7.01c	1323
SPBPB21E7.02c	642
SPBPB21E7.04c	846
SPBPB21E7.05	384
SPBPB21E7.06	498
SPBPB21E7.07	891
SPBPB21E7.08	1026
SPBPB21E7.09	1083
SPBPB21E7.10	255
SPBPB21E7.11	495
SPBPB2B2.01	1758
SPBPB2B2.02	1146
SPBPB2B2.05	762
SPBPB2B2.06c	1806
SPBPB2B2.07c	753
SPBPB2B2.08	663
SPBPB2B2.09c	1053
SPBPB2B2.10c	1110
SPBPB2B2.11	1098
SPBPB2B2.12c	2142
SPBPB2B2.13	1560
SPBPB2B2.14c	693
SPBPB2B2.15	612
SPBPB2B2.16c	1458
SPBPB2B2.17c	441
SPBPB2B2.18	462
SPBPB2B2.19c	1035
SPBPB7E8.01	1710
SPBPB7E8.02	2250
SPBPB8B6.02c	2022
SPBPB8B6.03	1644
SPBPB8B6.04c	1947
SPBPB8B6.05c	1071
SPBPB8B6.06c	936
SPBPJ4664.01	1137
SPBPJ4664.02	11916
SPBPJ4664.03	126
SPBPJ4664.04	3624
SPBPJ4664.05	672
SPBPJ4664.06	4347
SPCC1020.01c	3033
SPCC1020.02	4095
SPCC1020.03	1194
SPCC1020.04c	429
SPCC1020.05	1530
SPCC1020.06c	969
SPCC1020.07	711
SPCC1020.08	2067
SPCC1020.09	1200
SPCC1020.10	1953
SPCC1020.11c	327
SPCC1020.12c	867
SPCC1020.13c	2010
SPCC1020.14	4002
SPCC10H11.01	3045
SPCC10H11.02	870
SPCC1183.01	2307
SPCC1183.02	663
SPCC1183.03c	477
SPCC1183.04c	1575
SPCC1183.05c	2742
SPCC1183.06	969
SPCC1183.07	5073
SPCC1183.08c	651
SPCC1183.09c	330
SPCC1183.10	777
SPCC1183.11	3036
SPCC1183.12	417
SPCC11E10.01	1173
SPCC11E10.02c	1143
SPCC11E10.03	1056
SPCC11E10.04	1332
SPCC11E10.05c	1719
SPCC11E10.06c	1086
SPCC11E10.07c	1026
SPCC11E10.08	3123
SPCC11E10.09c	1437
SPCC1223.01	2199
SPCC1223.02	1041
SPCC1223.03c	1950
SPCC1223.04c	1146
SPCC1223.05c	276
SPCC1223.06	3444
SPCC1223.07c	1743
SPCC1223.08c	1386
SPCC1223.09	891
SPCC1223.10c	756
SPCC1223.11	1113
SPCC1223.12c	1251
SPCC1223.13	2892
SPCC1223.14	1188
SPCC1223.15c	459
SPCC1235.01	1977
SPCC1235.02	1092
SPCC1235.03	1509
SPCC1235.04c	798
SPCC1235.05c	3855
SPCC1235.06	774
SPCC1235.07	735
SPCC1235.08c	681
SPCC1235.09	1695
SPCC1235.10c	2259
SPCC1235.11	426
SPCC1235.12c	936
SPCC1235.13	1608
SPCC1235.14	1641
SPCC1235.15	1038
SPCC1235.16	267
SPCC1235.17	453
SPCC1235.18	480
SPCC1259.01c	459
SPCC1259.02c	2469
SPCC1259.03	360
SPCC1259.04	507
SPCC1259.05c	177
SPCC1259.06	669
SPCC1259.07	1056
SPCC1259.08	1185
SPCC1259.09c	1371
SPCC1259.10	1239
SPCC1259.11c	2163
SPCC1259.12c	1476
SPCC1259.13	1491
SPCC1259.14c	2211
SPCC1259.15c	531
SPCC1259.16	213
SPCC126.01c	1110
SPCC126.02c	1824
SPCC126.03	1605
SPCC126.04c	1035
SPCC126.05c	807
SPCC126.06	987
SPCC126.07c	1716
SPCC126.08c	939
SPCC126.09	1170
SPCC126.10	741
SPCC126.11c	552
SPCC126.12	837
SPCC126.13c	438
SPCC126.14	1032
SPCC126.15c	642
SPCC1281.01	7233
SPCC1281.02c	936
SPCC1281.03c	582
SPCC1281.04	1002
SPCC1281.05	1173
SPCC1281.06c	1440
SPCC1281.07c	942
SPCC1281.08	795
SPCC132.01c	3066
SPCC132.02	999
SPCC132.03	531
SPCC132.04c	3321
SPCC132.05c	1368
SPCC1322.01	2874
SPCC1322.02	1056
SPCC1322.03	2589
SPCC1322.04	1521
SPCC1322.05c	1839
SPCC1322.06	2952
SPCC1322.07c	315
SPCC1322.08	1743
SPCC1322.09	1368
SPCC1322.10	789
SPCC1322.11	420
SPCC1322.12c	3135
SPCC1322.13	1659
SPCC1322.14c	2166
SPCC1322.15	336
SPCC1322.16	867
SPCC1393.02c	1221
SPCC1393.03	462
SPCC1393.04	702
SPCC1393.05	2871
SPCC1393.06c	1242
SPCC1393.07c	2538
SPCC1393.08	1674
SPCC1393.09c	648
SPCC1393.10	870
SPCC1393.11	594
SPCC1393.12	327
SPCC1393.13	1329
SPCC1393.14	309
SPCC13B11.01	1053
SPCC13B11.02c	417
SPCC13B11.03c	771
SPCC13B11.04c	1143
SPCC1442.01	2736
SPCC1442.02	1689
SPCC1442.03	1017
SPCC1442.04c	1503
SPCC1442.05c	534
SPCC1442.06	738
SPCC1442.07c	849
SPCC1442.08c	261
SPCC1442.09	1470
SPCC1442.10c	894
SPCC1442.11c	549
SPCC1442.12	723
SPCC1442.13c	564
SPCC1442.14c	402
SPCC1442.15c	609
SPCC1442.16c	990
SPCC1442.17c	816
SPCC1442.19	408
SPCC1450.01c	944
SPCC1450.02	1737
SPCC1450.03	723
SPCC1450.04	645
SPCC1450.05c	417
SPCC1450.06c	501
SPCC1450.07c	1047
SPCC1450.08c	960
SPCC1450.09c	1872
SPCC1450.10c	1617
SPCC1450.11c	4017
SPCC1450.12	2466
SPCC1450.13c	627
SPCC1450.14c	1704
SPCC1450.15	1485
SPCC1450.16c	1638
SPCC1494.01	966
SPCC1494.02c	336
SPCC1494.03	1479
SPCC1494.04c	1296
SPCC1494.05c	2940
SPCC1494.06c	1788
SPCC1494.07	4509
SPCC1494.08c	825
SPCC1494.09c	474
SPCC1494.10	2895
SPCC1494.11c	4001
SPCC14G10.01	711
SPCC14G10.02	4707
SPCC14G10.03c	390
SPCC14G10.04	1494
SPCC1529.01	1476
SPCC162.01c	735
SPCC162.02c	2946
SPCC162.03	879
SPCC162.04c	1257
SPCC162.05	825
SPCC162.06c	633
SPCC162.07	2121
SPCC162.08c	5514
SPCC162.09c	3162
SPCC162.10	1017
SPCC162.11c	1365
SPCC162.12	1356
SPCC1620.01c	291
SPCC1620.02	1107
SPCC1620.03	561
SPCC1620.04c	1530
SPCC1620.05	1035
SPCC1620.06c	966
SPCC1620.07c	1005
SPCC1620.08	1302
SPCC1620.09c	1620
SPCC1620.10	921
SPCC1620.11	2556
SPCC1620.12c	1923
SPCC1620.13	849
SPCC1620.14c	5043
SPCC1672.01	921
SPCC1672.02c	765
SPCC1672.03c	1584
SPCC1672.04c	339
SPCC1672.05c	1206
SPCC1672.06c	2763
SPCC1672.07	2709
SPCC1672.08c	858
SPCC1672.09	1404
SPCC1672.10	1293
