# scores_kozak_JEC21.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype D JEC21
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: JEC21 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNJ00170	0.906	0.762	0.759	NA	0.886	0.719	0.689	NA	-0.145	NA	-0.167	NA
CNJ00180	0.828	0.707	0.785	NA	0.837	0.675	0.76	NA	-0.122	NA	-0.162	NA
CNJ00190	0.86	0.842	0.862	0.874	0.797	0.825	0.802	0.807	-0.018	0.014	0.028	0.01
CNJ00200	0.892	0.899	0.763	NA	0.823	0.843	0.723	NA	0.008	NA	0.02	NA
CNJ00210	0.917	0.819	0.707	NA	0.888	0.755	0.687	NA	-0.098	NA	-0.133	NA
CNJ00220	0.77	0.941	0.851	0.779	0.747	0.897	0.847	0.761	0.171	0.009	0.15	0.014
CNJ00230	0.92	0.854	0.785	NA	0.904	0.812	0.732	NA	-0.066	NA	-0.092	NA
CNJ00240	0.846	0.816	0.826	NA	0.801	0.752	0.822	NA	-0.03	NA	-0.048	NA
CNJ00250	0.929	0.77	0.839	0.862	0.84	0.735	0.81	0.786	-0.159	-0.067	-0.105	-0.054
CNJ00260	0.839	0.94	0.709	NA	0.839	0.916	0.678	NA	0.101	NA	0.077	NA
CNJ00270	0.872	0.966	0.837	0.922	0.825	0.934	0.757	0.826	0.094	0.05	0.11	0.001
CNJ00280	0.827	0.698	0.762	0.897	0.79	0.751	0.732	0.854	-0.129	0.07	-0.039	0.064
CNJ00290	0.759	0.815	0.749	NA	0.769	0.8	0.729	NA	0.056	NA	0.031	NA
CNJ00300	0.941	0.888	0.881	0.884	0.896	0.849	0.812	0.859	-0.053	-0.056	-0.048	-0.037
CNJ00310	0.92	0.795	0.895	0.881	0.877	0.735	0.825	0.846	-0.125	-0.039	-0.143	-0.031
CNJ00320	0.897	0.805	0.781	0.851	0.811	0.752	0.652	0.805	-0.092	-0.046	-0.059	-0.006
CNJ00330	0.826	0.915	0.872	NA	0.849	0.806	0.817	NA	0.089	NA	-0.043	NA
CNJ00340	0.92	0.819	0.787	0.756	0.904	0.738	0.736	0.669	-0.101	-0.165	-0.165	-0.234
CNJ00350	0.828	0.865	0.838	0.865	0.776	0.868	0.823	0.792	0.036	0.036	0.093	0.016
CNJ00360	0.74	0.863	0.785	0.917	0.662	0.717	0.784	0.828	0.123	0.177	0.054	0.166
CNJ00370	0.863	0.743	0.87	NA	0.84	0.716	0.866	NA	-0.119	NA	-0.124	NA
CNJ00390	0.922	0.758	0.827	NA	0.828	0.739	0.772	NA	-0.164	NA	-0.09	NA
CNJ00400	0.906	0.767	0.723	0.74	0.844	0.732	0.706	0.716	-0.14	-0.166	-0.113	-0.128
CNJ00410	0.813	0.92	0.874	NA	0.823	0.921	0.813	NA	0.107	NA	0.098	NA
CNJ00413	0.872	0.839	0.906	NA	0.889	0.849	0.824	NA	-0.032	NA	-0.04	NA
CNJ00415	0.785	0.751	0.94	NA	0.718	0.738	0.797	NA	-0.034	NA	0.02	NA
CNJ00430	0.79	0.989	0.911	0.857	0.786	0.928	0.835	0.844	0.199	0.067	0.143	0.059
CNJ00460	0.917	0.68	0.786	0.847	0.905	0.61	0.757	0.785	-0.237	-0.071	-0.295	-0.12
CNJ00470	0.837	0.715	0.816	0.816	0.783	0.693	0.815	0.734	-0.122	-0.021	-0.089	-0.048
CNJ00475	0.906	0.92	0.854	NA	0.854	0.882	0.858	NA	0.014	NA	0.029	NA
CNJ00480	0.914	0.658	0.707	NA	0.868	0.667	0.678	NA	-0.256	NA	-0.201	NA
CNJ00490	1	0.732	0.681	NA	0.926	0.714	0.683	NA	-0.268	NA	-0.212	NA
CNJ00493	0.925	0.785	0.836	0.698	0.905	0.665	0.79	0.678	-0.14	-0.227	-0.239	-0.227
CNJ00495	0.785	0.837	0.83	NA	0.711	0.854	0.833	NA	0.053	NA	0.143	NA
CNJ00500	0.964	0.842	0.761	NA	0.887	0.844	0.747	NA	-0.122	NA	-0.044	NA
CNJ00510	0.886	0.92	0.854	0.812	0.849	0.871	0.799	0.767	0.034	-0.074	0.022	-0.083
CNJ00520	1	0.802	0.865	NA	0.971	0.748	0.806	NA	-0.198	NA	-0.222	NA
CNJ00530	0.945	0.727	0.847	0.842	0.916	0.682	0.831	0.814	-0.219	-0.103	-0.234	-0.102
CNJ00540	0.904	0.812	0.863	0.779	0.893	0.828	0.823	0.732	-0.092	-0.124	-0.065	-0.161
CNJ00550	0.758	0.863	0.819	0.733	0.758	0.841	0.714	0.678	0.105	-0.025	0.083	-0.08
CNJ00560	0.964	0.977	0.749	0.658	0.914	0.959	0.682	0.667	0.013	-0.306	0.045	-0.246
CNJ00570	0.865	0.863	0.922	0.793	0.751	0.799	0.9	0.734	-0.002	-0.071	0.048	-0.017
CNJ00580	0.94	0.811	0.784	0.863	0.88	0.75	0.774	0.835	-0.13	-0.077	-0.129	-0.044
CNJ00585	0.94	0.81	0.738	NA	0.893	0.784	0.741	NA	-0.13	NA	-0.11	NA
CNJ00590	0.842	0.683	0.787	0.768	0.812	0.636	0.74	0.768	-0.159	-0.074	-0.176	-0.044
CNJ00600	0.945	0.83	0.763	NA	0.898	0.818	0.742	NA	-0.115	NA	-0.08	NA
CNJ00605	0.792	0.725	1	NA	0.729	0.657	0.912	NA	-0.067	NA	-0.072	NA
CNJ00610	0.94	0.765	0.825	0.851	0.833	0.709	0.754	0.742	-0.175	-0.089	-0.124	-0.091
CNJ00620	0.989	0.706	0.79	NA	0.959	0.668	0.695	NA	-0.283	NA	-0.291	NA
CNJ00630	0.941	0.861	0.847	NA	0.925	0.759	0.799	NA	-0.079	NA	-0.166	NA
CNJ00640	0.989	0.725	0.718	0.865	0.852	0.674	0.724	0.722	-0.264	-0.124	-0.178	-0.13
CNJ00650	0.895	0.752	0.874	NA	0.858	0.696	0.817	NA	-0.142	NA	-0.162	NA
CNJ00660	0.932	0.815	0.872	0.812	0.909	0.806	0.801	0.791	-0.116	-0.119	-0.102	-0.118
CNJ00670	0.87	0.897	0.839	NA	0.858	0.843	0.825	NA	0.027	NA	-0.014	NA
CNJ00680	0.922	0.897	0.819	NA	0.873	0.838	0.731	NA	-0.025	NA	-0.035	NA
CNJ00690	1	0.888	0.839	0.718	0.958	0.804	0.799	0.71	-0.112	-0.282	-0.153	-0.247
CNJ00700	1	0.798	0.932	0.819	0.955	0.778	0.873	0.803	-0.202	-0.181	-0.176	-0.152
CNJ00710	0.837	0.888	0.816	NA	0.823	0.822	0.794	NA	0.051	NA	-0.001	NA
CNJ00720	0.975	0.872	0.802	0.752	0.92	0.826	0.803	0.754	-0.102	-0.222	-0.095	-0.167
CNJ00730	0.917	0.816	0.683	0.854	0.921	0.803	0.684	0.815	-0.101	-0.064	-0.117	-0.106
CNJ00740	0.975	0.915	0.888	NA	0.949	0.887	0.852	NA	-0.06	NA	-0.062	NA
CNJ00750	0.92	0.862	0.743	NA	0.899	0.827	0.745	NA	-0.058	NA	-0.072	NA
CNJ00760	0.847	0.932	0.68	0.776	0.814	0.841	0.692	0.813	0.085	-0.071	0.028	-0.001
CNJ00770	0.872	0.761	0.872	0.767	0.845	0.759	0.827	0.742	-0.111	-0.105	-0.086	-0.103
CNJ00800	0.92	0.854	0.787	0.915	0.911	0.821	0.754	0.879	-0.066	-0.005	-0.089	-0.031
CNJ00810	0.915	0.925	0.785	0.861	0.768	0.832	0.759	0.819	0.01	-0.053	0.064	0.051
CNJ00820	0.734	0.862	0.83	NA	0.726	0.764	0.747	NA	0.128	NA	0.037	NA
CNJ00830	1	0.795	0.854	NA	0.954	0.717	0.749	NA	-0.205	NA	-0.237	NA
CNJ00840	1	0.803	0.787	NA	0.962	0.76	0.72	NA	-0.197	NA	-0.202	NA
CNJ00850	0.86	0.733	0.799	NA	0.861	0.696	0.798	NA	-0.127	NA	-0.165	NA
CNJ00860	0.929	0.814	0.839	NA	0.918	0.717	0.798	NA	-0.115	NA	-0.201	NA
CNJ00870	0.917	0.839	0.761	0.895	0.892	0.791	0.684	0.847	-0.078	-0.023	-0.101	-0.045
CNJ00880	0.922	0.914	0.68	0.872	0.898	0.905	0.646	0.81	-0.009	-0.051	0.007	-0.087
CNJ00890	0.794	0.727	0.828	NA	0.811	0.712	0.771	NA	-0.067	NA	-0.1	NA
CNJ00900	0.945	0.881	0.872	0.876	0.918	0.852	0.791	0.853	-0.064	-0.07	-0.066	-0.064
CNJ00905	0.828	0.861	0.886	0.79	0.838	0.787	0.87	0.77	0.033	-0.038	-0.051	-0.068
CNJ00910	0.977	0.865	0.892	NA	0.853	0.866	0.858	NA	-0.112	NA	0.013	NA
CNJ00920	0.811	0.802	0.839	0.735	0.784	0.787	0.769	0.73	-0.008	-0.076	0.002	-0.054
CNJ00925	0.823	0.888	0.892	0.723	0.845	0.862	0.866	0.661	0.065	-0.1	0.017	-0.184
CNJ00930	0.92	0.77	0.787	0.865	0.872	0.77	0.765	0.852	-0.15	-0.055	-0.102	-0.02
CNJ00940	0.886	0.715	0.756	NA	0.826	0.707	0.705	NA	-0.171	NA	-0.12	NA
CNJ00950	0.966	0.83	0.727	0.787	0.973	0.767	0.74	0.758	-0.136	-0.179	-0.206	-0.215
CNJ00965	0.94	0.778	0.862	0.723	0.851	0.767	0.826	0.715	-0.162	-0.217	-0.084	-0.136
CNJ00970	0.945	0.839	0.805	NA	0.923	0.816	0.766	NA	-0.107	NA	-0.107	NA
CNJ00980	0.783	0.86	0.895	NA	0.762	0.861	0.907	NA	0.077	NA	0.099	NA
CNJ00990	0.94	0.736	0.839	NA	0.891	0.726	0.842	NA	-0.204	NA	-0.165	NA
CNJ01000	0.922	0.865	0.867	NA	0.795	0.814	0.791	NA	-0.057	NA	0.019	NA
CNJ01010	0.876	0.899	0.825	NA	0.84	0.879	0.697	NA	0.024	NA	0.039	NA
CNJ01020	0.975	0.932	0.819	NA	0.921	0.908	0.827	NA	-0.043	NA	-0.013	NA
CNJ01030	0.975	0.673	0.683	NA	0.91	0.723	0.612	NA	-0.302	NA	-0.186	NA
CNJ01040	0.888	0.767	0.819	NA	0.856	0.696	0.783	NA	-0.121	NA	-0.16	NA
CNJ01050	0.812	0.859	0.874	NA	0.815	0.839	0.79	NA	0.047	NA	0.024	NA
CNJ01055	0.915	0.812	0.82	NA	0.835	0.789	0.783	NA	-0.103	NA	-0.046	NA
CNJ01060	0.785	0.776	0.839	0.816	0.76	0.766	0.748	0.771	-0.009	0.031	0.007	0.012
CNJ01070	0.872	0.759	0.792	NA	0.768	0.692	0.751	NA	-0.112	NA	-0.076	NA
CNJ01075	1	0.964	0.873	NA	0.901	0.941	0.83	NA	-0.036	NA	0.04	NA
CNJ01080	0.975	0.699	0.707	NA	0.912	0.698	0.667	NA	-0.275	NA	-0.214	NA
CNJ01090	0.917	0.683	0.836	0.811	0.888	0.696	0.801	0.815	-0.234	-0.107	-0.193	-0.074
CNJ01100	0.758	0.885	0.865	NA	0.749	0.843	0.85	NA	0.127	NA	0.094	NA
CNJ01110	0.925	0.803	0.723	NA	0.829	0.779	0.69	NA	-0.122	NA	-0.049	NA
CNJ01120	1	0.732	0.698	0.865	0.97	0.714	0.616	0.804	-0.268	-0.135	-0.256	-0.166
CNJ01130	0.94	0.87	0.796	0.828	0.877	0.834	0.687	0.779	-0.07	-0.112	-0.042	-0.098
CNJ01135	0.863	0.785	0.942	0.785	0.839	0.747	0.892	0.764	-0.078	-0.078	-0.092	-0.075
CNJ01140	0.917	0.837	0.812	NA	0.906	0.764	0.777	NA	-0.08	NA	-0.142	NA
CNJ01150	1	0.837	0.785	NA	0.974	0.739	0.783	NA	-0.163	NA	-0.234	NA
CNJ01160	0.839	0.815	0.785	0.865	0.84	0.738	0.731	0.868	-0.024	0.025	-0.102	0.028
CNJ01170	0.828	0.888	0.865	NA	0.836	0.827	0.758	NA	0.059	NA	-0.009	NA
CNJ01180	0.964	0.787	0.813	NA	0.848	0.75	0.812	NA	-0.177	NA	-0.098	NA
CNJ01190	0.863	0.925	0.863	0.839	0.843	0.899	0.819	0.788	0.062	-0.023	0.057	-0.055
CNJ01200	0.977	0.73	0.911	NA	0.957	0.721	0.804	NA	-0.247	NA	-0.236	NA
CNJ01210	0.906	0.914	0.92	NA	0.876	0.862	0.86	NA	0.007	NA	-0.014	NA
CNJ01220	0.975	0.828	0.888	0.92	0.927	0.816	0.869	0.818	-0.146	-0.055	-0.111	-0.109
CNJ01230	0.945	1	0.725	NA	0.904	0.924	0.654	NA	0.055	NA	0.021	NA
CNJ01240	1	0.751	0.813	0.778	0.958	0.777	0.746	0.713	-0.249	-0.222	-0.181	-0.245
CNJ01250	0.941	0.676	0.825	NA	0.884	0.694	0.781	NA	-0.265	NA	-0.19	NA
CNJ01255	0.758	0.989	0.742	0.841	0.739	0.968	0.718	0.812	0.231	0.083	0.229	0.073
CNJ01260	0.92	0.845	0.792	0.839	0.84	0.805	0.761	0.795	-0.076	-0.081	-0.036	-0.045
CNJ01270	0.859	0.904	0.854	NA	0.794	0.866	0.821	NA	0.045	NA	0.071	NA
CNJ01280	0.929	0.862	0.785	NA	0.916	0.806	0.746	NA	-0.067	NA	-0.11	NA
CNJ01290	1	0.865	0.736	NA	0.963	0.753	0.741	NA	-0.135	NA	-0.21	NA
CNJ01300	0.847	0.863	0.859	NA	0.855	0.774	0.785	NA	0.016	NA	-0.081	NA
CNJ01330	0.884	0.767	0.683	0.785	0.865	0.75	0.656	0.705	-0.117	-0.1	-0.115	-0.16
CNJ01340	0.886	0.799	0.759	NA	0.837	0.772	0.683	NA	-0.087	NA	-0.065	NA
CNJ01350	0.873	0.865	0.895	0.805	0.779	0.838	0.851	0.816	-0.009	-0.068	0.059	0.037
CNJ01360	0.873	0.865	0.895	NA	0.779	0.838	0.851	NA	-0.009	NA	0.059	NA
CNJ01370	0.897	0.906	0.785	0.922	0.875	0.825	0.745	0.77	0.009	0.025	-0.05	-0.104
CNJ01380	0.865	0.964	0.761	NA	0.853	0.859	0.664	NA	0.099	NA	0.007	NA
CNJ01390	0.975	0.823	0.715	0.785	0.919	0.773	0.654	0.731	-0.152	-0.19	-0.146	-0.188
CNJ01400	0.839	0.783	0.742	NA	0.815	0.706	0.722	NA	-0.056	NA	-0.109	NA
CNJ01410	0.862	0.818	0.874	NA	0.857	0.751	0.802	NA	-0.044	NA	-0.106	NA
CNJ01420	0.862	0.906	0.842	NA	0.836	0.797	0.792	NA	0.044	NA	-0.039	NA
CNJ01430	0.92	0.784	0.79	0.865	0.857	0.755	0.74	0.845	-0.136	-0.055	-0.102	-0.012
CNJ01440	0.861	0.784	0.897	NA	0.867	0.773	0.879	NA	-0.078	NA	-0.094	NA
CNJ01450	0.758	0.761	0.753	0.749	0.733	0.693	0.773	0.769	0.003	-0.009	-0.04	0.036
CNJ01460	0.863	0.76	0.707	NA	0.781	0.707	0.606	NA	-0.103	NA	-0.074	NA
CNJ01470	0.942	0.733	0.825	NA	0.881	0.721	0.783	NA	-0.21	NA	-0.161	NA
CNJ01480	0.723	0.861	0.837	0.966	0.693	0.821	0.797	0.92	0.138	0.243	0.127	0.226
CNJ01490	0.835	0.761	0.796	0.854	0.816	0.762	0.766	0.793	-0.074	0.019	-0.054	-0.023
CNJ01500	0.989	0.761	0.784	NA	0.958	0.71	0.731	NA	-0.228	NA	-0.249	NA
CNJ01510	0.863	0.802	0.964	NA	0.835	0.774	0.929	NA	-0.061	NA	-0.061	NA
CNJ01520	0.966	0.816	0.911	NA	0.95	0.799	0.867	NA	-0.15	NA	-0.15	NA
CNJ01530	0.854	0.736	0.828	NA	0.854	0.733	0.802	NA	-0.118	NA	-0.121	NA
CNJ01540	0.942	0.966	0.812	0.732	0.79	0.909	0.82	0.625	0.024	-0.21	0.119	-0.165
CNJ01550	0.842	0.761	0.781	NA	0.844	0.703	0.755	NA	-0.081	NA	-0.14	NA
CNJ01555	0.917	0.932	0.743	0.74	0.837	0.873	0.671	0.729	0.014	-0.177	0.036	-0.108
CNJ01560	1	0.793	0.975	NA	0.965	0.76	0.929	NA	-0.207	NA	-0.205	NA
CNJ01570	0.897	0.932	0.822	0.888	0.785	0.892	0.744	0.854	0.035	-0.008	0.107	0.069
CNJ01580	0.897	0.816	0.865	NA	0.827	0.842	0.834	NA	-0.081	NA	0.015	NA
CNJ01590	0.966	0.865	0.759	0.844	0.919	0.768	0.704	0.84	-0.101	-0.122	-0.151	-0.079
CNJ01600	0.872	0.759	0.812	0.752	0.814	0.669	0.778	0.694	-0.113	-0.119	-0.145	-0.121
CNJ01610	0.805	0.816	0.767	0.839	0.814	0.785	0.747	0.765	0.011	0.035	-0.03	-0.049
CNJ01625	0.964	0.83	0.854	0.803	0.95	0.845	0.827	0.791	-0.134	-0.161	-0.105	-0.159
CNJ01630	0.762	0.812	0.861	0.759	0.73	0.761	0.847	0.717	0.051	-0.003	0.03	-0.013
CNJ01640	0.847	0.683	0.826	0.809	0.856	0.659	0.854	0.839	-0.163	-0.038	-0.197	-0.017
CNJ01650	0.964	0.92	0.761	NA	0.918	0.908	0.743	NA	-0.044	NA	-0.01	NA
CNJ01660	0.842	0.816	0.897	0.827	0.798	0.812	0.795	0.761	-0.026	-0.015	0.014	-0.038
CNJ01670	0.897	0.964	0.805	NA	0.867	0.933	0.782	NA	0.067	NA	0.066	NA
CNJ01680	0.966	0.86	0.802	NA	0.906	0.833	0.769	NA	-0.106	NA	-0.073	NA
CNJ01690	0.862	0.763	0.845	NA	0.873	0.72	0.832	NA	-0.099	NA	-0.153	NA
CNJ01700	0.863	0.761	0.94	0.932	0.813	0.704	0.858	0.849	-0.102	0.069	-0.109	0.036
CNJ01720	0.787	1	0.845	NA	0.72	0.919	0.785	NA	0.213	NA	0.199	NA
CNJ01730	0.782	0.823	0.874	NA	0.803	0.824	0.835	NA	0.041	NA	0.021	NA
CNJ01740	0.863	0.819	0.68	NA	0.871	0.795	0.68	NA	-0.044	NA	-0.076	NA
CNJ01750	0.966	0.836	0.68	0.767	0.953	0.738	0.648	0.72	-0.13	-0.199	-0.215	-0.234
CNJ01760	0.844	0.827	0.785	0.765	0.833	0.761	0.748	0.791	-0.017	-0.079	-0.073	-0.043
CNJ01770	0.94	0.816	0.758	0.892	0.909	0.803	0.735	0.9	-0.125	-0.048	-0.106	-0.009
CNJ01775	0.911	0.847	0.706	0.725	0.915	0.761	0.714	0.713	-0.064	-0.186	-0.154	-0.202
CNJ01780	0.883	0.785	0.814	NA	0.779	0.783	0.705	NA	-0.098	NA	0.004	NA
CNJ01790	1	0.701	0.922	NA	0.94	0.645	0.839	NA	-0.299	NA	-0.294	NA
CNJ01800	0.92	0.79	0.727	0.816	0.893	0.803	0.71	0.805	-0.13	-0.104	-0.09	-0.087
CNJ01820	0.725	0.964	0.917	NA	0.666	0.858	0.873	NA	0.239	NA	0.192	NA
CNJ01830	0.964	0.854	1	0.723	0.96	0.84	0.999	0.656	-0.11	-0.24	-0.12	-0.304
CNJ01840	0.888	0.839	0.707	0.787	0.842	0.817	0.69	0.676	-0.048	-0.101	-0.025	-0.165
CNJ01850	0.862	0.725	0.727	0.655	0.836	0.624	0.741	0.679	-0.138	-0.208	-0.213	-0.158
CNJ01860	0.895	0.826	0.701	0.859	0.854	0.818	0.686	0.846	-0.069	-0.035	-0.035	-0.008
CNJ01870	0.881	0.811	0.964	NA	0.896	0.822	0.905	NA	-0.07	NA	-0.074	NA
CNJ01880	0.915	0.822	0.854	0.816	0.915	0.79	0.828	0.791	-0.093	-0.099	-0.124	-0.123
CNJ01885	0.844	0.888	0.812	0.836	0.788	0.845	0.845	0.797	0.044	-0.009	0.057	0.009
CNJ01890	0.785	0.809	0.914	0.785	0.8	0.799	0.854	0.753	0.024	-0	-0.001	-0.048
CNJ01900	0.823	0.895	0.94	NA	0.775	0.893	0.852	NA	0.072	NA	0.118	NA
CNJ01910	0.767	0.94	0.795	0.897	0.778	0.932	0.812	0.794	0.173	0.13	0.154	0.017
CNJ01920	1	0.917	0.761	NA	0.977	0.819	0.669	NA	-0.083	NA	-0.158	NA
CNJ01930	0.899	0.915	0.767	NA	0.874	0.837	0.753	NA	0.016	NA	-0.037	NA
CNJ01940	0.75	0.655	0.929	0.845	0.65	0.613	0.861	0.844	-0.095	0.095	-0.037	0.194
CNJ01950	0.906	0.776	0.68	NA	0.871	0.773	0.681	NA	-0.13	NA	-0.098	NA
CNJ01960	0.975	0.77	0.904	0.725	0.879	0.754	0.804	0.744	-0.205	-0.25	-0.125	-0.135
CNJ01970	0.785	0.68	0.865	NA	0.797	0.692	0.771	NA	-0.105	NA	-0.105	NA
CNJ01980	0.888	0.86	0.76	0.718	0.87	0.75	0.782	0.728	-0.028	-0.17	-0.119	-0.141
CNJ01990	0.94	1	0.826	NA	0.938	0.974	0.768	NA	0.06	NA	0.036	NA
CNJ02000	0.922	0.814	0.785	0.989	0.838	0.779	0.799	0.917	-0.108	0.067	-0.06	0.079
CNJ02010	0.977	0.785	0.865	0.845	0.953	0.755	0.763	0.84	-0.192	-0.132	-0.198	-0.113
CNJ02020	0.906	0.827	0.742	0.841	0.837	0.759	0.676	0.825	-0.079	-0.066	-0.078	-0.012
CNJ02030	0.989	0.854	0.839	0.758	0.96	0.772	0.776	0.789	-0.135	-0.231	-0.188	-0.17
CNJ02035	0.811	0.841	0.922	0.929	0.758	0.78	0.872	0.908	0.03	0.119	0.022	0.151
CNJ02040	0.989	0.828	0.727	NA	0.948	0.849	0.736	NA	-0.161	NA	-0.099	NA
CNJ02050	0.86	0.888	0.873	NA	0.881	0.863	0.844	NA	0.028	NA	-0.018	NA
CNJ02060	0.989	0.941	0.732	NA	0.946	0.853	0.762	NA	-0.048	NA	-0.092	NA
CNJ02065	0.792	0.814	0.841	0.975	0.768	0.689	0.838	0.893	0.022	0.182	-0.079	0.125
CNJ02080	0.989	0.759	0.922	0.863	0.937	0.786	0.819	0.856	-0.23	-0.126	-0.151	-0.081
CNJ02090	0.895	0.819	0.725	NA	0.85	0.754	0.678	NA	-0.075	NA	-0.096	NA
CNJ02100	1	0.914	0.803	0.742	0.948	0.849	0.781	0.729	-0.086	-0.258	-0.099	-0.219
CNJ02110	0.975	0.792	0.699	0.92	0.9	0.715	0.705	0.899	-0.183	-0.055	-0.185	-0.001
CNJ02120	1	0.872	0.897	0.975	0.899	0.758	0.807	0.875	-0.128	-0.025	-0.141	-0.024
CNJ02130	0.83	0.782	0.759	NA	0.807	0.786	0.793	NA	-0.048	NA	-0.022	NA
CNJ02140	0.94	0.863	0.819	0.752	0.859	0.842	0.833	0.688	-0.078	-0.188	-0.017	-0.171
CNJ02150	0.86	0.966	0.787	NA	0.823	0.886	0.751	NA	0.106	NA	0.062	NA
CNJ02160	0.964	0.816	1	NA	0.885	0.774	0.942	NA	-0.148	NA	-0.11	NA
CNJ02170	0.74	0.847	0.749	NA	0.77	0.804	0.745	NA	0.107	NA	0.034	NA
CNJ02180	0.92	0.836	0.929	0.723	0.898	0.757	0.812	0.706	-0.084	-0.197	-0.141	-0.191
CNJ02200	0.886	0.828	0.796	NA	0.865	0.815	0.72	NA	-0.058	NA	-0.05	NA
CNJ02210	1	0.733	0.816	0.899	0.953	0.691	0.807	0.841	-0.267	-0.101	-0.262	-0.112
CNJ02220	0.945	0.802	0.897	0.787	0.866	0.79	0.885	0.743	-0.144	-0.158	-0.076	-0.123
CNJ02230	0.886	0.743	0.917	NA	0.891	0.72	0.885	NA	-0.143	NA	-0.171	NA
CNJ02240	0.989	0.854	0.822	NA	0.922	0.843	0.748	NA	-0.135	NA	-0.08	NA
CNJ02250	0.863	0.757	0.752	NA	0.888	0.724	0.773	NA	-0.106	NA	-0.164	NA
CNJ02260	0.862	0.683	NA	0.815	0.819	0.701	NA	0.776	-0.179	-0.047	-0.118	-0.043
CNJ02270	0.989	0.932	0.787	NA	0.975	0.782	0.714	NA	-0.058	NA	-0.192	NA
CNJ02280	0.881	0.785	0.872	NA	0.863	0.766	0.77	NA	-0.096	NA	-0.097	NA
CNJ02290	0.826	0.906	0.914	NA	0.82	0.867	0.79	NA	0.08	NA	0.047	NA
CNJ02300	1	0.841	0.736	NA	0.911	0.789	0.777	NA	-0.159	NA	-0.123	NA
CNJ02310	0.94	0.727	0.841	NA	0.885	0.662	0.826	NA	-0.214	NA	-0.223	NA
CNJ02320	1	0.673	0.876	0.802	0.923	0.701	0.832	0.776	-0.327	-0.198	-0.223	-0.147
CNJ02330	0.888	0.738	0.785	NA	0.873	0.773	0.732	NA	-0.15	NA	-0.1	NA
CNJ02335	0.805	0.884	0.759	0.859	0.79	0.787	0.754	0.76	0.08	0.054	-0.003	-0.03
CNJ02340	0.854	0.845	0.886	NA	0.789	0.822	0.819	NA	-0.009	NA	0.033	NA
CNJ02350	0.915	0.698	0.81	0.818	0.841	0.722	0.754	0.745	-0.217	-0.097	-0.119	-0.096
CNJ02360	0.952	0.808	0.706	NA	0.924	0.793	0.62	NA	-0.144	NA	-0.131	NA
CNJ02365	0.897	0.989	0.83	0.818	0.876	0.914	0.794	0.752	0.092	-0.079	0.039	-0.124
CNJ02370	0.897	0.763	1	NA	0.859	0.672	0.911	NA	-0.133	NA	-0.187	NA
CNJ02380	0.945	0.827	0.733	NA	0.874	0.686	0.643	NA	-0.118	NA	-0.188	NA
CNJ02390	0.886	0.839	0.873	NA	0.809	0.798	0.796	NA	-0.047	NA	-0.011	NA
CNJ02400	0.975	0.803	0.787	NA	0.922	0.765	0.742	NA	-0.172	NA	-0.158	NA
CNJ02410	0.952	0.784	0.819	NA	0.883	0.775	0.764	NA	-0.168	NA	-0.107	NA
CNJ02420	0.83	0.888	0.964	NA	0.815	0.853	0.92	NA	0.058	NA	0.037	NA
CNJ02430	0.92	0.785	0.94	NA	0.923	0.787	0.782	NA	-0.135	NA	-0.137	NA
CNJ02435	0.839	0.776	0.676	NA	0.822	0.707	0.652	NA	-0.063	NA	-0.115	NA
CNJ02440	0.888	0.802	0.837	NA	0.819	0.789	0.839	NA	-0.086	NA	-0.03	NA
CNJ02450	0.837	0.897	0.874	0.861	0.792	0.878	0.799	0.807	0.06	0.025	0.086	0.015
CNJ02455	0.915	0.756	0.816	NA	0.894	0.74	0.825	NA	-0.159	NA	-0.154	NA
CNJ02460	0.888	0.802	0.837	0.793	0.819	0.789	0.839	0.788	-0.086	-0.096	-0.03	-0.031
CNJ02470	0.828	0.762	0.911	NA	0.753	0.776	0.883	NA	-0.067	NA	0.023	NA
CNJ02480	0.841	0.865	0.749	0.742	0.81	0.858	0.632	0.73	0.024	-0.099	0.049	-0.079
CNJ02490	0.823	0.94	0.723	0.92	0.842	0.846	0.628	0.891	0.117	0.097	0.004	0.049
CNJ02500	0.835	0.897	0.814	NA	0.834	0.854	0.8	NA	0.062	NA	0.02	NA
CNJ02510	0.803	0.911	0.899	0.915	0.835	0.871	0.872	0.893	0.109	0.112	0.035	0.058
CNJ02520	0.785	0.817	0.759	0.813	0.75	0.743	0.795	0.738	0.032	0.028	-0.007	-0.012
CNJ02530	0.888	0.706	0.865	NA	0.783	0.693	0.866	NA	-0.183	NA	-0.09	NA
CNJ02540	0.989	NA	NA	0.888	0.956	NA	NA	0.747	NA	-0.101	NA	-0.209
CNJ02550	0.917	0.812	0.872	NA	0.881	0.796	0.789	NA	-0.105	NA	-0.084	NA
