# scores_kozak_H99.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype A H99
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: H99 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Jan 2019
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNAG_05543	0.835	0.799	0.799	NA	0.78	0.816	0.778	NA	-0.037	NA	0.036	NA
CNAG_05544	0.938	0.753	0.82	0.902	0.943	0.783	0.767	0.847	-0.186	-0.036	-0.16	-0.096
CNAG_05545	0.854	0.811	0.812	0.633	0.791	0.777	0.744	0.672	-0.044	-0.221	-0.014	-0.119
CNAG_05546	0.968	0.783	0.772	0.794	0.922	0.779	0.716	0.795	-0.186	-0.174	-0.143	-0.127
CNAG_05547	0.92	0.794	0.841	NA	0.882	0.77	0.842	NA	-0.126	NA	-0.112	NA
CNAG_05548	0.739	0.763	0.873	0.759	0.741	0.744	0.831	0.79	0.024	0.02	0.003	0.049
CNAG_05549	0.763	0.77	0.854	NA	0.744	0.74	0.792	NA	0.007	NA	-0.004	NA
CNAG_05550	0.906	0.789	0.835	NA	0.874	0.785	0.76	NA	-0.118	NA	-0.089	NA
CNAG_05551	0.704	0.944	0.966	NA	0.66	0.85	0.943	NA	0.239	NA	0.19	NA
CNAG_05552	0.922	0.818	0.854	NA	0.896	0.793	0.799	NA	-0.104	NA	-0.102	NA
CNAG_05553	0.895	0.893	0.873	NA	0.831	0.845	0.82	NA	-0.002	NA	0.014	NA
CNAG_05554	0.99	0.743	0.89	NA	0.981	0.729	0.831	NA	-0.247	NA	-0.251	NA
CNAG_05555	0.978	0.854	0.841	NA	0.959	0.769	0.781	NA	-0.123	NA	-0.19	NA
CNAG_05556	1	0.779	NA	NA	0.939	0.733	NA	NA	-0.221	NA	-0.206	NA
CNAG_05557	0.809	0.831	0.882	0.776	0.808	0.828	0.834	0.692	0.022	-0.033	0.02	-0.116
CNAG_05558	0.721	0.831	0.874	NA	0.715	0.775	0.882	NA	0.111	NA	0.06	NA
CNAG_05559	0.919	0.678	0.907	0.904	0.904	0.648	0.878	0.838	-0.242	-0.015	-0.256	-0.066
CNAG_05562	1	0.785	0.77	NA	0.943	0.785	0.699	NA	-0.215	NA	-0.158	NA
CNAG_05563	0.856	0.978	0.857	0.822	0.85	0.936	0.86	0.767	0.122	-0.033	0.086	-0.083
CNAG_05564	0.841	0.762	0.834	0.845	0.773	0.69	0.767	0.809	-0.079	0.004	-0.083	0.035
CNAG_05565	0.89	0.861	0.759	NA	0.82	0.782	0.725	NA	-0.029	NA	-0.038	NA
CNAG_05566	0.822	0.767	0.795	NA	0.849	0.744	0.826	NA	-0.055	NA	-0.104	NA
CNAG_05567	0.772	0.896	0.878	NA	0.748	0.853	0.757	NA	0.123	NA	0.105	NA
CNAG_05568	0.966	0.812	0.835	0.75	0.908	0.809	0.798	0.748	-0.154	-0.216	-0.099	-0.16
CNAG_05569	0.935	0.854	0.772	NA	0.89	0.827	0.747	NA	-0.081	NA	-0.062	NA
CNAG_05570	0.99	0.822	0.759	NA	0.946	0.775	0.711	NA	-0.168	NA	-0.172	NA
CNAG_05571	0.895	0.728	0.935	NA	0.859	0.623	0.848	NA	-0.167	NA	-0.236	NA
CNAG_05572	0.895	0.818	0.978	NA	0.824	0.784	0.885	NA	-0.077	NA	-0.041	NA
CNAG_05573	1	0.747	0.662	NA	0.963	0.723	0.654	NA	-0.253	NA	-0.24	NA
CNAG_05574	0.794	0.905	0.88	0.99	0.782	0.882	0.845	0.884	0.111	0.197	0.1	0.101
CNAG_05575	0.929	0.75	0.759	0.836	0.872	0.766	0.74	0.793	-0.179	-0.093	-0.106	-0.079
CNAG_05576	0.792	0.779	NA	NA	0.799	0.763	NA	NA	-0.013	NA	-0.036	NA
CNAG_05577	0.856	0.836	0.757	0.801	0.808	0.828	0.668	0.735	-0.02	-0.054	0.02	-0.073
CNAG_05578	0.968	0.916	0.85	NA	0.94	0.831	0.795	NA	-0.052	NA	-0.109	NA
CNAG_05579	0.966	0.904	0.721	0.797	0.943	0.872	0.653	0.753	-0.062	-0.169	-0.071	-0.19
CNAG_05580	0.968	0.826	0.871	0.767	0.937	0.81	0.84	0.742	-0.143	-0.201	-0.127	-0.194
CNAG_05581	0.84	0.812	0.906	0.816	0.802	0.758	0.859	0.847	-0.028	-0.024	-0.044	0.045
CNAG_05582	0.945	0.902	0.871	NA	0.926	0.838	0.806	NA	-0.042	NA	-0.089	NA
CNAG_05583	0.922	0.801	0.662	NA	0.8	0.751	0.546	NA	-0.121	NA	-0.05	NA
CNAG_05584	0.978	0.873	0.739	NA	0.896	0.84	0.645	NA	-0.105	NA	-0.056	NA
CNAG_05585	0.896	0.822	0.916	NA	0.843	0.801	0.897	NA	-0.073	NA	-0.043	NA
CNAG_05586	0.882	0.825	0.807	0.759	0.83	0.785	0.766	0.763	-0.057	-0.123	-0.045	-0.067
CNAG_05587	0.871	0.817	0.868	NA	0.849	0.748	0.829	NA	-0.054	NA	-0.101	NA
CNAG_05588	0.72	0.831	0.808	0.759	0.658	0.772	0.78	0.735	0.112	0.04	0.115	0.078
CNAG_05590	0.811	0.724	0.688	NA	0.789	0.658	0.644	NA	-0.087	NA	-0.131	NA
CNAG_05591	0.895	0.803	0.878	0.874	0.822	0.801	0.768	0.812	-0.092	-0.021	-0.02	-0.01
CNAG_05592	0.858	0.761	0.841	0.737	0.806	0.693	0.797	0.731	-0.097	-0.121	-0.113	-0.075
CNAG_05595	0.975	0.662	0.841	NA	0.908	0.631	0.771	NA	-0.314	NA	-0.277	NA
CNAG_05596	0.99	0.874	0.783	NA	0.94	0.836	0.774	NA	-0.117	NA	-0.104	NA
CNAG_05597	0.916	0.785	0.767	0.864	0.851	0.801	0.745	0.859	-0.131	-0.052	-0.05	0.008
CNAG_05598	0.895	0.747	0.831	NA	0.87	0.78	0.796	NA	-0.147	NA	-0.09	NA
CNAG_05599	0.897	0.715	0.831	NA	0.858	0.665	0.797	NA	-0.182	NA	-0.193	NA
CNAG_05600	0.659	0.636	0.841	NA	0.698	0.575	0.84	NA	-0.024	NA	-0.123	NA
CNAG_05601	0.787	0.871	0.733	0.803	0.754	0.813	0.697	0.732	0.084	0.016	0.059	-0.022
CNAG_05602	0.978	0.906	0.787	NA	0.944	0.876	0.761	NA	-0.071	NA	-0.067	NA
CNAG_05603	0.856	0.845	0.701	NA	0.842	0.78	0.679	NA	-0.011	NA	-0.063	NA
CNAG_05604	0.795	0.906	0.831	NA	0.801	0.887	0.837	NA	0.112	NA	0.086	NA
CNAG_05605	0.847	0.836	0.807	NA	0.813	0.826	0.787	NA	-0.011	NA	0.013	NA
CNAG_05606	0.874	0.902	0.795	NA	0.882	0.845	0.773	NA	0.029	NA	-0.037	NA
CNAG_05607	0.938	0.763	0.845	0.801	0.889	0.715	0.855	0.705	-0.175	-0.137	-0.174	-0.185
CNAG_05608	0.953	0.822	0.818	0.812	0.869	0.807	0.813	0.805	-0.131	-0.141	-0.062	-0.065
CNAG_05609	0.945	0.75	0.79	NA	0.871	0.732	0.778	NA	-0.195	NA	-0.139	NA
CNAG_05610	0.85	0.776	0.779	NA	0.846	0.77	0.812	NA	-0.074	NA	-0.076	NA
CNAG_05611	0.895	0.665	0.809	NA	0.857	0.636	0.797	NA	-0.23	NA	-0.221	NA
CNAG_05612	0.725	0.966	0.897	NA	0.7	0.903	0.853	NA	0.241	NA	0.203	NA
CNAG_05613	0.882	0.821	0.916	NA	0.86	0.771	0.868	NA	-0.061	NA	-0.089	NA
CNAG_05614	0.904	0.633	0.906	NA	0.906	0.65	0.828	NA	-0.272	NA	-0.255	NA
CNAG_05615	1	0.929	0.817	NA	0.975	0.908	0.78	NA	-0.071	NA	-0.067	NA
CNAG_05616	0.919	0.724	0.743	0.696	0.901	0.711	0.659	0.665	-0.196	-0.223	-0.191	-0.236
CNAG_05617	0.975	1	0.871	NA	0.927	0.905	0.843	NA	0.025	NA	-0.021	NA
CNAG_05618	0.895	0.895	0.905	NA	0.885	0.898	0.867	NA	0	NA	0.013	NA
CNAG_05619	0.88	0.845	0.813	NA	0.87	0.808	0.804	NA	-0.035	NA	-0.063	NA
CNAG_05620	0.878	0.826	0.783	NA	0.835	0.792	0.757	NA	-0.052	NA	-0.042	NA
CNAG_05621	0.944	0.845	0.867	0.874	0.863	0.82	0.868	0.841	-0.099	-0.07	-0.043	-0.023
CNAG_05622	0.867	0.938	1	0.73	0.836	0.82	0.917	0.683	0.071	-0.137	-0.017	-0.153
CNAG_05623	0.906	0.784	0.825	NA	0.883	0.773	0.801	NA	-0.122	NA	-0.11	NA
CNAG_05624	0.953	0.858	0.73	NA	0.903	0.793	0.705	NA	-0.095	NA	-0.11	NA
CNAG_05626	0.929	0.823	0.878	NA	0.914	0.801	0.8	NA	-0.106	NA	-0.113	NA
CNAG_05627	0.99	0.836	0.868	0.794	0.913	0.713	0.854	0.764	-0.155	-0.197	-0.2	-0.149
CNAG_05628	0.784	0.814	0.811	NA	0.792	0.813	0.772	NA	0.03	NA	0.021	NA
CNAG_05629	0.821	0.854	0.966	0.857	0.787	0.784	0.956	0.759	0.033	0.036	-0.004	-0.028
CNAG_05630	0.871	0.944	0.823	NA	0.758	0.864	0.795	NA	0.073	NA	0.107	NA
CNAG_05631	1	0.868	0.845	NA	0.959	0.74	0.791	NA	-0.132	NA	-0.218	NA
CNAG_05632	0.878	0.772	0.724	0.725	0.823	0.725	0.713	0.679	-0.105	-0.153	-0.099	-0.144
CNAG_05633	1	0.868	0.897	NA	0.9	0.862	0.794	NA	-0.132	NA	-0.038	NA
CNAG_05634	0.966	0.835	0.834	NA	0.9	0.833	0.793	NA	-0.131	NA	-0.067	NA
CNAG_05635	NA	0.724	0.825	NA	0.681	0.738	0.746	NA	NA	NA	0.057	NA
CNAG_05636	0.73	0.978	0.819	0.797	0.741	0.841	0.739	0.77	0.247	0.066	0.099	0.029
CNAG_05637	0.944	0.878	0.809	NA	0.91	0.791	0.777	NA	-0.066	NA	-0.119	NA
CNAG_05638	0.978	0.809	0.678	0.728	0.953	0.817	0.631	0.701	-0.169	-0.25	-0.136	-0.252
CNAG_05639	0.92	0.84	0.721	0.783	0.851	0.836	0.661	0.763	-0.08	-0.137	-0.014	-0.087
CNAG_05640	0.895	0.854	0.929	0.75	0.852	0.808	0.855	0.709	-0.041	-0.145	-0.044	-0.143
CNAG_05641	0.99	0.88	0.871	0.851	0.974	0.831	0.835	0.825	-0.11	-0.139	-0.144	-0.149
CNAG_05642	0.803	0.831	0.741	NA	0.795	0.778	0.704	NA	0.028	NA	-0.017	NA
CNAG_05643	0.873	0.944	0.906	NA	0.815	0.947	0.827	NA	0.07	NA	0.132	NA
CNAG_05644	0.92	0.686	0.795	0.787	0.911	0.696	0.718	0.781	-0.234	-0.133	-0.215	-0.13
CNAG_05645	0.99	0.704	0.809	NA	0.928	0.715	0.746	NA	-0.286	NA	-0.213	NA
CNAG_05646	0.904	0.966	0.733	NA	0.872	0.874	0.753	NA	0.062	NA	0.002	NA
CNAG_05647	0.861	0.659	0.776	NA	0.788	0.562	0.738	NA	-0.201	NA	-0.226	NA
CNAG_05648	0.762	0.858	0.724	0.836	0.734	0.824	0.71	0.812	0.096	0.074	0.09	0.078
CNAG_05649	0.944	0.882	0.897	NA	0.871	0.886	0.838	NA	-0.062	NA	0.015	NA
CNAG_05650	0.938	0.818	0.861	0.743	0.874	0.8	0.825	0.652	-0.12	-0.195	-0.073	-0.222
CNAG_05652	0.968	0.836	0.818	NA	0.955	0.79	0.813	NA	-0.132	NA	-0.164	NA
CNAG_05653	0.935	0.854	0.704	NA	0.882	0.779	0.693	NA	-0.081	NA	-0.103	NA
CNAG_05654	0.92	0.75	0.785	NA	0.903	0.791	0.766	NA	-0.17	NA	-0.112	NA
CNAG_05655	0.85	0.858	0.776	NA	0.857	0.821	0.696	NA	0.008	NA	-0.036	NA
CNAG_05656	0.89	0.825	0.919	NA	0.839	0.776	0.899	NA	-0.064	NA	-0.063	NA
CNAG_05657	0.966	0.819	0.856	NA	0.948	0.775	0.818	NA	-0.147	NA	-0.173	NA
CNAG_05658	0.968	0.854	0.741	NA	0.912	0.816	0.726	NA	-0.114	NA	-0.096	NA
CNAG_05659	0.911	0.868	0.841	NA	0.863	0.851	0.827	NA	-0.042	NA	-0.013	NA
CNAG_05660	0.975	0.747	0.723	NA	0.942	0.734	0.719	NA	-0.228	NA	-0.207	NA
CNAG_05661	0.819	0.882	0.721	NA	0.756	0.857	0.688	NA	0.064	NA	0.101	NA
CNAG_05662	0.929	0.757	0.743	NA	0.909	0.719	0.764	NA	-0.172	NA	-0.19	NA
CNAG_05663	0.849	0.805	0.895	0.767	0.831	0.782	0.856	0.765	-0.044	-0.081	-0.049	-0.066
CNAG_05664	0.819	0.854	0.728	0.916	0.814	0.825	0.731	0.912	0.036	0.098	0.012	0.098
CNAG_05665	0.819	0.891	0.841	0.77	0.76	0.828	0.807	0.723	0.073	-0.048	0.068	-0.038
CNAG_05666	0.883	0.82	0.893	0.891	0.827	0.769	0.795	0.885	-0.063	0.008	-0.059	0.058
CNAG_05667	0.916	0.733	0.883	0.766	0.787	0.702	0.825	0.754	-0.183	-0.15	-0.085	-0.033
CNAG_05668	0.99	0.831	0.788	NA	0.948	0.802	0.768	NA	-0.159	NA	-0.146	NA
CNAG_05670	0.77	0.766	0.783	0.78	0.705	0.738	0.733	0.759	-0.004	0.011	0.033	0.054
CNAG_05671	0.895	0.938	0.707	0.856	0.853	0.844	0.693	0.794	0.044	-0.039	-0.01	-0.059
CNAG_05672	0.873	0.878	0.786	NA	0.821	0.816	0.778	NA	0.005	NA	-0.005	NA
CNAG_05673	0.898	0.878	0.724	0.89	0.87	0.792	0.711	0.826	-0.02	-0.008	-0.078	-0.044
CNAG_05674	0.871	0.841	0.882	0.73	0.869	0.822	0.84	0.665	-0.03	-0.141	-0.047	-0.204
CNAG_05675	0.797	0.696	0.895	0.881	0.768	0.719	0.825	0.834	-0.1	0.084	-0.049	0.067
CNAG_05676	0.953	0.699	0.809	0.752	0.881	0.732	0.806	0.772	-0.254	-0.201	-0.149	-0.11
CNAG_05677	0.759	0.834	0.874	NA	0.765	0.811	0.781	NA	0.075	NA	0.046	NA
CNAG_05678	0.675	0.906	0.929	NA	0.672	0.858	0.871	NA	0.232	NA	0.186	NA
CNAG_05679	0.902	0.766	0.783	0.975	0.865	0.715	0.728	0.96	-0.137	0.073	-0.15	0.095
CNAG_05682	0.968	0.841	0.828	NA	0.935	0.753	0.746	NA	-0.128	NA	-0.181	NA
CNAG_05683	0.865	0.747	NA	0.945	0.858	0.706	NA	0.827	-0.118	0.08	-0.153	-0.032
CNAG_05684	0.935	0.715	0.821	0.767	0.865	0.597	0.815	0.743	-0.221	-0.168	-0.269	-0.122
CNAG_05685	0.975	0.929	0.728	0.904	0.871	0.867	0.707	0.764	-0.046	-0.071	-0.004	-0.108
CNAG_05686	0.99	0.808	0.891	NA	0.936	0.845	0.772	NA	-0.183	NA	-0.091	NA
CNAG_05687	0.767	0.678	0.912	0.871	0.74	0.676	0.874	0.81	-0.09	0.103	-0.064	0.07
CNAG_05688	0.849	0.819	NA	NA	0.839	0.744	NA	NA	-0.03	NA	-0.095	NA
CNAG_05689	0.92	0.757	0.701	0.801	0.859	0.744	0.676	0.791	-0.163	-0.119	-0.115	-0.068
CNAG_05690	0.944	0.759	0.779	0.78	0.921	0.704	0.686	0.697	-0.184	-0.163	-0.217	-0.225
CNAG_05691	0.975	0.753	0.737	NA	0.913	0.718	0.742	NA	-0.223	NA	-0.195	NA
CNAG_05692	0.919	0.783	0.818	0.838	0.89	0.797	0.781	0.783	-0.136	-0.081	-0.092	-0.106
CNAG_05693	0.811	0.725	0.767	0.776	0.793	0.673	0.745	0.681	-0.085	-0.034	-0.12	-0.112
CNAG_05694	0.828	0.721	0.818	NA	0.822	0.7	0.688	NA	-0.107	NA	-0.121	NA
CNAG_05695	0.856	0.821	0.757	NA	0.822	0.813	0.762	NA	-0.034	NA	-0.009	NA
CNAG_05696	0.912	0.871	0.841	NA	0.849	0.799	0.844	NA	-0.041	NA	-0.051	NA
CNAG_05697	0.935	0.827	0.715	0.823	0.912	0.805	0.696	0.816	-0.109	-0.113	-0.107	-0.096
CNAG_05698	0.911	0.966	0.99	0.817	0.869	0.909	0.889	0.816	0.055	-0.094	0.04	-0.053
CNAG_05699	0.896	0.89	0.88	NA	0.855	0.846	0.826	NA	-0.006	NA	-0.01	NA
CNAG_05700	0.865	0.772	0.831	NA	0.862	0.704	0.741	NA	-0.093	NA	-0.158	NA
CNAG_05701	0.905	0.701	0.747	NA	0.852	0.656	0.73	NA	-0.204	NA	-0.197	NA
CNAG_05702	0.88	0.89	0.854	0.975	0.852	0.828	0.823	0.94	0.01	0.095	-0.024	0.088
CNAG_05703	0.816	0.696	0.786	NA	0.754	0.683	0.781	NA	-0.12	NA	-0.071	NA
CNAG_05704	0.89	0.854	0.818	NA	0.859	0.803	0.745	NA	-0.035	NA	-0.056	NA
CNAG_05705	0.881	0.746	0.827	NA	0.891	0.731	0.731	NA	-0.135	NA	-0.161	NA
CNAG_05706	0.945	0.721	0.759	0.785	0.931	0.726	0.695	0.809	-0.224	-0.159	-0.205	-0.122
CNAG_05707	0.807	0.871	0.865	NA	0.81	0.811	0.749	NA	0.064	NA	0.001	NA
CNAG_05708	0.953	0.88	0.841	NA	0.928	0.817	0.781	NA	-0.073	NA	-0.111	NA
CNAG_05711	0.99	0.831	0.75	NA	0.948	0.826	0.712	NA	-0.159	NA	-0.122	NA
CNAG_05712	0.895	0.696	0.868	NA	0.881	0.706	0.825	NA	-0.199	NA	-0.175	NA
CNAG_05713	0.717	0.73	0.85	0.834	0.697	0.744	0.789	0.827	0.014	0.117	0.047	0.13
CNAG_05714	0.857	0.795	0.813	0.8	0.843	0.774	0.765	0.793	-0.062	-0.056	-0.069	-0.049
CNAG_05715	0.895	0.821	0.841	NA	0.88	0.811	0.854	NA	-0.074	NA	-0.069	NA
CNAG_05716	0.857	0.845	0.828	NA	0.791	0.768	0.782	NA	-0.012	NA	-0.023	NA
CNAG_05717	0.783	0.818	0.82	0.762	0.778	0.807	0.77	0.747	0.036	-0.02	0.029	-0.031
CNAG_05718	0.841	0.905	0.733	0.812	0.801	0.871	0.669	0.751	0.064	-0.029	0.069	-0.051
CNAG_05719	0.814	0.953	0.858	NA	0.755	0.839	0.836	NA	0.139	NA	0.084	NA
CNAG_05720	1	0.746	0.904	0.919	0.907	0.75	0.873	0.89	-0.254	-0.081	-0.157	-0.017
CNAG_05721	0.92	0.697	0.907	NA	0.847	0.625	0.832	NA	-0.223	NA	-0.222	NA
CNAG_05722	0.662	0.916	0.845	NA	0.652	0.901	0.825	NA	0.254	NA	0.249	NA
CNAG_05723	0.878	0.916	0.675	0.883	0.834	0.891	0.641	0.861	0.038	0.005	0.056	0.027
CNAG_05724	0.89	0.786	0.847	NA	0.823	0.785	0.785	NA	-0.104	NA	-0.038	NA
CNAG_05725	0.978	0.895	0.88	NA	0.953	0.802	0.856	NA	-0.083	NA	-0.151	NA
CNAG_05726	0.92	0.834	0.686	NA	0.853	0.817	0.67	NA	-0.086	NA	-0.036	NA
CNAG_05727	0.975	0.861	0.75	NA	0.925	0.856	0.72	NA	-0.115	NA	-0.07	NA
CNAG_05728	0.817	0.812	NA	0.865	0.796	0.788	NA	0.866	-0.005	0.048	-0.008	0.07
CNAG_05729	0.938	0.868	0.818	NA	0.916	0.873	0.782	NA	-0.07	NA	-0.043	NA
CNAG_05730	0.966	0.811	0.883	NA	0.916	0.79	0.817	NA	-0.155	NA	-0.126	NA
CNAG_05731	0.944	0.814	0.721	NA	0.875	0.777	0.672	NA	-0.129	NA	-0.099	NA
CNAG_05732	0.902	0.79	0.873	NA	0.89	0.806	0.857	NA	-0.113	NA	-0.084	NA
CNAG_05733	0.858	0.854	0.636	NA	0.803	0.808	0.636	NA	-0.003	NA	0.005	NA
CNAG_05734	0.966	0.838	0.895	NA	0.918	0.803	0.838	NA	-0.128	NA	-0.115	NA
CNAG_05735	0.763	0.788	0.835	1	0.732	0.744	0.795	0.96	0.025	0.237	0.011	0.227
CNAG_05736	0.92	0.707	0.828	0.968	0.861	0.711	0.767	0.866	-0.214	0.048	-0.15	0.005
CNAG_05737	0.898	0.721	0.809	0.757	0.897	0.714	0.822	0.729	-0.177	-0.141	-0.184	-0.168
CNAG_05738	0.747	0.841	0.788	NA	0.747	0.808	0.748	NA	0.093	NA	0.062	NA
CNAG_05739	0.813	0.883	0.763	0.865	0.809	0.837	0.696	0.887	0.07	0.052	0.028	0.078
CNAG_05740	0.92	0.905	0.794	NA	0.899	0.841	0.72	NA	-0.015	NA	-0.058	NA
CNAG_05741	0.944	0.849	0.822	0.787	0.89	0.789	0.823	0.795	-0.095	-0.157	-0.101	-0.095
CNAG_05742	0.819	0.893	0.776	0.789	0.797	0.882	0.683	0.729	0.074	-0.03	0.085	-0.067
CNAG_05743	0.99	0.893	0.89	0.846	0.988	0.849	0.865	0.835	-0.098	-0.144	-0.139	-0.152
CNAG_05744	0.77	0.919	0.858	0.789	0.801	0.838	0.792	0.791	0.149	0.019	0.038	-0.01
CNAG_05745	0.968	0.784	0.896	0.738	0.945	0.826	0.827	0.735	-0.184	-0.23	-0.119	-0.21
CNAG_05746	0.847	0.785	0.795	0.851	0.823	0.723	0.769	0.863	-0.062	0.004	-0.101	0.04
CNAG_05747	1	0.77	0.763	0.776	0.916	0.786	0.764	0.735	-0.23	-0.224	-0.129	-0.181
CNAG_05748	0.857	0.935	0.828	NA	0.826	0.873	0.764	NA	0.079	NA	0.047	NA
CNAG_05749	0.953	0.845	0.818	NA	0.92	0.783	0.772	NA	-0.108	NA	-0.137	NA
CNAG_05750	0.978	0.845	0.785	NA	0.941	0.777	0.71	NA	-0.133	NA	-0.164	NA
CNAG_05751	0.847	0.823	0.849	NA	0.787	0.763	0.761	NA	-0.025	NA	-0.024	NA
CNAG_05752	0.811	0.871	0.858	NA	0.795	0.825	0.84	NA	0.06	NA	0.03	NA
CNAG_05753	0.895	0.835	0.743	0.766	0.877	0.787	0.665	0.731	-0.059	-0.129	-0.09	-0.146
CNAG_05755	0.978	0.898	0.841	0.688	0.898	0.861	0.834	0.686	-0.08	-0.289	-0.036	-0.211
CNAG_05756	0.893	0.809	0.75	NA	0.856	0.73	0.715	NA	-0.084	NA	-0.126	NA
CNAG_05757	0.944	0.688	0.821	NA	0.91	0.665	0.778	NA	-0.255	NA	-0.246	NA
CNAG_05758	0.873	0.789	0.794	0.825	0.838	0.791	0.786	0.8	-0.084	-0.048	-0.047	-0.038
CNAG_05759	0.944	0.721	0.968	NA	0.898	0.703	0.925	NA	-0.223	NA	-0.195	NA
CNAG_05760	0.849	0.867	0.857	NA	0.818	0.856	0.794	NA	0.018	NA	0.039	NA
CNAG_05761	0.92	0.789	0.904	NA	0.892	0.753	0.817	NA	-0.131	NA	-0.139	NA
CNAG_05762	0.856	0.904	NA	NA	0.82	0.829	NA	NA	0.049	NA	0.01	NA
CNAG_05763	0.765	0.873	0.795	NA	0.747	0.843	0.785	NA	0.108	NA	0.096	NA
CNAG_05764	0.906	0.938	0.854	0.733	0.903	0.877	0.82	0.726	0.032	-0.173	-0.026	-0.176
CNAG_05765	0.893	0.838	0.72	NA	0.885	0.78	0.72	NA	-0.055	NA	-0.105	NA
CNAG_05766	0.874	0.944	0.688	0.861	0.821	0.903	0.72	0.774	0.07	-0.013	0.081	-0.047
CNAG_05767	0.92	0.854	0.695	0.968	0.907	0.811	0.673	0.95	-0.066	0.048	-0.096	0.043
CNAG_05768	0.99	0.77	0.854	0.73	0.934	0.771	0.781	0.705	-0.22	-0.26	-0.163	-0.229
CNAG_05769	0.841	0.831	0.89	NA	0.816	0.821	0.86	NA	-0.009	NA	0.005	NA
CNAG_05770	0.906	0.814	0.752	NA	0.871	0.704	0.72	NA	-0.092	NA	-0.167	NA
CNAG_05771	0.881	0.788	0.844	0.809	0.865	0.755	0.788	0.806	-0.092	-0.072	-0.111	-0.059
CNAG_05772	0.699	0.794	0.868	0.746	0.63	0.745	0.826	0.734	0.095	0.047	0.115	0.104
CNAG_05773	0.966	0.975	0.831	NA	0.918	0.922	0.791	NA	0.01	NA	0.003	NA
CNAG_05774	0.975	0.856	0.883	0.759	0.929	0.819	0.871	0.681	-0.12	-0.216	-0.11	-0.249
CNAG_05775	0.966	0.845	0.891	0.849	0.915	0.81	0.875	0.861	-0.121	-0.117	-0.106	-0.054
CNAG_05776	0.882	0.854	0.874	0.662	0.83	0.831	0.847	0.665	-0.028	-0.22	0.001	-0.166
CNAG_05777	0.819	0.904	0.691	0.723	0.797	0.877	0.711	0.725	0.086	-0.096	0.08	-0.072
CNAG_05778	0.845	0.902	0.776	0.935	0.772	0.872	0.73	0.871	0.057	0.091	0.1	0.099
CNAG_05781	0.873	0.834	0.882	NA	0.853	0.789	0.869	NA	-0.038	NA	-0.064	NA
CNAG_05782	0.854	0.737	0.701	NA	0.834	0.715	0.687	NA	-0.118	NA	-0.119	NA
CNAG_05783	0.828	0.73	0.721	NA	0.795	0.665	0.669	NA	-0.098	NA	-0.13	NA
CNAG_05784	0.935	0.75	0.787	NA	0.904	0.71	0.715	NA	-0.185	NA	-0.194	NA
CNAG_05785	0.765	0.77	0.846	NA	0.743	0.759	0.83	NA	0.005	NA	0.016	NA
CNAG_05786	0.896	0.846	0.814	NA	0.874	0.828	0.784	NA	-0.05	NA	-0.046	NA
CNAG_05787	0.873	0.759	0.799	NA	0.843	0.764	0.763	NA	-0.113	NA	-0.079	NA
CNAG_05788	0.814	0.819	0.785	0.794	0.797	0.794	0.755	0.748	0.004	-0.021	-0.003	-0.049
CNAG_05789	1	0.929	0.728	0.659	0.929	0.856	0.684	0.681	-0.071	-0.341	-0.073	-0.247
CNAG_05790	0.794	0.73	0.938	NA	0.687	0.745	0.923	NA	-0.064	NA	0.058	NA
CNAG_05791	0.912	0.85	0.746	0.717	0.824	0.842	0.753	0.714	-0.062	-0.195	0.018	-0.111
CNAG_05792	0.92	0.828	0.864	NA	0.884	0.764	0.818	NA	-0.092	NA	-0.12	NA
CNAG_05793	0.873	0.809	0.861	NA	0.801	0.753	0.791	NA	-0.064	NA	-0.048	NA
CNAG_05794	0.849	0.792	0.785	NA	0.821	0.741	0.771	NA	-0.057	NA	-0.08	NA
CNAG_05795	0.809	0.809	0.922	0.883	0.793	0.735	0.872	0.787	-0	0.074	-0.058	-0.006
CNAG_05797	0.902	0.779	0.844	NA	0.874	0.777	0.79	NA	-0.123	NA	-0.096	NA
CNAG_05798	0.779	0.812	0.799	NA	0.791	0.8	0.821	NA	0.033	NA	0.009	NA
CNAG_05799	0.895	0.786	0.743	NA	0.84	0.749	0.707	NA	-0.109	NA	-0.091	NA
CNAG_05800	0.938	0.898	NA	NA	0.923	0.783	NA	NA	-0.041	NA	-0.139	NA
CNAG_05801	0.878	0.675	0.845	NA	0.872	0.694	0.795	NA	-0.203	NA	-0.178	NA
CNAG_05802	0.828	0.792	0.759	0.968	0.861	0.711	0.755	0.922	-0.036	0.14	-0.15	0.061
CNAG_05803	0.821	0.753	0.779	NA	0.774	0.743	0.761	NA	-0.069	NA	-0.031	NA
CNAG_05804	0.968	0.818	0.75	NA	0.957	0.798	0.713	NA	-0.15	NA	-0.159	NA
