# scores_kozak_unusual_mito_cc.txt
# Scores of ATG context against Kozak and unusual tRS seq, and mito predictions
# Conserved in H99 and JEC21
#
#
# H99: H99 systematic gene name
# JEC21: JEC21 systematic gene name of ortholog
# aATG.scorekw.xx: score of annotated ATG against wide Kozak sequence (NNNNNNNNNNATG), strain xx
# d1.scorekw.xx: score of 1st downstream ATG against wide Kozak sequence, strain xx
# u1.scorekw.xx: score of 1st upstream ATG in 5' UTR against wide Kozak sequence, strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# Prob_mito.xx: Probability of mitochondrial presequence from mitofates, strain xx
# Pred_mito.xx: Prediction from mitofates, strain xx
#
# Edward Wallace, Jan 2019
H99	JEC21	aATG.scorekw.H99	d1.scorekw.H99	u1.scorekw.H99	aATG.scorekw.JEC21	d1.scorekw.JEC21	u1.scorekw.JEC21	aATG.scoreUw.H99	aATG.scoreUw.JEC21	Prob_mito.H99	Pred_mito.H99	Prob_mito.JEC21	Pred_mito.JEC21
CNAG_06849	CND06290	0.87	0.71	NA	0.938	0.742	NA	0.533	0.423	0.031	No	0.027	No
CNAG_05692	CNF02820	0.89	0.797	0.783	0.749	0.802	NA	0.606	0.586	0	No	0	No
CNAG_08008	CNC02630	0.84	0.883	0.724	0.854	0.892	NA	0.709	0.709	0	No	0	No
CNAG_03829	CNB03190	0.802	0.716	NA	0.788	0.713	NA	0.598	0.661	0.896	Yes	0.877	Yes
CNAG_05463	CNH01250	0.853	0.81	NA	0.854	0.759	NA	0.728	0.728	0.084	No	0.048	No
CNAG_07939	CNN01595	0.904	0.788	0.751	0.937	0.778	0.883	0.772	0.779	0.024	No	0.023	No
CNAG_04164	CNI03010	0.817	0.902	0.746	0.907	0.77	0.71	0.567	0.656	0.004	No	0	No
CNAG_02962	CNC05730	0.779	0.719	NA	0.785	0.731	NA	0.558	0.558	0	No	0.005	No
CNAG_05570	CNH02170	0.946	0.775	NA	0.967	0.776	NA	0.616	0.672	0.014	No	0.009	No
CNAG_01727	CNC02320	0.978	0.842	NA	0.972	0.831	NA	0.505	0.505	0.005	No	0.005	No
CNAG_07627	CNE00970	0.816	0.768	NA	0.815	0.821	NA	0.644	0.644	0.591	Yes	0.5	Yes
CNAG_01396	CND05070	0.862	0.713	0.741	0.866	0.729	0.73	0.644	0.632	0	No	0	No
CNAG_01836	CNC03230	NA	NA	NA	0.756	0.699	0.81	NA	0.657	NA	NA	0.003	No
CNAG_02308	CNE02380	0.783	0.829	0.856	0.781	0.822	0.815	0.712	0.712	0	No	0	No
CNAG_02146	CNE03900	0.831	0.778	NA	0.832	0.852	0.696	0.486	0.472	0	No	0	No
CNAG_02827	CNC04440	0.907	0.785	NA	0.942	0.792	NA	0.588	0.576	0.004	No	0.004	No
CNAG_03603	CNB01060	0.874	0.787	NA	0.838	0.785	0.723	0.771	0.783	0	No	0	No
CNAG_05242	CNL03880	0.931	0.847	0.781	0.915	0.825	0.778	0.611	0.553	0	No	0	No
CNAG_01042	CNM00420	NA	NA	NA	0.889	0.69	NA	NA	0.727	NA	NA	0.081	No
CNAG_01011	CND01410	0.814	0.789	0.709	0.864	0.835	0.859	0.641	0.577	0.139	No	0	No
CNAG_00120	CNA01095	0.955	0.874	0.721	0.94	0.892	NA	0.663	0.545	0	No	0	No
CNAG_01570	CNC00843	0.881	0.742	0.726	0.829	0.877	0.771	0.625	0.666	0.006	No	0.01	No
CNAG_06013	CNM00250	0.861	0.711	0.789	0.813	0.703	NA	0.798	0.786	0.119	No	0.312	No
CNAG_04506	CNI00500	0.791	0.752	0.782	0.79	0.673	0.695	0.55	0.55	0	No	0	No
CNAG_07843	CNJ03235	0.826	0.942	0.696	0.71	0.788	0.718	0.73	0.748	0	No	0	No
CNAG_04783	CNJ02100	0.941	0.767	0.695	0.948	0.849	0.729	0.571	0.564	0.027	No	0.023	No
CNAG_02100	CNE04360	0.943	0.714	NA	0.94	0.728	NA	0.61	0.61	0.012	No	0.011	No
CNAG_05965	CNF00170	0.758	0.719	NA	0.802	0.731	NA	0.605	0.801	0	No	0	No
CNAG_05566	CNH02140	0.849	0.744	NA	0.79	0.761	0.734	0.853	0.718	0	No	0	No
CNAG_05095	CNL05270	0.867	0.682	NA	0.878	0.723	0.763	0.553	0.605	0.073	No	0.081	No
CNAG_04359	CNI01910	0.908	0.731	NA	0.917	0.743	NA	0.595	0.595	0	No	0	No
CNAG_03526	CNG00680	0.871	0.812	0.819	0.881	0.799	0.761	0.454	0.442	0	No	0	No
CNAG_03722	CNB02200	0.802	0.942	0.76	0.947	0.664	NA	0.585	0.603	0.228	No	0	No
CNAG_07429	CND03890	0.805	0.864	0.78	0.863	0.823	NA	0.69	0.733	0.976	Yes	0.983	Yes
CNAG_02222	CNE03180	0.818	0.763	NA	0.828	0.765	NA	0.586	0.632	0	No	0	No
CNAG_04509	CNI00470	0.91	0.717	NA	0.911	0.704	NA	0.669	0.638	0.004	No	0	No
CNAG_02323	CNE02240	0.798	0.799	0.767	0.819	0.794	0.742	0.688	0.7	0.006	No	0.01	No
CNAG_02929	CNC05370	0.886	0.777	NA	0.889	0.775	NA	0.58	0.58	0	No	0	No
CNAG_06242	CNM02430	0.919	0.666	0.756	0.923	0.643	0.778	0.554	0.554	0	No	0	No
CNAG_05510	CNH01630	0.938	0.84	NA	0.9	0.781	NA	0.76	0.726	0.049	No	0.034	No
CNAG_03129	CNG04340	0.747	0.656	NA	0.765	0.644	NA	0.57	0.57	0	No	0	No
CNAG_02104	CNE04320	0.675	0.792	NA	0.732	0.737	NA	0.632	0.632	0	No	0	No
CNAG_03498	CNG00950	0.834	0.82	0.673	0.878	0.742	NA	0.493	0.665	0	No	0	No
CNAG_00012	CNC00020	0.882	0.751	NA	0.932	0.773	0.806	0.72	0.622	0	No	0	No
CNAG_01847	CNC03320	0.823	0.709	0.693	0.785	0.681	0.751	0.522	0.572	0	No	0	No
CNAG_01816	CNC03045	0.902	0.905	NA	0.921	0.864	NA	0.725	0.493	0.082	No	0.04	No
CNAG_01541	CNC06425	0.85	0.777	0.837	0.86	0.82	0.829	0.486	0.533	0.013	No	0.023	No
CNAG_07326	CNA01950	0.852	0.755	NA	0.903	0.755	0.815	0.686	0.686	0.965	Yes	0.977	Yes
CNAG_06475	CNN01950	0.943	0.716	NA	0.949	0.73	NA	0.493	0.493	0	No	0	No
CNAG_03282	CNG02930	0.897	0.772	NA	0.884	0.855	NA	0.585	0.585	0	No	0	No
CNAG_02374	CNE01760	0.852	0.862	NA	0.858	0.871	NA	0.703	0.703	0	No	0	No
CNAG_05529	CNH01800	0.864	0.875	0.739	0.725	0.869	NA	0.62	0.673	0.003	No	0.023	No
CNAG_02057	CNE04770	0.736	0.738	0.736	0.673	0.829	0.795	0.741	0.748	0	No	0	No
CNAG_01509	CNC06720	0.819	0.687	NA	0.766	0.759	NA	0.718	0.657	0	No	0	No
CNAG_00167	CNA01550	0.863	0.93	0.899	0.868	0.917	NA	0.729	0.729	0	No	0	No
CNAG_03672	CNB01710	0.931	0.832	NA	0.89	0.64	NA	0.729	0.717	0.349	No	0.274	No
CNAG_06646	CNF03700	0.778	0.785	NA	0.961	0.781	NA	0.757	0.617	0.005	No	0.007	No
CNAG_07420	CND05050	0.825	0.694	NA	0.777	0.703	NA	0.515	0.613	0	No	0	No
CNAG_05628	CNH02700	0.792	0.813	NA	0.797	0.882	0.877	0.862	0.862	0	No	0	No
CNAG_06104	CNM01110	0.863	0.738	NA	0.906	0.756	0.761	0.718	0.699	0	No	0	No
CNAG_03623	CNB01250	0.858	0.862	NA	0.914	0.853	NA	0.573	0.573	0.957	Yes	0.943	Yes
CNAG_01974	CNK03080	0.937	0.838	NA	0.873	0.782	NA	0.66	0.743	0.978	Yes	0.99	Yes
CNAG_07478	CNB02450	0.88	0.805	NA	0.917	0.813	NA	0.607	0.608	0	No	0	No
CNAG_01810	CNC02990	0.83	0.746	NA	0.802	0.757	NA	0.751	0.754	0	No	0	No
CNAG_01289	CND04090	0.786	0.839	NA	0.76	0.839	NA	0.746	0.68	0	No	0	No
CNAG_01466	CNC07140	0.709	0.792	NA	0.664	0.912	NA	0.73	0.718	0.007	No	0.063	No
CNAG_05536	CNH01870	0.779	0.877	0.874	0.8	0.796	0.803	0.619	0.744	0	No	0.005	No
CNAG_04066	CNB05500	0.742	0.824	NA	0.747	0.847	NA	0.746	0.746	0.996	Yes	0.946	Yes
CNAG_04662	CNJ00970	0.914	0.729	NA	0.923	0.816	NA	0.694	0.694	0	No	0	No
CNAG_02916	CNC05260	0.907	0.904	NA	0.913	0.906	NA	0.772	0.772	0.313	No	0.335	No
CNAG_04345	CNI02050	0.813	0.885	NA	0.776	0.948	NA	0.732	0.751	0.003	No	0.033	No
CNAG_02463	CNE00960	0.902	0.768	0.79	0.944	0.789	0.792	0.579	0.591	0	No	0	No
CNAG_00135	CNA01220	0.895	0.811	NA	0.913	0.801	NA	0.534	0.633	0	No	0	No
CNAG_05260	CNH03700	0.934	0.67	0.767	0.894	0.706	0.79	0.65	0.669	0	No	0.003	No
CNAG_06090	CNM00970	0.911	0.856	0.806	0.918	0.818	0.813	0.546	0.534	0.082	No	0.075	No
CNAG_07924	CNN00060	0.767	0.739	0.806	0.857	0.741	0.767	0.735	0.63	0	No	0	No
CNAG_07646	CNE03125	0.915	0.661	NA	0.916	0.631	NA	0.596	0.596	0.005	No	0.012	No
CNAG_00970	CND00990	0.86	0.662	NA	0.857	0.667	NA	0.749	0.749	0	No	0	No
CNAG_00612	CNA05940	0.876	0.847	0.694	0.898	0.837	NA	0.469	0.58	0	No	0	No
CNAG_03273	CNG03040	0.813	0.87	0.765	0.837	0.869	NA	0.786	0.749	0	No	0	No
CNAG_01481	CNC06980	0.911	0.812	0.813	0.925	0.812	0.758	0.638	0.65	0.006	No	0.007	No
CNAG_02404	CNE01510	0.836	0.913	NA	0.836	0.731	NA	0.586	0.605	0	No	0	No
CNAG_00046	CNA00350	0.915	0.774	NA	0.934	0.775	NA	0.653	0.578	0	No	0	No
CNAG_05725	CNF02480	0.953	0.802	NA	0.961	0.788	NA	0.584	0.572	0.999	Yes	0.999	Yes
CNAG_07431	CND03760	0.788	0.786	NA	0.796	0.892	NA	0.699	0.708	0	No	0	No
CNAG_01594	CNC01070	0.926	0.796	NA	0.926	0.781	NA	0.714	0.714	0.998	Yes	0.989	Yes
CNAG_03216	CNG03570	0.759	0.71	NA	0.75	0.716	NA	0.773	0.773	0	No	0	No
CNAG_00775	CNA07530	0.939	0.826	NA	0.938	0.767	NA	0.604	0.604	0.395	Yes	0.391	Yes
CNAG_04501	CNI00560	0.988	0.773	NA	0.927	0.865	NA	0.628	0.604	0	No	0	No
CNAG_07695	CNF00330	0.702	0.794	0.965	0.69	0.758	0.941	0.717	0.717	0	No	0	No
CNAG_01470	CNC07090	0.823	0.721	NA	0.822	0.762	NA	0.61	0.61	0.997	Yes	0.992	Yes
CNAG_00628	CNA06080	0.903	0.83	0.755	0.906	0.846	0.767	0.609	0.589	0.013	No	0.029	No
CNAG_05559	CNH02080	0.904	0.648	0.838	0.791	0.839	0.828	0.687	0.53	0	No	0	No
CNAG_00491	CNA04710	0.948	0.821	NA	0.952	0.611	NA	0.74	0.74	0.868	Yes	0.737	Yes
CNAG_00393	CNA03810	0.906	0.759	NA	0.941	0.718	NA	0.741	0.691	0.011	No	0.01	No
CNAG_01079	CND02070	0.923	0.661	0.771	0.91	0.664	0.807	0.632	0.66	0.042	No	0.041	No
CNAG_04149	CNI02830	0.849	0.811	0.843	0.85	0.821	NA	0.526	0.616	0	No	0	No
CNAG_00654	CNA06340	0.826	0.702	0.91	0.865	0.688	0.724	0.635	0.623	0	No	0	No
CNAG_07566	CNK01000	0.815	0.741	NA	0.858	0.738	0.818	0.568	0.559	0.004	No	0.015	No
CNAG_01249	CND03660	0.839	0.766	NA	0.788	0.749	NA	0.857	0.81	0.005	No	0.006	No
CNAG_07373	CNA06000	0.936	0.923	0.833	0.796	0.93	0.832	0.487	0.586	0	No	0	No
CNAG_07855	CNJ01380	0.808	0.864	NA	0.853	0.859	NA	0.54	0.531	0	No	0	No
CNAG_04055	CNB05390	0.852	0.748	NA	0.902	0.886	0.751	0.482	0.482	0.117	No	0.072	No
CNAG_00264	CNA02540	0.771	0.745	0.707	0.894	0.748	0.713	0.611	0.604	0	No	0	No
CNAG_07608	CNC03170	0.919	0.848	0.693	0.98	0.84	0.762	0.604	0.608	0	No	0	No
CNAG_06174	CNM01750	0.756	0.762	0.722	0.75	0.777	0.702	0.933	0.933	0	No	0	No
CNAG_01822	CNC03100	0.964	0.819	NA	0.958	0.855	0.706	0.607	0.607	0.006	No	0.005	No
CNAG_07335	CNA02050	0.879	0.862	NA	0.874	0.861	NA	0.801	0.801	0.003	No	0	No
CNAG_06386	CNN01130	0.866	0.756	NA	0.88	0.808	NA	0.759	0.759	0.974	Yes	0.606	Yes
CNAG_05187	CNL04400	0.806	0.876	0.777	0.793	0.882	0.739	0.625	0.527	0	No	0	No
CNAG_01500	CNC06800	0.966	0.665	NA	0.922	0.702	0.798	0.617	0.638	0	No	0	No
CNAG_03269	CNG03080	0.659	0.865	0.699	0.867	0.725	NA	0.751	0.642	0.524	Yes	0.972	Yes
CNAG_01004	CND01330	0.792	0.828	0.738	0.877	0.929	0.777	0.695	0.611	0	No	0	No
CNAG_01102	CND02280	0.899	0.874	NA	0.892	0.932	NA	0.717	0.717	0.85	Yes	0.988	Yes
CNAG_03346	CNG02330	0.85	0.832	0.738	0.847	0.78	NA	0.442	0.442	0.019	No	0.005	No
CNAG_06716	CNB00870	0.879	0.699	NA	0.9	0.834	NA	0.721	0.708	0.003	No	0.003	No
CNAG_01669	CNC01800	0.923	0.855	NA	0.928	0.842	NA	0.672	0.672	0	No	0	No
CNAG_04686	CNJ01170	0.826	0.734	NA	0.836	0.827	NA	0.733	0.733	0	No	0	No
CNAG_06913	CNK00180	0.829	0.789	0.828	0.898	0.669	0.834	0.724	0.724	0	No	0	No
CNAG_05269	CNH03610	0.98	0.738	NA	0.98	0.758	NA	0.656	0.656	0	No	0	No
CNAG_02453	CNE01060	0.88	0.787	NA	0.929	0.873	NA	0.721	0.714	0	No	0	No
CNAG_01193	CND03170	0.794	0.78	NA	0.85	0.757	NA	0.697	0.579	0.01	No	0.006	No
CNAG_04636	CNJ00740	0.756	0.874	0.899	0.949	0.887	NA	0.703	0.657	0	No	0.01	No
CNAG_03966	CNB04550	0.891	0.789	0.741	0.879	0.86	0.735	0.644	0.644	0.005	No	0.004	No
CNAG_00235	CNA02250	0.971	0.781	NA	0.927	0.782	0.782	0.547	0.59	0	No	0	No
CNAG_03667	CNB01660	0.901	0.765	NA	0.914	0.768	NA	0.688	0.589	0.817	Yes	0.969	Yes
CNAG_00275	CNA02630	0.863	0.886	0.839	0.925	0.887	0.689	0.525	0.537	0.309	No	0.28	No
CNAG_04492	CNI00650	0.681	0.824	0.734	0.842	0.722	0.75	0.73	0.527	0.219	No	0	No
CNAG_04873	CNJ03000	0.901	0.763	0.783	0.843	0.711	0.782	0.733	0.743	0.013	No	0.013	No
CNAG_04262	CNI04000	0.788	0.738	NA	0.787	0.757	NA	0.769	0.769	0.008	No	0	No
CNAG_04470	CNI00870	0.853	0.77	0.771	0.849	0.772	0.77	0.638	0.638	0.003	No	0.003	No
CNAG_02475	CNE00850	0.931	0.766	0.701	0.895	0.757	0.693	0.53	0.542	0	No	0	No
CNAG_05456	CNH01180	0.721	0.837	0.754	0.722	0.855	NA	0.589	0.589	0	No	0	No
CNAG_00448	CNA04290	0.86	0.825	0.71	0.882	0.823	0.714	0.613	0.566	0.006	No	0.006	No
CNAG_06354	CNN00823	0.876	0.803	0.677	0.79	0.926	0.683	0.702	0.617	0	No	0	No
CNAG_02665	CNK01550	0.769	0.682	NA	0.704	0.753	0.694	0.745	0.748	0	No	0.737	Yes
CNAG_02182	CNE03540	0.889	0.732	NA	0.926	0.756	NA	0.751	0.743	0	No	0	No
CNAG_06822	CND06040	0.866	0.854	0.84	0.874	0.79	NA	0.61	0.61	0.018	No	0.096	No
CNAG_01950	CNK02890	0.922	0.856	NA	0.923	0.862	0.781	0.589	0.589	0	No	0.003	No
CNAG_00928	CND00680	0.841	0.796	NA	0.845	0.785	NA	0.688	0.688	0	No	0	No
CNAG_02540	CNE00260	0.851	0.811	0.71	0.81	0.756	0.882	0.816	0.757	0	No	0	No
CNAG_03935	CNB04230	0.819	0.779	NA	0.859	0.798	NA	0.625	0.619	0	No	0	No
CNAG_02497	CNE00630	0.734	0.858	0.808	0.827	0.782	0.847	0.777	0.722	0.011	No	0.003	No
CNAG_06248	CNM02490	0.974	0.793	NA	0.925	0.794	NA	0.565	0.546	0	No	0	No
CNAG_03955	CNB04430	0.812	0.824	0.927	0.711	0.835	0.932	0.714	0.648	0	No	0	No
CNAG_04487	CNI00700	0.89	0.78	0.797	0.89	0.756	0.879	0.561	0.561	0.022	No	0.011	No
CNAG_06626	CNF03920	0.884	0.852	NA	0.875	0.846	NA	0.677	0.677	0	No	0	No
CNAG_03053	CNC00350	0.944	0.881	NA	0.905	0.878	NA	0.454	0.435	0.015	No	0.015	No
CNAG_03792	CNB02860	0.701	0.774	NA	0.725	0.855	NA	0.835	0.831	0.967	Yes	0.885	Yes
CNAG_00780	CNA07580	0.815	0.844	NA	0.784	0.843	NA	0.779	0.68	0.041	No	0.015	No
CNAG_00043	CNA00320	0.914	0.81	0.883	0.87	0.807	0.845	0.585	0.592	0.006	No	0	No
CNAG_05366	CNH00340	0.865	0.754	0.751	0.906	0.754	NA	0.653	0.672	0	No	0	No
CNAG_02741	CNC03660	0.862	0.719	0.804	0.853	0.703	0.833	0.712	0.712	0.05	No	0.051	No
CNAG_06465	CNN01860	0.906	0.763	NA	0.85	0.716	NA	0.699	0.715	0.004	No	0.004	No
CNAG_05882	CNF00910	0.913	0.846	NA	0.919	0.812	NA	0.721	0.709	0	No	0	No
CNAG_04804	CNJ02310	0.852	0.883	NA	0.885	0.662	NA	0.761	0.444	0	No	0	No
CNAG_00540	CNA05240	0.836	0.81	0.76	0.768	0.708	NA	0.688	0.655	0.018	No	0	No
CNAG_02878	CNC04910	0.709	0.813	NA	0.777	0.847	NA	0.698	0.682	0.046	No	0.037	No
CNAG_06905	CNK00220	0.911	0.692	NA	0.914	0.701	NA	0.74	0.74	0.008	No	0.004	No
CNAG_04521	CNI00360	0.802	0.834	NA	0.79	0.894	NA	0.81	0.862	0	No	0	No
CNAG_05378	CNH00460	0.921	0.633	0.773	0.969	0.801	0.762	0.531	0.516	0	No	0	No
CNAG_02871	CNC04850	0.84	0.807	0.781	0.808	0.806	NA	0.605	0.57	0.033	No	0.046	No
CNAG_04315	CNI02340	0.855	0.685	0.768	0.862	0.686	NA	0.558	0.558	0.014	No	0.006	No
CNAG_02365	CNE01840	0.838	0.78	0.861	0.815	0.846	0.775	0.741	0.855	0	No	0	No
CNAG_06131	CNM01360	0.796	0.794	0.784	0.766	0.806	NA	0.625	0.564	0	No	0	No
CNAG_04032	CNB05140	0.884	0.822	NA	0.843	0.835	NA	0.634	0.496	0.987	Yes	0.983	Yes
CNAG_01577	CNC00920	0.947	0.76	NA	0.976	0.754	NA	0.599	0.619	0	No	0	No
CNAG_05892	CNF00810	0.889	0.769	NA	0.881	0.735	NA	0.486	0.394	0.08	No	0.082	No
CNAG_03567	CNG00360	0.838	0.785	NA	0.849	0.717	NA	0.742	0.742	0.009	No	0.004	No
CNAG_00843	CNA08200	0.813	0.863	0.802	0.939	0.679	0.931	0.808	0.585	0.055	No	0	No
CNAG_03141	CNG04235	0.848	0.833	0.783	0.882	0.823	0.868	0.67	0.515	0	No	0	No
CNAG_03763	CNB02580	0.8	0.863	0.85	0.827	0.791	0.849	0.823	0.724	0.608	Yes	0.028	No
CNAG_02819	CNC04360	0.838	0.845	NA	0.814	0.848	0.698	0.629	0.687	0	No	0	No
CNAG_05708	CNF02660	0.928	0.817	NA	0.923	0.794	NA	0.712	0.712	0	No	0	No
CNAG_04579	CNJ00210	0.824	0.787	0.679	0.888	0.755	NA	0.585	0.577	0	No	0	No
CNAG_05597	CNH02400	0.851	0.801	0.859	0.787	0.806	0.794	0.608	0.707	0.003	No	0	No
CNAG_00294	CNA02820	0.862	0.753	NA	0.862	0.773	NA	0.672	0.807	0	No	0	No
CNAG_06583	CNF04350	0.737	0.972	NA	0.958	0.747	NA	0.85	0.669	0	No	0.057	No
CNAG_03842	CNB03310	0.875	0.81	0.895	0.872	0.852	NA	0.754	0.785	0	No	0	No
CNAG_03485	CNG01070	0.814	0.766	0.692	0.808	0.799	0.814	0.504	0.404	0	No	0	No
CNAG_06453	CNN01770	0.977	0.759	0.761	0.98	0.848	0.784	0.669	0.689	0.004	No	0.004	No
CNAG_03321	CNG02570	0.936	0.939	NA	0.955	0.807	0.687	0.487	0.748	0	No	0	No
CNAG_00066	CNA00570	0.919	0.871	0.622	0.873	0.855	0.725	0.638	0.644	0	No	0	No
CNAG_04108	CNI04400	0.868	0.778	NA	0.78	0.804	NA	0.736	0.661	0.025	No	0.037	No
CNAG_06812	CND05920	0.794	0.89	NA	0.854	0.821	NA	0.553	0.546	0	No	0	No
CNAG_02189	CNE03480	0.861	0.726	NA	0.948	0.744	NA	0.805	0.779	0.005	No	0.005	No
CNAG_05919	CNF00560	0.789	0.837	NA	0.87	0.836	NA	0.595	0.568	0	No	0	No
CNAG_03782	CNB02770	0.899	0.765	NA	0.853	0.766	0.826	0.617	0.636	0	No	0	No
CNAG_03115	CNG04460	0.704	0.755	NA	0.717	0.67	NA	0.625	0.625	0	No	0	No
CNAG_03100	CNG04650	0.867	0.809	NA	0.895	0.705	NA	0.553	0.564	0	No	0	No
CNAG_07483	CNB03700	0.862	0.825	0.896	0.885	0.823	0.728	0.573	0.586	0	No	0	No
CNAG_01983	CNK03160	0.869	0.904	NA	0.87	0.9	NA	0.754	0.662	0	No	0	No
CNAG_06782	CNB00170	0.704	0.895	0.827	0.755	0.792	0.779	0.659	0.659	0.022	No	0.017	No
CNAG_04571	CNJ00110	0.744	0.708	NA	0.769	0.716	NA	0.823	0.771	0.007	No	0	No
CNAG_02021	CNE05130	0.921	0.742	NA	0.88	0.749	NA	0.587	0.599	0	No	0	No
CNAG_03701	CNB01990	0.92	0.736	NA	0.923	0.749	NA	0.64	0.64	0	No	0	No
CNAG_00335	CNA03170	0.959	0.795	NA	0.935	0.798	0.624	0.617	0.709	0	No	0	No
CNAG_03426	CNG01600	0.835	0.783	NA	0.819	0.789	NA	0.752	0.743	0.009	No	0.008	No
CNAG_03304	CNG02730	0.922	0.772	NA	0.954	0.722	NA	0.545	0.592	0	No	0	No
CNAG_00677	CNA06550	0.749	0.762	NA	0.763	0.842	NA	0.619	0.749	0	No	0	No
CNAG_03414	CNG01700	0.89	0.721	0.681	0.82	0.724	NA	0.672	0.556	0.008	No	0.004	No
CNAG_00166	CNA01540	0.707	0.856	NA	0.85	0.739	0.68	0.706	0.644	0	No	0	No
CNAG_01770	CNC02700	0.871	0.762	NA	0.873	0.765	NA	0.702	0.702	0.228	No	0.407	Yes
CNAG_05587	CNH02320	0.849	0.748	NA	0.849	0.752	NA	0.819	0.61	0	No	0	No
CNAG_04859	CNJ02880	0.842	0.676	NA	0.829	0.672	0.745	0.475	0.585	0.008	No	0.008	No
CNAG_01412	CND05230	0.884	0.688	NA	0.883	0.716	NA	0.624	0.624	0.089	No	0.089	No
CNAG_03203	CNG03660	0.772	0.751	NA	0.773	0.713	NA	0.731	0.731	0	No	0	No
CNAG_07546	CNK01240	0.846	0.905	0.832	0.849	0.874	0.73	0.644	0.644	0.977	Yes	0.795	Yes
CNAG_02806	CNC04240	0.889	0.782	NA	0.888	0.797	NA	0.57	0.57	0.004	No	0	No
CNAG_02998	CNC06080	0.915	0.803	0.781	0.9	0.818	NA	0.697	0.709	0	No	0	No
CNAG_02717	CNC03450	0.886	0.806	NA	0.893	0.803	NA	0.619	0.599	0.023	No	0.023	No
CNAG_01306	CND04260	0.849	0.941	0.834	0.92	0.791	0.82	0.659	0.619	0.187	No	0.063	No
CNAG_04094	CNB05730	0.843	0.806	0.668	0.868	0.822	0.722	0.78	0.78	0	No	0.006	No
CNAG_03109	CNG04540	0.807	0.876	NA	0.807	0.871	0.794	0.678	0.678	0.003	No	0.004	No
CNAG_05420	CNH00870	0.85	0.876	NA	0.924	0.747	0.792	0.664	0.604	0	No	0	No
CNAG_04088	CNB05675	0.891	0.724	NA	0.685	0.785	NA	0.656	0.609	0.004	No	0.032	No
CNAG_00536	CNA05180	0.951	0.797	NA	0.926	0.802	NA	0.656	0.564	0	No	0.004	No
CNAG_01049	CND01790	0.849	0.736	NA	0.918	0.748	NA	0.577	0.537	0.011	No	0.011	No
CNAG_06927	CNK00020	0.815	0.802	NA	0.822	0.803	NA	0.604	0.628	0.003	No	0.003	No
CNAG_04920	CNJ03400	0.937	0.678	0.84	0.973	0.664	0.715	0.657	0.638	0.013	No	0.014	No
CNAG_05532	CNH01830	0.918	0.824	0.871	0.878	0.833	0.762	0.687	0.706	0	No	0	No
CNAG_01549	CNC06350	0.811	0.788	NA	0.925	0.764	NA	0.686	0.776	0	No	0	No
CNAG_07863	CNJ00130	0.935	0.785	NA	0.946	0.774	NA	0.558	0.619	0	No	0	No
CNAG_01430	CND05430	0.785	0.735	0.751	0.789	0.885	NA	0.736	0.736	0	No	0	No
CNAG_02529	CNE00370	0.954	0.836	NA	0.949	0.828	NA	0.537	0.648	0.985	Yes	0.949	Yes
CNAG_04545	CNI00110	0.869	0.854	NA	0.876	0.859	NA	0.713	0.682	0	No	0	No
CNAG_03870	CNB03590	0.81	0.834	NA	0.899	0.842	NA	0.632	0.616	0.02	No	0.023	No
CNAG_04216	CNI03580	0.749	0.694	0.831	0.886	0.758	0.791	0.564	0.539	0.003	No	0	No
CNAG_00089	CNA00790	0.861	0.891	NA	0.923	0.717	0.816	0.546	0.656	0.097	No	0.003	No
CNAG_04986	CNL06295	0.918	0.804	0.696	0.897	0.707	NA	0.736	0.727	0.004	No	0	No
CNAG_06076	CNM00850	0.882	0.873	NA	0.892	0.877	NA	0.682	0.67	0.005	No	0.005	No
CNAG_00404	CNA03930	0.873	0.709	NA	0.932	0.658	NA	0.793	0.786	0	No	0	No
CNAG_02110	CNE04270	0.885	0.897	NA	0.886	0.904	NA	0.58	0.58	0	No	0	No
CNAG_07751	CNG00120	0.8	0.732	0.736	0.81	0.765	0.698	0.598	0.598	0.027	No	0.009	No
CNAG_05078	CNL05410	0.816	0.752	0.708	0.657	0.773	0.918	0.734	0.865	0.288	No	0.018	No
CNAG_02440	CNE01170	0.872	0.88	NA	0.95	0.897	0.809	0.487	0.382	0.007	No	0.065	No
CNAG_03916	CNB04050	0.902	0.831	NA	0.931	0.79	NA	0.515	0.527	0	No	0	No
CNAG_01885	CNK02250	0.941	0.828	0.628	0.942	0.855	0.755	0.542	0.542	0.003	No	0	No
CNAG_06035	CNM00470	0.792	0.788	0.65	0.823	0.79	0.701	0.754	0.791	0	No	0	No
CNAG_00565	CNA05470	0.882	0.89	NA	0.889	0.887	NA	0.681	0.681	0	No	0	No
CNAG_05386	CNH00530	0.686	0.799	0.836	0.868	0.734	0.87	0.56	0.652	0.003	No	0.07	No
CNAG_04323	CNI02260	0.785	0.697	0.778	0.762	0.835	0.655	0.678	0.69	0	No	0	No
CNAG_02708	CNK01940	0.782	0.841	NA	0.739	0.851	NA	0.781	0.769	0	No	0.004	No
CNAG_00871	CND00100	0.888	0.684	0.691	0.839	0.705	0.819	0.664	0.698	0.037	No	0.041	No
