# scores_kozak_Nc.txt
# Scores of ATG context against Kozak sequence, N. crassa 
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Nc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
NCU09277	0.974	0.992	NA	0.915	0.888	NA	0.017	NA	-0.027	NA
NCU09278	0.975	0.892	0.863	0.889	0.82	0.772	-0.082	-0.111	-0.069	-0.117
NCU09279	0.975	0.751	NA	0.889	0.647	NA	-0.223	NA	-0.242	NA
NCU09280	0.892	0.807	NA	0.873	0.776	NA	-0.085	NA	-0.097	NA
NCU09281	0.975	0.882	0.702	0.857	0.823	NA	-0.093	-0.272	-0.034	NA
NCU09282	0.863	0.901	0.817	0.783	0.809	0.812	0.037	-0.047	0.026	0.028
NCU09283	0.948	0.731	0.773	0.892	0.659	0.734	-0.216	-0.175	-0.233	-0.158
NCU09284	0.931	0.875	0.992	0.925	0.749	0.872	-0.055	0.061	-0.176	-0.054
NCU09285	0.983	0.778	NA	0.853	0.739	NA	-0.205	NA	-0.114	NA
NCU09287	0.948	0.792	NA	0.863	0.699	NA	-0.156	NA	-0.164	NA
NCU09288	0.882	0.792	0.871	0.81	0.747	0.797	-0.09	-0.011	-0.064	-0.013
NCU09289	0.92	0.838	NA	0.831	0.817	NA	-0.082	NA	-0.014	NA
NCU09290	0.94	0.892	0.875	0.921	0.882	0.785	-0.048	-0.065	-0.039	-0.136
NCU09291	0.94	0.755	0.815	0.911	0.732	0.787	-0.185	-0.125	-0.179	-0.124
NCU09293	0.931	0.892	NA	0.862	0.72	NA	-0.038	NA	-0.142	NA
NCU09294	0.957	0.79	NA	0.869	0.689	NA	-0.167	NA	-0.18	NA
NCU09295	0.792	0.702	0.694	0.716	0.673	0.735	-0.09	-0.098	-0.043	0.019
NCU09296	0.899	0.898	0.92	0.829	0.839	0.889	-0.001	0.021	0.01	0.06
NCU09297	0.94	0.939	NA	0.889	0.886	NA	-0.001	NA	-0.003	NA
NCU09299	0.992	0.771	NA	0.872	0.699	NA	-0.221	NA	-0.173	NA
NCU09300	0.892	0.844	0.844	0.885	0.842	0.757	-0.049	-0.049	-0.044	-0.128
NCU09301	0.884	0.814	0.827	0.809	0.749	0.769	-0.071	-0.057	-0.06	-0.041
NCU09302	0.974	0.868	NA	0.838	0.777	NA	-0.106	NA	-0.061	NA
NCU09303	0.975	0.931	0.743	0.942	0.848	0.754	-0.044	-0.232	-0.094	-0.189
NCU09304	0.93	0.797	0.818	0.793	0.773	0.746	-0.133	-0.112	-0.02	-0.047
NCU09305	0.983	0.81	0.755	0.894	0.776	0.729	-0.173	-0.228	-0.118	-0.165
NCU09306	0.948	0.974	NA	0.822	0.795	NA	0.027	NA	-0.027	NA
NCU09307	0.957	0.801	0.795	0.911	0.764	0.71	-0.156	-0.162	-0.147	-0.201
NCU09308	0.849	0.817	0.714	0.849	0.723	0.664	-0.032	-0.135	-0.126	-0.185
NCU09309	0.94	0.729	NA	0.856	0.742	NA	-0.211	NA	-0.113	NA
NCU09310	0.859	0.892	0.92	0.816	0.827	0.786	0.033	0.061	0.011	-0.03
NCU09311	0.931	0.809	NA	0.878	0.746	NA	-0.122	NA	-0.133	NA
NCU09312	0.992	0.886	0.818	0.935	0.838	0.778	-0.106	-0.174	-0.097	-0.157
NCU09313	0.903	0.825	0.76	0.878	0.801	0.675	-0.078	-0.143	-0.078	-0.204
NCU09314	0.909	0.904	NA	0.823	0.8	NA	-0.005	NA	-0.023	NA
NCU09315	0.851	0.79	NA	0.737	0.739	NA	-0.061	NA	0.002	NA
NCU09316	0.956	0.871	0.832	0.939	0.749	0.748	-0.085	-0.124	-0.19	-0.191
NCU09317	0.931	0.903	NA	0.846	0.8	NA	-0.028	NA	-0.046	NA
NCU09318	0.824	0.729	0.778	0.769	0.694	0.683	-0.095	-0.046	-0.076	-0.086
NCU09319	0.903	0.817	0.778	0.872	0.796	0.698	-0.086	-0.125	-0.076	-0.174
NCU09320	0.832	0.754	0.774	0.764	0.767	0.741	-0.078	-0.058	0.003	-0.023
NCU09321	0.928	0.892	0.814	0.883	0.837	0.711	-0.036	-0.115	-0.046	-0.172
NCU09322	0.797	0.751	0.802	0.728	0.718	0.7	-0.046	0.004	-0.01	-0.027
NCU09323	0.855	0.795	NA	0.823	0.765	NA	-0.06	NA	-0.059	NA
NCU09324	0.94	0.79	0.868	0.884	0.75	0.767	-0.15	-0.072	-0.134	-0.117
NCU09325	0.836	0.88	0.975	0.819	0.815	NA	0.044	0.139	-0.004	NA
NCU09326	0.925	0.825	NA	0.84	0.765	NA	-0.099	NA	-0.075	NA
NCU09327	0.788	0.852	0.822	0.743	0.755	0.712	0.064	0.035	0.012	-0.031
NCU09328	0.912	0.714	NA	0.852	0.675	NA	-0.197	NA	-0.176	NA
NCU09329	0.974	0.784	NA	0.892	0.701	NA	-0.191	NA	-0.191	NA
NCU09330	0.873	0.804	0.992	0.82	0.807	0.964	-0.069	0.119	-0.012	0.145
NCU09331	0.838	0.975	0.871	0.81	0.957	0.79	0.137	0.033	0.147	-0.02
NCU09332	0.903	0.863	0.833	0.871	0.806	0.794	-0.04	-0.07	-0.065	-0.078
NCU09333	0.948	0.909	NA	0.924	0.835	NA	-0.038	NA	-0.089	NA
NCU09335	0.94	0.867	NA	0.836	0.756	NA	-0.073	NA	-0.08	NA
NCU09336	0.875	0.915	0.778	0.802	0.871	0.754	0.04	-0.097	0.07	-0.048
NCU09337	0.829	0.863	0.829	0.784	0.822	NA	0.034	0	0.038	NA
NCU09338	0.975	0.751	NA	0.944	0.706	NA	-0.224	NA	-0.239	NA
NCU09339	0.931	0.833	NA	0.891	0.761	NA	-0.098	NA	-0.13	NA
NCU09342	0.931	0.816	0.767	0.872	0.703	0.732	-0.115	-0.163	-0.169	-0.14
NCU09343	0.974	0.832	NA	0.88	0.795	NA	-0.143	NA	-0.085	NA
NCU09344	0.869	0.838	NA	0.822	0.755	NA	-0.031	NA	-0.067	NA
NCU09345	0.992	0.903	0.725	0.903	0.78	0.596	-0.088	-0.266	-0.124	-0.307
NCU09347	0.931	0.769	0.758	0.926	0.745	NA	-0.161	-0.173	-0.182	NA
NCU09348	0.728	0.714	NA	0.764	0.591	NA	-0.014	NA	-0.173	NA
NCU09349	0.957	0.892	NA	0.904	0.773	NA	-0.065	NA	-0.131	NA
NCU09350	0.992	0.975	NA	0.909	0.889	NA	-0.017	NA	-0.021	NA
NCU09351	0.913	0.892	NA	0.817	0.794	NA	-0.021	NA	-0.023	NA
NCU09352	0.975	0.892	NA	0.906	0.828	NA	-0.083	NA	-0.078	NA
NCU09354	0.939	0.913	NA	0.882	0.799	NA	-0.026	NA	-0.083	NA
NCU09355	0.992	0.859	NA	0.939	0.781	NA	-0.133	NA	-0.159	NA
NCU09356	0.94	0.913	NA	0.85	0.878	NA	-0.027	NA	0.028	NA
NCU09357	0.992	0.784	NA	0.876	0.821	NA	-0.208	NA	-0.054	NA
NCU09358	0.975	0.931	0.728	0.901	0.877	0.695	-0.044	-0.247	-0.024	-0.206
NCU09360	0.714	0.836	NA	0.647	0.812	NA	0.122	NA	0.166	NA
NCU09362	0.974	0.725	0.925	0.853	0.724	0.859	-0.249	-0.05	-0.129	0.006
NCU09363	0.92	0.849	0.974	0.75	0.692	0.835	-0.071	0.054	-0.058	0.085
NCU09364	0.956	0.849	0.836	0.884	0.818	0.768	-0.107	-0.12	-0.066	-0.116
NCU09365	0.788	0.794	0.717	0.793	0.748	0.713	0.006	-0.071	-0.045	-0.08
NCU09366	0.94	0.832	NA	0.808	0.799	NA	-0.108	NA	-0.009	NA
NCU09367	0.975	0.792	0.929	0.848	0.696	0.882	-0.183	-0.046	-0.152	0.034
NCU09368	0.846	0.691	0.818	0.757	0.64	0.696	-0.155	-0.028	-0.117	-0.061
NCU09370	0.816	0.901	NA	0.749	0.864	NA	0.084	NA	0.115	NA
NCU09371	0.983	0.957	0.845	0.921	0.878	0.829	-0.026	-0.138	-0.043	-0.092
NCU09372	0.975	0.766	NA	0.897	0.674	NA	-0.208	NA	-0.223	NA
NCU09373	0.992	0.751	NA	0.927	0.639	NA	-0.24	NA	-0.288	NA
NCU09374	0.716	0.838	NA	0.663	0.72	NA	0.121	NA	0.057	NA
NCU09375	0.817	0.903	NA	0.722	0.87	NA	0.086	NA	0.148	NA
NCU09376	0.771	0.815	0.812	0.738	0.715	0.735	0.044	0.042	-0.023	-0.003
NCU09377	0.892	0.92	0.795	0.855	0.878	0.815	0.028	-0.097	0.023	-0.04
NCU09378	0.904	0.773	0.889	0.817	0.78	0.785	-0.132	-0.015	-0.037	-0.033
NCU09379	0.859	0.766	NA	0.817	0.68	NA	-0.093	NA	-0.137	NA
NCU09380	0.831	0.8	NA	0.823	0.781	NA	-0.031	NA	-0.042	NA
NCU09381	0.94	0.889	0.84	0.871	0.859	0.806	-0.051	-0.1	-0.012	-0.065
NCU09382	0.92	0.827	0.816	0.875	0.75	NA	-0.094	-0.105	-0.125	NA
NCU09383	0.907	0.717	0.716	0.777	0.691	0.663	-0.191	-0.191	-0.086	-0.114
NCU09384	0.873	0.92	0.911	0.822	0.849	0.882	0.047	0.039	0.026	0.06
NCU09386	0.896	0.807	0.757	0.863	0.785	0.801	-0.089	-0.139	-0.079	-0.062
NCU09387	0.909	0.809	NA	0.812	0.677	NA	-0.101	NA	-0.134	NA
NCU09388	0.957	0.939	NA	0.922	0.924	NA	-0.019	NA	0.001	NA
NCU09389	0.957	0.839	NA	0.814	NA	NA	-0.118	NA	NA	NA
NCU09390	0.869	0.992	0.805	0.827	0.96	0.692	0.123	-0.064	0.133	-0.135
NCU09391	0.899	0.784	NA	0.834	0.754	NA	-0.115	NA	-0.079	NA
NCU09393	0.903	0.794	NA	0.818	0.745	NA	-0.11	NA	-0.073	NA
NCU09394	0.877	0.691	NA	0.747	NA	NA	-0.186	NA	NA	NA
NCU09395	0.974	0.792	NA	0.963	0.698	NA	-0.183	NA	-0.265	NA
NCU09396	0.909	0.822	NA	0.802	0.783	NA	-0.087	NA	-0.018	NA
NCU09400	0.915	0.913	0.734	0.852	0.814	0.616	-0.001	-0.181	-0.038	-0.236
NCU09401	0.859	0.801	0.806	0.754	0.685	0.722	-0.058	-0.053	-0.069	-0.032
NCU09402	0.931	0.831	0.824	0.904	0.816	0.704	-0.1	-0.106	-0.087	-0.2
NCU09403	0.983	0.875	0.866	0.908	0.808	NA	-0.108	-0.117	-0.1	NA
NCU09404	1	0.886	NA	0.918	0.814	NA	-0.114	NA	-0.104	NA
NCU09406	0.939	0.886	0.804	0.858	0.826	NA	-0.053	-0.135	-0.032	NA
NCU09407	0.827	0.872	0.766	0.735	0.799	0.71	0.046	-0.06	0.064	-0.025
NCU09408	0.867	0.747	NA	0.815	0.733	NA	-0.121	NA	-0.081	NA
NCU09409	1	0.939	NA	0.944	0.883	NA	-0.061	NA	-0.061	NA
NCU09410	0.983	0.832	0.817	0.966	0.791	0.74	-0.151	-0.166	-0.174	-0.225
NCU09411	0.896	0.875	NA	0.882	0.817	NA	-0.021	NA	-0.065	NA
NCU09412	0.992	0.992	NA	0.918	0.859	NA	0	NA	-0.059	NA
NCU09413	0.903	0.94	NA	0.864	0.883	NA	0.037	NA	0.019	NA
NCU09415	0.858	0.81	0.747	0.791	0.789	0.743	-0.048	-0.111	-0.002	-0.048
NCU09416	0.94	0.832	NA	0.851	0.784	NA	-0.108	NA	-0.067	NA
NCU09418	0.832	0.846	NA	0.821	0.812	NA	0.014	NA	-0.009	NA
NCU09419	0.94	0.903	0.901	0.898	0.834	0.84	-0.037	-0.039	-0.065	-0.058
NCU09420	0.974	0.849	NA	0.951	0.762	NA	-0.125	NA	-0.189	NA
NCU09421	1	0.827	NA	0.956	0.793	NA	-0.173	NA	-0.163	NA
NCU09422	0.983	0.836	0.832	0.909	0.769	0.757	-0.147	-0.151	-0.14	-0.152
NCU09423	0.975	0.832	NA	0.933	0.822	NA	-0.143	NA	-0.111	NA
NCU09424	0.892	0.807	NA	0.79	0.709	NA	-0.085	NA	-0.081	NA
NCU09425	0.974	0.918	NA	0.936	0.835	NA	-0.057	NA	-0.101	NA
NCU09426	0.745	0.807	0.792	0.711	0.745	0.771	0.062	0.046	0.034	0.06
NCU09427	0.975	0.725	0.79	0.98	0.672	0.704	-0.249	-0.185	-0.308	-0.276
NCU09428	0.901	0.799	0.772	0.855	0.712	0.719	-0.102	-0.129	-0.143	-0.136
NCU09429	1	0.816	NA	0.833	0.786	NA	-0.184	NA	-0.046	NA
NCU09430	0.94	0.836	0.754	0.854	0.803	0.665	-0.104	-0.186	-0.051	-0.189
NCU09431	0.975	0.975	NA	0.919	0.943	NA	0	NA	0.024	NA
NCU09432	0.761	0.807	NA	0.767	0.769	NA	0.047	NA	0.002	NA
NCU09433	0.845	0.728	NA	0.798	0.72	NA	-0.117	NA	-0.077	NA
NCU09434	1	0.974	NA	0.907	0.862	NA	-0.026	NA	-0.045	NA
NCU09435	0.948	0.825	0.702	0.88	0.724	0.594	-0.122	-0.245	-0.156	-0.286
NCU09436	0.974	0.793	NA	0.962	0.734	NA	-0.182	NA	-0.228	NA
NCU09437	0.912	0.825	NA	0.861	0.789	NA	-0.087	NA	-0.072	NA
NCU09438	0.975	0.899	0.804	0.855	0.832	0.734	-0.076	-0.171	-0.023	-0.121
NCU09439	1	0.915	NA	0.877	0.842	NA	-0.085	NA	-0.035	NA
NCU09440	0.892	0.838	NA	0.72	NA	NA	-0.055	NA	NA	NA
NCU09441	0.903	0.825	NA	0.848	0.787	NA	-0.078	NA	-0.061	NA
NCU09442	0.975	0.825	0.903	0.9	0.77	0.766	-0.15	-0.072	-0.13	-0.134
NCU09443	0.957	0.807	NA	0.959	0.758	NA	-0.15	NA	-0.201	NA
NCU09444	0.94	0.855	0.766	0.892	0.85	0.742	-0.085	-0.174	-0.042	-0.15
NCU09445	0.975	0.816	NA	0.942	0.759	NA	-0.159	NA	-0.183	NA
NCU09447	1	0.702	NA	0.962	0.664	NA	-0.298	NA	-0.298	NA
NCU09448	1	0.74	NA	0.938	0.696	NA	-0.26	NA	-0.243	NA
NCU09449	0.992	0.731	0.92	0.971	0.745	0.805	-0.26	-0.072	-0.226	-0.166
NCU09450	0.974	0.79	NA	0.925	0.781	NA	-0.184	NA	-0.143	NA
NCU09451	1	0.845	NA	0.898	0.794	NA	-0.155	NA	-0.104	NA
NCU09452	0.974	0.838	NA	0.88	0.749	NA	-0.137	NA	-0.131	NA
NCU09453	0.992	0.714	NA	0.899	0.601	NA	-0.277	NA	-0.298	NA
NCU09455	0.992	NA	NA	0.861	NA	NA	NA	NA	NA	NA
NCU09456	0.94	0.771	NA	0.864	0.777	NA	-0.169	NA	-0.088	NA
NCU09458	0.992	0.892	0.892	0.973	0.847	0.841	-0.099	-0.1	-0.126	-0.132
NCU09459	0.912	0.739	NA	0.85	0.709	NA	-0.173	NA	-0.141	NA
NCU09460	0.859	0.923	0.807	0.818	0.894	0.675	0.064	-0.052	0.076	-0.143
NCU09461	0.975	0.863	NA	0.873	0.866	NA	-0.111	NA	-0.006	NA
NCU09462	0.939	0.948	0.94	0.826	0.871	NA	0.009	0.001	0.045	NA
NCU09463	0.948	0.956	0.793	0.896	0.937	0.74	0.008	-0.155	0.041	-0.155
NCU09464	0.974	0.72	NA	0.843	0.75	NA	-0.255	NA	-0.093	NA
NCU09465	1	0.876	NA	0.951	0.863	NA	-0.124	NA	-0.088	NA
NCU09466	0.859	0.745	0.839	0.753	0.701	0.794	-0.114	-0.02	-0.051	0.041
NCU09467	0.795	0.852	0.754	0.705	0.761	0.695	0.056	-0.042	0.056	-0.01
NCU09468	1	0.872	0.931	0.936	0.807	0.885	-0.128	-0.069	-0.13	-0.051
NCU09469	0.807	0.923	NA	0.763	0.835	NA	0.116	NA	0.072	NA
NCU09470	0.824	0.915	NA	0.737	0.872	NA	0.09	NA	0.135	NA
NCU09471	0.992	0.732	NA	0.942	0.658	NA	-0.259	NA	-0.284	NA
NCU09472	0.931	0.784	NA	0.826	0.737	NA	-0.147	NA	-0.089	NA
NCU09473	0.903	0.871	0.818	0.785	0.821	0.776	-0.032	-0.085	0.036	-0.009
NCU09474	0.956	0.903	0.793	0.945	0.851	0.713	-0.053	-0.163	-0.094	-0.232
NCU09475	1	0.8	NA	0.944	0.77	NA	-0.2	NA	-0.174	NA
NCU09476	1	0.974	NA	0.963	0.87	NA	-0.026	NA	-0.093	NA
NCU09477	0.983	0.745	NA	0.884	0.698	NA	-0.238	NA	-0.186	NA
NCU09478	0.84	0.838	0.728	0.86	0.769	0.737	-0.002	-0.112	-0.091	-0.123
NCU09479	0.931	0.815	NA	0.892	0.762	NA	-0.116	NA	-0.129	NA
NCU09480	0.992	0.801	0.72	0.931	0.731	0.671	-0.191	-0.272	-0.2	-0.26
NCU09481	0.859	0.868	0.771	0.811	0.816	0.738	0.009	-0.088	0.005	-0.073
NCU09482	0.745	0.886	0.906	0.685	0.781	0.822	0.141	0.161	0.096	0.137
NCU09483	0.94	0.992	0.824	0.871	0.872	0.772	0.052	-0.116	0.001	-0.1
NCU09485	0.975	0.807	0.836	0.918	0.764	0.788	-0.167	-0.139	-0.153	-0.13
NCU09486	0.928	1	0.805	0.893	0.953	0.731	0.072	-0.123	0.06	-0.162
NCU09487	0.901	0.805	NA	0.85	0.795	NA	-0.096	NA	-0.055	NA
NCU09488	0.974	0.751	NA	0.947	0.728	NA	-0.223	NA	-0.219	NA
NCU09489	0.992	0.801	0.804	0.912	0.742	0.76	-0.191	-0.188	-0.169	-0.151
NCU09490	0.929	0.892	NA	0.814	0.835	NA	-0.036	NA	0.021	NA
NCU09491	0.892	0.751	NA	0.821	0.749	NA	-0.142	NA	-0.072	NA
NCU09492	0.974	0.872	0.822	0.962	0.757	0.762	-0.102	-0.152	-0.206	-0.2
NCU09494	1	0.898	NA	0.879	0.826	NA	-0.102	NA	-0.053	NA
NCU09495	0.983	0.94	0.839	0.901	0.831	0.785	-0.043	-0.144	-0.07	-0.116
NCU09496	0.983	0.992	0.828	0.889	0.901	0.818	0.009	-0.155	0.013	-0.071
NCU09497	0.948	0.866	0.911	0.898	0.769	NA	-0.081	-0.036	-0.129	NA
NCU09498	0.863	0.94	NA	0.826	0.799	NA	0.077	NA	-0.027	NA
NCU09499	0.931	0.747	0.804	0.897	0.714	0.727	-0.184	-0.127	-0.183	-0.17
NCU09500	0.889	0.903	0.827	0.815	0.824	0.694	0.014	-0.063	0.009	-0.121
NCU09502	0.801	0.896	0.907	0.771	0.758	0.833	0.095	0.106	-0.013	0.062
NCU09503	0.948	0.858	0.829	0.85	0.75	0.752	-0.09	-0.118	-0.1	-0.098
NCU09504	0.915	0.822	0.791	0.793	0.766	0.652	-0.093	-0.124	-0.027	-0.141
NCU09505	0.72	0.81	NA	0.668	0.736	NA	0.09	NA	0.068	NA
NCU09506	0.983	0.899	0.863	0.954	0.847	NA	-0.084	-0.12	-0.107	NA
NCU09508	0.879	0.743	NA	0.807	0.674	NA	-0.136	NA	-0.133	NA
NCU09509	0.983	0.875	NA	0.94	0.814	NA	-0.108	NA	-0.126	NA
NCU09510	0.903	0.757	0.868	0.853	0.757	0.765	-0.146	-0.035	-0.096	-0.089
NCU09511	0.898	0.975	NA	0.795	0.865	NA	0.077	NA	0.07	NA
NCU09512	1	0.892	NA	0.936	0.763	NA	-0.108	NA	-0.172	NA
NCU09513	0.859	0.94	0.702	0.852	0.837	0.691	0.081	-0.157	-0.015	-0.162
NCU09514	0.859	0.822	0.822	0.853	0.762	0.768	-0.037	-0.037	-0.091	-0.085
NCU09516	0.774	0.975	0.863	0.763	0.916	0.779	0.201	0.09	0.152	0.016
NCU09517	0.858	0.797	0.859	0.813	0.734	0.746	-0.06	0.001	-0.079	-0.067
NCU09518	0.94	0.79	0.765	0.874	0.727	0.703	-0.15	-0.175	-0.147	-0.171
NCU09519	1	0.771	NA	0.953	0.811	NA	-0.229	NA	-0.141	NA
NCU09520	0.892	0.836	NA	0.852	0.779	NA	-0.057	NA	-0.073	NA
NCU09521	1	0.821	NA	0.927	0.808	NA	-0.179	NA	-0.119	NA
NCU09522	0.918	0.992	NA	0.821	0.885	NA	0.074	NA	0.064	NA
NCU09523	0.907	0.708	0.811	0.909	0.583	NA	-0.199	-0.097	-0.325	NA
NCU09524	0.983	0.898	0.838	0.887	0.835	0.766	-0.085	-0.145	-0.051	-0.121
NCU09525	0.767	0.974	NA	0.698	0.892	NA	0.207	NA	0.194	NA
NCU09526	0.94	0.975	0.92	0.818	0.882	0.831	0.035	-0.02	0.064	0.013
NCU09527	0.939	0.755	0.907	0.888	0.73	0.834	-0.183	-0.031	-0.158	-0.054
NCU09528	0.939	0.827	NA	0.926	0.773	NA	-0.112	NA	-0.154	NA
NCU09529	0.975	0.93	0.892	0.894	0.813	0.834	-0.044	-0.082	-0.082	-0.061
NCU09530	0.766	0.807	NA	0.7	0.736	NA	0.041	NA	0.037	NA
NCU09532	0.94	0.795	NA	0.907	0.783	NA	-0.145	NA	-0.124	NA
NCU09533	0.992	0.875	NA	0.923	0.815	NA	-0.117	NA	-0.108	NA
NCU09534	0.839	0.92	NA	0.811	0.889	NA	0.081	NA	0.078	NA
NCU09535	0.948	0.732	0.992	0.853	0.684	0.903	-0.215	0.044	-0.169	0.05
NCU09536	0.855	0.948	0.833	0.77	0.939	NA	0.093	-0.022	0.168	NA
NCU09537	0.983	0.743	0.778	0.89	0.763	0.707	-0.24	-0.205	-0.127	-0.183
NCU09538	0.892	0.886	0.75	0.839	0.821	0.702	-0.006	-0.143	-0.018	-0.137
NCU09539	0.974	0.804	0.757	0.852	0.775	0.676	-0.171	-0.217	-0.077	-0.175
NCU09540	0.94	0.725	0.761	0.863	0.685	0.709	-0.215	-0.179	-0.178	-0.154
NCU09541	0.765	0.774	0.889	0.769	0.741	0.802	0.009	0.125	-0.028	0.033
NCU09542	0.983	0.872	0.849	0.913	0.804	0.795	-0.111	-0.134	-0.109	-0.118
NCU09543	0.983	0.751	NA	0.893	0.776	NA	-0.232	NA	-0.117	NA
NCU09544	0.702	0.929	0.883	0.603	0.792	0.791	0.226	0.181	0.189	0.189
NCU09545	0.911	0.836	0.745	0.84	0.793	0.647	-0.075	-0.166	-0.046	-0.193
NCU09546	0.866	0.778	NA	0.806	0.747	NA	-0.088	NA	-0.059	NA
NCU09547	0.903	0.805	NA	0.88	0.724	NA	-0.098	NA	-0.156	NA
NCU09548	0.93	0.784	0.683	0.879	0.733	0.667	-0.146	-0.248	-0.147	-0.212
NCU09549	0.825	0.872	NA	0.762	0.754	NA	0.047	NA	-0.008	NA
NCU09550	0.975	0.76	NA	0.92	0.727	NA	-0.214	NA	-0.193	NA
NCU09551	0.72	0.814	NA	0.738	0.75	NA	0.094	NA	0.011	NA
NCU09552	1	0.875	0.854	0.83	0.866	0.767	-0.125	-0.146	0.036	-0.063
NCU09553	1	0.807	0.832	0.893	0.73	NA	-0.193	-0.168	-0.163	NA
NCU09556	0.827	0.702	0.875	0.773	0.652	0.795	-0.124	0.049	-0.122	0.022
NCU09559	0.84	0.751	0.94	0.794	0.659	0.901	-0.089	0.1	-0.135	0.107
NCU09560	0.81	0.983	NA	0.734	0.957	NA	0.173	NA	0.223	NA
NCU09561	0.975	0.805	NA	0.94	0.773	NA	-0.169	NA	-0.166	NA
NCU09562	0.859	0.761	0.751	0.825	0.69	0.697	-0.098	-0.108	-0.135	-0.129
NCU09564	0.974	0.815	0.92	0.919	0.721	0.854	-0.16	-0.054	-0.197	-0.065
NCU09565	0.983	0.903	0.939	0.963	0.849	0.868	-0.08	-0.044	-0.114	-0.095
NCU09566	0.807	0.849	0.783	0.716	0.747	0.671	0.042	-0.024	0.031	-0.045
NCU09567	0.974	0.899	0.822	0.868	0.809	0.773	-0.076	-0.152	-0.059	-0.095
NCU09568	0.975	0.907	NA	0.948	0.838	NA	-0.067	NA	-0.109	NA
NCU09569	0.859	0.754	NA	0.778	0.735	NA	-0.105	NA	-0.044	NA
NCU09570	0.901	0.898	0.767	0.854	0.818	0.717	-0.003	-0.134	-0.036	-0.137
NCU09571	0.974	0.79	NA	0.873	0.75	NA	-0.184	NA	-0.123	NA
NCU09572	0.983	0.907	NA	0.987	0.8	NA	-0.075	NA	-0.187	NA
NCU09573	0.903	0.859	0.769	0.78	0.802	0.691	-0.044	-0.134	0.022	-0.089
NCU09574	0.896	0.882	NA	0.82	0.791	NA	-0.014	NA	-0.029	NA
NCU09575	0.975	0.743	0.931	0.926	0.66	0.835	-0.231	-0.044	-0.266	-0.091
NCU09576	0.94	0.844	0.903	0.889	0.758	0.807	-0.096	-0.037	-0.131	-0.082
NCU09577	0.992	0.755	NA	0.905	NA	NA	-0.237	NA	NA	NA
NCU09578	0.974	0.784	NA	0.933	0.765	NA	-0.191	NA	-0.168	NA
NCU09579	0.939	0.866	0.836	0.858	0.775	0.749	-0.072	-0.103	-0.083	-0.109
NCU09580	0.903	0.767	0.889	0.802	0.626	0.873	-0.136	-0.014	-0.176	0.07
NCU09581	0.93	0.761	NA	0.848	0.615	NA	-0.17	NA	-0.233	NA
NCU09582	0.974	0.755	NA	0.932	0.675	NA	-0.219	NA	-0.258	NA
NCU09584	0.983	0.81	NA	0.858	0.764	NA	-0.173	NA	-0.094	NA
NCU09585	0.974	0.859	NA	0.906	0.853	NA	-0.115	NA	-0.053	NA
NCU09586	0.939	0.824	NA	0.924	0.787	NA	-0.114	NA	-0.137	NA
NCU09587	0.901	0.872	NA	0.8	0.795	NA	-0.029	NA	-0.005	NA
NCU09588	0.992	0.743	NA	0.865	0.7	NA	-0.248	NA	-0.165	NA
NCU09589	0.918	0.849	NA	0.865	0.805	NA	-0.069	NA	-0.06	NA
NCU09590	1	0.866	NA	0.922	0.797	NA	-0.134	NA	-0.126	NA
NCU09591	0.853	0.882	NA	0.807	0.807	NA	0.029	NA	-0	NA
NCU09593	0.931	0.767	NA	0.862	0.732	NA	-0.163	NA	-0.13	NA
NCU09594	0.975	0.821	NA	0.91	0.721	NA	-0.154	NA	-0.19	NA
NCU09595	0.792	0.857	0.743	0.769	0.819	0.714	0.065	-0.048	0.05	-0.055
NCU09596	0.992	0.892	0.754	0.939	0.796	0.722	-0.099	-0.238	-0.143	-0.217
NCU09597	0.975	0.906	NA	0.94	0.874	NA	-0.068	NA	-0.065	NA
NCU09598	0.84	0.855	0.903	0.758	0.788	0.846	0.015	0.063	0.03	0.088
NCU09599	0.931	0.903	NA	0.866	0.875	NA	-0.027	NA	0.009	NA
NCU09600	0.94	0.816	0.892	0.874	0.79	0.796	-0.124	-0.048	-0.084	-0.077
NCU09602	0.983	0.816	NA	0.944	0.821	NA	-0.167	NA	-0.123	NA
NCU09603	0.948	0.818	NA	0.86	0.754	NA	-0.129	NA	-0.106	NA
NCU09604	0.928	0.889	0.911	0.907	0.748	0.833	-0.039	-0.017	-0.159	-0.073
NCU09605	0.992	0.892	NA	0.971	0.764	NA	-0.1	NA	-0.207	NA
NCU09606	1	0.822	0.915	0.943	0.807	0.874	-0.178	-0.085	-0.135	-0.069
NCU09608	0.975	0.889	NA	0.951	0.815	NA	-0.085	NA	-0.136	NA
NCU09609	0.974	0.817	NA	0.921	0.722	NA	-0.158	NA	-0.2	NA
NCU09610	0.903	0.875	0.822	0.904	0.856	0.78	-0.028	-0.081	-0.048	-0.124
NCU09611	1	0.838	NA	0.876	0.819	NA	-0.162	NA	-0.057	NA
