# scores_kozak_Sc.txt
# Scores of ATG context against Kozak sequence, Scerevisiae S288C
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: Sc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
YNL284C	0.729	0.718	NA	0.733	0.657	NA	-0.011	NA	-0.075	NA
YNL285W	0.768	0.884	NA	0.715	0.873	NA	0.116	NA	0.159	NA
YNL286W	0.86	0.764	NA	0.81	NA	NA	-0.096	NA	NA	NA
YNL287W	0.929	0.959	NA	0.836	0.877	NA	0.03	NA	0.042	NA
YNL288W	0.897	0.822	NA	0.883	0.768	NA	-0.075	NA	-0.115	NA
YNL289W	0.959	0.773	NA	0.909	0.742	NA	-0.186	NA	-0.167	NA
YNL290W	0.921	0.754	NA	0.883	0.778	NA	-0.167	NA	-0.104	NA
YNL291C	0.88	0.843	NA	0.824	0.756	NA	-0.037	NA	-0.068	NA
YNL292W	0.87	0.805	NA	0.794	NA	NA	-0.064	NA	NA	NA
YNL293W	0.827	0.754	NA	0.791	0.734	NA	-0.073	NA	-0.057	NA
YNL294C	0.947	0.815	0.788	0.861	0.74	0.78	-0.132	-0.159	-0.12	-0.081
YNL295W	0.83	0.938	NA	0.784	0.858	NA	0.108	NA	0.074	NA
YNL296W	0.83	0.843	NA	0.782	0.764	NA	0.013	NA	-0.019	NA
YNL297C	0.79	0.771	NA	0.74	NA	NA	-0.019	NA	NA	NA
YNL298W	0.938	0.795	NA	0.843	0.773	NA	-0.143	NA	-0.069	NA
YNL299W	0.83	0.752	NA	0.756	0.769	NA	-0.078	NA	0.013	NA
YNL300W	0.923	0.774	NA	0.907	0.737	NA	-0.149	NA	-0.17	NA
YNL301C	0.982	0.815	NA	0.986	0.71	NA	-0.167	NA	-0.276	NA
YNL302C	0.958	0.848	NA	0.896	0.781	NA	-0.111	NA	-0.116	NA
YNL303W	0.838	0.779	NA	0.85	0.769	NA	-0.059	NA	-0.081	NA
YNL304W	0.813	0.796	NA	0.797	0.75	NA	-0.017	NA	-0.047	NA
YNL305C	0.897	0.862	NA	0.863	0.8	NA	-0.035	NA	-0.063	NA
YNL306W	0.818	0.738	NA	0.728	0.703	NA	-0.081	NA	-0.025	NA
YNL307C	0.831	0.903	NA	0.793	0.814	NA	0.072	NA	0.021	NA
YNL308C	0.807	0.881	NA	0.783	0.819	NA	0.074	NA	0.035	NA
YNL309W	0.937	0.833	NA	0.889	0.809	NA	-0.104	NA	-0.08	NA
YNL310C	0.87	0.833	NA	0.792	0.77	NA	-0.037	NA	-0.021	NA
YNL311C	0.911	0.738	NA	0.816	0.632	NA	-0.173	NA	-0.184	NA
YNL312W	0.946	0.802	NA	0.914	0.796	NA	-0.143	NA	-0.117	NA
YNL313C	0.902	0.712	NA	0.828	0.69	NA	-0.19	NA	-0.138	NA
YNL314W	0.946	0.764	NA	0.854	NA	NA	-0.182	NA	NA	NA
YNL315C	0.902	0.852	NA	0.883	0.875	NA	-0.05	NA	-0.008	NA
YNL316C	0.902	0.774	NA	0.831	0.77	NA	-0.128	NA	-0.061	NA
YNL317W	0.821	0.938	NA	0.796	0.85	NA	0.117	NA	0.054	NA
YNL318C	0.937	0.964	NA	0.864	0.884	NA	0.026	NA	0.02	NA
YNL319W	0.815	0.861	NA	0.794	0.805	NA	0.046	NA	0.012	NA
YNL320W	0.763	0.917	NA	0.691	0.843	NA	0.155	NA	0.151	NA
YNL321W	0.901	0.845	NA	0.837	0.748	NA	-0.056	NA	-0.089	NA
YNL322C	1	0.922	NA	0.976	0.939	NA	-0.078	NA	-0.038	NA
YNL323W	0.921	0.729	NA	0.868	0.7	NA	-0.192	NA	-0.168	NA
YNL324W	0.807	0.754	NA	0.711	0.764	NA	-0.053	NA	0.052	NA
YNL325C	0.88	0.964	NA	0.809	NA	NA	0.084	NA	NA	NA
YNL326C	0.815	0.805	NA	0.78	0.742	NA	-0.01	NA	-0.038	NA
YNL327W	0.923	0.921	NA	0.892	0.899	NA	-0.001	NA	0.007	NA
YNL328C	0.851	0.886	NA	0.835	0.727	NA	0.036	NA	-0.108	NA
YNL329C	0.897	0.787	NA	0.864	0.801	NA	-0.11	NA	-0.063	NA
YNL330C	0.774	0.745	NA	0.721	0.709	NA	-0.029	NA	-0.012	NA
YNL331C	0.851	0.762	NA	0.835	0.664	NA	-0.089	NA	-0.17	NA
YNL332W	0.839	0.885	NA	0.76	0.786	NA	0.046	NA	0.026	NA
YNL333W	1	0.875	NA	0.961	0.763	NA	-0.125	NA	-0.198	NA
YNL334C	1	0.87	NA	0.924	0.843	NA	-0.13	NA	-0.081	NA
YNL335W	0.911	0.728	NA	0.881	0.675	NA	-0.183	NA	-0.205	NA
YNL336W	0.923	0.844	NA	0.871	0.831	NA	-0.079	NA	-0.04	NA
YNL337W	0.884	0.795	NA	0.817	0.793	NA	-0.089	NA	-0.025	NA
YNL338W	0.804	0.851	NA	0.77	0.825	NA	0.046	NA	0.055	NA
YNL339C	0.893	0.802	NA	0.811	0.787	NA	-0.091	NA	-0.025	NA
YNL339W-A	0.746	0.729	NA	0.66	0.683	NA	-0.017	NA	0.023	NA
YNL339W-B	0.729	NA	NA	0.729	NA	NA	NA	NA	NA	NA
YNR001C	0.881	0.886	NA	0.843	0.825	NA	0.005	NA	-0.018	NA
YNR001W-A	0.923	0.764	NA	0.871	NA	NA	-0.159	NA	NA	NA
YNR002C	0.806	0.813	NA	0.829	0.796	NA	0.007	NA	-0.033	NA
YNR003C	0.861	0.818	NA	0.798	0.766	NA	-0.043	NA	-0.032	NA
YNR003W-A	0.958	0.88	NA	0.869	0.806	NA	-0.078	NA	-0.063	NA
YNR004W	0.731	0.937	NA	0.698	0.888	NA	0.206	NA	0.19	NA
YNR005C	0.897	0.959	NA	0.87	0.87	NA	0.062	NA	0	NA
YNR006W	0.841	0.81	NA	0.834	0.796	NA	-0.031	NA	-0.038	NA
YNR007C	0.87	0.786	NA	0.827	0.731	NA	-0.084	NA	-0.096	NA
YNR008W	1	0.937	NA	0.904	0.854	NA	-0.063	NA	-0.05	NA
YNR009W	0.718	0.884	NA	0.727	0.826	NA	0.166	NA	0.099	NA
YNR010W	0.959	0.838	NA	0.843	0.807	NA	-0.12	NA	-0.036	NA
YNR011C	0.84	0.752	NA	0.811	0.748	NA	-0.088	NA	-0.063	NA
YNR012W	0.861	0.845	0.781	0.843	0.821	0.762	-0.016	-0.079	-0.022	-0.081
YNR013C	0.844	0.903	NA	0.768	0.821	NA	0.059	NA	0.053	NA
YNR014W	0.754	0.886	NA	0.745	0.853	NA	0.132	NA	0.108	NA
YNR015W	0.834	0.831	NA	0.802	0.783	NA	-0.003	NA	-0.019	NA
YNR016C	0.87	0.881	NA	0.805	0.829	NA	0.011	NA	0.024	NA
YNR017W	0.911	0.815	NA	0.86	0.767	NA	-0.096	NA	-0.093	NA
YNR018W	0.946	0.906	NA	0.859	0.814	NA	-0.039	NA	-0.045	NA
YNR019W	0.911	0.738	NA	0.883	0.711	NA	-0.173	NA	-0.172	NA
YNR020C	0.786	0.845	NA	0.791	NA	NA	0.059	NA	NA	NA
YNR021W	0.906	0.83	NA	0.841	0.803	NA	-0.076	NA	-0.038	NA
YNR022C	0.958	0.815	NA	0.875	0.792	NA	-0.143	NA	-0.082	NA
YNR023W	0.911	0.901	NA	0.785	0.798	NA	-0.01	NA	0.013	NA
YNR024W	0.893	0.964	NA	0.865	0.857	NA	0.071	NA	-0.008	NA
YNR025C	0.709	0.946	NA	0.683	0.904	NA	0.237	NA	0.221	NA
YNR026C	0.884	0.964	NA	0.818	0.876	NA	0.08	NA	0.058	NA
YNR027W	0.779	0.832	NA	0.666	0.778	NA	0.052	NA	0.111	NA
YNR028W	0.838	0.768	NA	0.779	0.732	NA	-0.071	NA	-0.047	NA
YNR029C	0.921	0.807	NA	0.816	0.778	NA	-0.115	NA	-0.038	NA
YNR030W	0.886	0.795	NA	0.84	0.756	NA	-0.091	NA	-0.084	NA
YNR031C	0.964	0.94	NA	0.839	0.847	NA	-0.023	NA	0.008	NA
YNR032C-A	0.923	0.728	NA	0.854	0.687	NA	-0.195	NA	-0.166	NA
YNR032W	0.896	0.814	0.719	0.823	0.761	0.656	-0.082	-0.177	-0.062	-0.167
YNR033W	0.859	0.777	NA	0.777	0.73	NA	-0.082	NA	-0.047	NA
YNR034W-A	0.87	0.765	0.884	0.84	0.759	0.78	-0.105	0.014	-0.082	-0.06
YNR034W	0.94	0.754	NA	0.855	0.715	NA	-0.186	NA	-0.14	NA
YNR035C	0.883	0.787	NA	0.839	0.779	NA	-0.096	NA	-0.06	NA
YNR036C	0.849	0.709	NA	0.824	0.622	NA	-0.14	NA	-0.201	NA
YNR037C	0.959	0.734	NA	0.944	0.647	NA	-0.225	NA	-0.297	NA
YNR038W	0.886	0.886	NA	0.782	0.813	NA	0	NA	0.031	NA
YNR039C	0.839	0.815	NA	0.755	0.723	NA	-0.024	NA	-0.032	NA
YNR040W	0.719	0.947	NA	0.651	NA	NA	0.228	NA	NA	NA
YNR041C	0.857	0.723	NA	0.749	0.716	NA	-0.134	NA	-0.033	NA
YNR042W	0.729	0.857	NA	0.777	0.818	NA	0.128	NA	0.041	NA
YNR043W	0.946	0.94	0.782	0.837	0.855	0.717	-0.005	-0.163	0.018	-0.12
YNR044W	0.81	0.922	NA	0.843	0.886	NA	0.112	NA	0.043	NA
YNR045W	0.904	0.841	NA	0.858	0.802	NA	-0.063	NA	-0.056	NA
YNR046W	0.929	0.815	0.754	0.857	0.748	0.695	-0.114	-0.176	-0.109	-0.162
YNR047W	0.861	0.87	NA	0.803	0.809	NA	0.009	NA	0.006	NA
YNR048W	0.92	0.982	NA	0.833	0.897	NA	0.062	NA	0.064	NA
YNR049C	0.754	NA	NA	0.718	NA	NA	NA	NA	NA	NA
YNR050C	0.897	0.779	NA	0.874	0.714	NA	-0.118	NA	-0.16	NA
YNR051C	0.923	0.831	NA	0.926	0.788	NA	-0.091	NA	-0.139	NA
YNR052C	0.824	0.786	NA	0.83	0.753	NA	-0.038	NA	-0.077	NA
YNR053C	0.923	0.958	NA	0.867	0.867	NA	0.036	NA	0.001	NA
YNR054C	0.762	0.81	NA	0.749	0.758	NA	0.049	NA	0.009	NA
YNR055C	0.851	0.923	0.754	0.816	0.863	0.753	0.071	-0.097	0.047	-0.063
YNR056C	0.756	0.745	NA	0.697	0.73	NA	-0.011	NA	0.033	NA
YNR057C	0.771	0.815	NA	0.711	0.793	NA	0.044	NA	0.082	NA
YNR058W	0.857	0.833	NA	0.855	0.821	NA	-0.023	NA	-0.034	NA
YNR059W	1	0.881	NA	0.899	0.8	NA	-0.119	NA	-0.1	NA
YNR060W	0.911	0.804	NA	0.817	0.827	NA	-0.107	NA	0.01	NA
YNR061C	0.822	0.842	NA	0.803	0.85	NA	0.019	NA	0.046	NA
YNR062C	0.893	0.777	NA	0.832	0.711	NA	-0.116	NA	-0.121	NA
YNR063W	0.841	0.818	NA	0.818	0.77	NA	-0.023	NA	-0.048	NA
YNR064C	1	0.813	NA	0.928	0.773	NA	-0.187	NA	-0.155	NA
YNR065C	0.902	0.77	NA	0.76	NA	NA	-0.131	NA	NA	NA
YNR066C	0.902	0.79	NA	0.836	0.745	NA	-0.112	NA	-0.091	NA
YNR067C	0.818	0.773	NA	0.806	0.667	NA	-0.045	NA	-0.138	NA
YNR068C	0.807	0.818	NA	0.773	0.793	NA	0.012	NA	0.02	NA
YNR069C	0.768	0.878	NA	0.745	0.823	NA	0.11	NA	0.078	NA
YNR070W	0.849	0.818	NA	0.759	NA	NA	-0.031	NA	NA	NA
YNR071C	0.919	0.859	NA	0.866	0.818	NA	-0.06	NA	-0.048	NA
YNR072W	0.959	0.862	NA	0.925	0.818	NA	-0.097	NA	-0.106	NA
YNR073C	0.938	0.764	NA	0.951	0.741	NA	-0.174	NA	-0.21	NA
YNR074C	0.822	0.902	NA	0.785	0.803	NA	0.079	NA	0.018	NA
YNR075C-A	0.844	NA	NA	0.781	NA	NA	NA	NA	NA	NA
YNR075W	0.861	0.906	NA	0.855	0.84	NA	0.046	NA	-0.015	NA
YNR076W	0.923	0.813	NA	0.913	0.805	NA	-0.109	NA	-0.108	NA
YNR077C	0.884	NA	NA	0.817	NA	NA	NA	NA	NA	NA
YOL001W	0.911	0.832	NA	0.871	0.814	NA	-0.079	NA	-0.056	NA
YOL002C	0.875	0.776	0.902	0.856	0.772	0.809	-0.099	0.027	-0.084	-0.047
YOL003C	0.911	0.762	NA	0.838	0.77	NA	-0.149	NA	-0.068	NA
YOL004W	1	0.922	NA	0.912	0.87	NA	-0.078	NA	-0.042	NA
YOL005C	0.893	0.805	0.807	0.82	0.762	0.693	-0.088	-0.086	-0.058	-0.127
YOL006C	1	0.738	NA	0.882	0.745	NA	-0.262	NA	-0.137	NA
YOL007C	0.946	0.88	NA	0.891	0.834	NA	-0.066	NA	-0.057	NA
YOL008W	0.844	0.86	NA	0.765	0.801	NA	0.016	NA	0.036	NA
YOL009C	0.875	0.787	NA	0.855	0.797	NA	-0.087	NA	-0.059	NA
YOL010W	0.901	0.824	NA	0.858	0.792	NA	-0.077	NA	-0.066	NA
YOL011W	0.901	0.884	NA	0.902	0.833	NA	-0.017	NA	-0.07	NA
YOL012C	0.946	0.726	0.787	0.892	0.697	0.701	-0.219	-0.158	-0.195	-0.191
YOL013C	0.897	0.866	NA	0.894	0.793	NA	-0.031	NA	-0.1	NA
YOL013W-A	0.771	NA	NA	0.733	NA	NA	NA	NA	NA	NA
YOL013W-B	0.938	0.938	NA	0.884	0.904	NA	0	NA	0.02	NA
YOL014W	0.875	0.906	0.844	0.835	0.797	0.805	0.031	-0.031	-0.038	-0.03
YOL015W	0.911	0.806	NA	0.855	0.743	NA	-0.105	NA	-0.112	NA
YOL016C	1	0.754	NA	0.9	0.725	NA	-0.246	NA	-0.175	NA
YOL017W	0.964	0.729	NA	0.866	0.656	NA	-0.235	NA	-0.21	NA
YOL018C	0.947	0.782	0.806	0.844	0.699	0.738	-0.165	-0.141	-0.145	-0.106
YOL019W-A	0.86	NA	NA	0.825	NA	NA	NA	NA	NA	NA
YOL019W	0.762	0.884	NA	0.779	0.815	NA	0.122	NA	0.037	NA
YOL020W	0.79	0.852	NA	0.763	0.787	NA	0.062	NA	0.024	NA
YOL021C	0.929	0.774	NA	0.898	0.735	NA	-0.155	NA	-0.163	NA
YOL022C	0.763	0.815	NA	0.726	0.785	NA	0.052	NA	0.059	NA
YOL023W	0.834	0.885	NA	0.831	0.779	NA	0.051	NA	-0.052	NA
YOL024W	0.862	0.786	NA	0.81	0.75	NA	-0.076	NA	-0.059	NA
YOL025W	0.901	0.886	NA	0.827	0.839	NA	-0.015	NA	0.011	NA
YOL026C	0.938	0.81	NA	0.841	0.721	NA	-0.128	NA	-0.12	NA
YOL027C	0.917	0.83	NA	0.89	0.78	NA	-0.087	NA	-0.109	NA
YOL028C	0.834	0.754	NA	0.804	0.704	NA	-0.079	NA	-0.1	NA
YOL029C	0.807	0.906	NA	0.821	0.83	NA	0.099	NA	0.009	NA
YOL030W	0.839	0.824	NA	0.831	0.83	NA	-0.016	NA	-0.001	NA
YOL031C	0.88	0.947	NA	0.856	0.91	NA	0.067	NA	0.053	NA
YOL032W	0.937	0.852	NA	0.926	0.806	NA	-0.086	NA	-0.12	NA
YOL033W	0.92	0.834	0.813	0.912	0.814	0.739	-0.086	-0.107	-0.098	-0.173
YOL034W	0.827	0.876	NA	0.77	0.79	NA	0.048	NA	0.02	NA
YOL035C	0.745	0.777	NA	0.737	0.75	NA	0.032	NA	0.012	NA
YOL036W	0.807	0.881	0.804	0.81	0.784	0.768	0.074	-0.003	-0.026	-0.041
YOL037C	0.906	0.723	NA	0.815	0.748	NA	-0.183	NA	-0.067	NA
YOL038C-A	0.765	0.832	0.806	0.76	0.771	0.761	0.066	0.041	0.011	0.002
YOL038W	0.982	0.833	NA	0.936	0.769	NA	-0.149	NA	-0.167	NA
YOL039W	1	0.833	NA	0.935	0.816	NA	-0.167	NA	-0.12	NA
YOL040C	0.834	0.77	NA	0.786	0.739	NA	-0.063	NA	-0.047	NA
YOL041C	1	0.806	NA	0.936	0.734	NA	-0.194	NA	-0.202	NA
YOL042W	0.964	0.938	NA	0.926	0.859	NA	-0.026	NA	-0.067	NA
YOL043C	0.923	0.921	NA	0.884	0.89	NA	-0.001	NA	0.006	NA
YOL044W	0.964	0.886	NA	0.858	0.834	NA	-0.077	NA	-0.023	NA
YOL045W	0.946	0.777	NA	0.926	0.78	NA	-0.168	NA	-0.146	NA
YOL046C	0.764	0.827	NA	0.732	0.797	NA	0.063	NA	0.065	NA
YOL047C	0.947	0.813	NA	0.887	0.768	NA	-0.134	NA	-0.119	NA
YOL048C	0.88	0.831	NA	0.856	0.759	NA	-0.049	NA	-0.097	NA
YOL049W	0.938	0.764	NA	0.886	0.71	NA	-0.174	NA	-0.176	NA
YOL050C	0.859	0.852	NA	0.822	0.811	NA	-0.008	NA	-0.012	NA
YOL051W	0.798	0.815	NA	0.822	0.742	NA	0.017	NA	-0.08	NA
YOL052C-A	0.947	0.807	NA	0.863	0.782	NA	-0.141	NA	-0.081	NA
YOL052C	0.88	0.773	NA	0.76	0.703	NA	-0.107	NA	-0.056	NA
YOL053W	0.902	0.762	NA	0.799	0.665	NA	-0.14	NA	-0.134	NA
YOL054W	0.964	0.922	NA	0.875	0.85	NA	-0.042	NA	-0.025	NA
YOL055C	0.861	0.738	NA	0.788	0.724	NA	-0.123	NA	-0.065	NA
YOL056W	0.839	0.806	NA	0.812	0.79	NA	-0.033	NA	-0.022	NA
YOL057W	0.958	0.834	NA	0.834	0.763	NA	-0.125	NA	-0.071	NA
YOL058W	0.964	0.754	NA	0.877	0.713	NA	-0.21	NA	-0.164	NA
YOL059W	0.848	0.958	NA	0.786	0.849	NA	0.111	NA	0.063	NA
YOL060C	0.876	0.817	NA	0.868	0.788	NA	-0.058	NA	-0.081	NA
YOL061W	0.746	0.77	0.855	0.687	0.712	0.749	0.025	0.109	0.025	0.062
YOL062C	0.901	0.825	NA	0.812	0.838	NA	-0.077	NA	0.025	NA
YOL063C	0.923	0.838	NA	0.868	0.808	NA	-0.084	NA	-0.059	NA
YOL064C	0.861	0.921	NA	0.774	0.88	NA	0.061	NA	0.106	NA
YOL065C	0.796	0.881	NA	0.749	0.792	NA	0.085	NA	0.043	NA
YOL066C	0.982	0.964	NA	0.932	0.849	NA	-0.018	NA	-0.084	NA
YOL067C	0.947	0.921	NA	0.906	0.886	NA	-0.026	NA	-0.02	NA
YOL068C	0.866	0.779	NA	0.889	0.777	NA	-0.087	NA	-0.112	NA
YOL069W	0.982	0.94	NA	0.869	0.874	NA	-0.042	NA	0.005	NA
YOL070C	0.859	0.901	NA	0.765	0.847	NA	0.042	NA	0.082	NA
YOL071W	0.884	0.92	NA	0.781	0.868	NA	0.036	NA	0.087	NA
YOL072W	0.901	0.807	NA	0.873	0.777	NA	-0.094	NA	-0.096	NA
YOL073C	0.964	0.709	NA	0.902	0.746	NA	-0.255	NA	-0.156	NA
YOL075C	0.884	0.844	NA	0.808	0.749	NA	-0.04	NA	-0.059	NA
YOL076W	0.869	0.964	NA	0.751	0.887	NA	0.095	NA	0.136	NA
YOL077C	0.958	0.824	NA	0.908	0.788	NA	-0.135	NA	-0.12	NA
YOL077W-A	0.886	0.754	NA	0.852	0.739	NA	-0.132	NA	-0.113	NA
YOL078W	0.886	0.843	NA	0.862	0.788	NA	-0.043	NA	-0.074	NA
YOL079W	0.795	0.782	NA	0.771	NA	NA	-0.013	NA	NA	NA
YOL080C	0.807	0.815	NA	0.789	0.763	NA	0.009	NA	-0.026	NA
YOL081W	0.869	0.743	NA	0.761	0.703	NA	-0.125	NA	-0.058	NA
YOL082W	0.807	0.851	NA	0.698	0.814	NA	0.045	NA	0.116	NA
YOL083C-A	0.763	0.852	NA	0.697	0.83	NA	0.089	NA	0.133	NA
YOL083W	0.842	0.807	NA	0.76	0.761	NA	-0.035	NA	0.001	NA
YOL084W	0.861	0.852	NA	0.797	0.819	NA	-0.009	NA	0.021	NA
YOL085C	0.791	0.834	NA	0.766	0.788	NA	0.043	NA	0.022	NA
YOL085W-A	0.762	0.771	NA	0.737	0.726	NA	0.009	NA	-0.011	NA
YOL086C	0.923	0.788	0.738	0.876	0.703	0.718	-0.135	-0.185	-0.173	-0.158
YOL086W-A	0.86	0.805	0.765	0.814	0.731	0.654	-0.055	-0.095	-0.083	-0.16
YOL087C	0.964	0.839	NA	0.917	0.787	NA	-0.124	NA	-0.13	NA
YOL088C	0.818	0.929	NA	0.808	0.886	NA	0.111	NA	0.078	NA
YOL089C	0.964	0.875	NA	0.851	0.841	NA	-0.089	NA	-0.011	NA
YOL090W	0.859	0.774	NA	0.799	0.787	NA	-0.085	NA	-0.012	NA
YOL091W	0.841	0.938	NA	0.767	0.83	NA	0.097	NA	0.062	NA
YOL092W	0.902	0.774	NA	0.801	0.712	NA	-0.128	NA	-0.089	NA
YOL093W	0.929	0.815	NA	0.875	0.796	NA	-0.114	NA	-0.079	NA
YOL094C	0.923	0.754	NA	0.789	0.723	NA	-0.168	NA	-0.066	NA
YOL095C	0.851	0.83	NA	0.796	0.759	NA	-0.022	NA	-0.037	NA
YOL096C	0.946	0.795	0.754	0.83	0.767	0.671	-0.15	-0.192	-0.063	-0.158
YOL097C	0.922	0.851	NA	0.888	0.857	NA	-0.071	NA	-0.03	NA
YOL097W-A	0.946	0.718	NA	0.863	NA	NA	-0.228	NA	NA	NA
YOL098C	0.946	0.824	NA	0.893	0.748	NA	-0.121	NA	-0.145	NA
YOL099C	0.788	0.774	NA	0.743	0.724	NA	-0.014	NA	-0.019	NA
YOL100W	0.875	0.754	NA	0.822	0.694	NA	-0.121	NA	-0.128	NA
YOL101C	0.841	0.852	NA	0.805	0.718	NA	0.01	NA	-0.087	NA
YOL102C	0.886	0.817	NA	0.777	0.791	NA	-0.069	NA	0.014	NA
YOL103W	0.896	0.833	NA	0.82	0.794	NA	-0.063	NA	-0.026	NA
YOL104C	0.923	0.754	NA	0.931	0.734	NA	-0.168	NA	-0.197	NA
YOL105C	0.959	0.782	0.781	0.944	0.745	0.709	-0.177	-0.178	-0.199	-0.235
YOL106W	0.702	0.787	NA	0.685	NA	NA	0.085	NA	NA	NA
YOL107W	0.923	0.797	NA	0.814	0.799	NA	-0.126	NA	-0.015	NA
YOL108C	0.964	0.779	NA	0.946	0.706	NA	-0.185	NA	-0.239	NA
YOL109W	0.964	0.94	NA	0.932	0.8	NA	-0.023	NA	-0.133	NA
YOL110W	0.825	0.87	NA	0.764	0.851	NA	0.045	NA	0.088	NA
YOL111C	0.911	0.88	NA	0.923	0.769	NA	-0.031	NA	-0.154	NA
YOL112W	0.862	0.886	0.773	0.779	0.816	0.747	0.025	-0.089	0.038	-0.032
YOL113W	0.765	0.88	NA	0.752	0.856	NA	0.115	NA	0.104	NA
YOL114C	0.79	0.806	NA	0.785	0.767	NA	0.016	NA	-0.019	NA
YOL115W	0.938	0.946	NA	0.858	0.844	NA	0.007	NA	-0.015	NA
YOL116W	0.919	0.866	NA	0.818	0.855	NA	-0.053	NA	0.036	NA
YOL117W	0.982	0.774	NA	0.939	NA	NA	-0.208	NA	NA	NA
YOL118C	0.764	0.946	NA	0.759	0.845	NA	0.181	NA	0.086	NA
YOL119C	0.802	0.904	NA	0.769	0.848	NA	0.102	NA	0.078	NA
YOL120C	0.946	0.886	0.702	0.853	0.827	0.677	-0.059	-0.243	-0.026	-0.176
YOL121C	1	0.848	NA	0.934	0.781	NA	-0.152	NA	-0.153	NA
YOL122C	0.982	0.763	0.754	0.909	0.643	0.782	-0.219	-0.228	-0.266	-0.127
YOL123W	0.901	0.782	NA	0.911	0.757	NA	-0.119	NA	-0.153	NA
YOL124C	0.851	0.745	NA	0.794	0.692	NA	-0.106	NA	-0.102	NA
YOL125W	0.88	0.964	NA	0.801	0.911	NA	0.084	NA	0.11	NA
YOL126C	0.906	0.881	NA	0.848	0.772	NA	-0.025	NA	-0.075	NA
YOL127W	0.959	0.857	NA	0.937	0.799	NA	-0.102	NA	-0.138	NA
YOL128C	0.838	0.88	NA	0.846	0.795	NA	0.042	NA	-0.051	NA
YOL129W	0.893	0.774	NA	0.839	0.713	NA	-0.119	NA	-0.125	NA
YOL130W	0.87	0.904	NA	0.796	0.787	NA	0.034	NA	-0.009	NA
YOL131W	0.844	0.726	NA	0.814	0.727	NA	-0.118	NA	-0.087	NA
YOL132W	0.791	NA	NA	0.755	NA	NA	NA	NA	NA	NA
YOL133W	0.929	0.862	0.866	0.893	0.79	0.798	-0.068	-0.063	-0.103	-0.095
YOL134C	0.83	0.807	NA	0.768	0.727	NA	-0.024	NA	-0.041	NA
YOL135C	1	0.815	NA	0.951	0.821	NA	-0.185	NA	-0.13	NA
YOL136C	0.923	0.904	NA	0.873	0.802	NA	-0.018	NA	-0.072	NA
YOL137W	0.851	0.764	NA	0.792	NA	NA	-0.087	NA	NA	NA
YOL138C	0.911	0.923	NA	0.821	0.857	NA	0.011	NA	0.036	NA
YOL139C	1	0.729	0.831	0.896	0.664	0.791	-0.271	-0.169	-0.232	-0.105
YOL140W	0.911	0.786	NA	0.815	0.73	NA	-0.125	NA	-0.085	NA
YOL141W	0.881	0.921	NA	0.843	0.874	NA	0.04	NA	0.031	NA
YOL142W	0.94	0.712	NA	0.886	0.629	NA	-0.229	NA	-0.257	NA
YOL143C	0.841	0.709	0.745	0.811	0.666	0.649	-0.133	-0.096	-0.146	-0.162
YOL144W	0.845	0.946	NA	0.832	0.892	NA	0.101	NA	0.06	NA
YOL145C	0.947	0.883	NA	0.958	0.835	NA	-0.064	NA	-0.123	NA
YOL146W	0.88	0.861	NA	0.846	0.79	NA	-0.019	NA	-0.056	NA
YOL147C	0.92	0.825	NA	0.904	0.829	NA	-0.095	NA	-0.074	NA
YOL148C	0.817	0.786	NA	0.794	0.769	NA	-0.031	NA	-0.025	NA
YOL149W	0.946	0.822	NA	0.806	0.791	NA	-0.123	NA	-0.015	NA
YOL150C	0.825	0.77	NA	0.764	0.721	NA	-0.054	NA	-0.043	NA
YOL151W	0.938	0.777	NA	0.794	0.817	NA	-0.161	NA	0.023	NA
YOL152W	0.959	0.901	NA	0.943	0.818	NA	-0.058	NA	-0.125	NA
YOL154W	0.884	0.86	NA	0.868	0.838	NA	-0.024	NA	-0.03	NA
YOL155C	0.896	0.774	NA	0.811	0.746	NA	-0.122	NA	-0.065	NA
YOL155W-A	0.805	0.745	NA	0.766	NA	NA	-0.061	NA	NA	NA
YOL156W	0.87	0.815	NA	0.818	0.78	NA	-0.054	NA	-0.038	NA
YOL157C	0.923	0.922	NA	0.818	0.873	NA	-0	NA	0.055	NA
YOL158C	0.923	0.859	0.728	0.827	0.789	0.644	-0.064	-0.195	-0.038	-0.183
YOL159C-A	0.831	0.861	NA	0.767	0.778	NA	0.03	NA	0.011	NA
YOL159C	1	0.884	NA	0.945	0.816	NA	-0.116	NA	-0.13	NA
YOL160W	0.702	0.754	NA	0.705	0.703	NA	0.052	NA	-0.001	NA
YOL161C	0.923	0.813	NA	0.913	0.805	NA	-0.109	NA	-0.108	NA
YOL162W	0.788	0.906	NA	0.765	0.832	NA	0.118	NA	0.068	NA
YOL163W	0.815	0.86	NA	0.747	0.791	NA	0.045	NA	0.044	NA
YOL164W-A	0.754	0.86	NA	0.756	0.752	NA	0.106	NA	-0.004	NA
