Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
YOL077C Protein	0.006	No mitochondrial presequence	40(MPP)	0.200	4-8	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL076W Protein	0.009	No mitochondrial presequence	16(MPP)	-0.062	37-41,56-60,94-98	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL075C Protein	0.000	No mitochondrial presequence	32(MPP), 33(Icp55)	-0.031		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL073C Protein	0.000	No mitochondrial presequence	55(MPP)	0.018	14-18,34-38,52-56,81-85	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL072W Protein	0.000	No mitochondrial presequence	29(MPP)	-0.103		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL071W Protein	0.996	Possessing mitochondrial presequence	35(MPP), 36(Icp55)	0.114	89-93	1-12-high	18-23	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL070C Protein	0.004	No mitochondrial presequence	6(MPP)	-0.333		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL069W Protein	0.000	No mitochondrial presequence	36(MPP)	-0.083	90-94,94-98	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL068C Protein	0.012	No mitochondrial presequence	21(MPP)	0.095	6-10	5-14-high	-	-	-	-	-	-	-	-	-	-	-	5-10	6-11	-	
YOL067C Protein	0.000	No mitochondrial presequence	24(MPP)	0.125		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL066C Protein	0.000	No mitochondrial presequence	30(MPP), 31(Icp55)	-0.100	28-32	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL065C Protein	0.000	No mitochondrial presequence	69(MPP)	-0.029		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL064C Protein	0.004	No mitochondrial presequence	16(MPP)	0.062		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL063C Protein	0.121	No mitochondrial presequence	16(MPP)	-0.125	13-17,23-27,53-57	10-19-high	-	-	-	-	-	-	-	-	-	-	-	12-17,22-27	23-28	-	
YOL062C Protein	0.500	Possessing mitochondrial presequence	27(MPP)	0.148	16-20	16-25-high	-	-	-	-	-	-	-	-	-	-	-	15-20	-	-	
YOL061W Protein	0.000	No mitochondrial presequence	48(MPP)	-0.062	18-22	16-25-low	-	-	-	-	-	-	-	-	-	-	-	17-22	-	-	
YOL060C Protein	0.069	No mitochondrial presequence	10(MPP)	0.200	14-18,22-26,28-32,92-96	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL059W Protein	0.959	Possessing mitochondrial presequence	25(MPP)	0.280	25-29	11-20-high	-	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	
YOL058W Protein	0.000	No mitochondrial presequence	95(MPP)	-0.053	55-59	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL057W Protein	0.000	No mitochondrial presequence	50(MPP)	0.020	1-5,32-36	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL056W Protein	0.012	No mitochondrial presequence	43(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	9-14	-	-	-	
YOL055C Protein	0.000	No mitochondrial presequence	52(MPP), 53(Icp55)	-0.019	49-53	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL054W Protein	0.011	No mitochondrial presequence	73(MPP)	-0.027	21-25	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL053W Protein	0.028	No mitochondrial presequence	54(MPP)	0.222	51-55	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL052C-A Protein	0.003	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL052C Protein	0.000	No mitochondrial presequence	54(MPP)	-0.056	57-61,63-67	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL051W Protein	0.000	No mitochondrial presequence	85(MPP)	0.035		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL050C Protein	0.000	No mitochondrial presequence	31(MPP)	-0.065		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL049W Protein	0.000	No mitochondrial presequence	56(MPP)	-0.018		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL048C Protein	0.018	No mitochondrial presequence	35(MPP)	0.086	47-51,50-54	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL047C Protein	0.000	No mitochondrial presequence	54(MPP)	0.037	51-55,92-96	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL046C Protein	0.000	No mitochondrial presequence	90(MPP)	-0.022		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL045W Protein	0.000	No mitochondrial presequence	84(MPP)	-0.012		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL044W Protein	0.000	No mitochondrial presequence	57(MPP)	-0.123		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL043C Protein	0.000	No mitochondrial presequence	11(MPP)	0.364	56-60	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL042W Protein	0.508	Possessing mitochondrial presequence	23(MPP)	0.261	17-21	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL041C Protein	0.004	No mitochondrial presequence	43(MPP)	0.023	21-25	3-12-low	23-28	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL040C Protein	0.019	No mitochondrial presequence	48(MPP)	0.146	22-26,33-37,62-66	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL039W Protein	0.000	No mitochondrial presequence	65(MPP)	-0.077		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL038C-A Protein	0.500	Possessing mitochondrial presequence	10(MPP)	0.300	8-12	14-23-high	10-15	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL038W Protein	0.000	No mitochondrial presequence	30(MPP)	-0.033	4-8	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL037C Protein	0.000	No mitochondrial presequence	25(MPP)	-0.080	44-48,64-68	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL036W Protein	0.000	No mitochondrial presequence	11(MPP)	-0.091		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL035C Protein	0.021	No mitochondrial presequence	41(MPP)	0.024	4-8	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL034W Protein	0.000	No mitochondrial presequence	27(MPP)	0.000	7-11	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL033W Protein	0.038	No mitochondrial presequence	10(MPP), 11(Icp55)	0.200		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL032W Protein	0.000	No mitochondrial presequence	32(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL031C Protein	0.009	No mitochondrial presequence	66(MPP)	-0.015	1-5,58-62	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL030W Protein	0.198	No mitochondrial presequence	46(MPP)	0.000		2-11-high	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	-	
YOL029C Protein	0.003	No mitochondrial presequence	75(MPP), 83(Oct1)	0.040	35-39	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL028C Protein	0.122	No mitochondrial presequence	71(MPP)	0.197		12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL027C Protein	0.965	Possessing mitochondrial presequence	55(MPP), 56(Icp55)	0.127	87-91,91-95	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL026C Protein	0.000	No mitochondrial presequence	74(MPP)	-0.149		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL025W Protein	0.026	No mitochondrial presequence	14(MPP)	0.071	5-9	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL024W Protein	0.000	No mitochondrial presequence	39(MPP)	0.000	7-11	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL023W Protein	0.996	Possessing mitochondrial presequence	40(MPP), 41(Icp55)	0.125	26-30,68-72,79-83	15-24-low	-	-	-	-	-	-	-	-	-	8-13	-	-	-	-	
YOL022C Protein	0.000	No mitochondrial presequence	6(MPP)	-0.167		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL021C Protein	0.365	No mitochondrial presequence	13(MPP)	0.308	32-36,67-71	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL020W Protein	0.000	No mitochondrial presequence	61(MPP)	0.016	58-62	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL019W-A Protein	0.003	No mitochondrial presequence	34(MPP)	0.029		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL019W Protein	0.000	No mitochondrial presequence	84(MPP)	0.012	86-90	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL018C Protein	0.139	No mitochondrial presequence	15(MPP)	0.200	93-97	7-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL017W Protein	0.000	No mitochondrial presequence	35(MPP)	0.114		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL016C Protein	0.000	No mitochondrial presequence	66(MPP), 67(Icp55)	0.030	27-31,74-78,79-83	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL015W Protein	0.172	No mitochondrial presequence	43(MPP), 44(Icp55)	0.093	22-26,40-44	18-27-high	-	-	-	-	22-27	-	-	-	-	-	-	-	-	-	
YOL014W Protein	0.005	No mitochondrial presequence	35(MPP)	-0.029	32-36	5-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL013W-B Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026	51-55,56-60	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL013W-A Protein	0.013	No mitochondrial presequence	17(MPP)	0.059		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL013C Protein	0.000	No mitochondrial presequence	76(MPP)	0.053	66-70	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL012C Protein	0.012	No mitochondrial presequence	22(MPP)	0.182	38-42	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL011W Protein	0.178	No mitochondrial presequence	49(MPP)	-0.020	6-10,90-94	1-10-high	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
YOL010W Protein	0.012	No mitochondrial presequence	19(MPP)	0.105	52-56	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL009C Protein	0.000	No mitochondrial presequence	22(MPP)	-0.045		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL008W Protein	0.996	Possessing mitochondrial presequence	30(MPP)	0.233	14-18,48-52	16-25-high	-	-	-	-	-	-	-	-	12-17	-	11-16	-	-	-	
YOL007C Protein	0.000	No mitochondrial presequence	27(MPP)	0.000	8-12,14-18	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL006C Protein	0.000	No mitochondrial presequence	31(MPP)	-0.065		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL005C Protein	0.000	No mitochondrial presequence	75(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL004W Protein	0.000	No mitochondrial presequence	48(MPP)	-0.021	76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL003C Protein	0.008	No mitochondrial presequence	78(MPP)	0.051		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL002C Protein	0.251	No mitochondrial presequence	39(MPP), 40(Icp55)	0.205	32-36,36-40,84-88	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOL001W Protein	0.000	No mitochondrial presequence	42(MPP)	-0.048	18-22,39-43,90-94	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR001W Protein	0.116	No mitochondrial presequence	19(MPP)	0.000	10-14,16-20,46-50	9-18-high	-	-	-	-	-	-	-	-	-	-	-	9-14	10-15	-	
YOR002W Protein	0.008	No mitochondrial presequence	7(MPP)	0.286	85-89	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR003W Protein	0.021	No mitochondrial presequence	29(MPP)	0.000	26-30	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR004W Protein	0.018	No mitochondrial presequence	52(MPP)	0.135		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR005C Protein	0.000	No mitochondrial presequence	47(MPP)	-0.043		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR006C Protein	0.000	No mitochondrial presequence	19(MPP)	0.263		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR007C Protein	0.000	No mitochondrial presequence	49(MPP)	-0.143		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR008C Protein	0.000	No mitochondrial presequence	27(MPP), 28(Icp55)	0.037		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR008C-A Protein	0.158	No mitochondrial presequence	27(MPP)	0.111		1-10-low	-	-	-	-	-	-	1-6,24-29	-	-	-	-	-	-	-	
YOR008W-B Protein	0.058	No mitochondrial presequence	24(MPP)	0.167		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR009W Protein	0.000	No mitochondrial presequence	17(MPP)	0.059	89-93	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR010C Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	-0.113	3-7,88-92	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR011W Protein	0.000	No mitochondrial presequence	76(MPP)	-0.066	3-7	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
YOR011W-A Protein	0.026	No mitochondrial presequence	20(MPP)	0.000	17-21	12-21-low	-	-	-	-	-	-	1-6	-	-	-	-	16-21	-	-	
YOR012W Protein	0.000	No mitochondrial presequence	58(MPP)	0.034	27-31,41-45,61-65	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR013W Protein	0.646	Possessing mitochondrial presequence	39(MPP)	0.077	4-8,27-31,77-81	4-13-high	-	-	-	-	4-9	-	7-12	-	-	-	-	-	-	-	
YOR014W Protein	0.003	No mitochondrial presequence	9(MPP)	0.333		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR015W Protein	0.003	No mitochondrial presequence	7(MPP)	0.286	4-8,68-72,77-81	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR016C Protein	0.025	No mitochondrial presequence	81(MPP)	-0.062	16-20	13-22-high	18-23	-	-	-	-	-	-	-	-	-	-	15-20	16-21	-	
YOR017W Protein	0.455	Possessing mitochondrial presequence	8(MPP), 9(Icp55)	0.125	91-95	20-29-high	-	-	-	-	-	-	-	23-28	-	-	-	-	-	22-27	
YOR018W Protein	0.000	No mitochondrial presequence	62(MPP)	0.000	59-63,92-96	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR019W Protein	0.007	No mitochondrial presequence	16(MPP), 17(Icp55)	0.062	10-14	8-17-high	-	-	-	-	-	-	-	13-18	-	-	-	-	-	-	
YOR020C Protein	0.012	No mitochondrial presequence	23(MPP)	0.130	15-19	9-19-high	-	-	-	-	-	4-9	-	-	-	-	-	-	-	3-8	
YOR020W-A Protein	0.021	No mitochondrial presequence	85(MPP)	0.012	4-8	4-13-high	-	-	-	5-10	-	-	-	-	-	-	-	-	-	-	
YOR021C Protein	0.000	No mitochondrial presequence	26(MPP)	-0.154		4-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR022C Protein	0.737	Possessing mitochondrial presequence	22(MPP)	0.227	22-26	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR023C Protein	0.000	No mitochondrial presequence	68(MPP)	-0.044		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR024W Protein	0.010	No mitochondrial presequence	54(MPP)	0.074	5-9	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR025W Protein	0.000	No mitochondrial presequence	13(MPP)	0.077	29-33	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR026W Protein	0.000	No mitochondrial presequence	55(MPP)	0.000		6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR027W Protein	0.000	No mitochondrial presequence	47(MPP)	-0.043	21-25,28-32	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR028C Protein	0.000	No mitochondrial presequence	26(MPP)	0.000	72-76	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR029W Protein	0.020	No mitochondrial presequence	94(MPP)	0.053	85-89,88-92	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR030W Protein	0.025	No mitochondrial presequence	29(MPP)	0.103	23-27	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR032C Protein	0.006	No mitochondrial presequence	34(MPP)	0.029	26-30	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR032W-A Protein	0.036	No mitochondrial presequence	38(MPP), 39(Icp55)	0.105	1-5,17-21	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR033C Protein	0.006	No mitochondrial presequence	21(MPP)	0.143	35-39	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR034C Protein	0.000	No mitochondrial presequence	82(MPP)	-0.110	26-30	21-30-low	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-	
YOR034C-A Protein	0.000	No mitochondrial presequence	14(MPP)	0.000	6-10	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR035C Protein	0.000	No mitochondrial presequence	78(MPP)	-0.026	89-93	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR036W Protein	0.000	No mitochondrial presequence	20(MPP)	-0.200		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR037W Protein	0.996	Possessing mitochondrial presequence	16(MPP)	0.250		13-23-high	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
YOR038C Protein	0.000	No mitochondrial presequence	39(MPP)	0.026	47-51	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR039W Protein	0.000	No mitochondrial presequence	14(MPP)	0.000		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR040W Protein	0.996	Possessing mitochondrial presequence	10(MPP)	0.200		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR041C Protein	0.000	No mitochondrial presequence	90(MPP)	-0.022		8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR042W Protein	0.000	No mitochondrial presequence	89(MPP)	-0.157		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR043W Protein	0.000	No mitochondrial presequence	56(MPP)	-0.196		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR044W Protein	0.007	No mitochondrial presequence	22(MPP)	-0.045	43-47,74-78	12-21-low	-	-	-	-	-	-	19-24	-	-	18-23	-	-	-	-	
YOR045W Protein	0.000	No mitochondrial presequence	24(MPP)	0.042		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR046C Protein	0.000	No mitochondrial presequence	7(MPP)	0.000	47-51	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR047C Protein	0.005	No mitochondrial presequence	23(MPP)	0.261	95-99	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR048C Protein	0.000	No mitochondrial presequence	9(MPP), 10(Icp55)	0.111	6-10,14-18	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR049C Protein	0.033	No mitochondrial presequence	52(MPP), 53(Icp55)	0.038	86-90	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR050C Protein	0.036	No mitochondrial presequence	26(MPP)	0.077		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR051C Protein	0.000	No mitochondrial presequence	38(MPP)	0.158	61-65,82-86	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR052C Protein	0.000	No mitochondrial presequence	18(MPP)	-0.111	94-98	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR053W Protein	0.263	No mitochondrial presequence	29(MPP)	0.172	5-9,77-81	15-24-high	-	-	-	-	-	-	-	-	18-23	-	-	-	-	-	
YOR054C Protein	0.000	No mitochondrial presequence	54(MPP)	0.056		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR055W Protein	0.000	No mitochondrial presequence	82(MPP)	-0.061		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR056C Protein	0.013	No mitochondrial presequence	11(MPP)	0.000		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR057W Protein	0.000	No mitochondrial presequence	94(MPP)	-0.011	10-14,23-27,42-46,48-52,71-75,95-99	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR058C Protein	0.005	No mitochondrial presequence	15(MPP)	0.133		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR059C Protein	0.055	No mitochondrial presequence	26(MPP)	0.000	95-99	10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR060C Protein	0.183	No mitochondrial presequence	67(MPP), 75(Oct1)	0.104		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR061W Protein	0.245	No mitochondrial presequence	15(MPP), 16(Icp55)	0.133	18-22,77-81,86-90	18-27-high	-	-	-	-	18-23	-	21-26	-	-	-	-	-	-	-	
YOR062C Protein	0.000	No mitochondrial presequence	48(MPP)	-0.021	75-79,78-82	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR063W Protein	0.068	No mitochondrial presequence	22(MPP)	0.227		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR064C Protein	0.000	No mitochondrial presequence	34(MPP)	-0.088	1-5,50-54	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR065W Protein	0.996	Possessing mitochondrial presequence	13(MPP), 14(Icp55)	0.231		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR066W Protein	0.018	No mitochondrial presequence	59(MPP), 60(Icp55)	0.169		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR067C Protein	0.000	No mitochondrial presequence	42(MPP)	0.214	53-57	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR069W Protein	0.000	No mitochondrial presequence	43(MPP)	-0.186		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR068C Protein	0.000	No mitochondrial presequence	47(MPP)	-0.021		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR070C Protein	0.051	No mitochondrial presequence	32(MPP)	0.031		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	25-30	
YOR071C Protein	0.403	Possessing mitochondrial presequence	13(MPP)	0.154	7-11,10-14	3-12-high	-	-	-	-	-	-	-	-	-	-	-	6-11	-	-	
YOR072W Protein	0.147	No mitochondrial presequence	14(MPP)	0.143	2-6,28-32,70-74,73-77	1-10-low	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
YOR072W-A Protein	0.080	No mitochondrial presequence	48(MPP), 49(Icp55)	0.146	34-38,56-60	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR072W-B Protein	0.054	No mitochondrial presequence	19(MPP)	0.158		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR073W Protein	0.003	No mitochondrial presequence	16(MPP)	0.312		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR074C Protein	0.000	No mitochondrial presequence	28(MPP)	-0.107	17-21	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR073W-A Protein	0.547	Possessing mitochondrial presequence	31(MPP)	0.258		19-28-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	-	
YOR075W Protein	0.003	No mitochondrial presequence	58(MPP)	-0.086	9-13,55-59,58-62,65-69	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR076C Protein	0.000	No mitochondrial presequence	67(MPP)	0.134		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR077W Protein	0.012	No mitochondrial presequence	51(MPP)	0.157	86-90	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR078W Protein	0.000	No mitochondrial presequence	76(MPP)	-0.171		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR079C Protein	0.000	No mitochondrial presequence	66(MPP)	-0.045		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR080W Protein	0.009	No mitochondrial presequence	37(MPP), 38(Icp55)	0.054	15-19,34-38,41-45,77-81	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR081C Protein	0.000	No mitochondrial presequence	41(MPP)	0.049	12-16,29-33	11-20-low	-	-	-	-	-	-	-	-	-	-	-	11-16	-	-	
YOR082C Protein	0.006	No mitochondrial presequence	32(MPP)	0.062		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR083W Protein	0.014	No mitochondrial presequence	76(MPP)	0.053		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR084W Protein	0.015	No mitochondrial presequence	6(MPP)	0.000	63-67,72-76,86-90	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR085W Protein	0.000	No mitochondrial presequence	28(MPP)	0.036	28-32	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR086C Protein	0.000	No mitochondrial presequence	59(MPP)	-0.017		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR087W Protein	0.000	No mitochondrial presequence	34(MPP)	-0.088	46-50,71-75	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR089C Protein	0.006	No mitochondrial presequence	27(MPP)	0.074	24-28	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR090C Protein	0.858	Possessing mitochondrial presequence	34(MPP), 42(Oct1)	0.206	31-35	10-19-high	-	12-17	-	-	-	-	-	-	-	-	-	-	-	-	
YOR091W Protein	0.000	No mitochondrial presequence	63(MPP)	0.238	34-38	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YOR092W Protein	0.090	No mitochondrial presequence	43(MPP)	0.093	17-21,58-62	6-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
