# Mitofates predictions for C. albicans SC5314
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
C6_00710W_A Protein	0.027	No mitochondrial presequence	40(MPP)	0.125	91-95	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00720C_A Protein	0.656	Possessing mitochondrial presequence	57(MPP), 58(Icp55)	0.211	36-40,46-50	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00730W_A Protein	0.015	No mitochondrial presequence	10(MPP)	0.000		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00740W_A Protein	0.000	No mitochondrial presequence	62(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00750C_A Protein	0.007	No mitochondrial presequence	23(MPP)	0.130	84-88	10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00760W_A Protein	0.000	No mitochondrial presequence	11(MPP)	0.000	1-5	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00770C_A Protein	0.000	No mitochondrial presequence	25(MPP)	-0.200		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00780W_A Protein	0.006	No mitochondrial presequence	6(MPP)	0.333		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00790C_A Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00800C_A Protein	0.007	No mitochondrial presequence	17(MPP)	0.059	30-34	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00810C_A Protein	0.000	No mitochondrial presequence	56(MPP)	-0.071		6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00820W_A Protein	0.000	No mitochondrial presequence	31(MPP)	0.032		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00830C_A Protein	0.000	No mitochondrial presequence	10(MPP)	0.200	61-65	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00840W_A Protein	0.000	No mitochondrial presequence	84(MPP)	-0.012	78-82	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00850W_A Protein	0.000	No mitochondrial presequence	6(MPP), 7(Icp55)	-0.167		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00860W_A Protein	0.000	No mitochondrial presequence	70(MPP)	-0.114		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00870C_A Protein	0.997	Possessing mitochondrial presequence	24(MPP), 25(Icp55)	0.250	10-14,41-45	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00880W_A Protein	0.000	No mitochondrial presequence	40(MPP)	0.075		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00890W_A Protein	0.000	No mitochondrial presequence	37(MPP)	-0.135		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00900C_A Protein	0.293	No mitochondrial presequence	39(MPP)	0.154	55-59,91-95	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00910C_A Protein	0.000	No mitochondrial presequence	25(MPP)	-0.120	79-83	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00920W_A Protein	0.158	No mitochondrial presequence	17(MPP)	0.294		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00930C_A Protein	0.971	Possessing mitochondrial presequence	25(MPP)	0.200		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00940C_A Protein	0.006	No mitochondrial presequence	41(MPP)	0.024		1-13-low	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-	
C6_00950C_A Protein	0.000	No mitochondrial presequence	14(MPP)	-0.214	11-15	11-20-high	-	-	-	-	-	-	-	-	-	-	-	10-15	-	-	
C6_00960W_A Protein	0.004	No mitochondrial presequence	10(MPP)	-0.100		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00970C_A Protein	0.071	No mitochondrial presequence	7(MPP)	0.286	46-50	10-20-low	-	-	-	-	-	-	-	-	2-7	-	-	-	-	-	
C6_00980C_A Protein	0.000	No mitochondrial presequence	81(MPP)	-0.074	14-18,51-55	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_00990W_A Protein	0.003	No mitochondrial presequence	56(MPP)	0.018	1-5,96-100	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01000C_A Protein	0.931	Possessing mitochondrial presequence	15(MPP)	0.200	13-17	17-26-high	-	-	-	-	-	-	-	-	16-21	-	-	-	-	-	
C6_01010W_A Protein	0.000	No mitochondrial presequence	74(MPP)	-0.081	26-30	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01020W_A Protein	0.000	No mitochondrial presequence	52(MPP)	-0.058		20-29-low	-	-	-	-	-	-	-	-	-	-	3-8	-	-	-	
C6_01030W_A Protein	0.005	No mitochondrial presequence	22(MPP)	0.045	61-65	1-12-high	-	-	-	-	-	-	-	-	17-22	-	-	-	-	-	
C6_01040C_A Protein	0.000	No mitochondrial presequence	24(MPP)	0.208		1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01050W_A Protein	0.988	Possessing mitochondrial presequence	18(MPP)	0.278	12-16	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01060C_A Protein	0.000	No mitochondrial presequence	23(MPP)	-0.130		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01070C_A Protein	0.000	No mitochondrial presequence	42(MPP)	0.071	91-95	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01080C_A Protein	0.000	No mitochondrial presequence	26(MPP)	0.115		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01100W_A Protein	0.012	No mitochondrial presequence	30(MPP)	0.067	3-7	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01110W_A Protein	0.000	No mitochondrial presequence	83(MPP)	-0.012		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01120C_A Protein	0.127	No mitochondrial presequence	14(MPP)	0.143	21-25	20-29-high	-	-	-	-	-	-	25-30	-	-	24-29	-	-	-	-	
C6_01130W_A Protein	0.005	No mitochondrial presequence	9(MPP)	0.111		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01140C_A Protein	0.019	No mitochondrial presequence	23(MPP)	-0.043		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01150W_A Protein	0.004	No mitochondrial presequence	26(MPP)	0.115		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01160W_A Protein	0.000	No mitochondrial presequence	47(MPP)	0.000	44-48	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01170W_A Protein	0.009	No mitochondrial presequence	6(MPP)	0.333	92-96	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01180C_A Protein	0.000	No mitochondrial presequence	51(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01190C_A Protein	0.006	No mitochondrial presequence	38(MPP)	0.000	93-97	17-26-low	-	-	-	-	-	-	-	23-28	-	-	-	-	-	-	
C6_01200W_A Protein	0.000	No mitochondrial presequence	36(MPP)	-0.139		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01210W_A Protein	0.000	No mitochondrial presequence	22(MPP)	0.182	74-78	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01220C_A Protein	0.003	No mitochondrial presequence	15(MPP)	0.067	12-16	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01250W_A Protein	0.133	No mitochondrial presequence	95(MPP)	0.032	70-74	10-19-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	-	
C6_01260W_A Protein	0.003	No mitochondrial presequence	62(MPP)	0.032	16-20	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01280W_A Protein	0.034	No mitochondrial presequence	49(MPP)	0.082		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01290C_A Protein	0.000	No mitochondrial presequence	46(MPP)	-0.087		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01300W_A Protein	0.317	No mitochondrial presequence	14(MPP)	0.143		12-21-low	-	-	-	-	-	-	11-16	-	-	10-15	-	-	-	-	
C6_01310W_A Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01320W_A Protein	0.004	No mitochondrial presequence	14(MPP)	-0.071		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01330C_A Protein	0.003	No mitochondrial presequence	43(MPP)	0.000	40-44	21-30-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
C6_01340C_A Protein	0.176	No mitochondrial presequence	15(MPP)	0.067	12-16	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01350W_A Protein	0.000	No mitochondrial presequence	32(MPP)	0.219		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01360W_A Protein	0.202	No mitochondrial presequence	20(MPP), 21(Icp55)	0.200	5-9,12-16,35-39,55-59,88-92	5-14-high	-	-	-	-	-	-	-	-	-	-	-	4-9	5-10	-	
C6_01370W_A Protein	0.151	No mitochondrial presequence	24(MPP)	0.083		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01380C_A Protein	0.000	No mitochondrial presequence	27(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01390W_A Protein	0.212	No mitochondrial presequence	17(MPP)	0.294		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01400W_A Protein	0.018	No mitochondrial presequence	26(MPP)	0.115		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01410C_A Protein	0.014	No mitochondrial presequence	41(MPP)	0.073		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01420C_A Protein	0.005	No mitochondrial presequence	35(MPP)	0.057	54-58	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01430C_A Protein	0.000	No mitochondrial presequence	47(MPP)	-0.021		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01440C_A Protein	0.000	No mitochondrial presequence	33(MPP)	-0.091		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01450C_A Protein	0.004	No mitochondrial presequence	18(MPP)	0.111		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01460C_A Protein	0.006	No mitochondrial presequence	45(MPP), 46(Icp55)	0.089		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01470W_A Protein	0.000	No mitochondrial presequence	12(MPP)	0.083	86-90	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01480W_A Protein	0.000	No mitochondrial presequence	80(MPP)	0.025		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01490C_A Protein	0.009	No mitochondrial presequence	28(MPP)	0.071		2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01510W_A Protein	0.000	No mitochondrial presequence	43(MPP)	0.070		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01520W_A Protein	0.017	No mitochondrial presequence	27(MPP)	0.037	24-28	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01530C_A Protein	0.000	No mitochondrial presequence	33(MPP)	0.152		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01560W_A Protein	0.000	No mitochondrial presequence	11(MPP), 12(Icp55)	0.091	55-59	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01570C_A Protein	0.013	No mitochondrial presequence	32(MPP), 33(Icp55)	0.156		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01590W_A Protein	0.127	No mitochondrial presequence	19(MPP), 20(Icp55)	0.263	81-85	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01600W_A Protein	0.041	No mitochondrial presequence	8(MPP)	0.500	36-40,39-43	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01610W_A Protein	0.000	No mitochondrial presequence	28(MPP)	-0.107		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01620W_A Protein	0.000	No mitochondrial presequence	88(MPP)	0.034		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01630W_A Protein	0.000	No mitochondrial presequence	85(MPP)	-0.071		6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01640W_A Protein	0.000	No mitochondrial presequence	49(MPP)	0.041	33-37	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01650C_A Protein	0.043	No mitochondrial presequence	59(MPP)	0.051	9-13	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01660C_A Protein	0.023	No mitochondrial presequence	47(MPP)	0.043	16-20,41-45,44-48	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01670W_A Protein	0.988	Possessing mitochondrial presequence	11(MPP)	0.273	1-5	4-13-low	-	-	-	-	1-6	-	-	-	-	22-27	-	-	-	-	
C6_01680C_A Protein	0.000	No mitochondrial presequence	67(MPP)	-0.045		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01690W_A Protein	0.004	No mitochondrial presequence	68(MPP)	0.044		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01700W_A Protein	0.428	Possessing mitochondrial presequence	21(MPP)	0.333	26-30	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01710C_A Protein	0.062	No mitochondrial presequence	51(MPP)	0.118	33-37	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01720C_A Protein	0.000	No mitochondrial presequence	55(MPP)	0.055	34-38	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01730W_A Protein	0.014	No mitochondrial presequence	67(MPP)	0.075	53-57,64-68	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01740C_A Protein	0.030	No mitochondrial presequence	8(MPP)	0.125	19-23,64-68	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01750C_A Protein	0.066	No mitochondrial presequence	20(MPP)	0.100	8-12	4-13-high	-	-	-	-	-	-	-	-	-	-	-	7-12	-	-	
C6_01760W_A Protein	0.000	No mitochondrial presequence	64(MPP)	0.094		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01770W_A Protein	0.000	No mitochondrial presequence	42(MPP)	0.024	26-30,95-99	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01780C_A Protein	0.000	No mitochondrial presequence	54(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01790C_A Protein	0.004	No mitochondrial presequence	57(MPP)	0.246		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01810W_A Protein	0.000	No mitochondrial presequence	22(MPP)	0.000	76-80	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01820C_A Protein	0.185	No mitochondrial presequence	17(MPP)	0.000	7-11,51-55	7-16-high	-	-	-	-	-	-	-	-	-	-	11-16	-	-	-	
C6_01830W_A Protein	0.022	No mitochondrial presequence	51(MPP)	0.078	1-5,64-68	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01840C_A Protein	0.424	Possessing mitochondrial presequence	30(MPP)	0.067		17-26-low	-	14-19	-	-	-	-	21-26	-	-	-	-	-	-	-	
C6_01850W_A Protein	0.005	No mitochondrial presequence	18(MPP)	-0.278		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01860C_A Protein	0.017	No mitochondrial presequence	40(MPP)	-0.075	37-41	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01870C_A Protein	0.000	No mitochondrial presequence	53(MPP)	-0.208		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01880W_A Protein	0.000	No mitochondrial presequence	89(MPP)	0.034	35-39,92-96,95-99	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01890C_A Protein	0.000	No mitochondrial presequence	25(MPP)	-0.160		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01900C_A Protein	0.000	No mitochondrial presequence	61(MPP)	-0.098	93-97	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01910W_A Protein	0.000	No mitochondrial presequence	36(MPP)	0.028	59-63,82-86	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01920C_A Protein	0.006	No mitochondrial presequence	48(MPP)	-0.062	66-70,86-90	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01930W_A Protein	0.014	No mitochondrial presequence	43(MPP)	0.047	16-20,56-60,85-89,89-93	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01940W_A Protein	0.009	No mitochondrial presequence	25(MPP)	0.120	57-61	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01950C_A Protein	0.005	No mitochondrial presequence	38(MPP)	0.026	12-16,43-47,46-50,50-54	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01960W_A Protein	0.026	No mitochondrial presequence	13(MPP)	0.308		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01970C_A Protein	0.320	No mitochondrial presequence	28(MPP)	0.286	10-14,59-63	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01980C_A Protein	0.683	Possessing mitochondrial presequence	33(MPP), 41(Oct1)	0.121	5-9,30-34,70-74	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_01990W_A Protein	0.013	No mitochondrial presequence	39(MPP)	0.026	3-7,63-67	2-11-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
C6_02000W_A Protein	0.061	No mitochondrial presequence	39(MPP)	0.051	63-67	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02010C_A Protein	0.000	No mitochondrial presequence	44(MPP)	0.000	26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02020C_A Protein	0.013	No mitochondrial presequence	30(MPP)	0.033		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02030C_A Protein	0.307	No mitochondrial presequence	16(MPP)	0.188	30-34,60-64,65-69	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02040W_A Protein	0.045	No mitochondrial presequence	31(MPP), 39(Oct1)	0.065	6-10,91-95	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	6-11	-	
C6_02050W_A Protein	0.000	No mitochondrial presequence	44(MPP)	-0.114	57-61	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02060W_A Protein	0.170	No mitochondrial presequence	36(MPP)	0.056		8-17-high	-	-	-	-	-	-	7-12	-	-	-	-	-	-	6-11	
C6_02070C_A Protein	0.020	No mitochondrial presequence	33(MPP)	0.061		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02080W_A Protein	0.142	No mitochondrial presequence	29(MPP), 37(Oct1)	0.069	1-5,15-19,26-30	6-15-high	-	-	-	-	-	-	10-15	-	-	-	-	-	-	9-14	
C6_02090C_A Protein	0.004	No mitochondrial presequence	15(MPP)	0.000	23-27	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02100W_A Protein	0.167	No mitochondrial presequence	23(MPP)	0.087		14-23-low	-	-	-	-	-	-	-	20-25	-	-	-	-	-	19-24	
C6_02110W_A Protein	0.000	No mitochondrial presequence	19(MPP)	-0.053	96-100	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02120W_A Protein	0.000	No mitochondrial presequence	64(MPP)	-0.062		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02130C_A Protein	0.000	No mitochondrial presequence	18(MPP)	-0.333	88-92	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02140W_A Protein	0.004	No mitochondrial presequence	81(MPP)	0.012	40-44	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02150C_A Protein	0.764	Possessing mitochondrial presequence	24(MPP)	0.167	8-12	17-27-high	-	-	-	-	-	-	-	21-26	-	-	-	-	-	-	
C6_02160W_A Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02170C_A Protein	0.000	No mitochondrial presequence	20(MPP)	-0.050		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02180W_A Protein	0.007	No mitochondrial presequence	12(MPP)	0.000	9-13	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02190C_A Protein	0.000	No mitochondrial presequence	72(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02200C_A Protein	0.071	No mitochondrial presequence	54(MPP)	0.074		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02210W_A Protein	0.014	No mitochondrial presequence	29(MPP)	0.034		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02220W_A Protein	0.006	No mitochondrial presequence	66(MPP)	0.000	36-40,77-81	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02230W_A Protein	0.024	No mitochondrial presequence	38(MPP)	0.184		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02240C_A Protein	0.005	No mitochondrial presequence	27(MPP)	0.111	13-17	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02250W_A Protein	0.509	Possessing mitochondrial presequence	31(MPP)	0.161		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02260C_A Protein	0.004	No mitochondrial presequence	81(MPP)	0.049	60-64	4-13-low	-	-	-	-	-	-	-	5-10	-	-	-	-	-	-	
C6_02270C_A Protein	0.000	No mitochondrial presequence	56(MPP)	0.125		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02280W_A Protein	0.000	No mitochondrial presequence	28(MPP)	0.036		20-29-low	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
C6_02290C_A Protein	0.000	No mitochondrial presequence	22(MPP)	0.045		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02300C_A Protein	0.000	No mitochondrial presequence	81(MPP)	-0.074		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02310W_A Protein	0.000	No mitochondrial presequence	53(MPP)	-0.057	63-67,82-86	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02320C_A Protein	0.027	No mitochondrial presequence	11(MPP)	0.182		3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02330W_A Protein	0.000	No mitochondrial presequence	10(MPP)	0.300	10-14	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	10-15	-	
C6_02340W_A Protein	0.009	No mitochondrial presequence	70(MPP)	0.071	55-59,67-71	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02350C_A Protein	0.000	No mitochondrial presequence	28(MPP)	0.321		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02360W_A Protein	0.003	No mitochondrial presequence	23(MPP)	0.000	13-17,51-55	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02370C_A Protein	0.939	Possessing mitochondrial presequence	34(MPP), 42(Oct1)	0.088		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02380W_A Protein	0.448	Possessing mitochondrial presequence	20(MPP)	0.200	1-5	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02410W_A Protein	0.551	Possessing mitochondrial presequence	8(MPP)	0.250	5-9	1-10-high	-	-	-	-	-	-	-	1-6	-	-	-	-	5-10	-	
C6_02420W_A Protein	0.078	No mitochondrial presequence	31(MPP)	0.097	7-11,44-48	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02430W_A Protein	0.015	No mitochondrial presequence	7(MPP)	0.429	91-95	16-25-low	-	7-12	-	-	-	-	-	-	-	-	1-6	-	-	-	
C6_02440C_A Protein	0.106	No mitochondrial presequence	24(MPP)	0.042		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02450W_A Protein	0.065	No mitochondrial presequence	26(MPP), 27(Icp55)	0.231	32-36,48-52	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02460C_A Protein	0.470	Possessing mitochondrial presequence	15(MPP)	0.200		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02470W_A Protein	0.000	No mitochondrial presequence	68(MPP)	0.059	56-60,94-98	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02480W_A Protein	0.000	No mitochondrial presequence	32(MPP)	0.125	75-79	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02490C_A Protein	0.016	No mitochondrial presequence	32(MPP)	0.156		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02500C_A Protein	0.969	Possessing mitochondrial presequence	9(MPP), 17(Oct1)	0.333	65-69	15-24-high	8-13	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02510C_A Protein	0.003	No mitochondrial presequence	10(MPP)	0.300	60-64	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02520W_A Protein	0.925	Possessing mitochondrial presequence	16(MPP)	0.250		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02530C_A Protein	0.000	No mitochondrial presequence	29(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02540C_A Protein	0.048	No mitochondrial presequence	48(MPP)	0.167	45-49	17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02550W_A Protein	0.007	No mitochondrial presequence	65(MPP)	0.000	62-66,65-69	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C6_02560W_A Protein	0.000	No mitochondrial presequence	39(MPP)	0.051	54-58,85-89	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
