Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
YML047C Ntermext	0.003	No mitochondrial presequence	74(MPP)	0.014	39-43,52-56,74-78	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML046W Ntermext	0.031	No mitochondrial presequence	60(MPP)	-0.017		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML043C Ntermext	0.449	Possessing mitochondrial presequence	12(MPP), 13(Icp55)	0.083		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML042W Ntermext	0.020	No mitochondrial presequence	38(MPP), 39(Icp55)	0.158	30-34	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML041C Ntermext	0.010	No mitochondrial presequence	44(MPP), 45(Icp55)	0.045		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML038C Ntermext	0.127	No mitochondrial presequence	53(MPP)	0.057	13-17,23-27,50-54	6-17-high	-	-	-	-	-	-	-	-	-	-	-	12-17,22-27	-	-	
YML037C Ntermext	0.000	No mitochondrial presequence	69(MPP)	-0.072		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML036W Ntermext	0.018	No mitochondrial presequence	21(MPP)	0.048		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML035C Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.143	2-6	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML034C Ntermext	0.000	No mitochondrial presequence	51(MPP)	0.039		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML034W Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.000	22-26,57-61	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML032C Ntermext	0.044	No mitochondrial presequence	18(MPP)	0.056		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML031C Ntermext	0.229	No mitochondrial presequence	54(MPP), 62(Oct1)	0.074	47-51,51-55	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML031W Ntermext	0.317	No mitochondrial presequence	34(MPP)	0.088	27-31,31-35	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML030W Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.286		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML029W Ntermext	0.024	No mitochondrial presequence	9(MPP)	0.111	45-49	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML028W Ntermext	0.016	No mitochondrial presequence	12(MPP)	0.083		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML027W Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.000		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML026C Ntermext	0.110	No mitochondrial presequence	54(MPP)	0.074	1-5,48-52,51-55	11-20-low	3-8	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML025C Ntermext	0.978	Possessing mitochondrial presequence	19(MPP)	0.211	77-81	8-17-high	-	-	-	-	-	-	-	10-15	-	-	-	-	-	9-14	
YML024W Ntermext	0.355	No mitochondrial presequence	24(MPP)	0.167	30-34,35-39	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML023C Ntermext	0.000	No mitochondrial presequence	28(MPP)	-0.036	56-60	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML022W Ntermext	0.191	No mitochondrial presequence	83(MPP)	-0.036	53-57	1-10-high	-	-	-	-	-	-	-	-	-	25-30	-	-	-	-	
YML021C Ntermext	0.387	Possessing mitochondrial presequence	19(MPP)	0.105		2-11-low	-	-	-	-	-	-	-	-	14-19	-	13-18	-	-	-	
YML020W Ntermext	0.025	No mitochondrial presequence	59(MPP)	0.102	25-29,34-38	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML019W Ntermext	0.106	No mitochondrial presequence	70(MPP)	0.014		11-21-high	-	-	-	-	-	-	-	-	14-19	-	13-18	-	-	-	
YML018C Ntermext	0.011	No mitochondrial presequence	13(MPP)	0.154		1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML017W Ntermext	0.000	No mitochondrial presequence	68(MPP)	-0.132		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML016C Ntermext	0.000	No mitochondrial presequence	49(MPP)	0.204		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML015C Ntermext	0.000	No mitochondrial presequence	73(MPP)	-0.055		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML014W Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.067	14-18	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML013W Ntermext	0.000	No mitochondrial presequence	41(MPP)	-0.195	38-42,53-57	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML012C Ntermext	0.007	No mitochondrial presequence	11(MPP)	0.273		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML012W Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.571		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML011C Ntermext	0.000	No mitochondrial presequence	49(MPP)	-0.143	29-33,46-50,59-63,78-82	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML010W Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.164		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML009W Ntermext	0.000	No mitochondrial presequence	73(MPP)	0.041	21-25,42-46	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML009C Ntermext	0.010	No mitochondrial presequence	7(MPP)	0.286	79-83	14-25-low	-	-	-	-	-	-	-	-	-	25-30	-	-	-	-	
YML009C Ntermext	0.245	No mitochondrial presequence	32(MPP)	0.125	18-22,29-33	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML008C Ntermext	0.012	No mitochondrial presequence	16(MPP)	0.062	43-47,91-95	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML007C Ntermext	0.323	No mitochondrial presequence	28(MPP)	0.143	12-16,18-22,32-36	8-17-high	-	-	-	-	-	25-30	-	-	-	24-29	-	-	-	-	
YML007W Ntermext	0.000	No mitochondrial presequence	71(MPP)	0.028	77-81	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML006C Ntermext	0.013	No mitochondrial presequence	74(MPP)	0.041	71-75	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML005W Ntermext	0.000	No mitochondrial presequence	17(MPP)	-0.118		16-25-high	-	-	-	-	-	17-22	-	-	-	-	-	-	-	-	
YML004C Ntermext	0.052	No mitochondrial presequence	7(MPP)	0.143		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML003W Ntermext	0.012	No mitochondrial presequence	42(MPP)	0.095	30-34	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML002W Ntermext	0.034	No mitochondrial presequence	5(MPP)	0.200	12-16	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YML001W Ntermext	0.030	No mitochondrial presequence	29(MPP)	0.172	9-13,26-30	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR001C Ntermext	0.082	No mitochondrial presequence	47(MPP)	0.149	95-99	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR001C Ntermext	0.011	No mitochondrial presequence	18(MPP)	0.000		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR002W Ntermext	0.768	Possessing mitochondrial presequence	21(MPP)	0.286		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR003W Ntermext	0.017	No mitochondrial presequence	51(MPP)	0.078	10-14,48-52	10-21-high	12-17	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR004W Ntermext	0.000	No mitochondrial presequence	76(MPP)	-0.197		8-17-low	23-28	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR005W Ntermext	0.000	No mitochondrial presequence	88(MPP)	0.011		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR006C Ntermext	0.150	No mitochondrial presequence	31(MPP)	0.161		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR007W Ntermext	0.572	Possessing mitochondrial presequence	28(MPP)	0.286	65-69,73-77	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR008C Ntermext	0.000	No mitochondrial presequence	45(MPP)	-0.067	96-100	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR009W Ntermext	0.000	No mitochondrial presequence	54(MPP)	-0.074	1-5,36-40	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR010W Ntermext	0.000	No mitochondrial presequence	14(MPP)	-0.071		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR011W Ntermext	0.000	No mitochondrial presequence	90(MPP)	-0.022		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR012W Ntermext	0.000	No mitochondrial presequence	12(MPP)	-0.083		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR013C Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.068		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR013C Ntermext	0.096	No mitochondrial presequence	16(MPP)	0.000	13-17,17-21	9-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR013W Ntermext	0.103	No mitochondrial presequence	15(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR014W Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.000	51-55,71-75,86-90	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR015C Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.000	50-54	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR016C Ntermext	0.003	No mitochondrial presequence	19(MPP)	0.105		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR017W Ntermext	0.330	No mitochondrial presequence	23(MPP)	0.217	3-7,10-14	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR018W Ntermext	0.010	No mitochondrial presequence	44(MPP)	-0.023		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR019W Ntermext	0.000	No mitochondrial presequence	19(MPP)	-0.053	21-25,85-89	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR020W Ntermext	0.112	No mitochondrial presequence	60(MPP)	0.117		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR021C Ntermext	0.284	No mitochondrial presequence	25(MPP)	0.160		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR022W Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.143		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR023C Ntermext	0.034	No mitochondrial presequence	31(MPP)	0.000	86-90	7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR024W Ntermext	0.987	Possessing mitochondrial presequence	32(MPP), 33(Icp55)	0.188	8-12	8-19-high	-	-	-	-	-	-	-	-	6-11	-	-	-	-	-	
YMR025W Ntermext	0.000	No mitochondrial presequence	64(MPP)	-0.125	58-62	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR026C Ntermext	0.092	No mitochondrial presequence	17(MPP)	0.059	57-61,72-76	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR027W Ntermext	0.046	No mitochondrial presequence	7(MPP)	0.143		3-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR028W Ntermext	0.000	No mitochondrial presequence	28(MPP)	-0.036	41-45,52-56	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR029C Ntermext	0.015	No mitochondrial presequence	49(MPP)	0.000	26-30	21-30-low	-	-	1-6	-	-	-	-	-	-	-	-	-	-	-	
YMR030W Ntermext	0.008	No mitochondrial presequence	11(MPP)	0.182	44-48	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR031C Ntermext	0.008	No mitochondrial presequence	25(MPP)	0.000		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR031W Ntermext	0.000	No mitochondrial presequence	51(MPP)	-0.059		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR032W Ntermext	0.004	No mitochondrial presequence	52(MPP)	-0.019		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR030W Ntermext	0.249	No mitochondrial presequence	22(MPP)	0.136		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR033W Ntermext	0.012	No mitochondrial presequence	26(MPP)	0.115		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR034C Ntermext	0.265	No mitochondrial presequence	38(MPP)	0.105	8-12,35-39	12-21-high	-	-	-	-	-	-	-	12-17	-	11-16	-	-	-	-	
YMR035W Ntermext	0.831	Possessing mitochondrial presequence	21(MPP)	0.095	42-46	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR036C Ntermext	0.000	No mitochondrial presequence	47(MPP)	-0.064		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR037C Ntermext	0.014	No mitochondrial presequence	31(MPP)	0.129		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR038C Ntermext	0.000	No mitochondrial presequence	72(MPP)	-0.042		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR039C Ntermext	0.023	No mitochondrial presequence	16(MPP)	0.250	5-9	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR040W Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.059	31-35,96-100	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR041C Ntermext	0.000	No mitochondrial presequence	68(MPP), 69(Icp55)	-0.088	40-44,65-69	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR042W Ntermext	0.000	No mitochondrial presequence	36(MPP), 37(Icp55)	-0.028		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR043W Ntermext	0.016	No mitochondrial presequence	18(MPP)	0.389	74-78	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR044W Ntermext	0.105	No mitochondrial presequence	12(MPP)	0.250		4-13-high	-	-	-	-	-	-	9-14	-	-	-	-	-	-	8-13	
YMR046W Ntermext	0.000	No mitochondrial presequence	49(MPP)	0.000	8-12	16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR047C Ntermext	0.003	No mitochondrial presequence	9(MPP)	0.111		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR048W Ntermext	0.000	No mitochondrial presequence	53(MPP)	-0.094	59-63	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR049C Ntermext	0.000	No mitochondrial presequence	22(MPP)	0.273	84-88	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR052W Ntermext	0.000	No mitochondrial presequence	40(MPP)	0.000	15-19,37-41,74-78	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	15-20	-	
YMR052C Ntermext	0.023	No mitochondrial presequence	79(MPP)	0.051	31-35,54-58,65-69,69-73,83-87,93-97	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR053C Ntermext	0.000	No mitochondrial presequence	29(MPP), 30(Icp55)	-0.069	26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR054W Ntermext	0.003	No mitochondrial presequence	12(MPP)	-0.083	66-70	2-11-high	-	-	-	-	-	-	-	-	-	8-13	-	-	-	-	
YMR055C Ntermext	0.004	No mitochondrial presequence	44(MPP)	-0.023		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR056C Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.333		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR057C Ntermext	0.084	No mitochondrial presequence	23(MPP)	0.087	36-40	3-12-low	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
YMR058W Ntermext	0.003	No mitochondrial presequence	44(MPP)	0.000		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR059W Ntermext	0.036	No mitochondrial presequence	21(MPP)	0.286		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR060C Ntermext	0.000	No mitochondrial presequence	9(MPP)	0.000	38-42	11-21-high	-	-	-	16-21	-	-	-	-	-	-	-	-	-	-	
YMR061W Ntermext	0.000	No mitochondrial presequence	7(MPP), 15(Oct1)	-0.143	21-25	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR062C Ntermext	0.941	Possessing mitochondrial presequence	7(MPP)	0.143	19-23	11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR063W Ntermext	0.023	No mitochondrial presequence	7(MPP)	0.143	10-14,34-38	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR064W Ntermext	0.171	No mitochondrial presequence	19(MPP)	0.105		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR065W Ntermext	0.054	No mitochondrial presequence	33(MPP)	0.061	13-17,60-64	21-30-high	15-20	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR066W Ntermext	0.947	Possessing mitochondrial presequence	21(MPP)	0.190	89-93	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR067C Ntermext	0.010	No mitochondrial presequence	60(MPP)	0.017		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR068W Ntermext	0.718	Possessing mitochondrial presequence	28(MPP)	0.071	25-29,82-86	4-17-low	-	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	
YMR069W Ntermext	0.009	No mitochondrial presequence	26(MPP)	0.115	33-37	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR070W Ntermext	0.003	No mitochondrial presequence	15(MPP)	0.000		2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR071C Ntermext	0.000	No mitochondrial presequence	30(MPP)	0.067	27-31,75-79	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR072W Ntermext	0.996	Possessing mitochondrial presequence	10(MPP), 18(Oct1)	0.100	73-77	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR073C Ntermext	0.018	No mitochondrial presequence	30(MPP)	0.033	1-5,86-90	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR074C Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.000	92-96	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR075W Ntermext	0.000	No mitochondrial presequence	39(MPP)	0.154		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR075C Ntermext	0.035	No mitochondrial presequence	37(MPP), 38(Icp55)	0.054	34-38,66-70	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR076C Ntermext	0.018	No mitochondrial presequence	86(MPP), 87(Icp55)	0.012	83-87	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR077C Ntermext	0.106	No mitochondrial presequence	12(MPP)	0.083		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR078C Ntermext	0.000	No mitochondrial presequence	86(MPP)	-0.023		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR079W Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.098	40-44,58-62	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR080C Ntermext	0.000	No mitochondrial presequence	23(MPP)	0.087		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR081C Ntermext	0.000	No mitochondrial presequence	12(MPP)	-0.083		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR082C Ntermext	0.103	No mitochondrial presequence	19(MPP)	0.053	87-91	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR083W Ntermext	0.999	Possessing mitochondrial presequence	24(MPP)	0.208		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR084W Ntermext	0.028	No mitochondrial presequence	21(MPP)	0.190		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR085W Ntermext	0.122	No mitochondrial presequence	15(MPP)	0.133	50-54,54-58,65-69	1-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR086W Ntermext	0.256	No mitochondrial presequence	15(MPP)	0.267	9-13,36-40	6-15-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
YMR086C Ntermext	0.203	No mitochondrial presequence	22(MPP)	0.136	96-100	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR087W Ntermext	0.008	No mitochondrial presequence	34(MPP)	0.118	62-66	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR088C Ntermext	0.117	No mitochondrial presequence	29(MPP)	0.138	3-7,89-93	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR089C Ntermext	0.975	Possessing mitochondrial presequence	22(MPP)	0.273	6-10,10-14,77-81	6-15-high	-	-	-	-	-	-	-	-	-	-	-	9-14	6-11	-	
YMR090W Ntermext	0.008	No mitochondrial presequence	7(MPP)	0.286	30-34,84-88	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR091C Ntermext	0.000	No mitochondrial presequence	18(MPP)	-0.167		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR092C Ntermext	0.000	No mitochondrial presequence	20(MPP), 21(Icp55)	0.050	43-47	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR093W Ntermext	0.281	No mitochondrial presequence	29(MPP), 30(Icp55)	0.138		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR094W Ntermext	0.006	No mitochondrial presequence	10(MPP)	0.100	63-67,85-89	10-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR095C Ntermext	0.011	No mitochondrial presequence	35(MPP), 36(Icp55)	0.114	32-36	7-16-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
YMR096W Ntermext	0.000	No mitochondrial presequence	71(MPP)	0.028	94-98	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR097C Ntermext	0.012	No mitochondrial presequence	10(MPP)	0.300	45-49,72-76,82-86	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR098C Ntermext	0.046	No mitochondrial presequence	15(MPP)	0.267	18-22,86-90	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR099C Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR100W Ntermext	0.004	No mitochondrial presequence	23(MPP), 24(Icp55)	0.217	78-82	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR101C Ntermext	0.131	No mitochondrial presequence	37(MPP)	0.189	34-38,53-57,77-81	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR102C Ntermext	0.011	No mitochondrial presequence	73(MPP)	-0.041		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR103C Ntermext	0.426	Possessing mitochondrial presequence	37(MPP)	0.162	34-38,40-44,47-51	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR104C Ntermext	0.047	No mitochondrial presequence	15(MPP)	0.067		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR105C Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.040	71-75,83-87	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR105W Ntermext	0.012	No mitochondrial presequence	43(MPP)	0.023	25-29	17-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR106C Ntermext	0.000	No mitochondrial presequence	58(MPP)	0.069		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR107W Ntermext	0.000	No mitochondrial presequence	61(MPP)	0.049		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR108W Ntermext	0.117	No mitochondrial presequence	71(MPP), 79(Oct1)	0.197	47-51,51-55,68-72	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR109W Ntermext	0.160	No mitochondrial presequence	37(MPP)	0.189	12-16,86-90	11-20-low	-	-	-	-	-	-	-	-	-	-	18-23	-	-	-	
YMR110C Ntermext	0.003	No mitochondrial presequence	26(MPP)	-0.038	53-57,94-98	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR111C Ntermext	0.000	No mitochondrial presequence	38(MPP), 46(Oct1)	-0.132	52-56	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR112C Ntermext	0.009	No mitochondrial presequence	27(MPP)	-0.037		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR113W Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.029	19-23,35-39	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR114C Ntermext	0.000	No mitochondrial presequence	72(MPP)	-0.042	2-6	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR115W Ntermext	0.996	Possessing mitochondrial presequence	34(MPP)	0.176	19-23	7-16-low	-	-	-	-	-	-	-	-	-	-	-	18-23	19-24	-	
YMR116C Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.017		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR117C Ntermext	0.004	No mitochondrial presequence	19(MPP)	0.105		20-29-low	-	15-20	-	-	-	-	-	-	-	-	-	-	-	-	
YMR118C Ntermext	0.290	No mitochondrial presequence	13(MPP)	0.000		5-14-high	-	12-17	-	-	-	10-15	-	-	-	-	-	-	-	-	
YMR119W Ntermext	0.085	No mitochondrial presequence	30(MPP), 31(Icp55)	0.067		11-20-low	-	-	-	-	-	-	6-11	-	-	5-10	-	-	-	-	
YMR119W Ntermext	0.252	No mitochondrial presequence	16(MPP)	0.188	5-9,13-17,34-38,94-98	12-22-low	-	-	-	-	13-18	16-21	-	-	-	-	-	4-9	-	-	
YMR120C Ntermext	0.011	No mitochondrial presequence	51(MPP), 52(Icp55)	0.039		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR121C Ntermext	0.016	No mitochondrial presequence	21(MPP)	0.048	7-11,34-38,49-53,67-71	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YMR122C Ntermext	0.316	No mitochondrial presequence	76(MPP), 84(Oct1)	0.066	73-77	8-17-high	-	-	-	-	-	-	-	-	-	7-12	-	-	-	-	
