# Mitofates predictions for S. pombe 972h-
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
SPBC3B9.08c Protein	0.015	No mitochondrial presequence	8(MPP), 9(Icp55)	0.000	5-9,30-34,59-63	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.09 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.125		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.10 Protein	0.000	No mitochondrial presequence	10(MPP)	-0.200	34-38	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.22c Protein	0.019	No mitochondrial presequence	30(MPP)	-0.033	13-17	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.11c Protein	0.000	No mitochondrial presequence	90(MPP)	-0.011		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.12 Protein	0.205	No mitochondrial presequence	18(MPP), 26(Oct1)	0.056	93-97	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.13c Protein	0.000	No mitochondrial presequence	6(MPP)	-0.167	30-34,46-50	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.14c Protein	0.969	Possessing mitochondrial presequence	14(MPP)	0.214	44-48,88-92	3-15-high	24-29	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.15c Protein	0.425	Possessing mitochondrial presequence	14(MPP), 15(Icp55)	0.286		11-20-high	-	-	-	-	-	-	-	15-20	-	-	-	-	-	-	
SPBC3B9.16c Protein	0.000	No mitochondrial presequence	82(MPP), 83(Icp55)	-0.085	4-8	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.17 Protein	0.729	Possessing mitochondrial presequence	34(MPP), 35(Icp55)	0.147		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.18c Protein	0.000	No mitochondrial presequence	8(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC222.15 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	0.129	17-21,50-54	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.19 Protein	0.996	Possessing mitochondrial presequence	7(MPP), 15(Oct1)	0.143	4-8	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.01 Protein	0.819	Possessing mitochondrial presequence	46(MPP)	0.152		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.03c Protein	0.010	No mitochondrial presequence	40(MPP)	0.075	12-16,22-26,25-29,42-46	10-19-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
SPBC215.02 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.095		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.04 Protein	0.000	No mitochondrial presequence	18(MPP)	-0.056		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.05 Protein	0.006	No mitochondrial presequence	23(MPP)	0.130	37-41	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC222.18 Protein	0.255	No mitochondrial presequence	24(MPP)	0.083	41-45,57-61	21-30-high	-	-	-	-	-	-	-	-	-	20-25	-	-	-	-	
SPBC215.06c Protein	0.004	No mitochondrial presequence	23(MPP)	0.043		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.07c Protein	0.000	No mitochondrial presequence	28(MPP)	-0.143		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.08c Protein	0.844	Possessing mitochondrial presequence	49(MPP), 57(Oct1)	0.122	8-12,15-19,86-90	8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.09c Protein	0.000	No mitochondrial presequence	14(MPP)	0.000	86-90	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.10 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.023	46-50	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.11c Protein	0.000	No mitochondrial presequence	35(MPP)	0.057		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.12 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.345		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC222.16c Protein	0.000	No mitochondrial presequence	94(MPP)	-0.064	82-86	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.13 Protein	0.008	No mitochondrial presequence	59(MPP)	0.017	60-64	14-23-low	-	-	-	-	-	-	24-29	-	-	23-28	-	-	-	-	
SPBC215.14c Protein	0.000	No mitochondrial presequence	58(MPP)	0.103	43-47,55-59,61-65	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.15 Protein	0.004	No mitochondrial presequence	51(MPP)	-0.078		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.01c Protein	0.000	No mitochondrial presequence	11(MPP)	0.455		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.02 Protein	0.000	No mitochondrial presequence	79(MPP)	-0.139		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.03 Protein	0.055	No mitochondrial presequence	49(MPP)	0.184		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F8.07c Protein	0.000	No mitochondrial presequence	69(MPP)	-0.058	16-20	10-19-low	-	-	-	-	-	-	-	-	-	-	-	15-20	-	-	
SPAC821.03c Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	-0.065		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.04 Protein	0.583	Possessing mitochondrial presequence	48(MPP), 49(Icp55)	0.125	39-43,46-50	1-10-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-	
SPBC1347.05c Protein	0.008	No mitochondrial presequence	46(MPP), 47(Icp55)	0.000	5-9,40-44	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.06c Protein	0.003	No mitochondrial presequence	47(MPP)	0.064		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.07 Protein	0.952	Possessing mitochondrial presequence	21(MPP), 22(Icp55)	0.190		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.08c Protein	0.012	No mitochondrial presequence	31(MPP)	0.065		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.09 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.020	28-32	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.10 Protein	0.000	No mitochondrial presequence	59(MPP), 60(Icp55)	-0.034		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.04c Protein	0.004	No mitochondrial presequence	16(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.11 Protein	0.578	Possessing mitochondrial presequence	27(MPP)	0.148		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.14c Protein	0.027	No mitochondrial presequence	59(MPP)	0.068		5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.12 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.048	30-34	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.13c Protein	0.127	No mitochondrial presequence	26(MPP)	0.269		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.12 Protein	1.000	Possessing mitochondrial presequence	26(MPP)	0.269	10-14	8-17-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
SPBC56F2.11 Protein	0.000	No mitochondrial presequence	94(MPP)	-0.053	71-75	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.10c Protein	0.000	No mitochondrial presequence	94(MPP)	-0.011	88-92	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.09c Protein	0.895	Possessing mitochondrial presequence	16(MPP), 17(Icp55)	0.312	1-5	11-20-high	-	-	2-7	-	1-6	-	-	-	-	-	-	-	-	-	
SPBC56F2.08c Protein	0.000	No mitochondrial presequence	59(MPP)	-0.017	15-19	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.05 Protein	0.000	No mitochondrial presequence	85(MPP)	-0.082		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.07c Protein	0.126	No mitochondrial presequence	23(MPP)	0.174	74-78	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.15 Protein	0.000	No mitochondrial presequence	69(MPP)	0.043		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.06 Protein	0.000	No mitochondrial presequence	8(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.05c Protein	0.000	No mitochondrial presequence	57(MPP)	0.000		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.04 Protein	0.003	No mitochondrial presequence	21(MPP)	0.190	32-36	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.03 Protein	0.000	No mitochondrial presequence	69(MPP)	0.000	52-56,66-70	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.02 Protein	0.741	Possessing mitochondrial presequence	10(MPP)	0.300	41-45	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.01 Protein	0.003	No mitochondrial presequence	47(MPP)	0.021	19-23	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.14 Protein	0.000	No mitochondrial presequence	81(MPP)	0.074		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.01c Protein	0.000	No mitochondrial presequence	27(MPP)	0.037		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.06 Protein	0.000	No mitochondrial presequence	30(MPP)	0.067		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.02 Protein	0.015	No mitochondrial presequence	67(MPP)	0.000	76-80	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.03 Protein	0.000	No mitochondrial presequence	89(MPP)	-0.056		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.04c Protein	0.000	No mitochondrial presequence	56(MPP)	-0.107		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.05 Protein	0.942	Possessing mitochondrial presequence	37(MPP), 38(Icp55)	0.270		4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.06c Protein	0.017	No mitochondrial presequence	20(MPP)	0.150	17-21,94-98	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.07 Protein	0.004	No mitochondrial presequence	8(MPP)	0.000	5-9,56-60	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.08c Protein	0.004	No mitochondrial presequence	27(MPP)	-0.037	82-86	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.09 Protein	0.000	No mitochondrial presequence	37(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.07c Protein	0.013	No mitochondrial presequence	43(MPP)	0.116		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.01 Protein	0.059	No mitochondrial presequence	11(MPP)	0.273	8-12,11-15,22-26,78-82	1-10-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
SPBC14F5.02 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.038		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.03c Protein	0.000	No mitochondrial presequence	59(MPP), 60(Icp55)	-0.051	27-31,45-49,65-69,69-73	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.04c Protein	0.000	No mitochondrial presequence	23(MPP)	0.087	84-88	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.05c Protein	0.000	No mitochondrial presequence	62(MPP)	-0.081	38-42,66-70	18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.06 Protein	0.000	No mitochondrial presequence	87(MPP)	0.057	5-9	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.07 Protein	0.017	No mitochondrial presequence	33(MPP)	-0.030	7-11,60-64,78-82,92-96	3-12-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
SPBC14F5.08 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.038	19-23,28-32,59-63	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.09c Protein	0.073	No mitochondrial presequence	15(MPP)	-0.067	20-24,86-90	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	20-25	-	
SPBC14F5.10c Protein	0.068	No mitochondrial presequence	15(MPP)	0.267	39-43,81-85	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.11c Protein	0.000	No mitochondrial presequence	55(MPP)	-0.073		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.12c Protein	0.028	No mitochondrial presequence	19(MPP)	0.263		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.13c Protein	0.005	No mitochondrial presequence	23(MPP)	-0.043		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.01c Protein	0.006	No mitochondrial presequence	46(MPP), 47(Icp55)	-0.022	12-16,28-32,62-66,72-76,96-100	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.02c Protein	0.032	No mitochondrial presequence	21(MPP)	0.048	62-66	14-24-high	-	-	-	-	-	-	18-23	-	-	-	-	-	-	-	
SPBC3F6.03 Protein	0.000	No mitochondrial presequence	25(MPP)	0.080		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.04c Protein	0.435	Possessing mitochondrial presequence	31(MPP)	0.258		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.08c Protein	0.000	No mitochondrial presequence	49(MPP)	0.122		10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.05 Protein	0.005	No mitochondrial presequence	49(MPP)	0.102		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.01c Protein	0.147	No mitochondrial presequence	20(MPP), 21(Icp55)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.02 Protein	0.000	No mitochondrial presequence	10(MPP)	-0.300	35-39,80-84	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.03 Protein	0.006	No mitochondrial presequence	44(MPP)	0.045		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.04 Protein	0.006	No mitochondrial presequence	14(MPP)	0.286		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.05 Protein	0.000	No mitochondrial presequence	31(MPP)	0.000		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.06c Protein	0.004	No mitochondrial presequence	14(MPP), 15(Icp55)	-0.071		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.01 Protein	0.000	No mitochondrial presequence	73(MPP)	0.000	6-10,70-74	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.02c Protein	0.000	No mitochondrial presequence	53(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.03 Protein	0.019	No mitochondrial presequence	9(MPP)	0.444	47-51,77-81	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.04 Protein	0.388	Possessing mitochondrial presequence	29(MPP)	0.103	12-16,26-30	11-20-high	-	-	-	-	12-17	-	-	-	-	-	-	-	-	-	
SPBC16G5.05c Protein	0.000	No mitochondrial presequence	49(MPP)	0.020		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.06 Protein	0.000	No mitochondrial presequence	51(MPP)	0.059		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.07c Protein	0.998	Possessing mitochondrial presequence	32(MPP)	0.219	1-5,52-56,70-74,85-89	1-14-high	-	-	-	-	-	-	-	-	18-23	-	17-22	-	-	-	
SPAC821.09 Protein	0.013	No mitochondrial presequence	7(MPP)	0.143		5-14-low	-	-	-	-	-	-	4-9	-	-	-	-	-	-	3-8	
SPBC16G5.08 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.059	31-35	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.09 Protein	0.004	No mitochondrial presequence	45(MPP)	0.000	2-6,5-9,30-34	1-10-high	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
SPBC16G5.10 Protein	0.000	No mitochondrial presequence	34(MPP), 35(Icp55)	-0.029		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.11c Protein	0.000	No mitochondrial presequence	17(MPP)	0.059		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.12c Protein	0.228	No mitochondrial presequence	28(MPP)	0.179		10-20-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	11-16	
SPBC16G5.13 Protein	0.000	No mitochondrial presequence	60(MPP)	-0.117	57-61,94-98	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.14c Protein	0.053	No mitochondrial presequence	30(MPP), 31(Icp55)	0.033		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F8.08 Protein	0.070	No mitochondrial presequence	59(MPP)	0.102	36-40,89-93	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.10c Protein	0.000	No mitochondrial presequence	10(MPP)	0.200	1-5	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.15c Protein	0.000	No mitochondrial presequence	36(MPP)	-0.083	79-83	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.16 Protein	0.003	No mitochondrial presequence	71(MPP), 72(Icp55)	0.127	12-16	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.17 Protein	0.013	No mitochondrial presequence	63(MPP)	0.143		1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.18 Protein	0.000	No mitochondrial presequence	15(MPP)	0.067	51-55	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.19 Protein	0.025	No mitochondrial presequence	51(MPP)	0.098	30-34,65-69	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1652.01 Protein	0.000	No mitochondrial presequence	28(MPP)	-0.143		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1652.02 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.060		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.19 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.021	41-45	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.18 Protein	0.000	No mitochondrial presequence	35(MPP)	0.057		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.17c Protein	0.000	No mitochondrial presequence	26(MPP), 27(Icp55)	-0.038		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.16 Protein	0.042	No mitochondrial presequence	56(MPP)	0.036		10-19-low	-	3-8	-	-	-	-	-	-	-	-	21-26	-	-	-	
SPBC16A3.15c Protein	0.004	No mitochondrial presequence	69(MPP)	-0.058		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.14 Protein	0.837	Possessing mitochondrial presequence	22(MPP)	0.182	15-19	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.11 Protein	0.000	No mitochondrial presequence	71(MPP)	-0.028	29-33,53-57	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.13 Protein	0.000	No mitochondrial presequence	43(MPP)	0.023	56-60	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.12c Protein	0.003	No mitochondrial presequence	32(MPP)	0.000	29-33,52-56	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.11 Protein	0.004	No mitochondrial presequence	28(MPP)	0.071	68-72	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.10 Protein	0.000	No mitochondrial presequence	50(MPP)	0.020	64-68	4-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.09c Protein	0.033	No mitochondrial presequence	32(MPP)	-0.031		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.08c Protein	0.000	No mitochondrial presequence	35(MPP)	0.057		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.07c Protein	0.000	No mitochondrial presequence	45(MPP)	0.022	33-37	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.06 Protein	0.000	No mitochondrial presequence	42(MPP)	0.000	94-98	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.05c Protein	0.000	No mitochondrial presequence	56(MPP)	-0.071	66-70	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.12 Protein	0.003	No mitochondrial presequence	83(MPP)	0.072	31-35,34-38,39-43	16-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.04 Protein	0.183	No mitochondrial presequence	12(MPP), 13(Icp55)	0.167	41-45	9-21-high	-	-	-	-	-	-	9-14	-	-	-	-	-	-	-	
SPBC16A3.03c Protein	0.194	No mitochondrial presequence	33(MPP)	0.182	79-83	1-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.02c Protein	0.000	No mitochondrial presequence	20(MPP)	0.050	69-73,85-89	15-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.01 Protein	0.006	No mitochondrial presequence	27(MPP)	-0.074		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.02c Protein	0.000	No mitochondrial presequence	66(MPP)	-0.061	42-46	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.03c Protein	0.000	No mitochondrial presequence	25(MPP)	-0.040		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.04 Protein	0.098	No mitochondrial presequence	35(MPP)	0.086		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.05c Protein	0.006	No mitochondrial presequence	24(MPP)	0.167		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.06c Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.07 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.041		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.13c Protein	0.000	No mitochondrial presequence	50(MPP)	-0.120		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.08 Protein	0.004	No mitochondrial presequence	22(MPP)	0.091	6-10,77-81,93-97	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	6-11	-	
SPBC543.09 Protein	0.405	Possessing mitochondrial presequence	59(MPP)	0.153	20-24,34-38	17-26-high	-	-	-	-	-	-	-	-	-	-	-	19-24	-	-	
SPBC543.10 Protein	0.025	No mitochondrial presequence	33(MPP)	0.061	14-18,18-22,30-34,69-73	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.01c Protein	0.008	No mitochondrial presequence	59(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.14 Protein	0.000	No mitochondrial presequence	69(MPP)	-0.101	20-24,23-27,27-31,48-52,73-77	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.02c Protein	0.020	No mitochondrial presequence	13(MPP)	0.000	10-14	5-14-high	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-	
SPBC16C6.03c Protein	0.000	No mitochondrial presequence	50(MPP)	0.060		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.04 Protein	0.000	No mitochondrial presequence	33(MPP)	0.091		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.05 Protein	0.000	No mitochondrial presequence	95(MPP)	-0.032	46-50,92-96,96-100	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.06 Protein	0.121	No mitochondrial presequence	12(MPP)	0.167	4-8,92-96	13-22-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
SPBC16C6.07c Protein	0.000	No mitochondrial presequence	46(MPP), 47(Icp55)	-0.152		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.08c Protein	0.004	No mitochondrial presequence	60(MPP)	-0.067		4-15-high	-	-	-	-	-	-	3-8	-	-	-	-	-	-	2-7	
SPBC16C6.09 Protein	0.000	No mitochondrial presequence	74(MPP)	0.095	71-75,90-94	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.10 Protein	0.000	No mitochondrial presequence	95(MPP)	-0.063		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.11 Protein	0.659	Possessing mitochondrial presequence	17(MPP)	0.353		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.12c Protein	0.000	No mitochondrial presequence	83(MPP)	0.000	80-84	17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.13c Protein	0.003	No mitochondrial presequence	51(MPP)	0.039		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC244.02c Protein	0.000	No mitochondrial presequence	48(MPP)	-0.021		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC139.01c Protein	0.067	No mitochondrial presequence	74(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
