# Mitofates predictions for N. crassa NC12
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
NCU09692 Protein	0.005	No mitochondrial presequence	10(MPP)	0.200		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09693 Protein	0.003	No mitochondrial presequence	23(MPP)	0.043		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09694 Protein	0.000	No mitochondrial presequence	22(MPP)	0.091		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09695 Protein	0.000	No mitochondrial presequence	28(MPP)	0.000	71-75,84-88,94-98	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09696 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.042	75-79,83-87	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09698 Protein	0.000	No mitochondrial presequence	11(MPP)	-0.182		9-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09699 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026	63-67,89-93	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09700 Protein	0.000	No mitochondrial presequence	82(MPP)	0.000	69-73,79-83	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09702 Protein	0.000	No mitochondrial presequence	86(MPP)	-0.047	8-12	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09703 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.034	26-30	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09704 Protein	0.000	No mitochondrial presequence	25(MPP)	0.040	62-66,84-88	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09705 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.020	47-51	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09706 Protein	0.004	No mitochondrial presequence	9(MPP)	0.444		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09707 Protein	0.000	No mitochondrial presequence	10(MPP)	-0.200	12-16,48-52,52-56,72-76,87-91	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09708 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.237		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09709 Protein	0.000	No mitochondrial presequence	17(MPP)	0.176	77-81	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09710 Protein	0.006	No mitochondrial presequence	25(MPP)	0.080	62-66	21-30-low	-	-	-	-	-	-	-	-	21-26	-	-	-	-	-	
NCU09711 Protein	0.021	No mitochondrial presequence	34(MPP), 35(Icp55)	0.029	7-11,65-69	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09712 Protein	0.016	No mitochondrial presequence	18(MPP)	0.167		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09713 Protein	0.000	No mitochondrial presequence	10(MPP)	0.300		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09714 Protein	0.108	No mitochondrial presequence	13(MPP)	0.077	17-21	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09715 Protein	0.058	No mitochondrial presequence	13(MPP)	0.000		16-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09716 Protein	0.005	No mitochondrial presequence	26(MPP)	0.077	10-14	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09717 Protein	0.767	Possessing mitochondrial presequence	13(MPP), 14(Icp55)	0.231	1-5,59-63,89-93	1-10-high	-	-	-	2-7	-	-	-	-	-	-	-	-	-	-	
NCU09718 Protein	0.000	No mitochondrial presequence	93(MPP)	-0.011		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09719 Protein	0.213	No mitochondrial presequence	25(MPP)	0.160	29-33,38-42	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09720 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09721 Protein	0.037	No mitochondrial presequence	9(MPP)	0.222		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09722 Protein	0.009	No mitochondrial presequence	22(MPP)	0.091	20-24	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09723 Protein	0.000	No mitochondrial presequence	19(MPP)	-0.053	45-49,78-82,82-86,86-90	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09724 Protein	0.000	No mitochondrial presequence	24(MPP)	0.083	50-54,53-57,61-65	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09725 Protein	0.006	No mitochondrial presequence	18(MPP)	0.111		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09726 Protein	0.006	No mitochondrial presequence	16(MPP), 17(Icp55)	0.062		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09727 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.065	39-43	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09728 Protein	0.007	No mitochondrial presequence	15(MPP)	0.133		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09729 Protein	0.000	No mitochondrial presequence	39(MPP)	0.103		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09730 Protein	0.009	No mitochondrial presequence	14(MPP)	0.143	51-55	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09731 Protein	0.500	Possessing mitochondrial presequence	16(MPP)	0.312		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09732 Protein	0.961	Possessing mitochondrial presequence	24(MPP), 25(Icp55)	0.167	21-25	2-11-low	23-28	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09733 Protein	0.014	No mitochondrial presequence	31(MPP)	0.065		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09734 Protein	0.007	No mitochondrial presequence	27(MPP)	0.074	50-54	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09735 Protein	0.011	No mitochondrial presequence	18(MPP)	-0.056	70-74,79-83	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09736 Protein	0.000	No mitochondrial presequence	27(MPP)	-0.037		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09737 Protein	0.018	No mitochondrial presequence	21(MPP)	0.095	85-89	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09738 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.067		9-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09739 Protein	0.079	No mitochondrial presequence	40(MPP)	0.275	80-84	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09740 Protein	0.000	No mitochondrial presequence	20(MPP)	0.000		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09741 Protein	0.000	No mitochondrial presequence	83(MPP)	0.000	80-84	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09742 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		12-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09743 Protein	0.035	No mitochondrial presequence	18(MPP), 19(Icp55)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09744 Protein	0.000	No mitochondrial presequence	30(MPP), 38(Oct1)	-0.067		9-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09745 Protein	0.004	No mitochondrial presequence	32(MPP)	0.031		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09746 Protein	0.000	No mitochondrial presequence	36(MPP)	-0.028	9-13	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09747 Protein	0.000	No mitochondrial presequence	83(MPP)	0.000		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09748 Protein	0.000	No mitochondrial presequence	15(MPP)	0.000	40-44,47-51	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09754 Protein	0.995	Possessing mitochondrial presequence	45(MPP), 46(Icp55)	0.178	1-5,6-10,42-46,73-77,85-89,93-97	6-17-high	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
NCU09755 Protein	0.000	No mitochondrial presequence	58(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09756 Protein	0.006	No mitochondrial presequence	35(MPP)	0.086	2-6	1-10-low	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
NCU09757 Protein	0.000	No mitochondrial presequence	54(MPP), 55(Icp55)	0.037	42-46	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09758 Protein	0.000	No mitochondrial presequence	42(MPP)	0.071		1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09759 Protein	0.000	No mitochondrial presequence	57(MPP)	0.018		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09760 Protein	0.055	No mitochondrial presequence	13(MPP), 14(Icp55)	0.077	10-14	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09761 Protein	0.004	No mitochondrial presequence	6(MPP)	0.333		19-28-low	-	5-10	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09762 Protein	0.012	No mitochondrial presequence	59(MPP)	0.068		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09764 Protein	0.000	No mitochondrial presequence	27(MPP)	0.037		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09765 Protein	0.000	No mitochondrial presequence	30(MPP)	0.000	14-18	2-11-low	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
NCU09766 Protein	0.006	No mitochondrial presequence	57(MPP)	0.088	55-59	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09767 Protein	0.038	No mitochondrial presequence	34(MPP)	0.000	31-35	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09768 Protein	0.004	No mitochondrial presequence	67(MPP)	0.000		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09770 Protein	0.944	Possessing mitochondrial presequence	17(MPP)	0.235	20-24	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09771 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.075		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09772 Protein	0.004	No mitochondrial presequence	44(MPP), 45(Icp55)	0.091	32-36,41-45	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09773 Protein	0.000	No mitochondrial presequence	82(MPP)	-0.207	63-67	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09774 Protein	0.000	No mitochondrial presequence	29(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09775 Protein	0.000	No mitochondrial presequence	46(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09776 Protein	0.005	No mitochondrial presequence	27(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09777 Protein	0.044	No mitochondrial presequence	23(MPP), 24(Icp55)	0.043		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09778 Protein	0.000	No mitochondrial presequence	52(MPP)	0.000	64-68,92-96	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09779 Protein	0.000	No mitochondrial presequence	20(MPP)	-0.200		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09780 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.038		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09781 Protein	0.000	No mitochondrial presequence	63(MPP)	0.000		4-13-low	-	-	15-20	-	-	-	-	-	-	-	-	-	-	-	
NCU09782 Protein	0.000	No mitochondrial presequence	12(MPP)	0.000	69-73,73-77	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09783 Protein	0.452	Possessing mitochondrial presequence	8(MPP), 16(Oct1)	0.250		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09784 Protein	0.006	No mitochondrial presequence	37(MPP)	-0.027	9-13,27-31,35-39,64-68	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09785 Protein	0.000	No mitochondrial presequence	56(MPP)	0.054	6-10,25-29	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09786 Protein	0.030	No mitochondrial presequence	9(MPP)	0.222	35-39,93-97	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09787 Protein	0.005	No mitochondrial presequence	81(MPP)	0.086	38-42	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09788 Protein	0.008	No mitochondrial presequence	30(MPP)	0.033		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09789 Protein	0.000	No mitochondrial presequence	32(MPP)	0.031	29-33	10-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09790 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.146		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09791 Protein	0.000	No mitochondrial presequence	29(MPP)	0.069		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09792 Protein	0.000	No mitochondrial presequence	55(MPP), 63(Oct1)	0.036	43-47,66-70	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09793 Protein	0.010	No mitochondrial presequence	62(MPP), 63(Icp55)	0.032		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09794 Protein	0.008	No mitochondrial presequence	15(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09795 Protein	0.000	No mitochondrial presequence	15(MPP)	-0.133		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09796 Protein	0.008	No mitochondrial presequence	50(MPP), 51(Icp55)	0.040	9-13,47-51	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09797 Protein	0.000	No mitochondrial presequence	5(MPP)	0.200	2-6,62-66	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09798 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09799 Protein	0.000	No mitochondrial presequence	44(MPP)	-0.045	70-74	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09800 Protein	0.000	No mitochondrial presequence	72(MPP)	-0.083		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09802 Protein	0.013	No mitochondrial presequence	57(MPP)	0.140	41-45	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09803 Protein	0.000	No mitochondrial presequence	90(MPP)	-0.067		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09804 Protein	0.000	No mitochondrial presequence	56(MPP)	0.196		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09805 Protein	0.005	No mitochondrial presequence	45(MPP)	0.067		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09806 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.019	58-62	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09807 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.059		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09808 Protein	0.000	No mitochondrial presequence	67(MPP)	-0.015		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09809 Protein	0.000	No mitochondrial presequence	21(MPP)	0.095	31-35,56-60	10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09810 Protein	0.921	Possessing mitochondrial presequence	33(MPP), 41(Oct1)	0.152		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09811 Protein	0.000	No mitochondrial presequence	16(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09812 Protein	0.000	No mitochondrial presequence	71(MPP)	0.113		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09813 Protein	0.000	No mitochondrial presequence	65(MPP)	0.015	45-49	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09814 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.048		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09815 Protein	0.000	No mitochondrial presequence	16(MPP)	0.125	62-66,91-95	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09816 Protein	0.996	Possessing mitochondrial presequence	27(MPP)	0.259	20-24,61-65	13-22-low	-	-	-	-	20-25	-	2-7	-	-	1-6	-	-	-	-	
NCU09817 Protein	0.000	No mitochondrial presequence	25(MPP)	-0.040		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09818 Protein	0.208	No mitochondrial presequence	15(MPP), 16(Icp55)	0.133	6-10,19-23,34-38,49-53	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	6-11	-	
NCU09819 Protein	0.000	No mitochondrial presequence	16(MPP)	0.062	58-62,62-66	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09820 Protein	0.000	No mitochondrial presequence	42(MPP)	0.024	39-43	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09821 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.041		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09823 Protein	0.004	No mitochondrial presequence	29(MPP), 30(Icp55)	0.034	4-8,26-30,30-34	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09824 Protein	0.000	No mitochondrial presequence	17(MPP)	0.059		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09825 Protein	0.000	No mitochondrial presequence	67(MPP)	0.030	42-46	17-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09826 Protein	0.475	Possessing mitochondrial presequence	40(MPP)	0.125		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09827 Protein	0.000	No mitochondrial presequence	49(MPP)	0.000	82-86	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09828 Protein	0.000	No mitochondrial presequence	58(MPP)	0.086		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09829 Protein	0.032	No mitochondrial presequence	89(MPP)	0.011	96-100	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09830 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.060		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09831 Protein	0.000	No mitochondrial presequence	95(MPP)	-0.063		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09832 Protein	0.042	No mitochondrial presequence	29(MPP)	0.034	33-37	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09834 Protein	0.014	No mitochondrial presequence	69(MPP)	0.029	86-90	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09835 Protein	0.007	No mitochondrial presequence	21(MPP)	0.095	8-12	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09836 Protein	0.004	No mitochondrial presequence	20(MPP)	0.150		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09837 Protein	0.005	No mitochondrial presequence	24(MPP)	0.000		10-20-low	6-11	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09838 Protein	0.939	Possessing mitochondrial presequence	46(MPP), 54(Oct1)	0.196	2-6	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09839 Protein	0.000	No mitochondrial presequence	69(MPP)	0.058	66-70	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09841 Protein	0.000	No mitochondrial presequence	18(MPP)	0.000	71-75	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09842 Protein	0.012	No mitochondrial presequence	67(MPP)	0.075	9-13,64-68	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09843 Protein	0.003	No mitochondrial presequence	26(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09844 Protein	0.000	No mitochondrial presequence	29(MPP)	0.034		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09845 Protein	0.020	No mitochondrial presequence	40(MPP)	0.000	48-52	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09846 Protein	0.000	No mitochondrial presequence	25(MPP)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09847 Protein	0.000	No mitochondrial presequence	57(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09848 Protein	0.000	No mitochondrial presequence	49(MPP)	0.061	49-53	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09851 Protein	0.000	No mitochondrial presequence	23(MPP)	0.043	15-19	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09852 Protein	0.012	No mitochondrial presequence	43(MPP)	0.116	5-9,35-39	5-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09853 Protein	0.655	Possessing mitochondrial presequence	26(MPP)	0.154	23-27	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09854 Protein	0.000	No mitochondrial presequence	34(MPP)	0.000	48-52	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09855 Protein	0.000	No mitochondrial presequence	15(MPP)	0.133	73-77	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09856 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061	24-28,31-35,69-73	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09857 Protein	0.000	No mitochondrial presequence	47(MPP)	-0.064	75-79	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09858 Protein	0.000	No mitochondrial presequence	78(MPP)	-0.077	1-5,13-17	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09859 Protein	0.683	Possessing mitochondrial presequence	23(MPP)	0.130	3-7,41-45,67-71,71-75	3-12-low	-	-	-	-	-	-	-	-	19-24	-	-	2-7	-	-	
NCU09860 Protein	0.000	No mitochondrial presequence	59(MPP), 60(Icp55)	-0.034	70-74	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09861 Protein	0.000	No mitochondrial presequence	47(MPP)	0.043	63-67,86-90,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09862 Protein	0.967	Possessing mitochondrial presequence	27(MPP)	0.185	7-11,96-100	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09863 Protein	0.050	No mitochondrial presequence	28(MPP)	0.143	28-32	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09864 Protein	0.705	Possessing mitochondrial presequence	48(MPP)	0.188	1-5,58-62	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09865 Protein	0.000	No mitochondrial presequence	60(MPP)	-0.033	57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09866 Protein	0.032	No mitochondrial presequence	82(MPP)	0.085		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09867 Protein	0.318	No mitochondrial presequence	18(MPP), 26(Oct1)	0.167		9-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09868 Protein	0.000	No mitochondrial presequence	35(MPP)	0.057		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09869 Protein	0.000	No mitochondrial presequence	59(MPP)	-0.017		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09870 Protein	0.000	No mitochondrial presequence	8(MPP)	0.375	15-19,19-23,26-30,29-33,85-89	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09871 Protein	0.003	No mitochondrial presequence	91(MPP)	-0.022	52-56,88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09872 Protein	0.022	No mitochondrial presequence	14(MPP)	0.071	11-15,29-33,64-68,67-71,75-79	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09873 Protein	0.060	No mitochondrial presequence	25(MPP)	0.120	86-90	12-21-high	-	-	-	-	-	-	-	5-10	-	-	-	-	-	-	
NCU09874 Protein	0.000	No mitochondrial presequence	19(MPP), 27(Oct1)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09875 Protein	0.019	No mitochondrial presequence	33(MPP)	0.091	30-34,33-37	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09876 Protein	0.000	No mitochondrial presequence	69(MPP)	-0.029		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09877 Protein	0.617	Possessing mitochondrial presequence	44(MPP)	0.227	2-6,18-22	4-13-high	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
NCU09878 Protein	0.000	No mitochondrial presequence	52(MPP)	0.019	50-54	12-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09879 Protein	0.000	No mitochondrial presequence	58(MPP)	0.052		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09880 Protein	0.026	No mitochondrial presequence	32(MPP)	0.156	8-12	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09881 Protein	0.000	No mitochondrial presequence	36(MPP)	0.028		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09882 Protein	0.000	No mitochondrial presequence	37(MPP), 38(Icp55)	-0.027		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09883 Protein	0.177	No mitochondrial presequence	10(MPP)	0.200	3-7,84-88	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU09885 Protein	0.890	Possessing mitochondrial presequence	22(MPP)	0.227	55-59	1-10-high	-	10-15	-	12-17	-	8-13	4-9	-	-	-	-	-	-	3-8,7-12	
