# SacCer_mitofates_parsed.table.txt
# Saccharomyces cerevisiae S288C mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to full-length protein
# Luciana DE OLIVEIRA, 3rd Aug 2018
# 
# Sequence ID	Probability of presequence	Prediction
Gene	Prob_preseq	Pred_preseq
YJL102W	0.996	Yes
YJL103C	0.012	No
YJL104W	0.996	Yes
YJL105W	0.062	No
YJL106W	0.000	No
YJL107C	0.000	No
YJL108C	0.031	No
YJL109C	0.000	No
YJL110C	0.000	No
YJL111W	0.000	No
YJL112W	0.116	No
YJL113W	0.062	No
YJL114W	0.028	No
YJL115W	0.000	No
YJL116C	0.000	No
YJL117W	0.000	No
YJL118W	0.198	No
YJL119C	0.190	No
YJL120W	0.000	No
YJL121C	0.000	No
YJL122W	0.025	No
YJL123C	0.000	No
YJL124C	0.000	No
YJL125C	0.003	No
YJL126W	0.033	No
YJL127C	0.000	No
YJL127C-B	0.436	Yes
YJL127W-A	0.000	No
YJL128C	0.000	No
YJL129C	0.474	Yes
YJL130C	0.000	No
YJL131C	0.996	Yes
YJL132W	0.000	No
YJL133C-A	0.996	Yes
YJL133W	0.000	No
YJL134W	0.188	No
YJL135W	0.036	No
YJL136C	0.000	No
YJL136W-A	0.010	No
YJL137C	0.006	No
YJL138C	0.000	No
YJL139C	0.021	No
YJL140W	0.007	No
YJL141C	0.003	No
YJL142C	0.009	No
YJL143W	0.000	No
YJL144W	0.165	No
YJL145W	0.004	No
YJL146W	0.000	No
YJL147C	0.976	Yes
YJL148W	0.000	No
YJL149W	0.033	No
YJL150W	0.030	No
YJL151C	0.000	No
YJL152W	0.016	No
YJL153C	0.000	No
YJL154C	0.103	No
YJL155C	0.037	No
YJL156C	0.000	No
YJL156W-A	0.061	No
YJL157C	0.005	No
YJL158C	0.000	No
YJL159W	0.005	No
YJL160C	0.003	No
YJL161W	0.973	Yes
YJL162C	0.000	No
YJL163C	0.000	No
YJL164C	0.000	No
YJL165C	0.025	No
YJL166W	0.012	No
YJL167W	0.000	No
YJL168C	0.000	No
YJL169W	0.000	No
YJL170C	0.026	No
YJL171C	0.040	No
YJL172W	0.248	No
YJL173C	0.000	No
YJL174W	0.000	No
YJL175W	0.000	No
YJL176C	0.000	No
YJL177W	0.901	Yes
YJL178C	0.003	No
YJL179W	0.016	No
YJL180C	0.996	Yes
YJL181W	0.000	No
YJL182C	0.110	No
YJL183W	0.126	No
YJL184W	0.005	No
YJL185C	0.000	No
YJL186W	0.062	No
YJL187C	0.000	No
YJL188C	0.025	No
YJL189W	0.198	No
YJL190C	0.182	No
YJL191W	0.010	No
YJL192C	0.136	No
YJL193W	0.331	No
YJL194W	0.030	No
YJL195C	0.012	No
YJL196C	0.053	No
YJL197C-A	0.000	No
YJL197W	0.000	No
YJL198W	0.010	No
YJL199C	0.015	No
YJL200C	0.896	Yes
YJL201W	0.032	No
YJL202C	0.013	No
YJL203W	0.000	No
YJL204C	0.000	No
YJL205C	0.000	No
YJL206C	0.038	No
YJL207C	0.016	No
YJL208C	0.009	No
YJL209W	0.784	Yes
YJL210W	0.024	No
YJL211C	0.000	No
YJL212C	0.000	No
YJL213W	0.692	Yes
YJL214W	0.000	No
YJL215C	0.004	No
YJL216C	0.003	No
YJL217W	0.004	No
YJL218W	0.000	No
YJL219W	0.000	No
YJL220W	0.008	No
YJL221C	0.000	No
YJL222W	0.000	No
YJL222W-A	0.073	No
YJL222W-B	0.068	No
YJL223C	0.000	No
YJL225C	0.000	No
YJL225W-A	0.489	Yes
YJR001W	0.004	No
YJR002W	0.004	No
YJR003C	0.990	Yes
YJR004C	0.000	No
YJR005C-A	0.060	No
YJR005W	0.027	No
YJR006W	0.004	No
YJR007W	0.000	No
YJR008W	0.216	No
YJR009C	0.017	No
YJR010C-A	0.000	No
YJR010W	0.000	No
YJR011C	0.000	No
YJR012C	0.003	No
YJR013W	0.000	No
YJR014W	0.020	No
YJR015W	0.000	No
YJR016C	0.996	Yes
YJR017C	0.035	No
YJR018W	0.118	No
YJR019C	0.000	No
YJR020W	0.077	No
YJR021C	0.003	No
YJR022W	0.006	No
YJR023C	0.000	No
YJR024C	0.008	No
YJR025C	0.012	No
YJR026W	0.000	No
YJR027W	0.000	No
YJR028W	0.000	No
YJR029W	0.000	No
YJR030C	0.011	No
YJR031C	0.004	No
YJR032W	0.008	No
YJR033C	0.041	No
YJR034W	0.939	Yes
YJR035W	0.000	No
YJR036C	0.000	No
YJR037W	0.000	No
YJR038C	0.000	No
YJR039W	0.000	No
YJR040W	0.003	No
YJR041C	0.000	No
YJR042W	0.000	No
YJR043C	0.000	No
YJR044C	0.000	No
YJR045C	0.996	Yes
YJR046W	0.000	No
YJR047C	0.000	No
YJR048W	0.012	No
YJR049C	0.004	No
YJR050W	0.009	No
YJR051W	0.890	Yes
YJR052W	0.000	No
YJR053W	0.006	No
YJR054W	0.032	No
YJR055W	0.022	No
YJR056C	0.000	No
YJR057W	0.061	No
YJR058C	0.168	No
YJR059W	0.020	No
YJR060W	0.000	No
YJR061W	0.848	Yes
YJR062C	0.032	No
YJR063W	0.000	No
YJR064W	0.008	No
YJR065C	0.000	No
YJR066W	0.005	No
YJR067C	0.000	No
YJR068W	0.007	No
YJR069C	0.000	No
YJR070C	0.000	No
YJR071W	0.055	No
YJR072C	0.091	No
YJR073C	0.004	No
YJR074W	0.000	No
YJR075W	0.821	Yes
YJR076C	0.012	No
YJR077C	0.000	No
YJR078W	0.028	No
YJR079W	0.000	No
YJR080C	0.679	Yes
YJR082C	0.000	No
YJR083C	0.000	No
YJR084W	0.000	No
YJR085C	0.000	No
YJR086W	0.000	No
YJR087W	0.009	No
YJR088C	0.007	No
YJR089W	0.027	No
YJR090C	0.000	No
YJR091C	0.000	No
YJR092W	0.000	No
YJR093C	0.000	No
YJR094C	0.000	No
YJR094W-A	0.526	Yes
YJR095W	0.012	No
YJR096W	0.043	No
YJR097W	0.004	No
YJR098C	0.000	No
YJR099W	0.000	No
YJR100C	0.868	Yes
YJR101W	0.996	Yes
YJR102C	0.028	No
YJR103W	0.012	No
YJR104C	0.000	No
YJR105W	0.000	No
YJR106W	0.003	No
YJR107W	0.003	No
YJR108W	0.009	No
YJR109C	0.000	No
YJR110W	0.202	No
YJR111C	0.075	No
YJR112W	0.552	Yes
YJR112W-A	0.323	No
YJR113C	0.967	Yes
YJR114W	0.000	No
YJR115W	0.054	No
YJR116W	0.000	No
YJR117W	0.144	No
YJR118C	0.020	No
YJR119C	0.000	No
YJR120W	0.067	No
YJR121W	0.996	Yes
YJR122W	0.996	Yes
YJR123W	0.000	No
YJR124C	0.037	No
YJR125C	0.004	No
YJR126C	0.000	No
YJR127C	0.000	No
YJR128W	0.000	No
YJR129C	0.000	No
YJR130C	0.034	No
YJR131W	0.006	No
YJR132W	0.000	No
YJR133W	0.026	No
YJR134C	0.000	No
YJR135C	0.022	No
YJR135W-A	0.000	No
YJR136C	0.000	No
YJR137C	0.000	No
YJR138W	0.090	No
YJR139C	0.000	No
YJR140C	0.000	No
YJR140W-A	0.003	No
YJR141W	0.007	No
YJR142W	0.000	No
YJR143C	0.000	No
YJR144W	0.996	Yes
YJR145C	0.048	No
YJR146W	0.000	No
YJR147W	0.011	No
YJR148W	0.000	No
YJR149W	0.010	No
YJR150C	0.000	No
YJR151C	0.000	No
YJR151W-A	0.049	No
YJR152W	0.000	No
YJR153W	0.006	No
YJR154W	0.000	No
YJR155W	0.017	No
YJR156C	0.003	No
YJR157W	0.000	No
YJR158W	0.000	No
YJR159W	0.000	No
YJR160C	0.000	No
YJR161C	0.000	No
YJR162C	0.006	No
YKL001C	0.013	No
YKL002W	0.000	No
YKL003C	0.050	No
YKL004W	0.003	No
YKL005C	0.000	No
YKL006C-A	0.036	No
YKL006W	0.005	No
YKL007W	0.000	No
YKL008C	0.058	No
YKL009W	0.000	No
YKL010C	0.000	No
YKL011C	0.030	No
YKL012W	0.010	No
YKL013C	0.093	No
YKL014C	0.000	No
YKL015W	0.004	No
YKL016C	0.012	No
YKL017C	0.148	No
YKL018C-A	0.545	Yes
YKL018W	0.000	No
YKL019W	0.000	No
YKL020C	0.000	No
YKL021C	0.046	No
YKL022C	0.012	No
YKL023C-A	0.736	Yes
YKL023W	0.000	No
YKL024C	0.000	No
YKL025C	0.012	No
YKL026C	0.005	No
YKL027W	0.003	No
YKL028W	0.012	No
YKL029C	1.000	Yes
YKL030W	0.051	No
YKL031W	0.000	No
YKL032C	0.000	No
YKL033W	0.000	No
YKL033W-A	0.000	No
YKL034W	0.000	No
YKL035W	0.009	No
YKL036C	0.053	No
YKL037W	0.000	No
YKL038W	0.000	No
YKL039W	0.011	No
YKL040C	0.996	Yes
YKL041W	0.048	No
YKL042W	0.012	No
YKL043W	0.004	No
YKL044W	0.022	No
YKL045W	0.116	No
YKL046C	0.000	No
YKL047W	0.000	No
YKL048C	0.000	No
YKL049C	0.007	No
YKL050C	0.000	No
YKL051W	0.018	No
YKL052C	0.000	No
YKL053C-A	0.000	No
YKL053W	0.155	No
YKL054C	0.005	No
YKL055C	0.404	Yes
YKL056C	0.000	No
YKL057C	0.000	No
YKL058W	0.003	No
YKL059C	0.107	No
YKL060C	0.000	No
YKL061W	0.000	No
YKL062W	0.000	No
YKL063C	0.012	No
YKL064W	0.000	No
YKL065C	0.000	No
YKL065W-A	0.733	Yes
YKL066W	0.010	No
YKL067W	0.012	No
YKL068W	0.004	No
YKL068W-A	0.000	No
YKL069W	0.000	No
YKL070W	0.008	No
YKL071W	0.140	No
YKL072W	0.000	No
YKL073W	0.008	No
YKL074C	0.000	No
YKL075C	0.013	No
YKL076C	0.230	No
YKL077W	0.044	No
YKL078W	0.012	No
YKL079W	0.000	No
YKL080W	0.000	No
YKL081W	0.013	No
YKL082C	0.004	No
YKL083W	0.058	No
YKL084W	0.024	No
YKL085W	0.996	Yes
YKL086W	0.000	No
YKL087C	0.000	No
YKL088W	0.000	No
YKL089W	0.000	No
YKL090W	0.000	No
YKL091C	0.000	No
YKL092C	0.000	No
YKL093W	0.000	No
YKL094W	0.004	No
YKL095W	0.007	No
YKL096C-B	0.024	No
YKL096W	0.000	No
YKL096W-A	0.000	No
YKL097C	0.005	No
YKL098W	0.000	No
YKL099C	0.409	Yes
YKL100C	0.042	No
YKL100W-A	0.003	No
YKL101W	0.056	No
YKL102C	0.000	No
YKL103C	0.000	No
YKL104C	0.000	No
YKL105C	0.000	No
YKL106C-A	0.062	No
YKL106W	0.996	Yes
YKL107W	0.020	No
YKL108W	0.003	No
YKL109W	0.006	No
YKL110C	0.000	No
YKL111C	0.013	No
YKL112W	0.000	No
YKL113C	0.008	No
YKL114C	0.012	No
YKL115C	0.068	No
YKL116C	0.000	No
YKL117W	0.004	No
YKL118W	0.004	No
YKL119C	0.036	No
YKL120W	0.000	No
YKL121W	0.000	No
YKL122C	0.021	No
YKL123W	0.208	No
YKL124W	0.000	No
YKL125W	0.011	No
YKL126W	0.031	No
YKL127W	0.004	No
YKL128C	0.000	No
YKL129C	0.005	No
YKL130C	0.042	No
YKL131W	0.145	No
YKL132C	0.000	No
YKL133C	0.428	Yes
YKL134C	0.996	Yes
YKL135C	0.109	No
YKL136W	0.000	No
YKL137W	0.003	No
YKL138C	0.996	Yes
YKL138C-A	0.034	No
YKL139W	0.006	No
YKL140W	0.000	No
YKL141W	0.996	Yes
YKL142W	0.000	No
YKL143W	0.004	No
YKL144C	0.012	No
YKL145W	0.000	No
YKL145W-A	0.008	No
YKL146W	0.000	No
YKL147C	0.013	No
YKL148C	0.996	Yes
YKL149C	0.085	No
YKL150W	0.798	Yes
YKL151C	0.024	No
YKL152C	0.012	No
YKL153W	0.000	No
YKL154W	0.000	No
YKL155C	0.915	Yes
YKL156C-A	0.003	No
YKL156W	0.000	No
YKL157W	0.868	Yes
YKL159C	0.000	No
YKL160W	0.056	No
YKL161C	0.027	No
YKL162C	0.146	No
YKL162C-A	0.000	No
YKL163W	0.000	No
YKL164C	0.004	No
YKL165C	0.029	No
YKL165C-A	0.065	No
YKL166C	0.000	No
YKL167C	0.262	No
YKL168C	0.059	No
YKL169C	0.004	No
YKL170W	0.238	No
YKL171W	0.027	No
YKL172W	0.000	No
YKL173W	0.000	No
YKL174C	0.000	No
YKL175W	0.000	No
YKL176C	0.015	No
YKL177W	0.000	No
YKL178C	0.000	No
YKL179C	0.000	No
YKL180W	0.906	Yes
YKL181W	0.006	No
YKL182W	0.000	No
YKL183C-A	0.149	No
YKL183W	0.016	No
YKL184W	0.000	No
YKL185W	0.000	No
YKL186C	0.000	No
YKL187C	0.006	No
YKL188C	0.036	No
YKL189W	0.067	No
YKL190W	0.000	No
YKL191W	0.000	No
YKL192C	0.996	Yes
YKL193C	0.000	No
YKL194C	0.996	Yes
YKL195W	0.996	Yes
YKL196C	0.000	No
YKL197C	0.012	No
YKL198C	0.038	No
YKL201C	0.922	Yes
YKL202W	0.039	No
YKL203C	0.250	No
YKL204W	0.000	No
YKL205W	0.012	No
YKL206C	0.000	No
YKL207W	0.004	No
YKL208W	0.049	No
YKL209C	0.105	No
YKL210W	0.000	No
YKL211C	0.003	No
YKL212W	0.000	No
YKL213C	0.000	No
YKL214C	0.000	No
YKL215C	0.004	No
YKL216W	0.012	No
YKL217W	0.000	No
YKL218C	0.047	No
YKL219W	0.134	No
YKL220C	0.126	No
YKL221W	0.000	No
YKL222C	0.012	No
YKL223W	0.316	No
YKL224C	0.000	No
YKL225W	0.652	Yes
YKR001C	0.000	No
YKR002W	0.004	No
YKR003W	0.007	No
YKR004C	0.003	No
YKR005C	0.000	No
YKR006C	0.996	Yes
YKR007W	0.000	No
YKR008W	0.003	No
YKR009C	0.004	No
YKR010C	0.045	No
YKR011C	0.000	No
YKR012C	0.069	No
YKR013W	0.000	No
YKR014C	0.008	No
YKR015C	0.004	No
YKR016W	0.997	Yes
YKR017C	0.000	No
YKR018C	0.003	No
YKR019C	0.021	No
YKR020W	0.008	No
YKR021W	0.000	No
YKR022C	0.003	No
YKR023W	0.003	No
YKR024C	0.000	No
YKR025W	0.000	No
YKR026C	0.000	No
YKR027W	0.000	No
YKR028W	0.000	No
YKR029C	0.000	No
YKR030W	0.016	No
YKR031C	0.000	No
YKR032W	0.000	No
YKR033C	0.000	No
YKR034W	0.000	No
YKR035C	0.000	No
YKR035W-A	0.067	No
YKR036C	0.925	Yes
YKR037C	0.000	No
YKR038C	0.000	No
YKR039W	0.000	No
YKR040C	0.006	No
YKR041W	0.000	No
YKR042W	0.000	No
YKR043C	0.136	No
YKR044W	0.000	No
YKR045C	0.067	No
YKR046C	0.000	No
YKR047W	0.048	No
YKR048C	0.000	No
YKR049C	0.500	Yes
YKR050W	0.916	Yes
YKR051W	0.056	No
YKR052C	0.000	No
YKR053C	0.000	No
YKR054C	0.000	No
YKR055W	0.076	No
YKR056W	0.024	No
YKR057W	0.000	No
YKR058W	0.000	No
YKR059W	0.000	No
YKR060W	0.000	No
YKR061W	0.075	No
YKR062W	0.012	No
YKR063C	0.006	No
YKR064W	0.010	No
YKR065C	0.996	Yes
YKR066C	0.996	Yes
YKR067W	0.043	No
YKR068C	0.026	No
YKR069W	0.000	No
YKR070W	0.339	No
YKR071C	0.000	No
YKR072C	0.000	No
YKR073C	0.010	No
YKR074W	0.043	No
YKR075C	0.000	No
YKR075W-A	0.000	No
YKR076W	0.223	No
YKR077W	0.005	No
YKR078W	0.000	No
YKR079C	0.000	No
YKR080W	0.003	No
YKR081C	0.146	No
YKR082W	0.005	No
YKR083C	0.000	No
YKR084C	0.000	No
YKR085C	0.996	Yes
YKR086W	0.000	No
YKR087C	0.940	Yes
YKR088C	0.000	No
YKR089C	0.000	No
YKR090W	0.028	No
YKR091W	0.004	No
YKR092C	0.000	No
YKR093W	0.000	No
YKR094C	0.020	No
YKR095W	0.000	No
YKR095W-A	0.000	No
YKR096W	0.033	No
YKR097W	0.000	No
YKR098C	0.011	No
YKR099W	0.000	No
YKR100C	0.000	No
YKR101W	0.051	No
YKR102W	0.000	No
YKR103W	0.016	No
YKR104W	0.000	No
YKR105C	0.000	No
YKR106W	0.000	No
YLL001W	0.000	No
YLL002W	0.000	No
YLL003W	0.000	No
YLL004W	0.000	No
YLL005C	0.059	No
YLL006W	0.000	No
YLL006W-A	0.000	No
YLL007C	0.000	No
YLL008W	0.000	No
YLL009C	0.000	No
YLL010C	0.000	No
YLL011W	0.012	No
YLL012W	0.261	No
YLL013C	0.000	No
YLL014W	0.000	No
YLL015W	0.000	No
YLL016W	0.004	No
YLL017W	0.000	No
YLL018C	0.000	No
YLL018C-A	0.000	No
YLL019C	0.075	No
YLL019W-A	0.012	No
YLL020C	0.458	Yes
YLL021W	0.005	No
YLL022C	0.003	No
YLL023C	0.064	No
YLL024C	0.000	No
YLL025W	0.000	No
YLL026W	0.012	No
YLL027W	0.980	Yes
YLL028W	0.004	No
YLL029W	0.007	No
YLL030C	0.589	Yes
YLL031C	0.011	No
YLL032C	0.119	No
YLL033W	0.043	No
YLL034C	0.006	No
YLL035W	0.000	No
YLL036C	0.012	No
YLL037W	0.258	No
YLL038C	0.000	No
YLL039C	0.024	No
YLL040C	0.022	No
YLL041C	0.195	No
YLL042C	0.025	No
YLL043W	0.000	No
YLL044W	0.356	No
YLL045C	0.036	No
YLL046C	0.013	No
YLL047W	0.020	No
YLL048C	0.040	No
YLL049W	0.000	No
YLL050C	0.000	No
YLL051C	0.008	No
YLL052C	0.000	No
YLL053C	0.005	No
YLL054C	0.004	No
YLL055W	0.000	No
YLL056C	0.000	No
YLL057C	0.000	No
YLL058W	0.000	No
YLL059C	0.011	No
YLL060C	0.004	No
YLL061W	0.005	No
YLL062C	0.000	No
YLL063C	0.106	No
YLL064C	0.000	No
YLL065W	0.006	No
YLL066C	0.672	Yes
YLL066W-A	0.485	Yes
YLL066W-B	0.008	No
YLL067C	0.659	Yes
YLL067W-A	0.485	Yes
YLR001C	0.000	No
YLR002C	0.003	No
YLR003C	0.000	No
YLR004C	0.000	No
YLR005W	0.000	No
YLR006C	0.007	No
YLR007W	0.000	No
YLR008C	0.000	No
YLR009W	0.086	No
YLR010C	0.008	No
YLR011W	0.225	No
YLR012C	0.007	No
YLR013W	0.003	No
YLR014C	0.022	No
YLR015W	0.006	No
YLR016C	0.041	No
YLR017W	0.469	Yes
YLR018C	0.000	No
YLR019W	0.000	No
YLR020C	0.113	No
YLR021W	0.000	No
YLR022C	0.004	No
YLR023C	0.000	No
YLR024C	0.000	No
YLR025W	0.012	No
YLR026C	0.000	No
YLR027C	0.000	No
YLR028C	0.007	No
YLR029C	0.044	No
YLR030W	0.006	No
YLR031W	0.000	No
YLR032W	0.000	No
YLR033W	0.000	No
YLR034C	0.041	No
YLR035C	0.005	No
YLR035C-A	0.053	No
YLR036C	0.000	No
YLR037C	0.000	No
YLR038C	0.000	No
YLR039C	0.056	No
YLR040C	0.073	No
YLR041W	0.018	No
YLR042C	0.000	No
YLR043C	0.000	No
YLR044C	0.003	No
YLR045C	0.000	No
YLR046C	0.024	No
YLR047C	0.016	No
YLR048W	0.000	No
YLR049C	0.347	No
YLR050C	0.005	No
YLR051C	0.000	No
YLR052W	0.000	No
YLR053C	0.000	No
YLR054C	0.003	No
YLR055C	0.000	No
YLR056W	0.000	No
YLR057W	0.168	No
YLR058C	0.000	No
YLR059C	0.996	Yes
YLR060W	0.000	No
YLR061W	0.004	No
YLR062C	0.004	No
YLR063W	0.623	Yes
YLR064W	0.197	No
YLR065C	0.116	No
YLR066W	0.062	No
YLR067C	0.996	Yes
YLR068W	0.108	No
YLR069C	0.996	Yes
YLR070C	0.000	No
YLR071C	0.000	No
YLR072W	0.000	No
YLR073C	0.039	No
YLR074C	0.042	No
YLR075W	0.012	No
YLR076C	0.010	No
YLR077W	0.962	Yes
YLR078C	0.026	No
YLR079W	0.058	No
YLR080W	0.016	No
YLR081W	0.000	No
YLR082C	0.000	No
YLR083C	0.025	No
YLR084C	0.003	No
YLR085C	0.000	No
YLR086W	0.000	No
YLR087C	0.004	No
YLR088W	0.023	No
YLR089C	0.996	Yes
YLR090W	0.000	No
YLR091W	0.000	No
YLR092W	0.000	No
YLR093C	0.014	No
YLR094C	0.006	No
YLR095C	0.011	No
YLR096W	0.000	No
YLR097C	0.000	No
YLR098C	0.000	No
YLR099C	0.073	No
YLR099W-A	0.000	No
YLR100W	0.021	No
YLR101C	0.038	No
YLR102C	0.013	No
YLR103C	0.012	No
YLR104W	0.004	No
YLR105C	0.004	No
YLR106C	0.000	No
YLR107W	0.153	No
YLR108C	0.000	No
YLR109W	0.000	No
YLR110C	0.000	No
YLR111W	0.039	No
YLR112W	0.387	Yes
YLR113W	0.008	No
YLR114C	0.000	No
YLR115W	0.000	No
YLR116W	0.007	No
YLR117C	0.000	No
YLR118C	0.061	No
YLR119W	0.021	No
YLR120C	0.064	No
YLR120W-A	0.005	No
YLR121C	0.000	No
YLR122C	0.189	No
YLR123C	0.995	Yes
YLR124W	0.056	No
YLR125W	0.000	No
YLR126C	0.000	No
YLR127C	0.000	No
YLR128W	0.000	No
YLR129W	0.021	No
YLR130C	0.000	No
YLR131C	0.000	No
YLR132C	0.000	No
YLR133W	0.012	No
YLR134W	0.000	No
YLR135W	0.000	No
YLR136C	0.003	No
YLR137W	0.000	No
YLR138W	0.000	No
YLR139C	0.928	Yes
YLR140W	0.009	No
YLR141W	0.000	No
YLR142W	0.996	Yes
YLR143W	0.026	No
YLR144C	0.004	No
YLR145W	0.015	No
YLR146C	0.000	No
YLR146W-A	0.000	No
YLR147C	0.003	No
YLR148W	0.010	No
YLR149C	0.000	No
YLR149C-A	0.009	No
YLR150W	0.000	No
YLR151C	0.937	Yes
YLR152C	0.003	No
YLR153C	0.010	No
YLR154C	0.000	No
YLR154C-G	0.192	No
YLR154C-H	0.011	No
YLR154W-A	0.000	No
YLR154W-B	0.939	Yes
YLR154W-C	0.004	No
YLR154W-E	0.009	No
YLR154W-F	0.110	No
YLR155C	0.000	No
YLR156C-A	0.011	No
YLR156W	0.014	No
YLR157C	0.000	No
YLR157C-A	0.000	No
YLR157C-B	0.000	No
YLR157C-C	0.011	No
YLR157W-D	0.008	No
YLR157W-E	0.030	No
YLR158C	0.000	No
YLR159C-A	0.011	No
YLR159W	0.014	No
YLR160C	0.000	No
YLR161W	0.014	No
YLR162W	0.229	No
YLR162W-A	0.000	No
YLR163C	0.998	Yes
YLR163W-A	0.000	No
YLR164W	0.880	Yes
YLR165C	0.009	No
YLR166C	0.012	No
YLR167W	0.030	No
YLR168C	0.073	No
YLR169W	0.034	No
YLR170C	0.012	No
YLR171W	0.224	No
YLR172C	0.005	No
YLR173W	0.000	No
YLR174W	0.006	No
YLR175W	0.000	No
YLR176C	0.003	No
YLR177W	0.000	No
YLR178C	0.000	No
YLR179C	0.000	No
YLR180W	0.000	No
YLR181C	0.000	No
YLR182W	0.000	No
YLR183C	0.000	No
YLR184W	0.029	No
YLR185W	0.208	No
YLR186W	0.008	No
YLR187W	0.015	No
YLR188W	0.998	Yes
YLR189C	0.000	No
YLR190W	0.000	No
YLR191W	0.000	No
YLR192C	0.000	No
YLR193C	0.380	No
YLR194C	0.000	No
YLR195C	0.000	No
YLR196W	0.000	No
YLR197W	0.000	No
YLR198C	0.073	No
YLR199C	0.010	No
YLR200W	0.000	No
YLR201C	0.919	Yes
YLR202C	0.067	No
YLR203C	0.996	Yes
YLR204W	0.948	Yes
YLR205C	0.000	No
YLR206W	0.232	No
YLR207W	0.000	No
YLR208W	0.000	No
YLR209C	0.018	No
YLR210W	0.000	No
YLR211C	0.000	No
YLR212C	0.003	No
YLR213C	0.000	No
YLR214W	0.025	No
YLR215C	0.000	No
YLR216C	0.000	No
YLR217W	0.004	No
YLR218C	0.037	No
YLR219W	0.000	No
YLR220W	0.017	No
YLR221C	0.000	No
YLR222C	0.000	No
YLR222C-A	0.024	No
YLR223C	0.012	No
YLR224W	0.000	No
YLR225C	0.029	No
YLR226W	0.000	No
YLR227C	0.043	No
YLR227W-A	0.000	No
YLR227W-B	0.000	No
YLR228C	0.000	No
YLR229C	0.004	No
YLR230W	0.029	No
YLR231C	0.000	No
YLR232W	0.000	No
YLR233C	0.012	No
YLR234W	0.065	No
YLR235C	0.963	Yes
YLR236C	0.003	No
YLR237W	0.061	No
YLR238W	0.000	No
YLR239C	0.996	Yes
YLR240W	0.000	No
YLR241W	0.031	No
YLR242C	0.008	No
YLR243W	0.015	No
YLR244C	0.000	No
YLR245C	0.000	No
YLR246W	0.044	No
YLR247C	0.000	No
YLR248W	0.009	No
YLR249W	0.000	No
YLR250W	0.015	No
YLR251W	0.216	No
YLR252W	0.121	No
YLR253W	0.450	Yes
YLR254C	0.000	No
YLR255C	0.012	No
YLR256W	0.000	No
YLR256W-A	0.000	No
YLR257W	0.000	No
YLR258W	0.004	No
YLR259C	0.999	Yes
YLR260W	0.000	No
YLR261C	0.097	No
YLR262C	0.160	No
YLR262C-A	0.000	No
YLR263W	0.012	No
YLR264C-A	0.014	No
YLR264W	0.231	No
YLR265C	0.000	No
YLR266C	0.000	No
YLR267W	0.000	No
YLR268W	0.000	No
YLR269C	0.108	No
YLR270W	0.096	No
YLR271W	0.000	No
YLR272C	0.000	No
YLR273C	0.466	Yes
YLR274W	0.000	No
YLR275W	0.003	No
YLR276C	0.000	No
YLR277C	0.036	No
YLR278C	0.000	No
YLR279W	0.727	Yes
YLR280C	0.352	No
YLR281C	0.894	Yes
YLR282C	0.000	No
YLR283W	0.991	Yes
YLR284C	0.000	No
YLR285C-A	0.144	No
YLR285W	0.000	No
YLR286C	0.000	No
YLR286W-A	0.020	No
YLR287C	0.000	No
YLR287C-A	0.025	No
YLR288C	0.012	No
YLR289W	0.576	Yes
YLR290C	0.007	No
YLR291C	0.000	No
YLR292C	0.000	No
YLR293C	0.000	No
YLR294C	0.038	No
YLR295C	0.755	Yes
YLR296W	0.105	No
YLR297W	0.000	No
YLR298C	0.012	No
YLR299C-A	0.014	No
YLR299W	0.024	No
YLR300W	0.016	No
YLR301W	0.340	No
YLR302C	0.006	No
YLR303W	0.000	No
YLR304C	0.996	Yes
YLR305C	0.865	Yes
YLR306W	0.011	No
YLR307C-A	0.309	No
YLR307W	0.004	No
YLR308W	0.000	No
YLR309C	0.000	No
YLR310C	0.000	No
YLR311C	0.000	No
YLR312C	0.000	No
YLR312W-A	0.996	Yes
YLR313C	0.000	No
YLR314C	0.000	No
YLR315W	0.014	No
YLR316C	0.073	No
YLR317W	0.003	No
YLR318W	0.000	No
YLR319C	0.000	No
YLR320W	0.000	No
YLR321C	0.007	No
YLR322W	0.042	No
YLR323C	0.012	No
YLR324W	0.005	No
YLR325C	0.012	No
YLR326W	0.000	No
YLR327C	0.009	No
YLR328W	0.000	No
YLR329W	0.000	No
YLR330W	0.000	No
YLR331C	0.000	No
YLR332W	0.012	No
YLR333C	0.022	No
YLR334C	0.000	No
YLR335W	0.000	No
YLR336C	0.000	No
YLR337C	0.000	No
YLR338W	0.000	No
YLR339C	0.000	No
YLR340W	0.006	No
YLR341W	0.004	No
YLR342W	0.000	No
YLR342W-A	0.086	No
YLR343W	0.000	No
YLR344W	0.005	No
YLR345W	0.000	No
YLR346C	0.041	No
YLR347C	0.000	No
YLR347W-A	0.000	No
YLR348C	0.003	No
YLR349W	0.118	No
YLR350W	0.007	No
YLR351C	0.130	No
YLR352W	0.000	No
YLR353W	0.000	No
YLR354C	0.000	No
YLR355C	1.000	Yes
YLR356W	0.000	No
YLR357W	0.000	No
YLR358C	0.000	No
YLR359W	0.082	No
YLR360W	0.544	Yes
YLR361C	0.052	No
YLR361C-A	0.000	No
YLR362W	0.000	No
YLR363C	0.029	No
YLR363W-A	0.009	No
YLR364C-A	0.275	No
YLR364W	0.005	No
