Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
SPBC3B9.02c Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.375	56-60,59-63	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.03 Ntermext	0.000	No mitochondrial presequence	58(MPP)	0.034		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC222.14c Ntermext	0.032	No mitochondrial presequence	73(MPP)	0.014	23-27	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.04 Ntermext	0.380	No mitochondrial presequence	42(MPP)	0.167	9-13,90-94	8-17-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
SPBC3B9.21 Ntermext	0.006	No mitochondrial presequence	10(MPP)	-0.200	31-35,91-95	5-14-low	-	-	-	-	-	-	7-12	-	-	-	-	-	-	6-11	
SPBC3B9.05 Ntermext	0.122	No mitochondrial presequence	29(MPP)	0.103	17-21,32-36,63-67	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.06c Ntermext	0.086	No mitochondrial presequence	17(MPP)	0.059		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.07c Ntermext	0.000	No mitochondrial presequence	24(MPP)	-0.125		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.08c Ntermext	0.049	No mitochondrial presequence	34(MPP), 35(Icp55)	0.088	31-35,56-60,85-89	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.09 Ntermext	0.000	No mitochondrial presequence	40(MPP)	-0.125		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.10 Ntermext	0.000	No mitochondrial presequence	13(MPP)	-0.154	37-41	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.22c Ntermext	0.019	No mitochondrial presequence	30(MPP)	-0.033	13-17	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.11c Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.000		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.12 Ntermext	0.061	No mitochondrial presequence	31(MPP), 39(Oct1)	0.032		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.13c Ntermext	0.000	No mitochondrial presequence	6(MPP)	-0.167	30-34,46-50	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.14c Ntermext	0.500	Possessing mitochondrial presequence	20(MPP)	0.200	50-54,94-98	9-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.15c Ntermext	0.425	Possessing mitochondrial presequence	14(MPP), 15(Icp55)	0.286		11-20-high	-	-	-	-	-	-	-	15-20	-	-	-	-	-	-	
SPBC3B9.16c Ntermext	0.000	No mitochondrial presequence	82(MPP), 83(Icp55)	-0.085	4-8	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.17 Ntermext	0.755	Possessing mitochondrial presequence	35(MPP), 36(Icp55)	0.143		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.18c Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC222.15 Ntermext	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	0.129	17-21,50-54	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3B9.19 Ntermext	0.996	Possessing mitochondrial presequence	7(MPP), 15(Oct1)	0.143	4-8	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.01 Ntermext	0.146	No mitochondrial presequence	55(MPP)	0.164		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.03c Ntermext	0.000	No mitochondrial presequence	62(MPP)	0.032	34-38,44-48,47-51,64-68	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.02 Ntermext	0.000	No mitochondrial presequence	16(MPP)	-0.062		6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.04 Ntermext	0.000	No mitochondrial presequence	18(MPP)	-0.056		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.05 Ntermext	0.016	No mitochondrial presequence	27(MPP)	0.111	41-45	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC222.18 Ntermext	0.152	No mitochondrial presequence	30(MPP)	0.100	47-51,63-67	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.06c Ntermext	0.004	No mitochondrial presequence	23(MPP)	0.043		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.07c Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.049		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.08c Ntermext	0.914	Possessing mitochondrial presequence	53(MPP), 61(Oct1)	0.132	12-16,19-23,90-94	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.09c Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.000	86-90	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.10 Ntermext	0.057	No mitochondrial presequence	16(MPP)	0.188	62-66	7-16-low	-	-	-	-	-	-	7-12	-	-	6-11	-	-	-	-	
SPBC215.11c Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.057		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.12 Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.339		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC222.16c Ntermext	0.000	No mitochondrial presequence	94(MPP)	-0.064	82-86	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.13 Ntermext	0.012	No mitochondrial presequence	15(MPP)	0.200	70-74	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.14c Ntermext	0.000	No mitochondrial presequence	58(MPP)	0.103	43-47,55-59,61-65	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC215.15 Ntermext	0.003	No mitochondrial presequence	58(MPP)	-0.052		19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.01c Ntermext	0.000	No mitochondrial presequence	11(MPP)	0.455		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.02 Ntermext	0.000	No mitochondrial presequence	79(MPP)	-0.139		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.03 Ntermext	0.055	No mitochondrial presequence	49(MPP)	0.184		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F8.07c Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.000	22-26	16-25-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
SPAC821.03c Ntermext	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	-0.065		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.04 Ntermext	0.184	No mitochondrial presequence	71(MPP), 72(Icp55)	0.113	1-5,62-66,69-73	14-25-low	-	-	-	-	-	24-29	-	-	-	-	-	-	-	23-28	
SPBC1347.05c Ntermext	0.008	No mitochondrial presequence	46(MPP), 47(Icp55)	0.000	5-9,40-44	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.06c Ntermext	0.004	No mitochondrial presequence	48(MPP)	0.062		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.07 Ntermext	0.800	Possessing mitochondrial presequence	27(MPP), 28(Icp55)	0.148		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.08c Ntermext	0.012	No mitochondrial presequence	31(MPP)	0.065		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.09 Ntermext	0.000	No mitochondrial presequence	49(MPP)	-0.020	28-32	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.10 Ntermext	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	0.014		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.04c Ntermext	0.004	No mitochondrial presequence	16(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.11 Ntermext	0.578	Possessing mitochondrial presequence	27(MPP)	0.148		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.14c Ntermext	0.017	No mitochondrial presequence	66(MPP)	0.045		12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.12 Ntermext	0.000	No mitochondrial presequence	47(MPP)	-0.043	35-39	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1347.13c Ntermext	0.081	No mitochondrial presequence	23(MPP)	0.043		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.12 Ntermext	1.000	Possessing mitochondrial presequence	26(MPP)	0.269	10-14	8-17-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
SPBC56F2.11 Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.167	3-7,79-83	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.10c Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.027	93-97	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.09c Ntermext	0.621	Possessing mitochondrial presequence	34(MPP), 35(Icp55)	0.176	16-20,19-23	14-23-high	-	-	20-25	-	19-24	-	-	-	-	-	-	15-20	-	-	
SPBC56F2.08c Ntermext	0.056	No mitochondrial presequence	8(MPP)	0.125	10-14,43-47	10-19-high	12-17	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.05 Ntermext	0.000	No mitochondrial presequence	49(MPP)	-0.082		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.07c Ntermext	0.694	Possessing mitochondrial presequence	7(MPP)	0.143	82-86	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.15 Ntermext	0.000	No mitochondrial presequence	77(MPP)	0.039		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.06 Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.05c Ntermext	0.010	No mitochondrial presequence	82(MPP)	0.012		3-12-high	-	-	-	-	-	-	7-12	-	-	6-11	-	-	-	-	
SPBC56F2.04 Ntermext	0.020	No mitochondrial presequence	30(MPP)	0.133	41-45	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.03 Ntermext	0.003	No mitochondrial presequence	11(MPP)	0.182	60-64,74-78	15-24-low	-	-	-	-	-	-	-	-	-	-	6-11	-	-	-	
SPBC56F2.02 Ntermext	0.068	No mitochondrial presequence	44(MPP)	0.273	17-21,22-26,32-36,75-79	21-30-high	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
SPBC56F2.01 Ntermext	0.007	No mitochondrial presequence	55(MPP)	0.018	27-31	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC56F2.14 Ntermext	0.000	No mitochondrial presequence	6(MPP), 7(Icp55)	-0.333		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.01c Ntermext	0.000	No mitochondrial presequence	28(MPP)	0.036		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.06 Ntermext	0.000	No mitochondrial presequence	40(MPP)	0.050		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.02 Ntermext	0.015	No mitochondrial presequence	67(MPP)	0.000	76-80	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.03 Ntermext	0.000	No mitochondrial presequence	89(MPP)	-0.056		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.04c Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.107		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.05 Ntermext	0.942	Possessing mitochondrial presequence	37(MPP), 38(Icp55)	0.270		4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.06c Ntermext	0.098	No mitochondrial presequence	44(MPP)	0.136	5-9,16-20,20-24,41-45	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.07 Ntermext	0.004	No mitochondrial presequence	10(MPP)	0.000	7-11,58-62	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.08c Ntermext	0.004	No mitochondrial presequence	27(MPP)	-0.037	82-86	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1861.09 Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.07c Ntermext	0.004	No mitochondrial presequence	37(MPP)	0.027		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.01 Ntermext	0.059	No mitochondrial presequence	11(MPP)	0.273	8-12,11-15,22-26,78-82	1-10-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
SPBC14F5.02 Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.038		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.03c Ntermext	0.069	No mitochondrial presequence	53(MPP)	0.019	5-9,50-54,68-72,88-92,92-96	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.04c Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.080	86-90	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.05c Ntermext	0.000	No mitochondrial presequence	72(MPP)	-0.083	48-52,76-80	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.06 Ntermext	0.027	No mitochondrial presequence	31(MPP)	0.065	28-32	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.07 Ntermext	0.017	No mitochondrial presequence	33(MPP)	-0.030	7-11,60-64,78-82,92-96	3-12-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
SPBC14F5.08 Ntermext	0.000	No mitochondrial presequence	26(MPP)	-0.038	19-23,28-32,59-63	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.09c Ntermext	0.182	No mitochondrial presequence	21(MPP)	0.095	43-47	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.10c Ntermext	0.068	No mitochondrial presequence	15(MPP)	0.267	39-43,81-85	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.11c Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.073		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.12c Ntermext	0.087	No mitochondrial presequence	39(MPP)	0.179	23-27	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14F5.13c Ntermext	0.005	No mitochondrial presequence	23(MPP)	-0.043		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.01c Ntermext	0.041	No mitochondrial presequence	76(MPP), 77(Icp55)	0.039	28-32,42-46,58-62,92-96	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.02c Ntermext	0.018	No mitochondrial presequence	36(MPP)	0.056	77-81	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.03 Ntermext	0.035	No mitochondrial presequence	55(MPP)	0.091		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.04c Ntermext	0.557	Possessing mitochondrial presequence	34(MPP)	0.235		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.08c Ntermext	0.000	No mitochondrial presequence	58(MPP)	0.103		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3F6.05 Ntermext	0.003	No mitochondrial presequence	13(MPP)	0.154	1-5	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.01c Ntermext	0.147	No mitochondrial presequence	20(MPP), 21(Icp55)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.02 Ntermext	0.020	No mitochondrial presequence	33(MPP)	0.000	2-6,58-62	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.03 Ntermext	0.007	No mitochondrial presequence	49(MPP)	0.041		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.04 Ntermext	0.003	No mitochondrial presequence	37(MPP)	0.135		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.05 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.000		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC342.06c Ntermext	0.004	No mitochondrial presequence	14(MPP), 15(Icp55)	-0.071		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.01 Ntermext	0.003	No mitochondrial presequence	81(MPP)	0.000	14-18,78-82	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.02c Ntermext	0.000	No mitochondrial presequence	38(MPP)	0.026	18-22	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.03 Ntermext	0.625	Possessing mitochondrial presequence	21(MPP)	0.381	3-7,59-63,89-93	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
SPBC16G5.04 Ntermext	0.388	Possessing mitochondrial presequence	29(MPP)	0.103	12-16,26-30	11-20-high	-	-	-	-	12-17	-	-	-	-	-	-	-	-	-	
SPBC16G5.05c Ntermext	0.000	No mitochondrial presequence	49(MPP)	0.020		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.06 Ntermext	0.022	No mitochondrial presequence	22(MPP)	0.091		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.07c Ntermext	0.995	Possessing mitochondrial presequence	35(MPP)	0.200	4-8,55-59,73-77,88-92	4-17-high	-	-	-	-	-	-	-	-	21-26	-	20-25	-	-	-	
SPAC821.09 Ntermext	0.013	No mitochondrial presequence	30(MPP)	0.033	7-11	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.08 Ntermext	0.012	No mitochondrial presequence	42(MPP)	0.048	62-66	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.09 Ntermext	0.057	No mitochondrial presequence	6(MPP)	0.333	35-39,38-42,63-67	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.10 Ntermext	0.699	Possessing mitochondrial presequence	30(MPP)	0.233	22-26	1-10-low	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
SPBC16G5.11c Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.050		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.12c Ntermext	0.023	No mitochondrial presequence	41(MPP)	0.146		3-14-low	-	-	-	-	-	-	25-30	-	-	-	-	-	-	24-29	
SPBC16G5.13 Ntermext	0.000	No mitochondrial presequence	60(MPP)	-0.117	57-61,94-98	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.14c Ntermext	0.022	No mitochondrial presequence	55(MPP), 56(Icp55)	0.036		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F8.08 Ntermext	0.070	No mitochondrial presequence	59(MPP)	0.102	36-40,89-93	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.10c Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.200	1-5	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.15c Ntermext	0.000	No mitochondrial presequence	36(MPP)	-0.083	79-83	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.16 Ntermext	0.003	No mitochondrial presequence	71(MPP), 72(Icp55)	0.127	12-16	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.17 Ntermext	0.012	No mitochondrial presequence	64(MPP)	0.141		2-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.18 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.118	53-57	12-21-high	-	-	1-6	-	-	-	-	-	-	-	-	-	-	-	
SPBC16G5.19 Ntermext	0.025	No mitochondrial presequence	51(MPP)	0.098	30-34,65-69	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1652.01 Ntermext	0.000	No mitochondrial presequence	28(MPP)	-0.143		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1652.02 Ntermext	0.000	No mitochondrial presequence	50(MPP)	-0.060		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.19 Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.100	46-50	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.18 Ntermext	0.006	No mitochondrial presequence	19(MPP)	0.000		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.17c Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.000		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.16 Ntermext	0.042	No mitochondrial presequence	56(MPP)	0.036		10-19-low	-	3-8	-	-	-	-	-	-	-	-	21-26	-	-	-	
SPBC16A3.15c Ntermext	0.015	No mitochondrial presequence	13(MPP)	0.000		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.14 Ntermext	0.947	Possessing mitochondrial presequence	24(MPP)	0.167	17-21	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.11 Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.027	32-36,56-60	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.13 Ntermext	0.020	No mitochondrial presequence	15(MPP)	0.133	76-80	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.12c Ntermext	0.003	No mitochondrial presequence	32(MPP)	0.000	29-33,52-56	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.11 Ntermext	0.004	No mitochondrial presequence	28(MPP)	0.071	68-72	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.10 Ntermext	0.000	No mitochondrial presequence	68(MPP)	0.029	82-86	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.09c Ntermext	0.033	No mitochondrial presequence	32(MPP)	-0.031		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.08c Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.057		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.07c Ntermext	0.000	No mitochondrial presequence	45(MPP)	0.022	33-37	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.06 Ntermext	0.000	No mitochondrial presequence	42(MPP)	0.000	94-98	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.05c Ntermext	0.007	No mitochondrial presequence	14(MPP)	0.071	79-83	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.12 Ntermext	0.008	No mitochondrial presequence	20(MPP)	-0.050	39-43,42-46,47-51	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.04 Ntermext	0.183	No mitochondrial presequence	12(MPP), 13(Icp55)	0.167	41-45	9-21-high	-	-	-	-	-	-	9-14	-	-	-	-	-	-	-	
SPBC16A3.03c Ntermext	0.194	No mitochondrial presequence	33(MPP)	0.182	79-83	1-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.02c Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.050	69-73,85-89	15-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16A3.01 Ntermext	0.007	No mitochondrial presequence	44(MPP)	-0.068		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.02c Ntermext	0.000	No mitochondrial presequence	71(MPP)	-0.042	47-51	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.03c Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.04 Ntermext	0.098	No mitochondrial presequence	35(MPP)	0.086		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.05c Ntermext	0.020	No mitochondrial presequence	29(MPP)	0.138		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.06c Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.125		8-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.07 Ntermext	0.000	No mitochondrial presequence	49(MPP)	-0.041		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC821.13c Ntermext	0.000	No mitochondrial presequence	64(MPP)	-0.109		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.08 Ntermext	0.013	No mitochondrial presequence	29(MPP)	0.000	26-30,44-48	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.09 Ntermext	0.060	No mitochondrial presequence	34(MPP)	0.088	18-22,44-48,58-62	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC543.10 Ntermext	0.045	No mitochondrial presequence	42(MPP)	0.048	23-27,27-31,39-43,78-82	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.01c Ntermext	0.008	No mitochondrial presequence	59(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.14 Ntermext	0.010	No mitochondrial presequence	11(MPP)	0.091	56-60,59-63,63-67,84-88	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.02c Ntermext	0.025	No mitochondrial presequence	17(MPP)	0.000	14-18	9-18-high	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
SPBC16C6.03c Ntermext	0.000	No mitochondrial presequence	50(MPP)	0.060		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16C6.04 Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.091		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
