Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNL06820 Protein	0.000	No mitochondrial presequence	26(MPP)	0.192	92-96	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNL06830 Protein	0.000	No mitochondrial presequence	26(MPP)	0.192		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00010 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.138		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00020 Protein	0.000	No mitochondrial presequence	30(MPP)	0.033		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00030 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.049		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00040 Protein	0.000	No mitochondrial presequence	28(MPP)	0.036	68-72	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00050 Protein	0.000	No mitochondrial presequence	40(MPP)	0.100		16-27-high	25-30	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00060 Protein	0.000	No mitochondrial presequence	18(MPP)	0.167		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00070 Protein	0.000	No mitochondrial presequence	71(MPP), 72(Icp55)	-0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00080 Protein	0.000	No mitochondrial presequence	50(MPP), 58(Oct1)	0.140		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00090 Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00100 Protein	0.000	No mitochondrial presequence	39(MPP), 40(Icp55)	0.026		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00110 Protein	0.000	No mitochondrial presequence	45(MPP)	0.222	29-33	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00120 Protein	0.000	No mitochondrial presequence	10(MPP)	0.200		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00130 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.018	45-49	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00140 Protein	0.000	No mitochondrial presequence	10(MPP)	0.200		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00150 Protein	0.000	No mitochondrial presequence	30(MPP)	-0.100		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00160 Protein	0.000	No mitochondrial presequence	12(MPP)	0.500	9-13	9-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00170 Protein	0.000	No mitochondrial presequence	41(MPP)	0.098	76-80	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00180 Protein	0.000	No mitochondrial presequence	63(MPP)	-0.032	4-8	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00190 Protein	0.000	No mitochondrial presequence	34(MPP)	0.029		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00200 Protein	0.000	No mitochondrial presequence	23(MPP)	0.043		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00220 Protein	0.000	No mitochondrial presequence	27(MPP)	-0.074	36-40	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00230 Protein	0.000	No mitochondrial presequence	5(MPP)	0.600	28-32	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00240 Protein	0.000	No mitochondrial presequence	66(MPP)	0.015	8-12,63-67	3-12-low	-	-	-	-	-	-	-	-	-	-	-	7-12	-	-	
CNM00250 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026	13-17,17-21,67-71	13-22-high	-	-	-	-	-	-	-	-	-	-	-	16-21	13-18	-	
CNM00260 Protein	0.000	No mitochondrial presequence	44(MPP)	0.136	58-62	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00270 Protein	0.000	No mitochondrial presequence	33(MPP)	0.061		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00290 Protein	0.000	No mitochondrial presequence	25(MPP)	0.040	34-38,88-92	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00300 Protein	0.000	No mitochondrial presequence	23(MPP)	0.000		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00310 Protein	0.000	No mitochondrial presequence	84(MPP)	0.024		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00320 Protein	0.000	No mitochondrial presequence	7(MPP)	-0.429	57-61	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00330 Protein	0.000	No mitochondrial presequence	22(MPP)	0.182	35-39	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00340 Protein	0.000	No mitochondrial presequence	45(MPP)	0.111		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00350 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.038		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00360 Protein	0.000	No mitochondrial presequence	43(MPP)	0.000	79-83	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00370 Protein	0.000	No mitochondrial presequence	42(MPP), 43(Icp55)	-0.024	78-82	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00380 Protein	0.000	No mitochondrial presequence	37(MPP)	0.000	15-19,88-92	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00390 Protein	0.000	No mitochondrial presequence	12(MPP), 20(Oct1)	0.417	4-8,91-95,95-99	1-10-high	11-16	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00400 Protein	0.000	No mitochondrial presequence	59(MPP)	0.102		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00410 Protein	0.000	No mitochondrial presequence	17(MPP)	0.118		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00420 Protein	0.000	No mitochondrial presequence	42(MPP)	0.071		11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00430 Protein	0.000	No mitochondrial presequence	44(MPP)	0.114		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00440 Protein	0.000	No mitochondrial presequence	9(MPP)	0.222		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00450 Protein	0.000	No mitochondrial presequence	19(MPP)	0.000	71-75	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00460 Protein	0.000	No mitochondrial presequence	21(MPP)	0.143		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00470 Protein	0.000	No mitochondrial presequence	32(MPP)	0.062		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00480 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.019	29-33	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00490 Protein	0.000	No mitochondrial presequence	48(MPP)	0.062	61-65	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00580 Protein	0.000	No mitochondrial presequence	72(MPP)	-0.111		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00590 Protein	0.000	No mitochondrial presequence	41(MPP)	0.073	38-42	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00600 Protein	0.000	No mitochondrial presequence	42(MPP)	0.024	89-93	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00610 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.057		14-23-low	-	-	-	-	-	-	-	14-19	-	-	-	-	-	-	
CNM00620 Protein	0.000	No mitochondrial presequence	30(MPP)	0.033		13-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00630 Protein	0.000	No mitochondrial presequence	48(MPP)	0.042	49-53	10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00640 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.122	38-42	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00650 Protein	0.000	No mitochondrial presequence	52(MPP)	0.077	7-11	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00660 Protein	0.000	No mitochondrial presequence	36(MPP)	0.111	52-56	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00670 Protein	0.000	No mitochondrial presequence	16(MPP)	0.125	90-94	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00680 Protein	0.000	No mitochondrial presequence	52(MPP)	0.000	30-34,71-75	17-26-low	-	3-8	-	-	-	1-6	-	-	-	-	-	-	-	-	
CNM00690 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.034		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00700 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.050	90-94	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00720 Protein	0.000	No mitochondrial presequence	68(MPP), 69(Icp55)	0.118	6-10,24-28	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00730 Protein	0.000	No mitochondrial presequence	13(MPP), 14(Icp55)	0.077	7-11,10-14,96-100	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00740 Protein	0.000	No mitochondrial presequence	23(MPP), 24(Icp55)	0.130	72-76	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00760 Protein	0.000	No mitochondrial presequence	54(MPP)	0.074		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00770 Protein	0.000	No mitochondrial presequence	71(MPP)	-0.056	1-5,44-48,84-88,90-94	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00780 Protein	0.000	No mitochondrial presequence	44(MPP)	0.091	41-45,80-84	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00790 Protein	0.000	No mitochondrial presequence	31(MPP)	0.258		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00795 Protein	0.000	No mitochondrial presequence	21(MPP)	0.000	9-13,31-35,90-94	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00800 Protein	0.000	No mitochondrial presequence	13(MPP)	0.000		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00810 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00820 Protein	0.000	No mitochondrial presequence	80(MPP)	-0.037		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00830 Protein	0.000	No mitochondrial presequence	38(MPP)	0.079		19-28-high	-	-	-	-	-	-	-	-	18-23	-	17-22	-	-	-	
CNM00840 Protein	0.000	No mitochondrial presequence	44(MPP)	-0.091	41-45	13-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00850 Protein	0.000	No mitochondrial presequence	20(MPP), 21(Icp55)	-0.050	18-22	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00860 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.044		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00870 Protein	0.000	No mitochondrial presequence	23(MPP), 24(Icp55)	0.174	77-81	17-27-low	-	-	-	-	-	-	20-25	-	-	-	-	-	-	19-24	
CNM00880 Protein	0.000	No mitochondrial presequence	62(MPP)	-0.081	12-16,75-79,78-82	11-23-low	-	-	-	-	-	-	-	-	10-15	-	9-14	-	-	-	
CNM00890 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.083		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00900 Protein	0.000	No mitochondrial presequence	42(MPP)	0.095		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00910 Protein	0.000	No mitochondrial presequence	45(MPP)	0.022		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00920 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.029		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00930 Protein	0.000	No mitochondrial presequence	70(MPP)	0.143	43-47,46-50	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00940 Protein	0.000	No mitochondrial presequence	37(MPP)	0.189		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00950 Protein	0.000	No mitochondrial presequence	34(MPP)	0.118	37-41	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM00970 Protein	0.000	No mitochondrial presequence	43(MPP), 44(Icp55)	0.116		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	2-7	
CNM00990 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	0.194		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01000 Protein	0.000	No mitochondrial presequence	45(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01020 Protein	0.000	No mitochondrial presequence	36(MPP)	0.250		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01030 Protein	0.000	No mitochondrial presequence	43(MPP)	0.000	88-92	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01040 Protein	0.000	No mitochondrial presequence	48(MPP)	0.104		11-21-low	-	-	-	-	-	24-29	-	-	-	-	-	-	-	-	
CNM01050 Protein	0.000	No mitochondrial presequence	52(MPP)	0.058	50-54	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01060 Protein	0.000	No mitochondrial presequence	53(MPP)	0.019		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01070 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.150	30-34	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01080 Protein	0.000	No mitochondrial presequence	68(MPP)	0.059	85-89	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01090 Protein	0.000	No mitochondrial presequence	74(MPP)	0.054	91-95	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01100 Protein	0.000	No mitochondrial presequence	64(MPP)	0.078		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01110 Protein	0.000	No mitochondrial presequence	62(MPP)	-0.065		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01115 Protein	0.000	No mitochondrial presequence	72(MPP), 73(Icp55)	0.069		1-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01120 Protein	0.000	No mitochondrial presequence	28(MPP)	0.071	22-26	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01130 Protein	0.000	No mitochondrial presequence	68(MPP)	-0.015	65-69	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01135 Protein	0.000	No mitochondrial presequence	38(MPP)	0.026		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01150 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.094		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01160 Protein	0.000	No mitochondrial presequence	71(MPP)	0.028		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01170 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	0.226	74-78	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01180 Protein	0.000	No mitochondrial presequence	58(MPP)	0.069	22-26	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01190 Protein	0.000	No mitochondrial presequence	31(MPP)	0.032		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01200 Protein	0.000	No mitochondrial presequence	37(MPP)	0.027		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01210 Protein	0.000	No mitochondrial presequence	68(MPP)	0.044	43-47	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01220 Protein	0.000	No mitochondrial presequence	28(MPP)	-0.036		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01230 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143	66-70,70-74	3-12-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	3-8	
CNM01240 Protein	0.000	No mitochondrial presequence	18(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01250 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.154		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01260 Protein	0.000	No mitochondrial presequence	41(MPP), 42(Icp55)	0.122	76-80	12-21-low	-	-	-	-	-	-	-	-	-	15-20	-	-	-	-	
CNM01270 Protein	0.000	No mitochondrial presequence	49(MPP)	0.061	8-12	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01280 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.062	58-62	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01290 Protein	0.000	No mitochondrial presequence	24(MPP)	0.000	92-96	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01300 Protein	0.000	No mitochondrial presequence	85(MPP)	0.047		12-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01310 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143	93-97	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01320 Protein	0.000	No mitochondrial presequence	12(MPP)	-0.083	39-43	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01330 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.086		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01340 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.059		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01350 Protein	0.000	No mitochondrial presequence	16(MPP)	0.000		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01360 Protein	0.000	No mitochondrial presequence	50(MPP)	0.020		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01370 Protein	0.000	No mitochondrial presequence	87(MPP)	-0.046	30-34,57-61,84-88	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01380 Protein	0.000	No mitochondrial presequence	21(MPP)	0.095		10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01390 Protein	0.000	No mitochondrial presequence	10(MPP)	0.300		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01400 Protein	0.000	No mitochondrial presequence	21(MPP), 22(Icp55)	0.190		17-26-low	-	-	-	-	-	-	18-23	-	-	-	-	-	-	17-22	
CNM01410 Protein	0.000	No mitochondrial presequence	14(MPP)	0.286		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01420 Protein	0.000	No mitochondrial presequence	34(MPP), 35(Icp55)	0.000	8-12,65-69,77-81	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01430 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.020	7-11,67-71	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01440 Protein	0.000	No mitochondrial presequence	36(MPP)	-0.056	16-20,33-37	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01450 Protein	0.000	No mitochondrial presequence	13(MPP)	0.000		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	9-14	
CNM01460 Protein	0.000	No mitochondrial presequence	73(MPP)	-0.178	90-94	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01470 Protein	0.000	No mitochondrial presequence	30(MPP)	0.133	19-23	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01480 Protein	0.000	No mitochondrial presequence	58(MPP)	0.017	55-59	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01490 Protein	0.000	No mitochondrial presequence	10(MPP)	0.200	87-91	4-13-high	-	-	-	-	-	-	7-12	-	-	6-11	-	-	-	-	
CNM01500 Protein	0.000	No mitochondrial presequence	38(MPP)	0.105	35-39	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01510 Protein	0.000	No mitochondrial presequence	65(MPP)	-0.031		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01520 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.091	63-67	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01530 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.122		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01540 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01550 Protein	0.000	No mitochondrial presequence	75(MPP)	-0.147		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01560 Protein	0.000	No mitochondrial presequence	83(MPP)	-0.036		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01570 Protein	0.000	No mitochondrial presequence	21(MPP), 22(Icp55)	0.048	70-74	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01580 Protein	0.000	No mitochondrial presequence	12(MPP)	-0.083		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01590 Protein	0.000	No mitochondrial presequence	41(MPP), 42(Icp55)	0.098	28-32	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01600 Protein	0.000	No mitochondrial presequence	52(MPP)	0.058		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01610 Protein	0.000	No mitochondrial presequence	15(MPP)	0.067		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01620 Protein	0.000	No mitochondrial presequence	54(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01630 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143	48-52	19-28-high	-	-	-	-	-	-	22-27	-	-	21-26	-	-	-	-	
CNM01640 Protein	0.000	No mitochondrial presequence	32(MPP)	0.062		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	25-30	
CNM01645 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.044	35-39	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01650 Protein	0.000	No mitochondrial presequence	19(MPP), 20(Icp55)	0.158	67-71	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01660 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111	49-53	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01670 Protein	0.000	No mitochondrial presequence	20(MPP)	-0.300	86-90	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	16-21	
CNM01675 Protein	0.000	No mitochondrial presequence	58(MPP), 59(Icp55)	0.017	21-25,55-59,73-77	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01680 Protein	0.000	No mitochondrial presequence	38(MPP)	0.053		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01690 Protein	0.000	No mitochondrial presequence	39(MPP)	-0.051		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01700 Protein	0.000	No mitochondrial presequence	14(MPP)	0.214		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01710 Protein	0.000	No mitochondrial presequence	34(MPP), 35(Icp55)	0.029		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01720 Protein	0.000	No mitochondrial presequence	89(MPP)	0.011		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01730 Protein	0.000	No mitochondrial presequence	16(MPP)	0.062	20-24	17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01740 Protein	0.000	No mitochondrial presequence	19(MPP)	0.158		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01750 Protein	0.000	No mitochondrial presequence	18(MPP)	-0.167	4-8,90-94	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	4-9	-	
CNM01760 Protein	0.000	No mitochondrial presequence	26(MPP), 27(Icp55)	-0.077	29-33,73-77	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01770 Protein	0.000	No mitochondrial presequence	15(MPP), 16(Icp55)	0.267	34-38,57-61	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01780 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.083	68-72	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01790 Protein	0.000	No mitochondrial presequence	45(MPP)	0.022	43-47	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01800 Protein	0.000	No mitochondrial presequence	23(MPP)	0.043		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01810 Protein	0.000	No mitochondrial presequence	20(MPP)	0.200		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01820 Protein	0.000	No mitochondrial presequence	58(MPP)	0.069		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01830 Protein	0.000	No mitochondrial presequence	71(MPP)	0.028		6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01840 Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	0.094		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01850 Protein	0.000	No mitochondrial presequence	93(MPP)	-0.172	20-24,43-47	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01860 Protein	0.000	No mitochondrial presequence	17(MPP)	0.176		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01870 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061	77-81	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01880 Protein	0.000	No mitochondrial presequence	34(MPP)	0.059		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01890 Protein	0.000	No mitochondrial presequence	49(MPP)	0.020	93-97	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01900 Protein	0.000	No mitochondrial presequence	93(MPP), 94(Icp55)	-0.022		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01910 Protein	0.000	No mitochondrial presequence	33(MPP), 34(Icp55)	0.152		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNM01920 Protein	0.000	No mitochondrial presequence	50(MPP)	0.020	51-55	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
