Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5Ct	ORFlen	UTR5len
CNA06350	RNA	JdAGO1	1647	10606	703	7634	NA	NA	113949	NA	330	106
CNA06360	RNA	JdAGO1	376	1654	485	1845	NA	NA	54711	NA	753	106
CNA06370	RNA	JdAGO1	1	4	0	3	0	0	604	0	1887	106
CNA06380	RNA	JdAGO1	12	33	1	17	2	8	221	2	237	106
CNA06390	RNA	JdAGO1	0	6	0	6	0	0	593	0	2271	106
CNA06400	RNA	JdAGO1	0	1	0	0	NA	NA	613	NA	2154	106
CNA06410	RNA	JdAGO1	10	111	9	54	NA	NA	3343	NA	828	106
CNA06420	RNA	JdAGO1	1	5	0	9	0	1	409	0	1143	106
CNA06425	RNA	JdAGO1	0	1	1	1	NA	NA	138	NA	2250	106
CNA06430	RNA	JdAGO1	3	9	8	21	0	0	2237	1	2523	106
CNA06440	RNA	JdAGO1	0	1	1	3	NA	NA	1379	NA	4491	106
CNA06450	RNA	JdAGO1	0	10	2	11	0	0	1272	1	1737	106
CNA06460	RNA	JdAGO1	10	25	9	22	NA	NA	1743	NA	1221	106
CNA06470	RNA	JdAGO1	13	190	19	90	NA	NA	5836	NA	648	106
CNA06480	RNA	JdAGO1	1	7	2	5	0	0	664	13	1410	106
CNA06490	RNA	JdAGO1	0	2	1	4	0	0	1051	0	2100	106
CNA06500	RNA	JdAGO1	1977	7659	1378	5171	0	0	156005	1	462	106
CNA06510	RNA	JdAGO1	18	50	6	35	4	27	1973	9	1017	106
CNA06520	RNA	JdAGO1	0	1	0	0	NA	NA	69	NA	1776	106
CNA06530	RNA	JdAGO1	2	18	2	14	NA	NA	1123	NA	1065	106
CNA06540	RNA	JdAGO1	0	2	1	3	0	2	1760	8	687	106
CNA06550	RNA	JdAGO1	5	17	8	31	NA	NA	1844	NA	1041	106
CNA06555	RNA	JdAGO1	0	3	0	2	NA	NA	328	NA	3105	106
CNA06560	RNA	JdAGO1	9	55	8	65	NA	NA	3056	NA	948	106
CNA06570	RNA	JdAGO1	0	0	0	0	0	0	67	17	477	106
CNA06580	RNA	JdAGO1	6	18	1	15	0	0	1148	0	1353	106
CNA06590	RNA	JdAGO1	3	13	3	21	0	0	2639	0	2739	106
CNA06600	RNA	JdAGO1	0	1	0	1	NA	NA	133	NA	1749	106
CNA06610	RNA	JdAGO1	0	2	0	3	NA	NA	1294	NA	4698	106
CNA06620	RNA	JdAGO1	0	3	0	4	NA	NA	883	NA	2238	106
CNA06630	RNA	JdAGO1	32	184	35	126	0	57	4966	0	675	106
CNA06640	RNA	JdAGO1	5	11	1	5	0	0	1020	0	2217	106
CNA06650	RNA	JdAGO1	9	24	5	17	NA	NA	1087	NA	861	106
CNA06660	RNA	JdAGO1	0	0	0	1	0	0	641	0	4266	106
CNA06665	RNA	JdAGO1	0	16	3	19	NA	NA	430	NA	513	106
CNA06670	RNA	JdAGO1	3	8	1	7	NA	NA	835	NA	1521	106
CNA06680	RNA	JdAGO1	11	50	4	16	0	12	3582	1	1236	106
CNA06690	RNA	JdAGO1	3	5	3	8	NA	NA	771	NA	1077	106
CNA06700	RNA	JdAGO1	2	17	6	24	0	0	1176	0	1344	106
CNA06710	RNA	JdAGO1	2	5	1	4	0	5	565	7	2988	106
CNA06730	RNA	JdAGO1	10	37	1	44	NA	NA	5617	NA	2181	106
CNA06740	RNA	JdAGO1	0	1	0	3	0	1	261	14	1632	106
CNA06750	RNA	JdAGO1	2	2	0	1	0	0	617	0	3444	106
CNA06760	RNA	JdAGO1	3	24	1	6	NA	NA	1546	NA	1122	106
CNA06770	RNA	JdAGO1	1	7	0	3	0	5	1035	1	2226	106
CNA06780	RNA	JdAGO1	0	11	0	10	0	5	1513	47	2709	106
CNA06790	RNA	JdAGO1	39	188	35	143	0	0	18456	0	1818	106
CNA06800	RNA	JdAGO1	0	7	6	16	NA	NA	2059	NA	1446	106
CNA06810	RNA	JdAGO1	1	17	4	12	NA	NA	1030	NA	1410	106
CNA06820	RNA	JdAGO1	292	2091	162	1291	NA	NA	41071	NA	381	106
CNA06830	RNA	JdAGO1	3	4	0	2	NA	NA	661	NA	3918	106
CNA06840	RNA	JdAGO1	57	235	41	133	NA	NA	15001	NA	1392	106
CNA06850	RNA	JdAGO1	6	32	5	23	0	5	2633	0	1350	106
CNA06860	RNA	JdAGO1	49	411	83	380	NA	NA	11780	NA	573	106
CNA06870	RNA	JdAGO1	3	10	1	5	0	8	490	3	1449	106
CNA06880	RNA	JdAGO1	1	5	2	10	NA	NA	530	NA	1089	106
CNA06890	RNA	JdAGO1	5	57	12	45	NA	NA	2736	NA	981	106
CNA06900	RNA	JdAGO1	1	13	0	1	NA	NA	187	NA	330	106
CNA06905	RNA	JdAGO1	1	1	0	2	0	0	71	0	699	106
CNA06910	RNA	JdAGO1	2	6	4	21	0	0	1393	0	1251	106
CNA06920	RNA	JdAGO1	9	26	2	17	2	13	1438	2	1335	106
CNA06930	RNA	JdAGO1	8	27	4	39	NA	NA	2165	NA	1086	106
CNA06940	RNA	JdAGO1	143	768	80	365	0	1	11317	4	243	106
CNA06950	RNA	JdAGO1	193	1112	305	1283	NA	NA	18246	NA	336	106
CNA06960	RNA	JdAGO1	1	5	0	0	0	2	302	0	1311	106
CNA06970	RNA	JdAGO1	0	1	0	1	NA	NA	698	NA	2439	106
CNA06980	RNA	JdAGO1	2	12	3	13	0	0	2138	1	2271	106
CNA06990	RNA	JdAGO1	12	23	1	8	0	0	1120	0	1047	106
CNA07000	RNA	JdAGO1	2	13	2	25	NA	NA	2762	NA	1578	106
CNA07010	RNA	JdAGO1	53	319	49	292	NA	NA	9552	NA	552	106
CNA07020	RNA	JdAGO1	1	10	0	4	0	2	315	2	1290	106
CNA07030	RNA	JdAGO1	0	0	0	12	NA	NA	2078	NA	2436	106
CNA07040	RNA	JdAGO1	0	173	15	72	NA	NA	6739	NA	1329	106
CNA07050	RNA	JdAGO1	0	0	0	0	0	0	31	1	1581	106
CNA07060	RNA	JdAGO1	1	3	1	5	NA	NA	510	NA	1506	106
CNA07070	RNA	JdAGO1	0	1	1	4	NA	NA	283	NA	1908	106
CNA07080	RNA	JdAGO1	3	3	1	1	0	0	109	3	882	106
CNA07090	RNA	JdAGO1	0	2	1	7	NA	NA	5119	NA	4632	106
CNA07100	RNA	JdAGO1	0	0	0	2	NA	NA	91	NA	945	106
CNA07110	RNA	JdAGO1	12	49	7	51	NA	NA	4735	NA	1686	106
CNA07120	RNA	JdAGO1	18	81	1	25	0	2	3212	3	1062	106
CNA07130	RNA	JdAGO1	0	0	0	1	0	0	117	0	1743	106
CNA07140	RNA	JdAGO1	2	3	0	6	NA	NA	1630	NA	2574	106
CNA07150	RNA	JdAGO1	0	1	1	1	NA	NA	445	NA	2532	106
CNA07170	RNA	JdAGO1	2	6	2	5	NA	NA	269	NA	792	106
CNA07180	RNA	JdAGO1	13	28	3	41	NA	NA	2551	NA	1347	106
CNA07190	RNA	JdAGO1	1	3	0	1	0	3	1552	1	5355	106
CNA07200	RNA	JdAGO1	34	163	14	60	3	14	8130	311	1293	106
CNA07210	RNA	JdAGO1	0	40	5	12	NA	NA	2092	NA	1581	106
CNA07220	RNA	JdAGO1	9	40	6	39	NA	NA	4148	NA	1860	106
CNA07230	RNA	JdAGO1	3	8	0	4	NA	NA	498	NA	1719	106
CNA07240	RNA	JdAGO1	0	4	0	5	NA	NA	962	NA	2874	106
CNA07250	RNA	JdAGO1	12	49	5	19	0	0	4348	0	1821	106
CNA07260	RNA	JdAGO1	55	236	48	256	2	7	14378	1	1257	106
CNA07265	RNA	JdAGO1	5	11	1	7	1	14	660	5	1170	106
CNA07270	RNA	JdAGO1	0	0	0	1	0	0	24	5	309	106
CNA07280	RNA	JdAGO1	0	0	0	0	NA	NA	25	NA	1515	106
CNA07290	RNA	JdAGO1	4	29	18	124	NA	NA	4488	NA	753	106
CNA07295	RNA	JdAGO1	0	0	0	1	0	0	50	4	825	106
CNA07300	RNA	JdAGO1	0	1	0	0	1	1	66	2	1080	106
CNA07310	RNA	JdAGO1	19	110	20	70	5	92	7670	48	1398	106
CNA07320	RNA	JdAGO1	1	2	1	3	NA	NA	646	NA	2697	106
CNA07330	RNA	JdAGO1	6	34	3	37	NA	NA	4729	NA	1812	106
CNA07340	RNA	JdAGO1	0	1	3	5	NA	NA	618	NA	2304	106
CNA07350	RNA	JdAGO1	28	119	6	31	NA	NA	2894	NA	828	106
CNA07360	RNA	JdAGO1	0	2	1	2	0	0	551	0	3939	106
CNA07370	RNA	JdAGO1	0	0	0	1	NA	NA	327	NA	3222	106
CNA07380	RNA	JdAGO1	0	0	0	0	0	0	90	3	1641	106
CNA07390	RNA	JdAGO1	3	17	1	11	0	0	1024	0	1902	106
CNA07395	RNA	JdAGO1	12	108	16	64	0	0	2299	0	498	106
CNA07400	RNA	JdAGO1	0	2	2	5	NA	NA	581	NA	1590	106
CNA07410	RNA	JdAGO1	1	8	4	7	NA	NA	526	NA	1380	106
CNA07420	RNA	JdAGO1	0	12	1	16	0	6	1818	0	2571	106
CNA07430	RNA	JdAGO1	0	7	0	6	NA	NA	319	NA	876	106
CNA07450	RNA	JdAGO1	0	0	0	0	NA	NA	122	NA	2052	106
CNA07460	RNA	JdAGO1	4	17	0	5	NA	NA	904	NA	1107	106
CNA07470	RNA	JdAGO1	1	5	0	3	NA	NA	421	NA	1830	106
CNA07480	RNA	JdAGO1	2	8	0	4	0	0	2637	0	2898	106
CNA07490	RNA	JdAGO1	23	6011	NA	NA	NA	NA	68267	NA	384	106
CNA07500	RNA	JdAGO1	8	24	7	27	0	0	2371	0	1221	106
CNA07510	RNA	JdAGO1	2	19	1	18	NA	NA	962	NA	966	106
CNA07520	RNA	JdAGO1	13	57	17	39	NA	NA	4059	NA	1527	106
CNA07530	RNA	JdAGO1	5	33	9	25	NA	NA	3994	NA	1572	106
CNA07540	RNA	JdAGO1	23	83	16	65	0	1	6440	2	1167	106
CNA07550	RNA	JdAGO1	0	2	0	1	0	3	856	8	5058	106
CNA07560	RNA	JdAGO1	1	4	0	3	2	5	811	29	3474	106
CNA07570	RNA	JdAGO1	3	4563	716	2307	0	0	61254	4807	411	106
CNA07580	RNA	JdAGO1	0	1	1	3	NA	NA	321	NA	2235	106
CNA07590	RNA	JdAGO1	10	120	26	88	0	0	2274	0	288	106
CNA07600	RNA	JdAGO1	0	1	0	2	0	1	290	9	2418	106
CNA07605	RNA	JdAGO1	1	5	1	9	0	10	612	24	960	106
CNA07610	RNA	JdAGO1	14	45	9	34	4	33	1046	27	906	106
CNA07620	RNA	JdAGO1	99	270	27	233	NA	NA	22214	NA	1206	106
CNA07630	RNA	JdAGO1	0	13	7	98	NA	NA	2707	NA	441	106
CNA07640	RNA	JdAGO1	0	2	1	1	0	2	839	0	4983	106
CNA07650	RNA	JdAGO1	20	108	12	60	NA	NA	8586	NA	1698	106
CNA07660	RNA	JdAGO1	6	21	3	12	0	0	2225	0	1065	106
CNA07670	RNA	JdAGO1	1	2	0	1	NA	NA	190	NA	1293	106
CNA07680	RNA	JdAGO1	3	23	1	12	NA	NA	1830	NA	1659	106
CNA07690	RNA	JdAGO1	0	4	1	5	1	5	2295	5	3285	106
CNA07700	RNA	JdAGO1	0	4	0	2	NA	NA	996	NA	4965	106
CNA07710	RNA	JdAGO1	34	123	28	107	NA	NA	4440	NA	630	106
CNA07715	RNA	JdAGO1	3	17	0	8	NA	NA	629	NA	783	106
CNA07720	RNA	JdAGO1	0	0	0	0	NA	NA	11	NA	930	106
CNA07730	RNA	JdAGO1	0	6	0	2	NA	NA	1113	NA	4227	106
CNA07740	RNA	JdAGO1	9	26	4	13	NA	NA	4441	NA	2043	106
CNA07755	RNA	JdAGO1	0	0	0	0	NA	NA	30	NA	1011	106
CNA07760	RNA	JdAGO1	0	1	0	0	NA	NA	61	NA	375	106
CNA07770	RNA	JdAGO1	4	32	6	17	NA	NA	4102	NA	2544	106
CNA07780	RNA	JdAGO1	7	20	4	10	1	19	615	16	771	106
CNA07785	RNA	JdAGO1	0	0	0	0	1	3	29	7	333	106
CNA07790	RNA	JdAGO1	4	12	4	9	NA	NA	320	NA	750	106
CNA07800	RNA	JdAGO1	1	3	2	4	0	2	686	4	2925	106
CNA07810	RNA	JdAGO1	8	33	3	19	NA	NA	2053	NA	1140	106
CNA07820	RNA	JdAGO1	1	4	2	4	1	1	800	8	2232	106
CNA07830	RNA	JdAGO1	125	495	99	594	NA	NA	5836	NA	264	106
CNA07840	RNA	JdAGO1	0	0	0	0	0	2	183	2	5145	106
CNA07850	RNA	JdAGO1	101	487	45	311	6	166	7151	0	426	106
CNA07860	RNA	JdAGO1	10	31	8	37	NA	NA	4832	NA	1914	106
CNA07870	RNA	JdAGO1	3	12	1	5	0	0	554	0	1311	106
CNA07880	RNA	JdAGO1	20	80	11	44	0	0	3951	0	1305	106
CNA07890	RNA	JdAGO1	1	9	1	5	NA	NA	1567	NA	3555	106
CNA07900	RNA	JdAGO1	0	5	0	2	1	7	84	26	363	106
CNA07915	RNA	JdAGO1	0	0	0	3	0	0	92	0	369	106
CNA07920	RNA	JdAGO1	3	13	3	16	1	1	1671	1	1815	106
CNA07930	RNA	JdAGO1	16	64	8	51	NA	NA	1717	NA	381	106
CNA07940	RNA	JdAGO1	0	1	0	5	NA	NA	278	NA	1953	106
CNA07950	RNA	JdAGO1	2	10	5	9	NA	NA	371	NA	1251	106
CNA07960	RNA	JdAGO1	919	4318	599	2796	NA	NA	49974	NA	201	106
CNA07970	RNA	JdAGO1	5	30	8	45	0	8	1826	0	945	106
CNA07980	RNA	JdAGO1	271	1432	259	1546	NA	NA	29270	NA	342	106
CNA07990	RNA	JdAGO1	28	155	29	128	NA	NA	10945	NA	1398	106
CNA08000	RNA	JdAGO1	0	0	0	0	0	0	1744	1	4416	106
CNA08010	RNA	JdAGO1	1	5	5	8	NA	NA	291	NA	510	106
CNA08015	RNA	JdAGO1	0	6	1	6	0	2	116	0	390	106
CNA08030	RNA	JdAGO1	4	11	0	6	2	9	301	15	522	106
CNA08040	RNA	JdAGO1	3	14	6	27	5	20	1427	101	1161	106
CNA08050	RNA	JdAGO1	0	0	0	1	0	0	30	2	1803	106
CNA08060	RNA	JdAGO1	1	2	0	0	NA	NA	64	NA	510	106
CNA08070	RNA	JdAGO1	0	1	0	0	2	2	252	4	2724	106
CNA08080	RNA	JdAGO1	25	142	2	86	NA	NA	4249	NA	504	106
CNA08090	RNA	JdAGO1	0	0	0	1	NA	NA	380	NA	2742	106
CNA08100	RNA	JdAGO1	2	3	0	1	NA	NA	575	NA	1044	106
CNA08110	RNA	JdAGO1	1	3	0	2	0	2	273	9	1047	106
CNA08115	RNA	JdAGO1	3	13	2	8	2	12	1227	92	855	106
CNA08120	RNA	JdAGO1	1	1	0	1	0	0	127	0	1311	106
CNA08130	RNA	JdAGO1	6	19	1	7	0	0	694	2	1020	106
CNA08140	RNA	JdAGO1	2	9	1	9	2	8	1038	15	2379	106
CNA08150	RNA	JdAGO1	0	3	11	74	2	10	1394	17	513	106
CNA08160	RNA	JdAGO1	1	2	0	2	NA	NA	422	NA	936	106
CNA08170	RNA	JdAGO1	4	10	3	10	2	5	157	6	432	106
CNA08180	RNA	JdAGO1	0	2	2	3	0	0	443	0	2370	106
CNA08190	RNA	JdAGO1	3	14	0	10	NA	NA	614	NA	1335	106
CNA08200	RNA	JdAGO1	0	0	0	1	NA	NA	88	NA	1347	106
CNA08210	RNA	JdAGO1	0	0	0	0	0	0	29	0	1581	106
CNA08220	RNA	JdAGO1	7	24	4	14	NA	NA	1734	NA	1128	106
CNA08230	RNA	JdAGO1	3	28	4	14	NA	NA	1506	NA	1431	106
CNA08240	RNA	JdAGO1	1	5	3	6	NA	NA	1114	NA	2226	106
CNA08250	RNA	JdAGO1	0	2	0	2	0	0	177	7	3084	106
CNA08260	RNA	JdAGO1	0	0	0	0	0	0	4	0	1377	106
CNA08265	RNA	JdAGO1	0	0	1	2	NA	NA	32	NA	984	106
CNA08270	RNA	JdAGO1	4	11	2	7	NA	NA	836	NA	1155	106
CNA08280	RNA	JdAGO1	20	102	18	101	NA	NA	4701	NA	957	106
CNA08290	RNA	JdAGO1	12	46	3	16	NA	NA	2056	NA	762	106
CNA08310	RNA	JdAGO1	1	5	2	5	NA	NA	548	NA	2559	106
CNA08320	RNA	JdAGO1	0	0	1	1	0	0	118	1	1932	106
CNA08335	RNA	JdAGO1	0	2	3	6	3	6	499	58	951	106
CNA08340	RNA	JdAGO1	0	0	0	0	NA	NA	3	NA	1653	106
CNA08350	RNA	JdAGO1	3	7	11	34	0	5	1603	49	888	106
CNA08360	RNA	JdAGO1	0	1	0	1	NA	NA	212	NA	1941	106
CNB00010	RNA	JdAGO1	0	0	0	0	2	6	17	5	1317	106
CNB00020	RNA	JdAGO1	0	0	0	0	NA	NA	9	NA	279	106
CNB00030	RNA	JdAGO1	18	162	16	65	0	0	6092	0	1143	106
CNB00040	RNA	JdAGO1	10	47	14	53	0	0	4932	0	1869	106
CNB00050	RNA	JdAGO1	0	4	1	6	NA	NA	1731	NA	6006	106
CNB00060	RNA	JdAGO1	5	13	2	8	NA	NA	1726	NA	1290	106
CNB00065	RNA	JdAGO1	3	11	1	14	NA	NA	772	NA	723	106
CNB00070	RNA	JdAGO1	24	99	7	54	NA	NA	3253	NA	405	106
CNB00080	RNA	JdAGO1	0	2	1	5	0	0	1652	0	3261	106
CNB00090	RNA	JdAGO1	6	27	1	16	0	0	838	0	564	106
CNB00100	RNA	JdAGO1	1	4	0	0	NA	NA	213	NA	942	106
CNB00110	RNA	JdAGO1	0	2	1	3	0	1	1420	1	4827	106
CNB00120	RNA	JdAGO1	9	33	8	18	NA	NA	2111	NA	2352	106
CNB00130	RNA	JdAGO1	0	0	0	0	0	0	441	3	1944	106
CNB00135	RNA	JdAGO1	2	21	7	12	5	19	721	33	1065	106
CNB00140	RNA	JdAGO1	1	7	1	2	1	3	328	22	1260	106
CNB00160	RNA	JdAGO1	7	15	2	4	NA	NA	982	NA	1080	106
CNB00170	RNA	JdAGO1	4	36	4	13	4	21	2330	39	1590	106
CNB00175	RNA	JdAGO1	3	29	2	23	NA	NA	1146	NA	855	106
CNB00190	RNA	JdAGO1	0	0	0	0	NA	NA	4	NA	1038	106
CNB00200	RNA	JdAGO1	71	202	76	302	0	21	10306	0	387	106
CNB00210	RNA	JdAGO1	1	14	6	19	NA	NA	1008	NA	1104	106
CNB00220	RNA	JdAGO1	0	4	1	3	1	3	256	0	1434	106
CNB00230	RNA	JdAGO1	0	1	1	3	NA	NA	149	NA	1491	106
CNB00240	RNA	JdAGO1	18	64	16	80	0	2	3727	0	999	106
CNB00250	RNA	JdAGO1	1	13	4	23	0	0	1183	0	891	106
CNB00255	RNA	JdAGO1	0	2	0	0	NA	NA	40	NA	396	106
CNB00260	RNA	JdAGO1	4	33	1	9	NA	NA	4315	NA	2763	106
CNB00270	RNA	JdAGO1	19	44	4	20	0	0	1881	0	1200	106
CNB00290	RNA	JdAGO1	0	5	0	1	0	0	224	0	1302	106
CNB00300	RNA	JdAGO1	59	339	43	217	NA	NA	18132	NA	1080	106
CNB00310	RNA	JdAGO1	0	3	0	3	0	8	1366	14	4362	106
CNB00320	RNA	JdAGO1	0	1	0	0	NA	NA	43	NA	1089	106
CNB00330	RNA	JdAGO1	0	587	63	383	NA	NA	8962	NA	507	106
CNB00340	RNA	JdAGO1	1	10	8	30	0	0	4644	0	2850	106
CNB00345	RNA	JdAGO1	0	2	0	2	4	4	53	7	330	106
CNB00360	RNA	JdAGO1	0	5	1	1	NA	NA	1215	NA	3801	106
CNB00370	RNA	JdAGO1	3	14	4	10	NA	NA	817	NA	879	106
CNB00380	RNA	JdAGO1	1	12	2	12	0	2	1045	3	1521	106
CNB00390	RNA	JdAGO1	4	14	2	9	NA	NA	831	NA	1545	106
CNB00400	RNA	JdAGO1	0	2	0	6	NA	NA	375	NA	1974	106
CNB00410	RNA	JdAGO1	4	13	1	8	3	28	722	9	1005	106
CNB00420	RNA	JdAGO1	4	23	3	23	NA	NA	1092	NA	1095	106
CNB00430	RNA	JdAGO1	0	2	1	5	NA	NA	546	NA	1689	106
CNB00450	RNA	JdAGO1	5	39	8	52	0	1	1938	0	801	106
CNB00480	RNA	JdAGO1	7	21	4	30	0	2	2906	0	2319	106
CNB00490	RNA	JdAGO1	1	6	1	5	NA	NA	4009	NA	3561	106
CNB00500	RNA	JdAGO1	7	40	6	22	0	0	7325	0	2778	106
CNB00510	RNA	JdAGO1	2	9	0	2	1	3	860	12	1749	106
CNB00520	RNA	JdAGO1	0	6	1	3	0	1	495	16	2388	106
CNB00530	RNA	JdAGO1	6	21	1	10	NA	NA	969	NA	1143	106
CNB00540	RNA	JdAGO1	11	47	5	31	NA	NA	5235	NA	1875	106
CNB00550	RNA	JdAGO1	114	693	157	670	NA	NA	14439	NA	396	106
CNB00560	RNA	JdAGO1	234	1094	223	940	NA	NA	21637	NA	420	106
CNB00570	RNA	JdAGO1	141	1122	69	319	NA	NA	18007	NA	417	106
CNB00580	RNA	JdAGO1	2	3	0	2	NA	NA	754	NA	2199	106
CNB00590	RNA	JdAGO1	2	3	3	14	11	12	495	0	405	106
CNB00600	RNA	JdAGO1	23	131	39	120	NA	NA	9943	NA	1242	106
CNB00610	RNA	JdAGO1	4	13	13	29	NA	NA	3112	NA	2409	106
CNB00620	RNA	JdAGO1	0	5	2	4	NA	NA	750	NA	3180	106
CNB00630	RNA	JdAGO1	2	16	1	15	NA	NA	2437	NA	2544	106
CNB00640	RNA	JdAGO1	3	9	0	6	NA	NA	1862	NA	2022	106
CNB00650	RNA	JdAGO1	1	6	1	6	0	4	1504	6	2544	106
CNB00660	RNA	JdAGO1	0	0	0	1	NA	NA	1431	NA	6573	106
CNB00680	RNA	JdAGO1	80	334	28	241	0	0	2904	0	210	106
CNB00690	RNA	JdAGO1	3	24	3	6	0	8	1675	0	1275	106
CNB00700	RNA	JdAGO1	2	2	0	1	1	3	729	10	5877	106
CNB00710	RNA	JdAGO1	0	1	0	0	0	0	403	0	2670	106
CNB00720	RNA	JdAGO1	0	30	2	23	0	0	1771	4	1197	106
CNB00730	RNA	JdAGO1	4	37	3	15	0	2	642	0	393	106
CNB00740	RNA	JdAGO1	6	7	1	4	NA	NA	2084	NA	2874	106
CNB00750	RNA	JdAGO1	0	1	0	1	NA	NA	301	NA	2823	106
CNB00755	RNA	JdAGO1	0	0	0	0	NA	NA	16	NA	348	106
CNB00770	RNA	JdAGO1	0	0	0	0	NA	NA	176	NA	2508	106
CNB00780	RNA	JdAGO1	0	2	0	1	NA	NA	558	NA	1533	106
CNB00790	RNA	JdAGO1	0	2	0	0	NA	NA	444	NA	1785	106
CNB00800	RNA	JdAGO1	44	274	16	162	NA	NA	6722	NA	546	106
CNB00810	RNA	JdAGO1	0	0	0	0	NA	NA	258	NA	1539	106
CNB00820	RNA	JdAGO1	6	21	3	21	NA	NA	3361	NA	2265	106
CNB00830	RNA	JdAGO1	3	10	1	5	0	3	701	0	729	106
CNB00850	RNA	JdAGO1	1	3	0	4	0	3	1201	11	2538	106
CNB00860	RNA	JdAGO1	5	37	10	49	NA	NA	2805	NA	1086	106
CNB00870	RNA	JdAGO1	0	2	25	63	0	0	3528	0	840	106
CNB00880	RNA	JdAGO1	2	6	2	5	NA	NA	235	NA	597	106
CNB00890	RNA	JdAGO1	12	72	9	57	NA	NA	2580	NA	642	106
CNB00900	RNA	JdAGO1	2	19	2	9	NA	NA	3105	NA	2442	106
CNB00910	RNA	JdAGO1	14	63	2	42	NA	NA	902	NA	303	106
CNB00920	RNA	JdAGO1	3	8	0	5	NA	NA	1586	NA	1008	106
CNB00930	RNA	JdAGO1	5	32	5	15	NA	NA	654	NA	444	106
CNB00935	RNA	JdAGO1	0	0	0	0	0	0	74	7	780	106
CNB00940	RNA	JdAGO1	0	0	0	0	NA	NA	1036	NA	3588	106
CNB00950	RNA	JdAGO1	7	24	0	6	1	25	1130	10	1050	106
CNB00970	RNA	JdAGO1	0	0	0	1	0	3	103	58	1287	106
CNB00980	RNA	JdAGO1	0	0	1	4	NA	NA	644	NA	3033	106
CNB00990	RNA	JdAGO1	15	103	4	33	NA	NA	6797	NA	1368	106
CNB01000	RNA	JdAGO1	0	0	0	0	0	0	1773	1	2856	106
CNB01010	RNA	JdAGO1	3	20	9	19	NA	NA	1272	NA	1191	106
CNB01020	RNA	JdAGO1	2	7	0	1	NA	NA	202	NA	1419	106
CNB01030	RNA	JdAGO1	1	2	0	0	1	3	898	1	4758	106
CNB01040	RNA	JdAGO1	0	1	0	2	0	0	1558	6	4167	106
CNB01050	RNA	JdAGO1	0	342	10	65	NA	NA	23712	NA	2133	106
CNB01060	RNA	JdAGO1	7	43	5	18	0	2	2428	0	1635	106
CNB01070	RNA	JdAGO1	10	47	14	56	NA	NA	3034	NA	999	106
CNB01080	RNA	JdAGO1	3	7	1	5	1	8	816	19	1665	106
CNB01090	RNA	JdAGO1	7	19	2	22	NA	NA	6458	NA	3687	106
CNB01100	RNA	JdAGO1	0	3	0	0	NA	NA	193	NA	1377	106
CNB01110	RNA	JdAGO1	0	1	0	2	0	0	496	1	2628	106
CNB01120	RNA	JdAGO1	0	6	3	9	0	0	359	0	798	106
CNB01130	RNA	JdAGO1	1	14	2	9	NA	NA	652	NA	1272	106
CNB01140	RNA	JdAGO1	1	4	5	37	NA	NA	8486	NA	5577	106
CNB01150	RNA	JdAGO1	8	43	10	37	0	0	4466	0	1644	106
CNB01160	RNA	JdAGO1	1	3	1	4	1	6	373	19	1377	106
CNB01170	RNA	JdAGO1	2	6	0	0	NA	NA	822	NA	3645	106
CNB01190	RNA	JdAGO1	1	1	0	0	NA	NA	56	NA	1419	106
CNB01200	RNA	JdAGO1	1	4	2	6	0	0	346	0	1077	106
CNB01210	RNA	JdAGO1	0	1	0	7	0	0	462	1	1446	106
CNB01220	RNA	JdAGO1	0	4	1	2	NA	NA	933	NA	3879	106
CNB01230	RNA	JdAGO1	19	136	16	621	0	1	15903	539	528	106
CNB01240	RNA	JdAGO1	0	0	1	1	0	1	1352	0	7095	106
CNB01250	RNA	JdAGO1	3	6	11	44	NA	NA	1742	NA	888	106
CNB01260	RNA	JdAGO1	22	91	9	78	0	2	9905	0	1899	106
CNB01270	RNA	JdAGO1	1	4	0	1	NA	NA	463	NA	2700	106
CNB01280	RNA	JdAGO1	0	1	1	3	0	1	863	0	4044	106
CNB01290	RNA	JdAGO1	100	644	96	416	0	0	16094	0	489	106
CNB01300	RNA	JdAGO1	1	9	1	10	NA	NA	523	NA	2061	106
CNB01310	RNA	JdAGO1	21	70	7	59	NA	NA	6439	NA	2214	106
CNB01320	RNA	JdAGO1	0	0	0	0	0	0	14	3	651	106
CNB01330	RNA	JdAGO1	2	9	2	12	NA	NA	752	NA	747	106
CNB01340	RNA	JdAGO1	2	9	1	6	NA	NA	114	NA	444	106
CNB01350	RNA	JdAGO1	1	2	1	6	0	0	844	0	2682	106
CNB01360	RNA	JdAGO1	2	14	5	21	0	2	1216	0	1284	106
CNB01365	RNA	JdAGO1	0	0	1	1	NA	NA	15	NA	1185	106
CNB01370	RNA	JdAGO1	13	49	5	46	NA	NA	1102	NA	468	106
CNB01380	RNA	JdAGO1	0	0	0	1	NA	NA	481	NA	2526	106
CNB01390	RNA	JdAGO1	0	0	0	0	0	0	2122	0	2556	106
CNB01400	RNA	JdAGO1	0	2	0	1	0	1	139	0	1020	106
CNB01410	RNA	JdAGO1	2	18	8	35	NA	NA	2569	NA	1140	106
CNB01420	RNA	JdAGO1	21	90	14	74	0	0	7391	0	1644	106
