# Intron retention-dependent gene regulation in Cryptococcus neoformans
# Sara Gonzalez-Hilarion, et al., Scientific Reports volume 6, Article number: 32252 (2016)
# Table S4. List of orthologues between the two varieties of C. neoformans.	
# 
# var. grubii	var. neoformans
H99	JEC21
CNAG_04715	CNJ01460
CNAG_01756	CNC02580
CNAG_01428	CND05400
CNAG_02026	CNE05080
CNAG_03186	CNG03830
CNAG_01678	CNC01890
CNAG_02071	CNE04650
CNAG_06412	CNN01370
CNAG_04587	CNJ00290
CNAG_06302	CNN00370
CNAG_03678	CNB01770
CNAG_07669	CNF02650
CNAG_06286	CNN00215
CNAG_01941	CNK02770
CNAG_05470	CNH01300
CNAG_01559	CNC06250
CNAG_05071	CNL05495
CNAG_05309	CNH03250
CNAG_01694	CNC02020
CNAG_05719	CNF02550
CNAG_06026	CNM00360
CNAG_04633	CNJ00710
CNAG_00872	CND00110
CNAG_03904	CNB03930
CNAG_04761	CNJ01910
CNAG_06002	CNM00110
CNAG_05932	CNF00430
CNAG_04029	CNB05120
CNAG_05408	CNH00760
CNAG_02351	CNE01990
CNAG_02086	CNE04490
CNAG_01479	CNC07000
CNAG_02254	CNE02910
CNAG_04064	CNB05480
CNAG_02812	CNC04300
CNAG_03617	CNB01190
CNAG_06011	CNM00230
CNAG_04013	CNB04950
CNAG_03606	CNB01090
CNAG_00936	CND00760
CNAG_05798	CNF01805
CNAG_03610	CNB01130
CNAG_05427	CNH00933
CNAG_02810	CNC04280
CNAG_05415	CNH00820
CNAG_02572	CNK00630
CNAG_03861	CNB03500
CNAG_02565	CNK00580
CNAG_04081	CNB05630
CNAG_07912	CNM02100
CNAG_02198	CNE03410
CNAG_05444	CNH01100
CNAG_04069	CNB05520
CNAG_03285	CNG02900
CNAG_06666	CNF03530
CNAG_03396	CNG01890
CNAG_05272	CNH03580
CNAG_01093	CND02190
CNAG_00483	CNA04650
CNAG_07970	CNK00980
CNAG_04360	CNI01900
CNAG_02673	CNK01610
CNAG_00546	CNA05300
CNAG_00476	CNA04580
CNAG_06763	CNB00380
CNAG_02290	CNE02550
CNAG_05124	CNL04960
CNAG_02172	CNE03650
CNAG_01098	CND02240
CNAG_04777	CNJ02050
CNAG_03921	CNB04100
CNAG_02833	CNC04490
CNAG_07443	CND01980
CNAG_03541	CNG00560
CNAG_00085	CNA00750
CNAG_03010	CNC06210
CNAG_01251	CND03680
CNAG_04274	CNI04130
CNAG_01318	CND04380
CNAG_03240	CNG03330
CNAG_04186	CNI03230
CNAG_01865	CNK02050
CNAG_04129	CNI04190
CNAG_01528	CNC06540
CNAG_01233	CND03520
CNAG_02041	CNE04940
CNAG_03229	CNG03450
CNAG_05912	CNF00620
CNAG_06536	CNF04810
CNAG_04866	CNJ02940
CNAG_00541	CNA05250
CNAG_05173	CNL04530
CNAG_04868	CNJ02960
CNAG_06591	CNF04280
CNAG_03993	CNB04790
CNAG_04376	CNI01730
CNAG_01149	CND02740
CNAG_06167	CNM01680
CNAG_00916	CND00570
CNAG_04111	CNI04370
CNAG_06928	CNK00010
CNAG_01868	CNK02080
CNAG_00700	CNA06790
CNAG_02600	CNK00860
CNAG_00022	CNA00150
CNAG_05112	CNL05080
CNAG_07898	CNM00660
CNAG_05826	CNF01540
CNAG_07961	CNA07750
CNAG_00389	CNA03770
CNAG_06553	CNF04640
CNAG_04739	CNJ01690
CNAG_00800	CNA07780
CNAG_06483	CNN02070
CNAG_01185	CND03100
CNAG_05590	CNH02350
CNAG_07359	CNA04150
CNAG_04896	CNJ03200
CNAG_01016	CND01460
CNAG_01706	CNC02125
CNAG_06328	CNN00560
CNAG_04037	CNB05190
CNAG_03964	CNB04530
CNAG_07350	CNA02990
CNAG_03825	CNB03155
CNAG_06549	CNF04680
CNAG_04469	CNI00880
CNAG_03341	CNG02380
CNAG_04453	CNI01040
CNAG_04188	CNI03260
CNAG_03493	CNG00990
CNAG_02975	CNC05840
CNAG_05298	CNH03330
CNAG_04338	CNI02120
CNAG_00036	CNA00270
CNAG_05028	CNL05880
CNAG_02605	CNK00910
CNAG_04738	CNJ01680
CNAG_03004	CNC06150
CNAG_04159	CNI02960
CNAG_04499	CNI00580
CNAG_01735	CNC02400
CNAG_06238	CNM02380
CNAG_07410	CND05850
CNAG_03726	CNB02240
CNAG_05867	CNF01060
CNAG_04170	CNI03070
CNAG_06316	CNN00460
CNAG_07368	CNA05360
CNAG_05556	CNH02050
CNAG_02986	CNC05950
CNAG_00420	CNA04065
CNAG_03214	CNG03590
CNAG_03997	CNB04815
CNAG_07002	CNB05785
CNAG_06293	CNN00290
CNAG_01893	CNK02340
CNAG_01638	CNC01510
CNAG_02050	CNE04840
CNAG_00817	CNA07940
CNAG_03271	CNG03060
CNAG_02868	CNC04830
CNAG_01744	CNC02470
CNAG_02059	CNE04760
CNAG_05612	CNH02530
CNAG_01882	CNK02230
CNAG_02148	CNE03880
CNAG_02675	CNK01630
CNAG_02074	CNE04620
CNAG_03748	CNB02430
CNAG_05639	CNH02800
CNAG_03756	CNB02510
CNAG_03891	CNB03790
CNAG_03992	CNB04780
CNAG_03027	CNC00570
CNAG_03697	CNB01950
CNAG_01379	CND04920
CNAG_00810	CNA07870
CNAG_06888	CNK00400
CNAG_03150	CNG04160
CNAG_04326	CNI02230
CNAG_07029	CNA02090
CNAG_00032	CNA00240
CNAG_04357	CNI01930
CNAG_06714	CNB00890
CNAG_03641	CNB01420
CNAG_05471	CNH01310
CNAG_03362	CNG02180
CNAG_03078	CNC00130
CNAG_05825	CNF01550
CNAG_04831	CNJ02555
CNAG_02768	CNC03895
CNAG_05848	CNF01250
CNAG_04603	CNJ00415
CNAG_06866	CNE00060
CNAG_00898	CND00390
CNAG_03157	CNG04100
CNAG_02820	CNC04370
CNAG_02076	CNE04600
CNAG_03164	CNG04025
CNAG_03838	CNB03260
CNAG_06246	CNM02470
CNAG_06313	CNN00430
CNAG_01063	CND01940
CNAG_03718	CNB02140
CNAG_07736	CNG01200
CNAG_00811	CNA07880
CNAG_00485	CNA04670
CNAG_03648	CNB01480
CNAG_07747	CNG00320
CNAG_05150	CNL04730
CNAG_07539	CNK01320
CNAG_06811	CND05910
CNAG_01690	CNC01990
CNAG_05111	CNL05110
CNAG_02696	CNK01840
CNAG_01588	CNC01010
CNAG_01989	CNK03220
CNAG_03660	CNB01600
CNAG_00589	CNA05725
CNAG_03172	CNG03950
CNAG_03592	CNG00130
CNAG_02876	CNC04890
CNAG_05786	CNF01915
CNAG_06125	CNM01300
CNAG_05611	CNH02520
CNAG_04040	CNB05230
CNAG_06531	CNF04880
CNAG_04173	CNI03100
CNAG_01743	CNC02460
CNAG_00387	CNA03750
CNAG_05393	CNH00610
CNAG_05508	CNH01610
CNAG_01279	CND04010
CNAG_06115	CNM01200
CNAG_04862	CNJ02910
CNAG_01820	CNC03080
CNAG_01809	CNC02980
CNAG_02367	CNE01820
CNAG_04764	CNJ01940
CNAG_03669	CNB01680
CNAG_00499	CNA04780
CNAG_01310	CND04300
CNAG_00327	CNA03095
CNAG_00024	CNA00170
CNAG_03480	CNG01130
CNAG_05165	CNL04600
CNAG_01282	CND04020
CNAG_02413	CNE01430
CNAG_06997	CNI00050
CNAG_05732	CNF02415
CNAG_01695	CNC02030
CNAG_05865	CNF01080
CNAG_05933	CNF00420
CNAG_01451	CND05645
CNAG_04731	CNJ01610
CNAG_08007	CND00870
CNAG_07353	CNA03200
CNAG_01197	CND03210
CNAG_04347	CNI02030
CNAG_05592	CNH02370
CNAG_06059	CNM00680
CNAG_03933	CNB04210
CNAG_04122	CNI04250
CNAG_02455	CNE01030
CNAG_01471	CNC07080
CNAG_05371	CNH00390
CNAG_07570	CNK00970
CNAG_02312	CNE02340
CNAG_03826	CNB03160
CNAG_05835	CNF01440
CNAG_03991	CNB04770
CNAG_03565	CNG00380
CNAG_06836	CND06170
CNAG_01833	CNC03200
CNAG_01133	CND02570
CNAG_06326	CNN00540
CNAG_04494	CNI00630
CNAG_02566	CNK00590
CNAG_02125	CNE04120
CNAG_05523	CNH01750
CNAG_00083	CNA00730
CNAG_06923	CNK00070
CNAG_04110	CNI04380
CNAG_03016	CNC00690
CNAG_03604	CNB01070
CNAG_01013	CND01430
CNAG_03349	CNG02290
CNAG_04602	CNJ00413
CNAG_04208	CNI03470
CNAG_07032	CNH00120
CNAG_05591	CNH02360
CNAG_05768	CNF02100
CNAG_04848	CNJ02730
CNAG_07554	CNK01140
CNAG_02296	CNE02480
CNAG_06092	CNM00990
CNAG_02357	CNE01930
CNAG_05847	CNF01260
CNAG_01491	CNC06890
CNAG_06055	CNM00640
CNAG_02900	CNC05110
CNAG_06657	CNF03640
CNAG_02047	CNE04880
CNAG_04221	CNI03630
CNAG_00146	CNA01340
CNAG_01861	CNK02010
CNAG_04983	CNL06320
CNAG_00047	CNA00360
CNAG_01406	CND05180
CNAG_02590	CNK00780
CNAG_00373	CNA03300
CNAG_01547	CNC06370
CNAG_02441	CNE01165
CNAG_00134	CNA01210
CNAG_06222	CNM02240
CNAG_02754	CNC03760
CNAG_00288	CNA02760
CNAG_01506	CNC06750
CNAG_04891	CNJ03160
CNAG_03044	CNC00440
CNAG_04748	CNJ01780
CNAG_06028	CNM00380
CNAG_02774	CNC03930
CNAG_03158	CNG04090
CNAG_06400	CNN01260
CNAG_00567	CNA05490
CNAG_05894	CNF00790
CNAG_00342	CNA03240
CNAG_03753	CNB02480
CNAG_00774	CNA07520
CNAG_06300	CNN00350
CNAG_00934	CND00740
CNAG_00283	CNA02710
CNAG_02677	CNK01650
CNAG_03613	CNB01160
CNAG_05802	CNF01770
CNAG_00917	CND00580
CNAG_04039	CNB05220
CNAG_00839	CNA08160
CNAG_08028	CNH02375
CNAG_01754	CNC02560
CNAG_03354	CNG02245
CNAG_03378	CNG02050
CNAG_01357	CND04730
CNAG_01486	CNC06940
CNAG_01540	CNC06430
CNAG_01713	CNC02175
CNAG_00645	CNA06250
CNAG_05076	CNL05445
CNAG_02199	CNE03400
CNAG_06745	CNB00570
CNAG_02884	CNC04970
CNAG_08000	CNJ00965
CNAG_07354	CNA03210
CNAG_06353	CNN00820
CNAG_01883	CNK02235
CNAG_07674	CNF01980
CNAG_04756	CNJ01860
CNAG_01753	CNC02550
CNAG_03699	CNB01970
CNAG_06433	CNN01570
CNAG_04049	CNB05330
CNAG_00979	CND01080
CNAG_05851	CNF01210
CNAG_04003	CNB04870
CNAG_02557	CNI00010
CNAG_02360	CNE01900
CNAG_06664	CNF03550
CNAG_05307	CNH03260
CNAG_05558	CNH02070
CNAG_07659	CNF04460
CNAG_04987	CNL06290
CNAG_01982	CNK03150
CNAG_03619	CNB01210
CNAG_01030	CND01600
CNAG_04106	CNI04420
CNAG_03702	CNB02000
CNAG_04833	CNJ02580
CNAG_00896	CND00370
CNAG_01195	CND03190
CNAG_05421	CNH00875
CNAG_02661	CNK01510
CNAG_05404	CNH00720
CNAG_01388	CND05000
CNAG_04024	CNB05060
CNAG_06793	CNB00080
CNAG_00939	CND00790
CNAG_04810	CNJ02360
CNAG_07949	CNA02895
CNAG_00737	CNA07150
CNAG_03389	CNG01960
CNAG_05318	CNH03150
CNAG_03196	CNG03730
CNAG_04017	CNB04990
CNAG_04012	CNB04940
CNAG_00876	CND00150
CNAG_07564	CNK01020
CNAG_01181	CND03060
CNAG_05603	CNH02460
CNAG_03674	CNB01730
CNAG_03940	CNB04270
CNAG_00875	CND00140
CNAG_03945	CNB04320
CNAG_02432	CNE01250
CNAG_00972	CND01010
CNAG_06540	CNF04770
CNAG_05735	CNF02395
CNAG_01052	CND01820
CNAG_03050	CNC00380
CNAG_00901	CND00420
CNAG_05622	CNH02640
CNAG_02894	CNC05065
CNAG_02120	CNE04170
CNAG_00185	CNA01740
CNAG_00523	CNA05050
CNAG_05661	CNH02980
CNAG_02543	CNE00230
CNAG_03508	CNG00850
CNAG_01538	CNC06450
CNAG_03326	CNG02520
CNAG_00276	CNA02640
CNAG_00253	CNA02420
CNAG_04182	CNI03190
CNAG_04410	CNI01380
CNAG_05138	CNL04840
CNAG_01174	CND03000
CNAG_06099	CNM01060
CNAG_01446	CND05600
CNAG_06019	CNM00300
CNAG_07314	CNA01560
CNAG_06144	CNM01460
CNAG_05288	CNH03430
CNAG_02306	CNE02400
CNAG_00680	CNA06580
CNAG_06602	CNJ00030
CNAG_07911	CNM01870
CNAG_03902	CNB03900
CNAG_07897	CNM00630
CNAG_06297	CNN00330
CNAG_04387	CNI01600
CNAG_03199	CNG03710
CNAG_00240	CNA02310
CNAG_02420	CNE01370
CNAG_01644	CNC01570
CNAG_02342	CNE02060
CNAG_07595	CNC01740
CNAG_04307	CNI02420
CNAG_03877	CNB03670
CNAG_01480	CNC06990
CNAG_07348	CNA02840
CNAG_01478	CNC07010
CNAG_06608	CNF04110
CNAG_05119	CNL05010
CNAG_02907	CNC05170
CNAG_05035	CNL05820
CNAG_05477	CNH01370
CNAG_03290	CNG02850
CNAG_04957	CNL06580
CNAG_04728	CNJ01580
CNAG_04219	CNI03610
CNAG_02561	CNK00540
CNAG_01157	CND02820
CNAG_06006	CNM00150
CNAG_01879	CNK02200
CNAG_00412	CNA04015
CNAG_06634	CNF03830
CNAG_05171	CNL04550
CNAG_05281	CNH03475
CNAG_00193	CNA01820
CNAG_04719	CNJ01500
CNAG_06287	CNN00220
CNAG_02035	CNE05000
CNAG_05246	CNH03850
CNAG_06698	CNF03180
CNAG_02084	CNE04510
CNAG_01432	CND05450
CNAG_00158	CNA01470
CNAG_02524	CNE00420
CNAG_01213	CND03370
CNAG_05056	CNL05630
CNAG_06085	CNM00920
CNAG_01238	CND03570
CNAG_01351	CND04670
CNAG_04535	CNI00190
CNAG_03081	CNC00100
CNAG_06732	CNB00700
CNAG_06279	CNN00170
CNAG_03402	CNG01810
CNAG_05726	CNF02470
CNAG_04935	CNL06810
CNAG_05607	CNH02490
CNAG_00394	CNA03820
CNAG_01156	CND02810
CNAG_01477	CNC07020
CNAG_07692	CNF00290
CNAG_03534	CNG00615
CNAG_00061	CNA00510
CNAG_03653	CNB01540
CNAG_02983	CNC05920
CNAG_04336	CNI02130
CNAG_04301	CNI02490
CNAG_07413	CND05640
CNAG_01675	CNC01860
CNAG_02748	CNC03700
CNAG_02465	CNE00940
CNAG_00703	CNA06820
CNAG_06993	CNG00080
CNAG_03358	CNG02220
CNAG_07532	CNK01390
CNAG_04976	CNL06390
CNAG_03127	CNG04360
CNAG_04313	CNI02360
CNAG_05015	CNL06020
CNAG_02847	CNC04630
CNAG_02505	CNE00570
CNAG_01511	CNC06870
CNAG_06946	CND03800
CNAG_01162	CND02840
CNAG_07434	CND03300
CNAG_05770	CNF02080
CNAG_05750	CNF02280
CNAG_02090	CNE04450
CNAG_06183	CNM01830
CNAG_01111	CND02370
CNAG_05262	CNL03680
CNAG_07752	CNG00060
CNAG_00584	CNA05680
CNAG_06635	CNF03820
CNAG_04442	CNI01150
CNAG_07805	CNL05710
CNAG_06504	CNN02290
CNAG_02859	CNC04760
CNAG_03380	CNG02035
CNAG_02322	CNE02250
CNAG_04998	CNJ03180
CNAG_06539	CNF04780
CNAG_01169	CND02950
CNAG_00695	CNA06740
CNAG_07416	CND05300
CNAG_02097	CNE04380
CNAG_04909	CNJ03320
CNAG_04827	CNJ02530
CNAG_06219	CNM02190
CNAG_06164	CNM01650
CNAG_05464	CNH01260
CNAG_02991	CNC05990
CNAG_04610	CNJ00493
CNAG_02138	CNE03980
CNAG_03868	CNB03570
CNAG_01163	CND02890
CNAG_01221	CND03430
CNAG_01085	CND02125
CNAG_01300	CND04200
CNAG_03707	CNB02040
CNAG_05564	CNH02120
CNAG_04947	CNL06680
CNAG_03097	CNG04675
CNAG_07340	CNA02160
CNAG_04869	CNJ02970
CNAG_02231	CNE03090
CNAG_02721	CNC03490
CNAG_01568	CNC00830
CNAG_01776	CNC02750
CNAG_02935	CNC05450
CNAG_04613	CNJ00520
CNAG_06267	CNN00050
CNAG_02288	CNE02570
CNAG_06152	CNM01540
CNAG_05817	CNF01620
CNAG_04597	CNJ00360
CNAG_03496	CNG00965
CNAG_05580	CNH02265
CNAG_06102	CNM01090
CNAG_00713	CNA06920
CNAG_02337	CNE02100
CNAG_01845	CNC03300
CNAG_07549	CNK01210
CNAG_01344	CND04590
CNAG_01555	CNC06295
CNAG_00512	CNA04940
CNAG_00301	CNA02870
CNAG_02491	CNE00690
CNAG_07784	CNI00030
CNAG_00537	CNA05200
CNAG_02914	CNC05240
CNAG_02716	CNC03440
CNAG_03892	CNB03800
CNAG_04165	CNI03020
CNAG_02532	CNE00330
CNAG_01041	CNM00430
CNAG_03721	CNB02190
CNAG_06676	CNF03430
CNAG_05773	CNF02050
CNAG_05024	CNL05930
CNAG_03840	CNB03290
CNAG_04769	CNJ01980
CNAG_05571	CNH02180
CNAG_02371	CNE01790
CNAG_03841	CNB03300
CNAG_00701	CNA06800
CNAG_02264	CNE02820
CNAG_01086	CND02130
CNAG_03114	CNG04470
CNAG_03359	CNG02210
CNAG_04801	CNJ02280
CNAG_07444	CNK02430
CNAG_00551	CNA05330
CNAG_00803	CNA07800
CNAG_07815	CNL04885
CNAG_00023	CNA00160
CNAG_01231	CND03500
CNAG_04507	CNI00490
CNAG_04596	CNJ00350
CNAG_00506	CNA04890
CNAG_05170	CNL04560
CNAG_00762	CNA07400
CNAG_02742	CNC03670
CNAG_00754	CNA07330
CNAG_02972	CNC04645
CNAG_03828	CNB03180
CNAG_02700	CNK01880
CNAG_07426	CND04320
CNAG_06075	CNM00840
CNAG_05172	CNL04540
CNAG_00704	CNA06830
CNAG_03967	CNB04560
CNAG_03436	CNG01490
CNAG_01305	CND04250
CNAG_06484	CNN02080
CNAG_07956	CNA05930
CNAG_07836	CNM02580
CNAG_04703	CNJ01340
CNAG_06918	CNK00120
CNAG_02115	CNE04220
CNAG_06243	CNM02450
CNAG_05715	CNF02590
CNAG_07862	CNJ00140
CNAG_05565	CNH02130
CNAG_05182	CNL04440
CNAG_00333	CNA03150
CNAG_02223	CNE03170
CNAG_02961	CNC05720
CNAG_01839	CNC03250
CNAG_04653	CNJ00905
CNAG_07600	CNC02510
CNAG_01958	CNK02960
CNAG_01813	CNC03020
CNAG_01914	CNK02570
CNAG_05535	CNH01860
CNAG_03281	CNG02940
CNAG_05877	CNF00950
CNAG_01979	CNK03120
CNAG_02657	CNK01460
CNAG_05096	CNL05260
CNAG_05528	CNH01790
CNAG_01542	CNC06420
CNAG_03272	CNG03050
CNAG_06436	CNN01620
CNAG_04452	CNI01050
CNAG_05511	CNH01640
CNAG_01051	CND01810
CNAG_03624	CNB01260
CNAG_03923	CNB04120
CNAG_07645	CNE03115
CNAG_06645	CNF03710
CNAG_06552	CNF04650
CNAG_01923	CNK02640
CNAG_00455	CNA04350
CNAG_07909	CNM01780
CNAG_04841	CNJ02660
CNAG_02382	CNE01670
CNAG_01973	CNK03070
CNAG_02722	CNC03500
CNAG_02997	CNC06070
CNAG_02862	CNC04800
CNAG_03639	CNB01400
CNAG_03204	CNG03655
CNAG_00349	CNA03540
CNAG_06723	CNB00800
CNAG_03171	CNG03960
CNAG_02224	CNE03160
CNAG_05627	CNH02690
CNAG_02790	CNC04080
CNAG_04782	CNJ02090
CNAG_01828	CNC03150
CNAG_06411	CNN01360
CNAG_04193	CNI03310
CNAG_05652	CNH02900
CNAG_03313	CNG02650
CNAG_06912	CNK00190
CNAG_02060	CNE04750
CNAG_05996	CNM00050
CNAG_02396	CNE01590
CNAG_05997	CNM00060
CNAG_06756	CNB00450
CNAG_02797	CNC04160
CNAG_05294	CNH03370
CNAG_02085	CNE04500
CNAG_06541	CNF04760
CNAG_02948	CNC05580
CNAG_00054	CNA00430
CNAG_03733	CNB02310
CNAG_06695	CNF03205
CNAG_01969	CNK03040
CNAG_00994	CND01220
CNAG_00736	CNA07140
CNAG_02573	CNK00635
CNAG_05455	CNH01170
CNAG_02324	CNE02230
CNAG_06427	CNN01510
CNAG_05653	CNH02910
CNAG_03450	CNG01370
CNAG_04816	CNJ02410
CNAG_00920	CND00610
CNAG_02485	CNE00750
CNAG_06792	CNB00090
CNAG_05289	CNH03420
CNAG_00177	CNA01650
CNAG_03540	CNG00570
CNAG_05250	CNL03800
CNAG_03597	CNB01000
CNAG_02394	CNE01610
CNAG_02075	CNE04610
CNAG_05885	CNF00880
CNAG_01990	CNK03230
CNAG_04068	CNB05510
CNAG_01680	CNC01910
CNAG_03486	CNG01060
CNAG_05623	CNH02650
CNAG_01527	CNC06550
CNAG_04287	CNI02620
CNAG_00885	CND00220
CNAG_00318	CNA03030
CNAG_02963	CNC05740
CNAG_06612	CNF04070
CNAG_03456	CNG01320
CNAG_01331	CND04470
CNAG_06683	CNF03330
CNAG_00050	CNA00390
CNAG_01270	CND03900
CNAG_04684	CNJ01150
CNAG_03082	CNC00090
CNAG_04697	CNJ01270
CNAG_04085	CNB05660
CNAG_02300	CNE02450
CNAG_03507	CNG00860
CNAG_01330	CND04460
CNAG_01141	CND02660
CNAG_05633	CNH02740
CNAG_07372	CNA05980
CNAG_07362	CNA04600
CNAG_06526	CNA00010
CNAG_04411	CNI01370
CNAG_01028	CND01580
CNAG_01255	CND03720
CNAG_03845	CNB03350
CNAG_01600	CNC01130
CNAG_03397	CNG01880
CNAG_01870	CNK02100
CNAG_04839	CNJ02640
CNAG_06926	CNK00030
CNAG_05036	CNL05810
CNAG_00249	CNA02390
CNAG_03856	CNB03460
CNAG_03986	CNB04730
CNAG_00768	CNA07460
CNAG_05234	CNL03940
CNAG_06561	CNF04560
CNAG_01387	CND04990
CNAG_05799	CNF01800
CNAG_06983	CNC00040
CNAG_04222	CNI03640
CNAG_02216	CNE03250
CNAG_04647	CNJ00850
CNAG_00165	CNA01530
CNAG_03976	CNB04650
CNAG_01514	CNC06675
CNAG_01881	CNK02220
CNAG_01576	CNC00910
CNAG_06670	CNF03490
CNAG_02805	CNC04230
CNAG_01023	CND01530
CNAG_04570	CNJ00100
CNAG_04093	CNB05720
CNAG_00660	CNA06390
CNAG_02749	CNC03710
CNAG_00180	CNA01690
CNAG_03101	CNG04630
CNAG_03288	CNG02870
CNAG_00517	CNA04990
CNAG_02753	CNC03750
CNAG_06067	CNM00770
CNAG_04544	CNI00120
CNAG_03869	CNB03580
CNAG_01121	CND02460
CNAG_03159	CNG04080
CNAG_01704	CNC02120
CNAG_03415	CNG01690
CNAG_00854	CNA08290
CNAG_00088	CNA00780
CNAG_05465	CNH01270
CNAG_07114	CNA02690
CNAG_06331	CNN00590
CNAG_03586	CNG00190
CNAG_05003	CNL06120
CNAG_01241	CND03590
CNAG_06750	CNB00530
CNAG_00822	CNA07990
CNAG_02020	CNE05140
CNAG_02979	CNC05880
CNAG_01431	CND05440
CNAG_05693	CNF02810
CNAG_01614	CNC01280
CNAG_00870	CND00095
CNAG_00363	CNA03400
CNAG_06036	CNM00480
CNAG_02045	CNE04900
CNAG_00899	CND00400
CNAG_05479	CNH01390
CNAG_04155	CNI02920
CNAG_05646	CNH02850
CNAG_02956	CNC05650
CNAG_06443	CNN01680
CNAG_04445	CNI01120
CNAG_00461	CNA04410
CNAG_04233	CNI03740
CNAG_03441	CNG01450
CNAG_02179	CNE03590
CNAG_03305	CNG02720
CNAG_04087	CNB05673
CNAG_01637	CNC01500
CNAG_04832	CNJ02560
CNAG_06872	CNE05310
CNAG_03573	CNG00340
CNAG_05803	CNF01760
CNAG_00890	CND00290
CNAG_02157	CNE03800
CNAG_04148	CNI02840
CNAG_01242	CND03600
CNAG_05966	CNF00167
CNAG_05100	CNL05210
CNAG_06644	CNF03720
CNAG_07470	CNB01170
CNAG_02442	CNE01160
CNAG_04324	CNI02250
CNAG_06345	CNN00750
CNAG_00797	CNA07740
CNAG_01411	CND05220
CNAG_01039	CND01700
CNAG_02161	CNE03770
CNAG_00635	CNA06150
CNAG_04753	CNJ01840
CNAG_04580	CNJ00220
CNAG_01194	CND03180
CNAG_01214	CND03380
CNAG_06060	CNM00690
CNAG_00436	CNA04190
CNAG_06772	CNB00270
CNAG_05085	CNL05340
CNAG_05387	CNH00540
CNAG_00030	CNA00225
CNAG_05824	CNF01560
CNAG_03361	CNG02190
CNAG_05066	CNL05540
CNAG_02313	CNE02330
CNAG_01391	CND05030
CNAG_04577	CNJ00180
CNAG_05497	CNH01530
CNAG_03696	CNB01940
CNAG_04404	CNI01440
CNAG_00067	CNA00580
CNAG_01078	CND02060
CNAG_01886	CNK02260
CNAG_06114	CNM01190
CNAG_07399	CNJ03177
CNAG_00669	CNA06470
CNAG_03370	CNG02120
CNAG_03584	CNG00230
CNAG_05131	CNL04900
CNAG_02282	CNE02640
CNAG_04886	CNJ03130
CNAG_01350	CND04660
CNAG_00151	CNA00520
CNAG_07982	CND00490
CNAG_04939	CNL06770
CNAG_05186	CNL04410
CNAG_06449	CNN01740
CNAG_00357	CNA03470
CNAG_02761	CNC03830
CNAG_05445	CNH01110
CNAG_04874	CNJ03020
CNAG_00019	CNA00120
CNAG_04586	CNJ00280
CNAG_04519	CNI00380
CNAG_00265	CNA02550
CNAG_04805	CNJ02320
CNAG_03213	CNG03600
CNAG_05728	CNF02445
CNAG_02452	CNE01070
CNAG_01148	CND02730
CNAG_05120	CNL05000
CNAG_03234	CNG03380
CNAG_06454	CNN01780
CNAG_06717	CNB00860
CNAG_02405	CNE01500
CNAG_04290	CNI02590
CNAG_08016	CNM01220
CNAG_05070	CNL05500
CNAG_04798	CNJ02250
CNAG_00685	CNA06640
CNAG_03156	CNG04110
CNAG_01007	CND01360
CNAG_00234	CNA02240
CNAG_05045	CNL05735
CNAG_05367	CNH00350
CNAG_02664	CNK01540
CNAG_05125	CNL04950
CNAG_02562	CNK00550
CNAG_00853	CNA08280
CNAG_02472	CNE00880
CNAG_07717	CNG03680
CNAG_05261	CNH03690
CNAG_03140	CNG04240
CNAG_04855	CNJ02770
CNAG_01498	CNC06820
CNAG_05707	CNF02670
CNAG_06892	CNK00360
CNAG_03490	CNG01020
CNAG_02528	CNE00380
CNAG_03564	CNG00390
CNAG_03649	CNB01500
CNAG_07888	CNH02505
CNAG_03985	CNB04720
CNAG_01764	CNC02650
CNAG_01840	CNC03260
CNAG_00132	CNA01200
CNAG_06761	CNB00400
CNAG_06422	CNN01470
CNAG_05684	CNF02900
CNAG_06821	CND06030
CNAG_02496	CNE00640
CNAG_00259	CNA02480
CNAG_02270	CNE02740
CNAG_03295	CNG02820
CNAG_04520	CNI00370
CNAG_05042	CNL05760
CNAG_03956	CNB04440
CNAG_00655	CNA06350
CNAG_01656	CNC01690
CNAG_00482	CNA04640
CNAG_03784	CNB02780
CNAG_02541	CNE00250
CNAG_05776	CNF02020
CNAG_04678	CNJ01100
CNAG_05596	CNH02390
CNAG_03439	CNG01470
CNAG_03685	CNB01830
CNAG_03320	CNG02580
CNAG_05501	CNH01560
CNAG_04316	CNI02330
CNAG_01687	CNC01960
CNAG_03128	CNG04350
CNAG_03666	CNB01650
CNAG_03764	CNB02600
CNAG_05638	CNH02790
CNAG_00247	CNA02370
CNAG_03754	CNB02490
CNAG_02937	CNC05470
CNAG_03727	CNB02250
CNAG_04380	CNI01670
CNAG_05446	CNH01120
CNAG_01257	CND03740
CNAG_04821	CNJ02470
CNAG_03381	CNG02030
CNAG_03427	CNG01590
CNAG_06733	CNB00690
CNAG_05697	CNF02750
CNAG_00179	CNA01680
CNAG_02207	CNE03340
CNAG_01688	CNC01970
CNAG_05533	CNH01840
CNAG_06056	CNM00650
CNAG_00109	CNA01000
CNAG_04229	CNI03700
CNAG_07625	CNE00770
CNAG_06343	CNN00730
CNAG_03710	CNB02070
CNAG_01418	CND05290
CNAG_06208	CNM02070
CNAG_01676	CNC01870
CNAG_04309	CNI02400
CNAG_04443	CNI01140
