# H99_mitofates_26June2018
# H99 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNAG_06494	0.754	Yes	46(MPP)	0.152		16-25-high	-	-	-	-	-	-	-	16-21	-	-	-	-	-	-
CNAG_06495	0.000	No	39(MPP)	0.128		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06497	0.000	No	31(MPP)	-0.097		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06498	0.000	No	34(MPP)	0.059		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06499	0.426	Yes	27(MPP)	0.222	54-58	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06500	0.000	No	61(MPP)	-0.066	59-63	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06501	0.000	No	39(MPP)	0.051	1-5,95-99	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06502	0.000	No	18(MPP)	0.056		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06503	0.004	No	19(MPP)	0.158	7-11	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06504	0.016	No	23(MPP)	0.087	43-47	4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06505	0.000	No	35(MPP)	-0.029		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06506	0.003	No	43(MPP)	0.047		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06507	0.012	No	21(MPP)	0.143	1-5	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06508	0.000	No	80(MPP)	-0.037		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06509	0.000	No	44(MPP)	0.023		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06510	0.000	No	32(MPP)	-0.062	30-34,53-57	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06511	0.004	No	47(MPP)	0.106	25-29	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06512	0.078	No	7(MPP)	0.143		16-25-high	-	-	-	-	-	18-23	-	-	-	-	-	-	-	-
CNAG_06515	0.008	No	59(MPP)	-0.034		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06516	0.000	No	55(MPP)	-0.091		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	17-22
CNAG_06517	0.033	No	16(MPP)	0.250		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06519	0.118	No	17(MPP)	0.118	40-44	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06520	0.000	No	26(MPP)	-0.115	90-94	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06521	0.016	No	66(MPP)	0.030		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06523	0.024	No	9(MPP)	0.000	6-10,86-90	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06524	0.000	No	48(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06525	0.000	No	95(MPP)	-0.021	96-100	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06526	0.043	No	21(MPP)	0.000		9-18-low	-	-	-	-	-	-	18-23	-	-	17-22	-	-	-	-
CNAG_06527	0.000	No	90(MPP)	-0.033	54-58	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06529	0.003	No	23(MPP)	0.000		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06530	0.078	No	28(MPP)	0.179	32-36,51-55	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06531	0.000	No	34(MPP)	-0.029		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06532	0.003	No	19(MPP)	0.105	89-93	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06533	0.000	No	36(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06534	0.022	No	62(MPP)	0.032	35-39	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06535	0.000	No	80(MPP)	0.100	36-40,39-43	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06536	0.000	No	26(MPP)	0.038	67-71	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06537	0.000	No	49(MPP)	-0.102	73-77	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06538	0.000	No	15(MPP)	0.000	19-23,71-75	13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06539	0.000	No	13(MPP)	-0.308	10-14,75-79	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06540	0.000	No	31(MPP), 32(Icp55)	-0.097	69-73	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06541	0.000	No	43(MPP), 44(Icp55)	-0.140	46-50	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06542	0.000	No	46(MPP)	-0.065		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06543	0.000	No	57(MPP), 58(Icp55)	0.070	24-28	16-27-high	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-
CNAG_06544	0.000	No	31(MPP), 32(Icp55)	0.290	58-62	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06545	0.043	No	43(MPP)	0.233		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06546	0.000	No	36(MPP)	0.056		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06548	0.029	No	71(MPP)	0.014		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06549	0.000	No	29(MPP)	0.034		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06550	0.000	No	42(MPP)	-0.048	35-39,84-88,90-94	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06551	0.000	No	46(MPP)	0.000	43-47,46-50	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06552	0.050	No	43(MPP)	0.140	55-59,65-69,89-93	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06553	0.000	No	36(MPP)	0.111		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06554	0.000	No	23(MPP)	-0.043		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06555	0.009	No	25(MPP)	0.080	13-17	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	13-18	-
CNAG_06556	0.003	No	26(MPP)	0.000	23-27	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06557	0.000	No	54(MPP)	-0.130	48-52,51-55	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06558	0.020	No	24(MPP)	-0.042	18-22,21-25	16-25-low	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-
CNAG_06559	0.003	No	44(MPP)	0.136	30-34,34-38	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06560	0.039	No	69(MPP)	0.072	14-18,66-70,82-86	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06561	0.000	No	42(MPP)	-0.071	25-29,50-54,71-75	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06562	0.012	No	53(MPP)	0.000		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06563	0.000	No	23(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06564	0.000	No	76(MPP)	-0.039	25-29,55-59,74-78,78-82	1-10-low	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-
CNAG_06565	0.000	No	30(MPP)	-0.100		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06566	0.005	No	31(MPP)	0.129		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06567	0.000	No	66(MPP)	0.121		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06568	0.000	No	78(MPP)	0.051	49-53,52-56,75-79,88-92	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06569	0.003	No	21(MPP)	0.190		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06570	0.000	No	7(MPP)	0.143		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06573	0.000	No	45(MPP), 53(Oct1)	-0.178		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06574	0.000	No	31(MPP)	0.000		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06576	0.000	No	53(MPP)	-0.075		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06577	0.062	No	65(MPP)	0.138	5-9	1-10-high	-	-	-	-	-	-	-	-	-	-	-	4-9	-	-
CNAG_06578	0.000	No	39(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06583	0.000	No	17(MPP)	0.059		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06584	0.028	No	37(MPP)	0.081	40-44	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06585	0.005	No	54(MPP)	0.037		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06587	0.000	No	35(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06588	0.000	No	36(MPP)	-0.028	14-18,19-23,22-26,96-100	9-18-high	-	-	-	-	-	-	-	-	-	-	-	18-23	-	-
CNAG_06589	0.003	No	28(MPP)	0.071		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06590	0.000	No	9(MPP)	0.222		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06591	0.000	No	13(MPP)	-0.077	58-62	5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06592	0.000	No	8(MPP)	0.125		17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06593	0.000	No	37(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06594	0.000	No	13(MPP)	0.231	96-100	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06595	0.181	No	17(MPP)	-0.059	14-18	18-27-high	-	-	-	-	-	-	18-23	-	-	17-22	-	-	-	-
CNAG_06596	0.000	No	30(MPP)	-0.067	67-71	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06597	0.006	No	86(MPP)	-0.628		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06598	0.005	No	35(MPP)	0.029	1-5,32-36,35-39	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06599	0.000	No	81(MPP)	-0.012	62-66	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06600	0.039	No	16(MPP)	0.188	14-18	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06601	0.105	No	29(MPP), 30(Icp55)	0.138		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06602	0.000	No	93(MPP)	0.000	44-48	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06603	0.000	No	20(MPP)	0.100	62-66	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06604	0.000	No	28(MPP)	0.071	67-71	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06605	0.000	No	21(MPP)	0.238	40-44,79-83	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06606	0.022	No	13(MPP)	0.308		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06607	0.008	No	40(MPP)	0.000		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06608	0.003	No	61(MPP)	0.066	61-65	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06609	0.000	No	19(MPP)	-0.053	68-72	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06610	0.000	No	51(MPP)	0.039		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06611	0.000	No	32(MPP)	-0.031		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06612	0.010	No	44(MPP)	0.023	74-78	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06613	0.010	No	20(MPP)	0.050	8-12,27-31	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06614	0.000	No	15(MPP)	0.067		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06616	0.702	Yes	33(MPP)	0.121	88-92	4-13-high	-	-	-	-	-	-	5-10	-	-	-	-	-	-	4-9
CNAG_06617	0.000	No	89(MPP)	-0.056		9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06620	0.000	No	77(MPP)	0.000	6-10,35-39,92-96	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06621	0.551	Yes	21(MPP)	0.190	59-63,71-75	3-12-high	-	-	-	-	-	3-8	-	-	-	-	-	-	-	2-7
CNAG_06622	0.005	No	12(MPP)	0.083	66-70,77-81	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06623	0.000	No	64(MPP)	-0.062		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06624	0.009	No	10(MPP)	0.100		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06625	0.000	No	74(MPP), 75(Icp55)	-0.162	22-26	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06626	0.000	No	9(MPP)	0.111	66-70,87-91	11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06627	0.018	No	19(MPP)	0.000	21-25,41-45	6-15-high	-	-	-	-	-	-	-	-	-	-	-	20-25	21-26	-
CNAG_06628	0.005	No	88(MPP)	-0.023	63-67,91-95	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06629	0.401	Yes	6(MPP)	0.000	12-16,90-94	17-27-high	-	-	-	-	-	-	-	-	16-21	-	15-20	-	-	-
CNAG_06630	0.998	Yes	31(MPP), 39(Oct1)	0.226	7-11,20-24,94-98	7-18-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-
CNAG_06631	0.000	No	19(MPP)	0.105	17-21	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06632	0.648	Yes	36(MPP)	0.139	56-60	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06633	0.023	No	52(MPP)	0.038		13-22-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-
CNAG_06634	0.020	No	7(MPP)	0.143	9-13,25-29,69-73	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06635	0.014	No	13(MPP)	0.077		10-21-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-
CNAG_06636	0.141	No	12(MPP)	0.250	66-70	1-10-high	-	-	-	-	-	-	-	3-8	-	-	-	-	-	2-7
CNAG_06637	0.000	No	75(MPP)	0.080		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06638	0.979	Yes	30(MPP)	0.200	10-14,92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	9-14	10-15	-
CNAG_06639	0.000	No	41(MPP)	-0.122	15-19,68-72	20-29-low	-	-	-	-	15-20	-	-	-	-	-	-	-	-	-
CNAG_06640	0.004	No	22(MPP)	0.091	34-38	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06641	0.010	No	52(MPP), 53(Icp55)	0.115	12-16	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06642	0.012	No	64(MPP)	-0.047	31-35,96-100	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06643	0.999	Yes	39(MPP)	0.205	1-5	1-10-high	-	-	-	-	1-6	-	4-9	-	-	-	-	-	-	-
CNAG_06644	0.006	No	9(MPP)	0.000	74-78	18-28-low	-	-	-	-	-	-	-	-	-	16-21	-	-	-	-
CNAG_06645	0.301	No	29(MPP)	0.069	9-13	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	9-14	-
CNAG_06646	0.005	No	44(MPP)	0.000	51-55	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06647	0.114	No	65(MPP)	0.092		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06648	0.000	No	23(MPP)	-0.087		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06649	0.000	No	54(MPP)	-0.056	67-71	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06650	0.586	Yes	14(MPP)	0.214	11-15	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06651	0.000	No	18(MPP)	-0.056	6-10	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06652	0.000	No	27(MPP)	-0.037	40-44	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06653	0.018	No	67(MPP), 68(Icp55)	0.045	64-68	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06654	0.014	No	73(MPP), 74(Icp55)	0.027	9-13,70-74	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06655	0.011	No	62(MPP)	-0.016	60-64	13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06656	0.000	No	52(MPP)	-0.058		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06657	0.031	No	18(MPP)	0.056	67-71	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06658	0.000	No	65(MPP), 73(Oct1)	-0.092		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06659	0.000	No	37(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06660	0.004	No	10(MPP)	0.400		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06661	0.000	No	6(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06662	0.000	No	71(MPP)	-0.042		7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06663	0.000	No	70(MPP)	-0.314	81-85	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06664	0.016	No	7(MPP)	0.143		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06665	0.006	No	42(MPP)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06666	0.000	No	35(MPP)	0.029		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06667	0.000	No	68(MPP)	-0.074		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06668	0.003	No	46(MPP)	0.065	73-77	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06669	0.000	No	86(MPP)	-0.012	30-34,57-61,64-68,67-71	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06670	0.000	No	54(MPP)	-0.148		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06671	0.276	No	72(MPP)	0.097	64-68	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06672	0.000	No	29(MPP)	0.000	1-5	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06673	0.000	No	40(MPP)	-0.075		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06674	0.008	No	16(MPP)	0.188		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06675	0.000	No	30(MPP), 31(Icp55)	-0.167		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06676	0.000	No	54(MPP)	0.000	39-43	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06677	0.009	No	30(MPP), 38(Oct1)	0.067		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06678	0.000	No	11(MPP)	0.182		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06679	0.000	No	33(MPP)	-0.030	73-77	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06680	0.000	No	38(MPP)	0.026	47-51	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06681	0.015	No	21(MPP)	0.143	1-5	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-
CNAG_06683	0.000	No	70(MPP)	-0.329		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06684	0.000	No	6(MPP)	-0.167	65-69	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06685	0.000	No	91(MPP)	-0.033	7-11	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06686	0.000	No	18(MPP)	0.000		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06687	0.000	No	49(MPP)	-0.122		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06688	0.000	No	46(MPP)	-0.022	62-66	1-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06689	0.000	No	17(MPP)	-0.118		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06690	0.003	No	87(MPP)	-0.057		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06691	0.000	No	94(MPP)	0.011		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06692	0.000	No	32(MPP), 40(Oct1)	-0.156		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06693	0.000	No	90(MPP)	0.033	50-54,72-76	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06694	0.000	No	31(MPP)	0.097	69-73	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06695	0.000	No	66(MPP)	0.000	7-11,11-15,57-61,76-80	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06696	0.000	No	11(MPP)	-0.091		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06697	0.000	No	53(MPP), 54(Icp55)	-0.094		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06698	0.000	No	13(MPP)	0.077		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06699	0.013	No	20(MPP)	0.200	13-17	8-17-high	-	-	-	-	-	-	17-22	-	-	16-21	-	-	-	-
CNAG_06703	0.000	No	59(MPP)	0.034		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06704	0.020	No	41(MPP)	0.024		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06705	0.083	No	17(MPP)	-0.059	14-18,17-21,48-52,64-68,90-94	13-22-high	-	-	-	-	17-22	-	-	-	-	-	-	13-18	-	-
CNAG_06706	0.118	No	22(MPP)	0.227	46-50	6-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06707	0.006	No	18(MPP)	0.111		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06708	0.055	No	31(MPP)	0.161	76-80	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06709	0.326	No	8(MPP)	0.125	55-59	21-30-low	-	-	-	-	-	18-23	-	-	-	17-22	-	-	-	-
CNAG_06710	0.000	No	18(MPP)	-0.111		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06711	0.000	No	59(MPP)	-0.017	86-90	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06712	0.000	No	58(MPP)	0.017		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06713	0.988	Yes	24(MPP), 25(Icp55)	0.167	52-56	6-15-high	-	-	11-16	-	-	-	-	-	-	-	-	-	-	-
CNAG_06714	0.000	No	86(MPP)	0.012		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06715	0.000	No	80(MPP)	-0.138	36-40	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06716	0.003	No	70(MPP), 71(Icp55)	0.043	36-40	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06717	0.205	No	24(MPP)	0.042	77-81	9-18-high	-	-	-	-	-	-	13-18	-	-	-	-	-	-	12-17
CNAG_06718	0.033	No	40(MPP), 41(Icp55)	0.000	37-41	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06722	0.004	No	8(MPP)	0.125	48-52	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06723	0.646	Yes	24(MPP), 32(Oct1)	0.167	12-16,85-89	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06724	0.086	No	22(MPP), 23(Icp55)	0.000		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06725	0.022	No	38(MPP)	-0.026	48-52,76-80	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06726	0.000	No	27(MPP)	0.074		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06727	0.085	No	28(MPP)	0.107	28-32,61-65	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06728	0.011	No	12(MPP)	0.167	55-59	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_06729	0.010	No	45(MPP)	0.000	46-50	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
