# JEC21_mitofates_26June2018
# JEC21 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNK01590	0.102	No	83(MPP)	0.108	17-21,70-74,73-77	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01600	0.000	No	92(MPP)	-0.022	61-65,86-90	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01610	0.000	No	46(MPP)	0.065		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01620	0.004	No	42(MPP)	0.024		10-19-high	-	-	-	-	-	-	-	15-20	-	-	-	-	-	-
CNK01630	0.020	No	22(MPP)	0.136	54-58,64-68,87-91	6-15-low	-	-	-	-	-	-	-	11-16	-	-	-	-	-	-
CNK01640	0.000	No	34(MPP)	-0.029		4-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01650	0.000	No	72(MPP)	0.153		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01660	0.000	No	53(MPP), 54(Icp55)	-0.019	72-76	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01670	0.787	Yes	22(MPP)	0.227	25-29,31-35,56-60,90-94	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01680	0.005	No	36(MPP)	-0.028	50-54	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01690	0.003	No	33(MPP)	0.030	15-19,44-48,68-72,76-80	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01700	0.326	No	23(MPP)	0.217		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01710	0.000	No	34(MPP)	-0.029		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01720	0.000	No	34(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01730	0.000	No	80(MPP)	-0.050	87-91,90-94	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01740	0.000	No	37(MPP)	0.027	87-91	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01750	0.719	Yes	27(MPP)	0.111		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01760	0.980	Yes	22(MPP)	0.182		1-10-high	-	-	-	-	-	-	3-8,19-24	-	-	18-23	-	-	-	2-7
CNK01780	0.839	Yes	9(MPP)	0.222		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01800	0.354	No	16(MPP)	0.125		14-23-high	-	-	-	-	-	-	-	-	-	-	10-15	-	-	-
CNK01810	0.000	No	58(MPP)	-0.052	42-46	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01820	0.003	No	33(MPP)	0.061		14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01830	0.000	No	44(MPP)	-0.114		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01840	0.000	No	65(MPP)	0.000	38-42	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01850	0.000	No	26(MPP)	-0.038		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01860	0.000	No	46(MPP)	-0.087		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01870	0.000	No	47(MPP)	0.043		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01880	0.000	No	41(MPP)	0.024		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01890	0.006	No	17(MPP)	0.000		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01900	0.000	No	14(MPP)	0.000	84-88,87-91,91-95	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01910	0.114	No	10(MPP)	0.100	35-39	4-13-high	-	-	-	-	-	-	7-12	-	-	-	-	-	-	6-11
CNK01920	0.000	No	35(MPP)	0.029		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01935	0.000	No	44(MPP)	0.000		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01940	0.003	No	32(MPP)	0.094	86-90	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01950	0.634	Yes	40(MPP)	0.150		21-30-high	-	-	-	-	-	-	-	-	-	-	5-10	-	-	-
CNK01960	0.000	No	23(MPP)	0.087	48-52	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01970	0.014	No	91(MPP)	0.022		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01980	0.000	No	6(MPP)	-0.167		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK01990	0.000	No	41(MPP)	-0.024		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02000	0.003	No	33(MPP), 34(Icp55)	0.000	30-34,92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02010	0.000	No	20(MPP)	0.050	6-10	21-30-high	-	-	-	-	-	-	17-22	-	-	-	-	-	-	-
CNK02020	0.004	No	27(MPP)	0.037	25-29	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02030	0.000	No	11(MPP)	0.000	66-70	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02040	0.352	No	28(MPP)	0.071		21-30-high	-	19-24	-	-	-	17-22	-	-	-	-	-	-	-	16-21
CNK02050	0.011	No	47(MPP)	0.021		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02060	0.018	No	43(MPP)	-0.070		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02070	0.003	No	53(MPP), 54(Icp55)	0.000		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02080	0.000	No	18(MPP)	0.111		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02090	0.269	No	32(MPP), 33(Icp55)	0.156	3-7,59-63	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02100	0.004	No	18(MPP)	0.167		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02110	0.000	No	38(MPP)	-0.026		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02120	0.013	No	38(MPP)	-0.079	64-68	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02130	0.011	No	62(MPP)	-0.016		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02140	0.000	No	36(MPP)	0.083		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02150	0.017	No	63(MPP)	0.032		5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02160	0.000	No	66(MPP)	0.015	24-28,63-67	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02170	0.000	No	60(MPP)	0.017	57-61	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02180	0.003	No	32(MPP)	-0.062	22-26	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	22-27	-
CNK02190	0.000	No	57(MPP)	0.053	6-10	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02200	0.088	No	7(MPP), 8(Icp55)	0.143		3-12-low	-	-	-	-	-	-	4-9	-	-	3-8	-	-	-	-
CNK02210	0.000	No	69(MPP)	-0.116		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02220	0.959	Yes	37(MPP), 38(Icp55)	0.189		6-17-high	-	-	-	-	-	-	25-30	9-14	-	-	-	-	-	8-13
CNK02230	0.021	No	31(MPP)	0.097		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02235	0.008	No	11(MPP)	0.545		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02240	0.000	No	22(MPP)	0.182	53-57	6-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02250	0.000	No	37(MPP)	0.108		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02260	0.000	No	11(MPP)	0.273		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02270	0.000	No	81(MPP)	-0.037		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02300	0.013	No	21(MPP)	0.048		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02310	0.057	No	47(MPP)	0.149	14-18,18-22,66-70	14-23-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-
CNK02320	0.000	No	19(MPP)	-0.105	53-57	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02330	0.000	No	69(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02340	0.016	No	21(MPP)	0.095		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02350	0.999	Yes	39(MPP)	0.205	20-24,24-28	19-28-high	-	-	-	21-26	-	-	-	-	-	-	-	-	-	-
CNK02360	0.582	Yes	34(MPP)	0.088	82-86	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02370	0.009	No	44(MPP)	0.068	30-34	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02380	0.000	No	21(MPP)	-0.095		1-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02385	0.003	No	17(MPP)	0.294		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02390	0.000	No	7(MPP), 8(Icp55)	-0.143		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02400	0.000	No	52(MPP)	-0.019	54-58	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02405	0.000	No	78(MPP)	0.064	60-64	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02410	0.028	No	51(MPP)	0.020		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02430	0.014	No	55(MPP)	0.091	76-80	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02440	0.060	No	9(MPP)	0.444		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02450	0.000	No	8(MPP)	-0.250		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02460	0.000	No	15(MPP)	-0.067	85-89	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02470	0.000	No	48(MPP)	0.104		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02480	0.000	No	39(MPP)	-0.128	67-71	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02490	0.000	No	92(MPP)	0.098		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02500	0.000	No	63(MPP)	0.063	48-52,63-67	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02510	0.000	No	86(MPP)	-0.047	30-34,65-69	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02520	0.017	No	44(MPP), 45(Icp55)	0.159		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02530	0.000	No	95(MPP)	0.053		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02540	0.000	No	64(MPP)	0.062	20-24,76-80	13-22-high	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-
CNK02550	0.072	No	28(MPP)	0.000	22-26,53-57,69-73	18-29-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-
CNK02560	0.000	No	29(MPP)	-0.310		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02570	0.000	No	6(MPP)	0.167	3-7,19-23,90-94	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02580	0.000	No	63(MPP)	-0.032		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02590	0.000	No	45(MPP)	0.156		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02595	0.000	No	30(MPP)	0.067		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02600	0.009	No	30(MPP)	0.067	56-60	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02610	0.003	No	28(MPP)	0.036	25-29,28-32,77-81	21-30-high	-	-	-	-	-	-	-	-	-	-	-	24-29	-	-
CNK02620	0.018	No	43(MPP)	-0.023		21-30-low	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	-
CNK02640	0.000	No	49(MPP)	0.000		7-16-low	-	18-23	-	-	-	-	-	-	-	-	-	-	-	-
CNK02650	0.003	No	60(MPP)	0.033		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02660	0.000	No	56(MPP)	-0.107	35-39	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02670	0.004	No	23(MPP)	0.000		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02675	0.198	No	23(MPP), 31(Oct1)	0.174		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02680	0.000	No	44(MPP)	-0.045	41-45	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02690	0.000	No	24(MPP)	0.042		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02700	0.004	No	33(MPP)	0.030		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02705	0.000	No	27(MPP)	-0.037		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02720	0.000	No	43(MPP)	-0.186		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02730	0.004	No	11(MPP)	0.273		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02740	0.009	No	44(MPP)	-0.023		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02750	0.007	No	17(MPP)	-0.059		7-16-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-
CNK02760	0.008	No	33(MPP)	0.030		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02770	0.037	No	28(MPP)	0.143		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02775	0.000	No	31(MPP)	0.032		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02780	0.008	No	14(MPP)	0.143	58-62,70-74	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02790	0.000	No	82(MPP)	0.012	80-84	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02800	0.003	No	70(MPP)	0.000	56-60	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02810	0.000	No	21(MPP)	0.095	49-53	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02820	0.006	No	70(MPP)	-0.014		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02825	0.000	No	50(MPP)	0.040	41-45	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02830	0.000	No	92(MPP)	0.000		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02840	0.000	No	16(MPP)	-0.062	49-53	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02850	0.000	No	17(MPP)	-0.176		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02860	0.000	No	19(MPP)	0.053		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02870	0.003	No	14(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02880	0.000	No	18(MPP)	0.056		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02890	0.003	No	29(MPP)	0.103	52-56,76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02900	0.048	No	29(MPP)	0.138	34-38	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02910	0.051	No	9(MPP)	0.111	19-23,74-78,91-95	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02920	0.000	No	82(MPP)	-0.049		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02930	0.717	Yes	17(MPP)	0.235	1-5,55-59	1-10-high	3-8	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02940	0.000	No	80(MPP)	-0.113		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02945	0.005	No	34(MPP)	0.088	31-35,48-52,94-98	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02950	0.007	No	34(MPP)	0.029		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02960	0.000	No	23(MPP)	-0.087	36-40	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02970	0.000	No	32(MPP)	-0.125	81-85	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02980	0.023	No	44(MPP)	0.068		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK02990	0.009	No	16(MPP), 24(Oct1)	0.000		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03000	0.200	No	43(MPP)	0.093	4-8	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03010	0.000	No	42(MPP)	0.000	68-72	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03020	0.000	No	75(MPP)	-0.147		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03030	0.000	No	63(MPP)	-0.032		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03040	0.090	No	40(MPP), 48(Oct1)	0.125		12-23-low	-	5-10	-	-	-	-	-	-	-	-	-	-	-	-
CNK03050	0.000	No	7(MPP)	0.000	44-48	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03060	0.000	No	69(MPP)	-0.043	84-88	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03070	0.000	No	38(MPP)	0.026	84-88	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03080	0.990	Yes	23(MPP)	0.174	76-80	4-13-high	-	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-
CNK03090	0.000	No	26(MPP)	0.038	78-82,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03100	0.026	No	47(MPP)	0.085		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03110	0.000	No	60(MPP)	0.033		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03120	0.000	No	21(MPP)	0.048		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03130	0.138	No	58(MPP)	0.034	35-39	5-15-high	-	-	-	-	-	-	-	-	-	-	3-8	-	-	-
CNK03140	0.490	Yes	37(MPP)	0.135	9-13,34-38	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03150	0.000	No	65(MPP)	0.046	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03160	0.000	No	17(MPP)	0.000		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03170	0.000	No	78(MPP)	-0.038	49-53,56-60,75-79,86-90	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03180	0.006	No	23(MPP)	0.130	20-24,78-82	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03185	0.000	No	4(MPP)	0.250	1-5	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03190	0.028	No	32(MPP)	0.062	49-53	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03200	0.000	No	26(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03220	0.000	No	64(MPP)	0.000		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03230	0.015	No	57(MPP)	-0.035	11-15,44-48,54-58,70-74,90-94,94-98	7-16-high	-	-	-	20-25	-	-	-	-	-	-	-	-	11-16	-
CNK03240	0.983	Yes	18(MPP)	0.222	15-19	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03260	0.000	No	54(MPP)	-0.056		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03270	0.000	No	40(MPP)	0.100	75-79	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03280	0.013	No	86(MPP)	0.093		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03310	0.000	No	25(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03320	0.000	No	21(MPP)	0.000	41-45,59-63	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03330	0.036	No	21(MPP), 22(Icp55)	-0.095	18-22	17-26-high	-	-	-	-	-	-	-	-	21-26	-	-	-	-	-
CNK03340	0.000	No	50(MPP)	0.020	53-57	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03350	0.417	Yes	30(MPP), 38(Oct1)	0.167		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03360	0.530	Yes	26(MPP)	0.115	20-24	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03370	0.816	Yes	31(MPP)	0.194	12-16	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	12-17	-
CNK03385	0.000	No	7(MPP)	0.429	9-13	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03400	0.000	No	40(MPP)	0.025		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03410	0.000	No	14(MPP)	0.071	50-54,95-99	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03420	0.000	No	54(MPP)	0.019	77-81,96-100	8-17-low	-	-	-	-	-	-	9-14	-	-	-	-	-	-	-
CNK03430	0.000	No	18(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03440	0.000	No	19(MPP)	0.053		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03450	0.000	No	38(MPP)	-0.237		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03460	0.013	No	10(MPP)	0.200	55-59,58-62	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03470	0.000	No	61(MPP)	-0.049	58-62,61-65,87-91	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNK03480	0.063	No	55(MPP)	0.036	52-56	14-23-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-
CNL03660	0.043	No	29(MPP)	0.034	4-8	3-12-high	-	-	-	-	-	-	-	-	-	-	-	3-8	4-9	-
CNL03670	0.020	No	52(MPP)	0.154		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03680	0.000	No	57(MPP)	-0.035		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03690	0.009	No	19(MPP)	0.263		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03700	0.003	No	24(MPP), 25(Icp55)	-0.042	9-13,91-95	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03710	0.010	No	47(MPP)	0.021		5-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03730	0.000	No	33(MPP)	0.030	1-5,30-34	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03740	0.018	No	57(MPP)	-0.018		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03750	0.000	No	8(MPP)	0.125		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03760	0.005	No	27(MPP)	0.037	3-7	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03770	0.000	No	20(MPP)	-0.050	63-67	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03780	0.011	No	31(MPP)	0.032	38-42,66-70	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03790	0.005	No	7(MPP)	0.143		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03800	0.000	No	27(MPP)	-0.111		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03810	0.000	No	15(MPP)	0.000	21-25,57-61	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03820	0.000	No	53(MPP)	-0.038		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03830	0.003	No	33(MPP)	0.091	30-34	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03840	0.233	No	33(MPP)	0.152		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03850	0.003	No	65(MPP)	-0.062	62-66	6-15-low	-	-	-	-	-	14-19	-	-	-	-	-	-	-	-
CNL03860	0.253	No	22(MPP)	0.182		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03870	0.000	No	86(MPP)	-0.047		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03880	0.000	No	59(MPP)	-0.136	56-60	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03890	0.000	No	12(MPP)	0.250		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03900	0.000	No	36(MPP)	0.056	81-85	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03910	0.003	No	30(MPP)	-0.100		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03915	0.078	No	40(MPP)	0.075	9-13,43-47	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03920	0.000	No	24(MPP)	-0.083		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03930	0.000	No	43(MPP)	-0.140	10-14,81-85,93-97	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03940	0.003	No	21(MPP)	0.048		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03950	0.032	No	48(MPP)	0.042	7-11	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03960	0.054	No	42(MPP)	0.190	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03970	0.000	No	11(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNL03980	0.000	No	42(MPP)	0.190		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
